row_id,group,partition
200,2f614fa52641912eadc5fe60e60326f8a3635d4c9cdf1a57f769dd84105d73a5,selection
201,72e82e8369edad305dd129e5827d40cb2ec171cdd4b595f4b7e2ac98fca8f129,train
202,5ed61088c1cbc8588cb378a45f71b2c761f1e8496e16ecae5f87b87a9e3cb84b,train
203,69e0a4bd8a6103f2296b04b238b269c98426391ee0d2aabdf15b16fa56cf9caa,train
204,2b589972e604c3d08c5d247285522ead23bf6338428e000a1e365a06904a4636,train
205,4252515db773e1c5087db6128f4d5d10345de38b01e73b4b3ae64443ca614e5a,selection
206,713d06192ed87d189cd2ec9d9fc1e132877ff47e027cdbbcfd248f53dd7b9951,selection
207,a8dccb8453dae02f22e67ec1f05c9578a5168a0e7001818302ee96ca70d9821f,evaluation
208,65168288c6bef27682b79ace42d27d611d2d43ae88449f45295e47bf6212fc41,selection
209,d159ec5963de32555fa76b314b19cf9bf9caffecec76be4d412f474f3564cb26,train
210,ee05eed1d4643f8160e01759fcc327201161a81d2b799fbb8dd9e533ad9ef8a2,train
211,ab05a2760a1f5286bbf93538b50ce4a51f474da50d381ce1782e7def05565d06,train
212,713d06192ed87d189cd2ec9d9fc1e132877ff47e027cdbbcfd248f53dd7b9951,selection
213,8fd72c552641eba67ca44fdb8ac01d837e4a31c82b83ae8cb517969aa5e2d5d7,evaluation
214,8ec9f4b478a5b087ae7fbab576a30eec1911ab22b1b52e4ccb08d2dc9d0d771e,evaluation
215,58688a10f660f8bd9169ef33b2533f97a4d81903fada0bfa5104b93dddbcdd5b,train
216,39b85fc12e14d2bec96260bdc6614e95f8a7be68d159a47c2ae87c74dcf21e36,train
217,58688a10f660f8bd9169ef33b2533f97a4d81903fada0bfa5104b93dddbcdd5b,train
218,4956a1dd1c381b873e6740fcaac31adc0d9310f50b367a3937efe834136cb50b,selection
219,db67c169af75eb1fa36e085b0668de64a0179642a95c3c58f6d5f1b4db6de543,train
220,39b85fc12e14d2bec96260bdc6614e95f8a7be68d159a47c2ae87c74dcf21e36,train
221,52f3aacdc17aa018667c22e96dfaccd6ffa30f0d217cd9baf13b58f5081fb4eb,train
222,8ec9f4b478a5b087ae7fbab576a30eec1911ab22b1b52e4ccb08d2dc9d0d771e,evaluation
223,0302eebc1a4abaaef942b5042081321bace7043eef28443f2174b71af06a26b6,train
224,27b6f6b57c94c7abc173b85e2916abc32114de016f2b524f3668cf95a4a88a0d,train
225,11b92f9c9fe19b3c501b8d7bad555721ce2ba342d1827eff2e7bc07fab836603,train
226,8e73037942b79a9bbd1626a9ad6f691d77e587a4679c3921d78171396aab1e75,train
227,f292b76e5cf9a5379622cfb3b49fe89d8450d93bb31ba5deebd60ef04aaf70a5,train
228,8e73037942b79a9bbd1626a9ad6f691d77e587a4679c3921d78171396aab1e75,train
229,11b92f9c9fe19b3c501b8d7bad555721ce2ba342d1827eff2e7bc07fab836603,train
230,64f1877dfbc883ca619fda1d7164d47f846bbeea20c0dc1c4e2807ea1758d937,selection
231,a46f98de066a69ab0c7613317dad6280525e4b3eb6247c46ef0c5f083545517b,train
232,8dcd2591de3109734af0eb5330b9cf909f3ee0eccd5299480ed65c6dce4ef6d1,evaluation
233,89d5d61d6f4edcdebaf8d83b408844dd21b514b6f63fb54d7620057b64bc3958,train
234,89d5d61d6f4edcdebaf8d83b408844dd21b514b6f63fb54d7620057b64bc3958,train
235,89d5d61d6f4edcdebaf8d83b408844dd21b514b6f63fb54d7620057b64bc3958,train
236,89d5d61d6f4edcdebaf8d83b408844dd21b514b6f63fb54d7620057b64bc3958,train
237,e4767c044f2e236c56055135d6d7702a90bc9f0556eae5b12baf250a12a28d11,train
238,1a818274d1b1015f84c21254e2bacebe448b25e69865ab520e8ead3ba8fe9159,selection
239,13bba0cc5a498d6edbb0dcdb4c30188e667347b7b75ceb84f1ed4355ccb1272a,evaluation
240,d1f68b30d32b6276d60621d94966d11d30bbf8898f42f500a91e3634dda309ab,train
241,0bf0fd39a12f522b6e82ea06508b595306926e9f9c4c2166f6cad6bbbd956874,evaluation
242,5409a5ae9134a1f1af40dbfa3ad2d3779f1d9df8b541c645e28f6bbc093ee3bc,evaluation
243,6b985b7f6cefe3d8cd37ca0e3cc3e8895573c784e6dd382579aa3526ba951441,evaluation
244,785d5b84480211b4db298b3a44e3ca61cfc52c613da7967396c07fa5683ef802,selection
245,81170ae9872dff228733d907b6bc83fe376f90af8953d8998ac463fda478a509,selection
246,f8ac7045a430583cd6311853c8ae81f57a697d80183b4bad92dab592664b2891,train
247,886128f0d19c237e72645421482008e58e500221300db167fefb384365369f60,selection
248,da5ed86d9a5a6db74669e680c7cd0ef7c53db4822b2a0404fc55da2d4fe19aa6,train
249,32d88ba1dac097dde7252e70fdd9ba09612b2f4c56138d221efb3d9f82a573fe,train
250,afc1e553fcb6183d24aa6cf0e76a38313462b71e60b07a7459d727320ccf84e6,train
251,6ccfbcd3f37e3e73b7b1cba60a3b0061892e7ca87cc931045f7bca8b90b8ae21,selection
252,785d5b84480211b4db298b3a44e3ca61cfc52c613da7967396c07fa5683ef802,selection
253,2bef3385514b92dfa59907f725a83804e5803e15d6aa190f2ed490a89b3afecb,train
254,5c0c25ec118f1b15da41343b98ac03f124df8ba5efbcfda47bd1fa31a00d1a1f,train
255,8b3931a839deb3991d61681e80e4836475f79cf9ade2608dc5ac8956da89a549,train
256,5f780c77d9516dc0e6ae401ce3d9de5c76383fc237cc04b7a045d91755319dea,train
257,5f780c77d9516dc0e6ae401ce3d9de5c76383fc237cc04b7a045d91755319dea,train
258,ca2a88ceedcfa1ce319a0b340fa60e2f0deeb3929930314d58859d2531b67832,evaluation
259,c58d9200eb38803117446062fca89ac3ddfa64bbe59c5c6efd0017ab38e255a3,train
260,cc81dcf365b89f63453859d8c977af1e929d2d7107b9facde7e84d4438eb03bd,selection
261,83ee5433e3d8d47063620d95518e840de6c553afaf7fe93a07e301221b0ea120,train
262,a905aa7dc54c9d91f139d3c3b1f3f2d0344242fe285bcaa2c741f24b244ac272,evaluation
263,7d5f3eac801ce46c879b54b045455c37f73277789b7bf49fdc35d8b13a7375b1,selection
264,d09244f4eda34815f9711ed5c7336fa1c5b72c6763a8aad1d426903f2cdc5eeb,train
265,83ee5433e3d8d47063620d95518e840de6c553afaf7fe93a07e301221b0ea120,train
266,422d60b7df0c19be04e43b59d8fc9f1ad3d718f7776148a7bf254adce19cc96c,train
267,510d366763757dd72ca494ae602dfe7c1c8c2d384d46b31ab44ac80cc05ad413,train
268,65e4ec8a6194b3aae078a5680641d14eb12fbfa5b83172610de95d4c8f2cce65,train
269,110d2292b0d394d19e43d88571e1cea768362e7b85ba08e2c4b9fade106a0120,train
270,422d60b7df0c19be04e43b59d8fc9f1ad3d718f7776148a7bf254adce19cc96c,train
271,48ff48f76c4f93b7103329a1c97157bfa021633dec161c507f0afbc5678d36bf,train
272,d5ba5e83c852d383a155851f5b64223618fe9fc385fddc613b56d002d582b78c,evaluation
273,a6ff490174f95bc76c2f0a2e0684a081797f6dba349fd563a004f35b64a5feb4,train
274,700681f7a74157e28830209d232dc66761c5c6dd97ec670f12592c13e2d96782,train
275,d23a22b7f35764974695567525601551eb0c390ded061a23d087da153c9a69de,selection
276,f3c590c5f231ebad46c6af0587d4491ad524bd10c7dff73392feda5e86cc6ef3,evaluation
277,affed9bfe7f570b0a6bbed5f708a425b090948137f02df0adc1006fd59fced8e,selection
278,04c6500247db2ff83175be500c123de3c04246638817d0ebc19c7cbbb7d4d59d,train
279,3ffd429548df8d244df02f861be88f197d2b1340aa768d55752f671d47ec003e,train
280,0172af8fd0f5d380f158a0ee398b20f07dceb620a4a911760614126b6be4d1af,selection
281,f0de0c132cdfc79e2d101601f1525d0725c390131d2af3d0aa40240fb466907f,evaluation
282,7b4792bb7d1806b5ad7ecfd7c1d8e5705eacd3908e47f07800e8ac4d7724f66c,train
283,f053112329e68e4342b4ae539325085d5de0a7b0281027d9bcb1fe04fa63d30b,evaluation
284,e1a3e2d38127f3d2e338af54b3e1af8f470d13cd90dc2cb18b01474822bfe764,train
285,0091e07f14c0975a71ce712a6d8a321894132050768af977fc99f436baefb480,train
286,aa43d70798292e8cfc340945753f0176e4848d182695697558897095138d47ce,evaluation
287,b0747ef50708706809c8841403df8ba321e1fc4ff8aeb281680344054e66991b,train
288,b0747ef50708706809c8841403df8ba321e1fc4ff8aeb281680344054e66991b,train
289,b0747ef50708706809c8841403df8ba321e1fc4ff8aeb281680344054e66991b,train
290,b0747ef50708706809c8841403df8ba321e1fc4ff8aeb281680344054e66991b,train
291,394ccd965d417b982d4c226a852aae5805e8275d0226a6501211fb95af4fbce7,train
292,2507da596045400a786f5c1ffe47995e3648993ef0fb6b65d1564b56b67ad931,evaluation
