row_id,RMSD,F1,F2,F3,F4,F5,F6,F7,F8,F9
3662,12.458,7761.95,1991.96,0.25663,55.1816,1089225.9557,94.5088,3516.26,33.0,37.861
3690,16.826,8500.52,2594.44,0.3052,67.2152,1181434.3133,115.498,3470.04,91.0,37.2092
3750,4.483,15129.9,4069.19,0.26895,123.108,2043137.4508,221.527,4727.18,141.0,28.9539
3805,1.678,15139.6,4824.86,0.31869,212.041,2118404.5909,261.951,5363.45,296.0,24.5716
3852,13.453,7267.34,1791.73,0.24654,72.4993,1032609.2287,85.486,3201.01,47.0,36.8076
3899,2.468,10204.0,2646.78,0.25938,116.985,1397592.7537,141.965,4212.08,123.0,32.5268
3946,14.36,7246.83,2354.01,0.32483,62.0457,1026057.345,101.376,3644.15,38.0,38.1242
4032,5.487,7329.79,2499.9,0.34106,59.3489,1010399.3164,89.0749,3300.19,31.0,38.0899
4098,0.517,8777.89,2210.32,0.2518,97.4994,1233586.4074,126.62,3240.61,4.0,36.8514
4113,3.524,21122.9,6650.64,0.31485,252.853,2945856.4325,334.731,5526.22,77.0,23.3412
4149,1.058,7824.1,1725.93,0.22059,76.1947,1120635.2021,110.75,4035.67,106.0,34.9557
4190,12.203,7593.52,2592.49,0.3414,62.5705,1065839.8659,116.269,4594.0,65.0,37.1957
4390,13.158,8007.28,2565.24,0.32036,75.09,1101076.5143,103.441,3267.56,103.0,35.7291
4453,19.047,13937.3,5069.34,0.36372,142.141,1880518.1507,233.181,4984.23,98.0,26.8077
4522,2.666,5010.37,1204.23,0.24034,42.9414,705254.8815,71.1799,2723.07,20.0,40.606
4682,2.673,5702.94,1696.58,0.29749,45.94,838212.2588,64.6405,2469.07,25.0,41.9308
4729,2.4,4409.19,812.76,0.18433,44.1605,599253.1882,64.8904,2582.95,12.0,43.0907
4779,2.514,11997.8,2957.95,0.24654,131.744,1631975.2372,155.455,3968.27,227.0,32.4904
4836,19.103,11545.8,3170.23,0.27457,147.956,1650345.823,164.193,4322.93,126.0,29.4389
4854,0.0,16046.0,5174.11,0.32245,191.898,2247869.4361,254.103,5444.92,137.0,23.766
4902,12.055,8682.03,2660.38,0.30642,80.6252,1132983.4666,123.901,6968.83,63.0,36.7288
4928,7.98,11307.0,3446.5,0.30481,112.945,1601137.8359,167.49,4275.93,47.0,33.3143
4999,11.825,10412.5,3249.72,0.31209,81.5587,1464828.6412,138.502,4476.3,68.0,33.0884
5014,1.6,9626.85,2696.07,0.28005,103.772,1325311.1783,134.722,3575.32,122.0,35.9349
5035,4.886,9743.96,3093.82,0.31751,93.456,1382779.5703,137.062,4068.44,106.0,33.4861
5043,11.287,4676.54,1678.14,0.35884,40.3103,640837.3184,64.5828,1406.51,15.0,43.7013
5088,15.676,8915.16,3809.07,0.42725,61.6404,1279513.3184,137.843,3233.16,32.0,37.4584
5102,15.464,6935.2,2514.14,0.36251,66.2475,947136.7986,100.202,3550.01,54.0,36.5085
5126,3.062,10672.9,3051.33,0.28589,127.386,1519278.4226,164.678,4404.85,41.0,32.0452
5153,14.402,7316.51,2488.93,0.34017,60.1281,1003991.1743,97.2639,3393.4,45.0,37.564
5160,6.474,16252.3,4643.21,0.28569,177.889,2225383.5985,277.892,5304.48,91.0,23.7376
5177,3.026,12930.9,3475.83,0.2688,139.144,1749010.019,173.403,4100.43,183.0,31.6423
5227,15.124,6376.84,1847.17,0.28966,52.2598,895793.3282,94.0747,3186.2,11.0,39.069
5262,12.342,4135.43,1204.85,0.29134,35.9192,552285.0057,50.3041,1417.33,29.0,46.5464
5267,11.335,6099.7,1480.46,0.24271,54.5247,826372.8113,74.2771,2635.99,59.0,38.7631
5354,2.25,7627.9,3003.36,0.39373,94.4268,1023613.104,142.275,3283.31,80.0,38.3197
5472,2.26,9883.25,2828.94,0.28623,97.5733,1359724.7714,150.895,3818.7,123.0,33.2776
5569,3.416,12967.7,4211.47,0.32476,168.679,1901572.1885,260.568,4744.78,87.0,24.7649
5578,1.39,8830.37,1897.93,0.21493,77.3504,1281269.0575,106.543,3884.29,9.0,35.063
5605,7.239,6484.79,1431.25,0.2207,67.6015,913426.0275,77.724,2848.61,75.0,39.3026
5653,7.915,5834.33,2056.09,0.35241,55.9595,804411.1773,81.4572,2616.05,53.0,40.8938
5763,19.764,8844.58,2650.06,0.29962,90.8493,1219136.5028,99.0076,3504.77,44.0,37.3723
5807,0.0,6703.76,1591.15,0.23735,60.7611,928045.9258,81.7986,3081.28,29.0,46.5464
5824,15.357,7392.86,2610.72,0.35314,54.753,1068819.283,95.3359,3448.27,30.0,38.5898
5944,4.784,7612.0,2575.07,0.33829,59.7448,1054793.0176,96.0941,2877.54,43.0,39.1995
5975,4.695,7031.66,1849.62,0.26304,59.692,963486.0235,94.1444,2882.43,33.0,40.249
5976,2.012,5341.1,1293.41,0.24216,50.8794,704978.1609,84.2701,3290.28,15.0,40.5366
6043,17.937,7675.96,2441.62,0.31808,56.4738,1108258.6158,102.346,3136.26,44.0,37.6709
6093,3.117,6096.17,1976.86,0.32427,56.9001,846467.7366,77.5257,2610.54,32.0,41.3664
6256,1.736,10092.3,2841.08,0.2815,128.953,1352628.2938,148.782,4050.59,30.0,33.5019
6415,3.089,13884.3,2980.99,0.2147,174.462,1982702.4464,223.802,4782.13,76.0,27.601
6570,15.088,7173.29,1189.63,0.16584,61.4226,993232.5809,70.9025,2970.36,25.0,40.2637
6593,1.625,12212.5,3551.57,0.29081,149.003,1704990.2195,224.238,4244.7,84.0,31.142
6603,17.802,8890.17,3375.19,0.37965,75.0815,1218759.7738,140.594,4561.9,49.0,35.6788
6606,1.697,14170.5,3520.75,0.24845,186.407,1937925.8075,214.666,4581.39,179.0,28.9962
6652,12.034,6075.52,2308.83,0.38002,51.1109,858585.0126,96.3474,2519.67,57.0,40.4251
6661,1.822,13018.3,3260.18,0.25043,189.336,1770424.3941,208.191,4566.34,180.0,28.9048
6687,11.139,8139.6,2616.6,0.32146,97.4469,1101590.8936,118.381,3229.61,32.0,37.8354
6755,6.45,6653.24,1752.68,0.26343,52.5083,905951.8296,81.8929,2598.2,22.0,41.0232
6807,20.47,19304.7,6572.26,0.34044,167.841,2759632.973,265.488,7210.36,124.0,22.3323
7014,3.1,9806.82,2944.92,0.30029,109.412,1393364.3568,128.518,3833.91,65.0,35.1041
7091,2.634,9891.44,3258.9,0.32946,118.54,1426681.3219,136.438,3716.58,64.0,35.1621
7192,14.622,18892.1,6677.45,0.35345,175.47,2690825.7476,300.676,5701.76,214.0,21.3894
7268,20.532,12669.8,4179.66,0.32989,112.432,1744030.5732,168.527,5501.18,80.0,31.7669
7357,4.231,16305.7,4495.97,0.27572,251.872,2238781.2599,263.128,4839.52,290.0,27.2434
7408,6.822,11429.8,4088.6,0.35771,128.606,1562928.8573,188.2,4873.73,80.0,24.5658
7499,2.834,13469.1,3815.98,0.28331,154.645,1928437.2132,200.726,5131.63,98.0,27.458
7509,5.585,7660.53,1646.42,0.21492,71.7248,1096480.7385,76.9827,2879.56,26.0,36.9278
7631,15.578,6928.04,1127.33,0.16271,53.2302,977503.0373,62.4938,3271.36,37.0,38.532
7657,9.244,4953.85,1720.04,0.34721,44.3065,720011.1283,70.2177,2535.7,42.0,42.0084
7739,2.976,10628.7,3143.43,0.29574,132.152,1449998.5068,157.222,4861.48,68.0,28.7513
7755,13.942,7733.1,1942.41,0.25118,52.9302,1059075.5452,95.0123,3330.04,44.0,39.191
7835,16.326,7649.24,2021.13,0.26422,55.9637,1075592.68,79.7111,3398.11,29.0,38.1886
7858,5.528,6138.18,1406.22,0.22909,66.6061,839649.6365,84.0781,3411.69,44.0,38.523
7859,17.087,15928.5,5477.2,0.34386,109.002,2285728.4292,211.283,6008.03,74.0,25.9031
7871,7.908,8397.48,3144.22,0.37442,74.8278,1136502.1868,101.224,3200.78,10.0,36.3444
7912,1.908,12234.3,3967.19,0.32426,129.326,1646942.9329,174.231,4632.41,36.0,31.514
7926,2.004,11612.3,3242.73,0.27924,138.234,1602448.3211,163.113,4488.7,86.0,31.2107
7974,2.773,9861.8,2969.83,0.30114,116.78,1344275.7884,168.458,3826.64,18.0,33.8801
8015,11.014,7665.62,3078.26,0.40156,69.2251,1055586.9094,131.621,3539.03,34.0,33.0607
8052,20.446,12717.4,4375.95,0.34409,102.439,1836824.3064,183.386,5380.85,76.0,28.5008
8116,3.062,10672.9,3051.33,0.28589,127.386,1519278.4226,164.678,4404.85,41.0,32.0452
8173,12.164,8941.84,2796.04,0.31269,73.0638,1206470.3567,129.717,3842.07,82.0,33.2087
8253,15.569,11381.6,3236.3,0.28434,131.667,1543705.9775,149.218,4592.9,91.0,30.2965
8278,1.418,6308.69,2136.1,0.33859,56.9758,875744.7221,96.336,3530.98,73.0,36.0694
8288,3.01,9628.63,1870.11,0.19422,85.9812,1337680.4196,116.678,4513.71,38.0,32.1343
8300,4.087,17459.7,5406.09,0.30963,257.75,2377894.9551,267.208,4871.36,280.0,27.0636
8308,2.86,13659.6,4048.73,0.2964,148.082,1881051.5977,205.256,4655.68,37.0,29.667
8311,0.814,11260.2,2834.85,0.25175,134.881,1573380.2476,172.098,4696.66,172.0,28.4805
8322,9.344,6570.8,2699.7,0.41086,67.1555,894441.8266,105.809,3374.27,30.0,37.6738
8366,2.406,6569.43,1666.37,0.25365,51.6507,925261.2677,79.3938,3400.77,59.0,38.8777
8529,10.257,7334.66,1473.57,0.2009,63.0848,1042916.4813,91.025,2933.41,23.0,37.7356
8636,2.876,14201.0,3942.94,0.27765,174.108,1992053.2821,236.005,4494.95,21.0,29.8019
8730,5.022,15640.4,5815.66,0.37183,128.033,2236632.08,227.071,6274.41,119.0,29.2483
8803,4.072,7752.91,2419.97,0.31213,83.3915,1096879.0798,110.23,3393.07,24.0,37.579
8884,6.911,12825.2,5002.58,0.39005,133.496,1709939.9297,193.369,4746.55,77.0,32.9116
8942,12.91,9649.69,3572.97,0.37026,65.5594,1234123.7205,162.203,3998.52,77.0,39.4011
9007,11.604,6595.79,2223.26,0.33707,48.1871,935563.3457,83.2063,2784.84,13.0,41.7408
9015,3.873,7251.69,2234.67,0.30815,72.1853,978370.583,104.338,3335.47,73.0,37.114
9131,5.598,7713.52,2141.72,0.27765,61.7716,1030988.05,101.22,4152.12,58.0,37.3424
9155,2.189,8268.42,2486.5,0.30072,98.294,1168407.269,113.677,3544.52,90.0,36.7318
9158,18.877,7853.42,2117.61,0.26964,70.0516,1102996.5801,103.493,3050.75,56.0,38.0284
9159,3.37,13872.4,4274.09,0.3081,137.933,1949260.4757,185.653,4315.38,36.0,31.3078
9212,3.52,8326.46,2917.35,0.35037,81.3643,1158206.1445,122.582,3320.0,37.0,36.7671
9231,3.113,17183.3,5556.54,0.32336,201.047,2263361.4046,287.286,6595.97,240.0,25.7815
9241,2.673,4287.5,848.04,0.19779,41.0436,570565.9038,53.7457,2591.75,11.0,43.7566
9316,6.856,4397.58,1026.34,0.23338,32.7443,609974.9983,49.2063,2014.11,50.0,44.4079
9318,3.062,11469.1,3166.57,0.27609,131.018,1605324.7466,167.977,4934.87,80.0,28.1837
9412,1.559,22245.3,6413.08,0.28828,290.779,3046760.3103,317.652,6626.58,289.0,18.6462
9449,3.738,21442.9,6674.93,0.31128,311.728,2965939.2475,362.782,6576.2,88.0,16.9147
9518,20.338,8696.29,2527.07,0.29059,77.3209,1197406.9255,109.687,4616.27,81.0,35.9502
9583,3.267,13599.7,4444.32,0.32679,132.845,1908193.0521,194.047,4368.62,36.0,31.2398
9593,17.968,10094.2,3804.52,0.3769,83.8883,1458462.6363,137.503,3739.12,56.0,34.3248
9621,12.217,7484.15,2430.89,0.3248,94.7797,1040813.6898,94.7272,3599.29,26.0,36.8031
9655,20.673,14226.8,6721.38,0.47244,209.104,1876960.0705,273.366,4492.47,217.0,29.0128
9842,12.353,9523.24,2742.45,0.28797,71.0074,1371881.0282,113.263,3354.02,65.0,38.0613
9951,8.017,7558.5,2688.89,0.35574,65.2436,1074530.022,100.836,4006.57,75.0,37.1897
9969,13.682,9948.13,2867.39,0.28823,93.8916,1350059.461,131.237,3965.21,41.0,36.0738
10026,2.415,16639.6,5119.79,0.30768,205.806,2186413.9889,258.502,6027.02,248.0,22.1558
10034,16.983,9681.64,3386.07,0.34974,107.743,1311108.8955,166.79,4009.83,109.0,34.1185
10071,1.921,9344.1,2560.31,0.274,80.1029,1342186.2993,119.792,4426.42,98.0,33.1228
10148,12.305,6110.61,1944.68,0.31824,36.7595,855904.7543,76.5084,2358.79,22.0,42.699
10395,5.86,7542.7,1733.62,0.22984,60.9199,1043944.1646,88.2864,3496.18,26.0,38.0652
10419,2.133,10379.8,3205.3,0.3088,134.687,1430853.5259,184.545,4297.88,61.0,32.3386
10460,1.634,12604.3,3872.0,0.30719,152.12,1780116.4638,229.318,4295.74,83.0,30.3481
10551,3.009,9072.65,2690.37,0.29653,77.7451,1265547.9911,116.857,4369.29,61.0,34.0748
10589,2.822,9030.13,1980.89,0.21936,95.352,1283721.3995,116.106,3820.14,52.0,35.0987
10674,7.528,5833.91,1902.93,0.32618,40.4782,819523.7177,79.2312,2913.37,57.0,41.0746
10695,2.858,5801.71,2005.18,0.34561,56.5375,808604.6733,74.9294,2610.03,33.0,41.4346
10741,4.7,7858.13,2299.4,0.29261,68.7841,1100840.8967,106.861,4045.37,18.0,34.2754
10812,17.42,11158.5,3193.97,0.28623,105.45,1547338.3009,141.835,4918.19,133.0,27.9762
10946,4.392,6623.2,1663.79,0.2512,67.296,923934.5961,97.3862,2815.4,104.0,39.1695
11030,15.03,8816.59,2795.62,0.31708,63.4435,1226132.2816,116.663,3448.94,41.0,38.7771
11055,17.647,7251.11,2096.8,0.28916,70.5429,1002089.6406,78.8682,3551.31,106.0,35.8093
11106,3.031,14267.6,3864.64,0.27086,213.975,1955905.9426,254.309,5137.72,156.0,25.1801
11110,1.465,5472.51,1081.95,0.1977,51.2088,779315.3399,69.0431,2873.16,56.0,40.2379
11159,8.028,6448.09,1837.74,0.285,58.7862,887412.582,86.5826,3150.45,34.0,38.7228
11172,5.056,4725.54,794.1,0.16804,42.2231,642298.2391,51.1725,2636.01,14.0,42.6801
11190,17.754,8020.77,2140.76,0.2669,70.9873,1134023.9545,95.7789,3136.59,63.0,37.8619
11420,16.118,8233.18,1818.96,0.22093,73.2876,1114622.2197,96.2198,3611.05,43.0,36.5693
11483,1.566,7397.5,1792.57,0.24232,75.9282,1083049.3159,87.2694,3035.27,18.0,38.1103
11528,2.747,5367.48,1626.81,0.30308,41.5464,747679.0642,67.3339,2821.31,52.0,41.9117
11563,2.931,13945.7,4150.38,0.29761,219.4,1906357.3897,272.317,5106.13,149.0,25.2031
11588,1.614,11053.6,3055.77,0.27645,129.234,1546715.4894,190.552,4694.17,98.0,29.2654
11595,4.725,6636.17,2117.52,0.31908,59.9823,905079.4656,83.4906,3255.29,30.0,38.4762
11612,18.155,16722.6,5825.3,0.34834,182.331,2317522.2046,275.377,5952.52,227.0,25.1701
11711,14.046,12850.7,4215.28,0.32801,102.15,1800132.4248,186.24,4461.97,97.0,36.7092
11745,1.956,9446.22,2219.24,0.23493,109.381,1296547.8574,144.374,4012.05,39.0,34.0357
11815,1.135,6458.78,2128.26,0.32951,59.8309,870037.103,99.1114,3105.8,18.0,40.2415
11896,10.794,11337.3,3984.49,0.35144,92.769,1566314.3176,149.768,3704.79,82.0,34.98
11927,1.425,3871.83,1178.1,0.30427,35.8058,528702.7727,49.505,1399.06,17.0,44.3107
12005,8.469,6450.78,1480.28,0.22947,68.0228,911514.3639,76.3328,2847.98,75.0,38.5032
12043,16.142,8513.09,3404.26,0.39988,59.0256,1112208.894,154.427,3503.63,4.0,37.0627
12071,13.675,7943.1,1925.93,0.24246,73.8692,1082332.9198,99.2592,3348.29,44.0,36.0814
12097,13.186,6006.88,1485.61,0.24731,48.5893,770415.5518,70.998,2214.29,31.0,44.7498
12113,7.206,8749.81,2382.52,0.27229,61.1772,1224251.5608,119.141,3068.92,32.0,37.787
12181,1.754,8222.98,2546.85,0.30972,93.3864,1169588.917,106.597,3989.8,25.0,35.6886
12191,3.916,23441.3,6813.19,0.29064,304.914,3242514.371,356.355,6385.71,101.0,17.4644
12211,1.697,14170.5,3520.75,0.24845,186.407,1937925.8075,214.666,4581.39,179.0,28.9962
12240,13.106,8115.94,3068.48,0.37808,92.2586,1117932.462,137.404,3050.34,70.0,39.5652
12332,2.671,16031.4,4800.38,0.29943,189.456,2136961.4275,253.073,5415.95,191.0,24.8118
12420,2.51,7962.09,2445.68,0.30716,82.6315,1132241.5829,116.547,3889.26,37.0,35.1289
12431,1.849,8215.4,2271.96,0.27654,96.1316,1161385.725,111.436,3539.71,94.0,36.0139
12443,2.643,11678.2,3344.92,0.28642,169.967,1626797.9601,192.761,4649.52,99.0,29.5743
12520,16.411,11149.0,4234.13,0.37977,97.1709,1589833.0284,151.921,4224.18,33.0,33.5619
12565,4.357,5790.91,1584.39,0.27359,63.5666,771909.417,90.7436,2684.16,37.0,41.0588
12588,20.118,12609.5,4492.67,0.35629,123.689,1772901.2313,204.982,15047.4,117.0,29.2886
12639,1.668,9863.13,2511.84,0.25466,105.093,1373546.2036,148.351,4119.02,166.0,32.7756
12687,5.899,8360.51,2405.44,0.28771,81.2337,1201106.5994,107.878,3102.55,28.0,37.2261
12710,16.36,6711.51,3287.17,0.48978,75.9287,894593.956,122.777,2874.68,103.0,39.6448
12791,5.555,13822.4,4298.01,0.31094,173.86,1920852.8979,235.917,4748.99,107.0,28.5873
12867,16.138,7692.07,3015.87,0.39207,63.9257,1030117.5567,116.476,2789.95,66.0,39.5538
12882,16.242,12896.4,4540.5,0.35207,135.26,1857753.4695,181.471,4877.47,65.0,26.7197
12923,2.006,5251.44,2021.75,0.38498,48.5834,735219.1247,74.6832,2329.96,25.0,42.9264
12940,3.348,9627.58,3252.22,0.3378,109.482,1355109.9535,128.114,3729.88,20.0,35.1296
12941,1.995,9089.56,2043.26,0.22479,101.894,1233245.0935,142.785,4017.06,39.0,34.2459
13098,1.46,6945.27,2428.3,0.34963,58.5886,968809.3533,107.298,4018.37,73.0,37.9843
13126,1.363,5405.67,1109.49,0.20524,52.1218,777337.3868,69.729,2859.86,59.0,40.2592
13140,2.141,4048.4,724.46,0.17894,39.4545,532020.0361,59.399,2571.58,11.0,43.3874
13175,6.857,17345.9,5225.07,0.30122,169.632,2384452.0786,279.141,7429.49,122.0,24.3403
13247,3.074,14278.9,3647.86,0.25547,170.099,1960533.1836,233.446,4801.81,20.0,28.5478
13315,9.43,13791.8,5624.08,0.40778,162.119,1912445.7958,243.42,4907.14,102.0,27.9138
13325,6.64,17388.3,6179.2,0.35536,193.189,2333518.8434,292.043,5568.3,162.0,23.3681
13800,6.403,7118.1,2308.57,0.32432,60.0147,966738.6633,106.222,3088.8,105.0,38.1736
13825,2.403,4570.84,1132.29,0.24772,42.0109,632406.7828,53.7949,1924.18,14.0,43.2084
13872,2.001,6682.64,1536.47,0.22991,62.2915,929513.5297,83.2674,3583.02,27.0,37.9769
13911,2.045,9983.45,2665.95,0.26703,103.681,1423342.7499,150.241,4007.55,43.0,32.9637
13916,1.885,15401.6,4704.55,0.30545,213.766,2140349.5735,245.429,5329.91,290.0,24.6542
13957,11.617,4988.42,1644.8,0.32972,36.7421,706752.9662,67.3805,2488.23,49.0,41.7771
14043,0.0,6154.69,934.67,0.15186,46.6509,867336.7675,73.0203,2753.65,2.0,42.1195
14131,14.646,13589.6,5308.1,0.3906,169.394,1925952.3085,264.626,4559.95,53.0,28.879
14184,8.014,5816.57,1918.58,0.32984,54.6074,792922.3862,85.8374,3167.1,13.0,39.7145
14211,6.577,18625.3,4398.32,0.23614,203.524,2661917.4607,251.786,5994.56,265.0,21.0655
14227,1.187,8903.87,2927.2,0.32875,83.7578,1193174.2873,134.109,3632.22,48.0,36.0184
14263,2.334,4407.64,944.33,0.21424,44.4298,597936.6372,65.9402,2588.63,12.0,42.9786
14304,2.112,11341.7,1897.31,0.16728,148.66,1599401.3377,160.898,4618.15,148.0,29.9353
14356,14.301,11982.7,3686.2,0.30762,120.29,1636470.4101,145.958,4667.21,74.0,28.3594
14394,16.462,12357.4,3289.96,0.26623,126.942,1688560.3672,154.2,3853.62,32.0,32.8861
14411,6.714,7988.83,2605.71,0.32616,75.9285,1123695.2181,102.277,3145.6,21.0,35.7232
14435,15.298,7460.5,2888.56,0.38718,91.4139,1009599.2729,157.71,3965.28,77.0,35.073
14552,1.677,12558.8,3034.87,0.24165,170.319,1712868.9168,218.218,4736.03,91.0,28.6727
