row_id,lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
235,2.088,6.0,6956.385,1375.03,6825.495,27.996,27.996,635.18,581.399,1.331,7.281,1.019,11.308,0.287,0.951
236,3.144,9.0,8379.108,1386.757,7109.493,60.352,60.352,605.531,587.363,1.389,7.575,1.02,13.069,0.259,0.951
237,4.161,12.0,14724.427,1547.464,7790.315,113.781,113.781,660.998,613.628,1.658,9.008,1.022,18.09,0.358,0.951
238,5.14,15.0,21636.234,1924.312,8493.801,175.293,175.293,730.948,645.387,2.079,11.198,1.026,26.349,0.522,0.951
255,4.161,12.0,14724.495,1547.466,7794.325,113.8,113.8,659.192,613.3,1.657,8.99,1.022,18.004,0.356,0.951
266,6.175,18.0,29793.409,2307.378,8830.372,246.305,246.305,796.499,675.469,2.501,13.317,1.03,35.514,0.703,0.951
287,9.3,27.0,72767.009,3560.409,9781.268,644.792,644.792,1110.108,788.007,4.493,22.681,1.049,91.943,1.82,0.951
288,1.138,3.0,2518.319,1413.37,6734.988,11.336,11.336,524.483,562.506,1.19,6.434,1.019,0.0,0.147,0.951
289,2.088,6.0,6700.668,1360.796,6831.941,25.381,25.381,627.019,579.275,1.319,7.18,1.019,18.085,0.284,0.951
295,8.206,24.0,50998.006,3087.633,9320.149,438.004,438.004,945.188,740.461,3.572,18.507,1.041,61.818,1.224,0.951
302,6.175,18.0,29794.604,2307.328,8834.514,246.306,246.306,792.018,674.572,2.499,13.261,1.03,35.222,0.697,0.951
304,8.206,24.0,50997.937,3087.634,9320.51,438.131,438.131,944.156,740.299,3.571,18.486,1.041,61.721,1.222,0.951
307,2.088,6.0,6425.61,1356.12,6834.177,24.517,24.517,619.287,577.928,1.31,7.117,1.019,20.189,0.276,0.951
323,9.3,27.0,72770.122,3560.42,9784.34,645.067,645.067,1106.549,787.451,4.488,22.572,1.049,91.521,1.812,0.951
324,1.138,3.0,5549.954,1406.842,6742.998,10.98,10.98,612.011,575.244,1.291,6.99,1.019,0.0,0.251,0.951
330,7.148,21.0,38978.678,2678.079,9136.941,332.132,332.132,843.703,697.901,2.958,15.51,1.035,45.033,0.892,0.951
338,6.175,18.0,29795.892,2307.291,8838.657,246.298,246.298,787.593,673.685,2.498,13.207,1.03,34.933,0.692,0.951
340,8.206,24.0,50997.52,3087.625,9321.941,438.139,438.139,940.055,739.657,3.567,18.401,1.041,61.337,1.214,0.951
345,4.161,12.0,14725.284,1547.472,7814.521,113.807,113.807,650.3,611.681,1.655,8.899,1.022,17.579,0.348,0.951
346,5.14,15.0,21638.124,1924.334,8504.77,175.295,175.295,719.117,643.192,2.075,11.061,1.026,25.674,0.508,0.951
349,8.206,24.0,50997.407,3087.623,9322.298,438.026,438.026,939.037,739.498,3.566,18.38,1.041,61.241,1.212,0.951
355,5.14,15.0,21638.461,1924.335,8505.691,175.32,175.32,718.149,643.012,2.075,11.05,1.026,25.618,0.507,0.951
356,6.175,18.0,29796.476,2307.274,8840.725,246.351,246.351,785.401,673.246,2.497,13.179,1.03,34.79,0.689,0.951
358,8.206,24.0,50997.29,3087.621,9322.654,438.113,438.113,938.022,739.339,3.565,18.359,1.041,61.146,1.211,0.951
368,9.3,27.0,72774.147,3560.43,9788.09,645.135,645.135,1102.156,786.773,4.482,22.437,1.049,91.0,1.801,0.951
369,1.138,3.0,4833.55,1312.648,6695.363,5.583,5.583,612.261,569.929,1.247,6.75,1.019,32.888,0.275,0.951
379,2.088,6.0,5246.185,1346.03,6848.358,22.676,22.676,583.691,572.056,1.271,6.85,1.019,22.919,0.239,0.951
396,1.138,3.0,967.724,1317.531,6701.543,5.81,5.81,492.11,551.903,1.119,6.008,1.019,24.091,0.132,0.951
399,4.161,12.0,14725.82,1547.476,7826.728,113.815,113.815,645.07,610.724,1.654,8.846,1.022,17.328,0.343,0.951
401,6.175,18.0,29797.832,2307.24,8845.889,246.314,246.314,779.978,672.157,2.495,13.112,1.03,34.435,0.682,0.951
402,7.148,21.0,38976.011,2678.075,9140.993,332.143,332.143,835.537,696.556,2.953,15.376,1.035,44.392,0.879,0.951
405,1.138,3.0,269.362,1334.874,6714.034,6.744,6.744,457.68,547.514,1.093,5.842,1.019,13.171,0.085,0.951
410,6.175,18.0,29797.882,2307.23,8846.91,246.37,246.37,778.903,671.941,2.495,13.098,1.03,34.364,0.68,0.951
411,7.148,21.0,38975.725,2678.074,9141.498,332.06,332.06,834.529,696.39,2.953,15.359,1.035,44.312,0.877,0.951
412,8.206,24.0,50995.806,3087.591,9324.807,438.05,438.05,931.973,738.404,3.56,18.233,1.041,60.578,1.199,0.951
427,5.14,15.0,21639.475,1924.35,8513.017,175.327,175.327,710.478,641.58,2.073,10.96,1.026,25.177,0.498,0.951
428,6.175,18.0,29798.399,2307.223,8848.979,246.329,246.329,776.761,671.511,2.494,13.071,1.03,34.224,0.678,0.951
429,7.148,21.0,38975.114,2678.077,9142.508,332.075,332.075,832.52,696.06,2.951,15.326,1.035,44.154,0.874,0.951
430,8.206,24.0,50994.986,3087.569,9325.597,437.996,437.996,929.941,738.102,3.558,18.192,1.041,60.388,1.195,0.951
431,9.3,27.0,72778.688,3560.446,9793.166,645.024,645.024,1096.101,785.854,4.473,22.25,1.049,90.278,1.787,0.951
432,1.138,3.0,817.08,1372.848,6747.004,8.879,8.879,462.899,550.49,1.118,5.956,1.019,0.0,0.082,0.951
437,6.175,18.0,29798.492,2307.219,8850.006,246.334,246.334,775.695,671.296,2.494,13.058,1.03,34.154,0.676,0.951
440,9.3,27.0,72780.629,3560.493,9793.905,645.178,645.178,1095.258,785.728,4.472,22.224,1.049,90.178,1.785,0.951
447,7.148,21.0,38974.563,2678.075,9143.516,332.095,332.095,830.522,695.731,2.95,15.293,1.035,43.997,0.871,0.951
455,6.175,18.0,29798.623,2307.208,8852.059,246.316,246.316,773.571,670.869,2.493,13.031,1.03,34.015,0.673,0.951
456,7.148,21.0,38974.385,2678.075,9144.021,332.011,332.011,829.528,695.567,2.95,15.276,1.035,43.919,0.87,0.951
463,5.14,15.0,21640.162,1924.358,8516.691,175.324,175.324,706.702,640.873,2.072,10.916,1.026,24.96,0.494,0.951
465,7.148,21.0,38974.1,2678.076,9144.524,332.118,332.118,828.535,695.404,2.949,15.26,1.035,43.84,0.868,0.951
468,1.138,3.0,408.232,1332.016,6661.677,6.616,6.616,477.401,550.967,1.099,5.977,1.019,17.335,0.105,0.952
481,5.14,15.0,21635.855,1924.314,8493.729,175.28,175.28,729.402,644.947,2.079,11.188,1.026,26.268,0.52,0.952
489,4.161,12.0,14724.258,1547.465,7791.989,113.795,113.795,658.719,613.077,1.658,8.991,1.022,17.985,0.356,0.952
492,7.148,21.0,38982.581,2678.086,9132.416,332.112,332.112,851.283,698.961,2.963,15.651,1.035,45.646,0.904,0.952
498,4.161,12.0,14724.382,1547.466,7794.002,113.786,113.786,657.82,612.914,1.657,8.982,1.022,17.943,0.355,0.952
501,7.148,21.0,38982.211,2678.086,9132.917,332.135,332.135,850.243,698.786,2.963,15.633,1.035,45.564,0.902,0.952
503,9.3,27.0,72765.039,3560.405,9778.522,644.761,644.761,1110.722,787.918,4.496,22.742,1.049,92.076,1.823,0.952
507,4.161,12.0,14724.526,1547.466,7796.018,113.798,113.798,656.924,612.751,1.657,8.973,1.022,17.9,0.354,0.952
510,7.148,21.0,38981.809,2678.089,9133.417,332.176,332.176,849.207,698.612,2.962,15.616,1.035,45.483,0.901,0.952
515,3.144,9.0,8379.543,1386.759,7120.105,60.364,60.364,600.92,586.391,1.389,7.538,1.02,12.881,0.255,0.952
521,9.3,27.0,72766.5,3560.412,9780.088,644.742,644.742,1108.927,787.634,4.494,22.687,1.049,91.864,1.818,0.952
522,1.138,3.0,2212.106,1409.599,6729.973,11.098,11.098,514.599,560.675,1.178,6.367,1.019,0.0,0.135,0.952
524,3.144,9.0,8379.591,1386.76,7122.688,60.358,60.358,600.097,586.241,1.388,7.531,1.02,12.847,0.254,0.952
526,5.14,15.0,21637.133,1924.321,8498.309,175.281,175.281,724.447,644.03,2.077,11.131,1.026,25.985,0.514,0.952
528,7.148,21.0,38981.054,2678.089,9134.417,332.195,332.195,847.142,698.265,2.961,15.582,1.035,45.32,0.897,0.952
534,4.161,12.0,14724.729,1547.468,7802.06,113.79,113.79,654.248,612.264,1.656,8.945,1.022,17.772,0.352,0.952
543,4.161,12.0,14724.815,1547.469,7804.079,113.802,113.802,653.36,612.102,1.656,8.936,1.022,17.73,0.351,0.952
550,2.088,6.0,6102.442,1351.655,6831.687,23.708,23.708,610.643,576.322,1.299,7.053,1.019,21.991,0.268,0.952
552,4.161,12.0,14724.896,1547.47,7806.1,113.794,113.794,652.475,611.941,1.656,8.927,1.022,17.687,0.35,0.952
570,4.161,12.0,14725.021,1547.471,7810.143,113.801,113.801,650.71,611.619,1.656,8.909,1.022,17.603,0.348,0.952
575,9.3,27.0,72771.59,3560.425,9784.697,645.124,645.124,1103.606,786.8,4.487,22.524,1.049,91.233,1.806,0.952
577,2.088,6.0,5719.108,1348.625,6837.473,23.158,23.158,598.684,574.366,1.287,6.963,1.019,22.711,0.255,0.952
581,6.175,18.0,29795.822,2307.284,8838.583,246.318,246.318,785.96,673.216,2.498,13.195,1.03,34.835,0.69,0.952
582,7.148,21.0,38978.447,2678.077,9137.455,332.049,332.049,840.952,697.242,2.957,15.48,1.035,44.835,0.888,0.952
594,1.138,3.0,5915.95,1321.471,6697.05,6.063,6.063,639.388,574.099,1.28,6.947,1.019,30.392,0.305,0.952
596,3.144,9.0,8380.424,1386.764,7143.407,60.376,60.376,593.575,585.049,1.387,7.473,1.02,12.577,0.249,0.952
600,7.148,21.0,38977.774,2678.075,9138.469,332.162,332.162,838.906,696.905,2.956,15.446,1.035,44.674,0.885,0.952
607,5.14,15.0,21638.535,1924.338,8506.538,175.308,175.308,715.68,642.398,2.075,11.029,1.026,25.483,0.504,0.952
609,7.148,21.0,38977.415,2678.076,9138.975,332.162,332.162,837.887,696.737,2.956,15.429,1.035,44.594,0.883,0.952
616,5.14,15.0,21638.746,1924.34,8507.455,175.334,175.334,714.719,642.219,2.075,11.018,1.026,25.428,0.503,0.952
620,9.3,27.0,72774.949,3560.438,9788.415,644.979,644.979,1099.234,786.127,4.481,22.39,1.049,90.712,1.796,0.952
624,4.161,12.0,14725.595,1547.475,7822.33,113.809,113.809,645.47,610.66,1.654,8.856,1.022,17.351,0.343,0.952
627,7.148,21.0,38976.811,2678.076,9139.987,332.026,332.026,835.858,696.403,2.954,15.396,1.035,44.435,0.88,0.952
628,8.206,24.0,50996.746,3087.61,9323.461,438.123,438.123,933.309,738.38,3.563,18.278,1.041,60.728,1.202,0.952
631,2.088,6.0,4728.641,1344.755,6850.313,22.444,22.444,568.031,569.547,1.255,6.749,1.019,23.205,0.22,0.952
632,3.144,9.0,8380.847,1386.767,7153.784,60.373,60.373,590.355,584.456,1.387,7.444,1.02,12.443,0.246,0.952
635,6.175,18.0,29797.598,2307.246,8844.785,246.288,246.288,779.444,671.908,2.496,13.114,1.03,34.408,0.681,0.952
639,1.138,3.0,308.634,1332.675,6710.45,6.622,6.622,460.131,547.56,1.095,5.851,1.019,14.689,0.089,0.952
648,1.138,3.0,253.547,1339.635,6717.352,7.0,7.0,453.57,547.048,1.093,5.832,1.019,10.216,0.078,0.952
651,4.161,12.0,14725.804,1547.477,7828.44,113.814,113.814,642.879,610.184,1.654,8.829,1.022,17.226,0.341,0.952
654,7.148,21.0,38975.929,2678.077,9141.503,332.037,332.037,832.835,695.904,2.953,15.346,1.035,44.197,0.875,0.952
670,5.14,15.0,21639.469,1924.352,8512.948,175.344,175.344,708.998,641.15,2.073,10.951,1.026,25.099,0.497,0.952
675,1.138,3.0,1061.775,1382.285,6753.728,9.422,9.422,469.017,551.57,1.129,6.006,1.019,0.0,0.089,0.952
682,8.206,24.0,50994.591,3087.555,9325.823,437.962,437.962,927.219,737.474,3.557,18.155,1.041,60.159,1.191,0.952
684,1.138,3.0,947.336,1377.619,6753.097,9.149,9.149,465.075,550.661,1.124,5.971,1.019,0.0,0.085,0.952
685,2.088,6.0,4099.234,1345.214,6865.866,22.504,22.504,545.712,566.09,1.235,6.6,1.019,22.11,0.195,0.952
686,3.144,9.0,8381.489,1386.77,7169.371,60.382,60.382,585.574,583.569,1.386,7.401,1.02,12.244,0.242,0.952
688,5.14,15.0,21639.867,1924.355,8514.785,175.364,175.364,707.111,640.797,2.072,10.929,1.026,24.99,0.495,0.952
691,8.206,24.0,50994.536,3087.552,9326.221,438.052,438.052,926.215,737.326,3.557,18.135,1.041,60.065,1.189,0.952
694,2.088,6.0,3732.814,1346.529,6869.129,22.731,22.731,534.104,564.451,1.223,6.531,1.019,20.525,0.18,0.952
695,3.144,9.0,8381.574,1386.771,7171.969,60.382,60.382,584.783,583.422,1.386,7.394,1.02,12.21,0.242,0.952
700,8.206,24.0,50994.481,3087.549,9326.619,438.008,438.008,925.215,737.179,3.556,18.115,1.041,59.971,1.187,0.952
702,1.138,3.0,1326.605,1316.482,6650.79,5.775,5.775,517.29,556.072,1.133,6.185,1.019,27.348,0.157,0.953
708,7.148,21.0,38984.061,2678.085,9130.908,332.22,332.22,852.684,698.991,2.965,15.689,1.035,45.773,0.906,0.953
714,4.161,12.0,14724.039,1547.464,7787.66,113.789,113.789,659.147,613.017,1.658,9.001,1.022,18.01,0.357,0.953
716,6.175,18.0,29792.107,2307.423,8826.1,246.288,246.288,797.685,675.424,2.502,13.348,1.03,35.609,0.705,0.953
719,9.3,27.0,72763.608,3560.393,9775.751,645.005,645.005,1111.352,787.836,4.5,22.803,1.049,92.211,1.825,0.953
721,2.088,6.0,6734.426,1361.393,6817.589,25.477,25.477,630.384,579.565,1.321,7.215,1.019,17.924,0.287,0.953
726,7.148,21.0,38983.212,2678.086,9131.91,332.188,332.188,850.597,698.64,2.964,15.654,1.035,45.61,0.903,0.953
734,6.175,18.0,29792.81,2307.398,8828.175,246.213,246.213,795.425,674.972,2.502,13.32,1.03,35.462,0.702,0.953
739,2.088,6.0,6638.359,1359.092,6821.232,25.064,25.064,626.68,578.898,1.317,7.183,1.019,19.003,0.284,0.953
741,4.161,12.0,14724.321,1547.466,7793.685,113.799,113.799,656.452,612.528,1.657,8.974,1.022,17.881,0.354,0.953
745,8.206,24.0,50997.561,3087.611,9318.187,438.136,438.136,945.902,740.133,3.575,18.557,1.041,61.933,1.226,0.953
752,6.175,18.0,29793.414,2307.37,8830.245,246.285,246.285,793.179,674.522,2.501,13.293,1.03,35.316,0.699,0.953
766,2.088,6.0,6202.263,1352.679,6824.87,23.887,23.887,614.188,576.711,1.302,7.081,1.019,21.327,0.271,0.953
768,4.161,12.0,14724.497,1547.468,7799.718,113.788,113.788,653.777,612.041,1.657,8.946,1.022,17.754,0.351,0.953
769,5.14,15.0,21636.748,1924.323,8498.236,175.321,175.321,722.921,643.593,2.077,11.121,1.026,25.905,0.513,0.953
772,8.206,24.0,50997.742,3087.628,9319.28,437.998,437.998,942.794,739.644,3.572,18.493,1.041,61.642,1.22,0.953
781,8.206,24.0,50997.661,3087.625,9319.639,438.139,438.139,941.764,739.482,3.571,18.471,1.041,61.546,1.218,0.953
782,9.3,27.0,72768.895,3560.418,9781.246,644.808,644.808,1105.078,786.839,4.492,22.612,1.049,91.468,1.811,0.953
794,3.144,9.0,8379.862,1386.761,7130.71,60.365,60.365,596.36,585.422,1.388,7.502,1.02,12.695,0.251,0.953
803,3.144,9.0,8380.009,1386.762,7133.301,60.37,60.37,595.546,585.274,1.388,7.495,1.02,12.661,0.251,0.953
808,8.206,24.0,50997.315,3087.62,9320.715,438.137,438.137,938.69,738.999,3.569,18.408,1.041,61.258,1.213,0.953
812,3.144,9.0,8380.077,1386.762,7135.888,60.371,60.371,594.734,585.125,1.388,7.487,1.02,12.627,0.25,0.953
814,5.14,15.0,21637.566,1924.333,8502.804,175.318,175.318,718.041,642.685,2.076,11.064,1.026,25.625,0.507,0.953
821,3.144,9.0,8380.166,1386.763,7138.476,60.364,60.364,593.924,584.976,1.388,7.48,1.02,12.593,0.249,0.953
831,4.161,12.0,14725.056,1547.472,7813.87,113.808,113.808,647.613,610.915,1.655,8.883,1.022,17.458,0.346,0.953
835,8.206,24.0,50996.966,3087.614,9321.785,438.015,438.015,935.644,738.521,3.566,18.344,1.041,60.972,1.207,0.953
841,5.14,15.0,21638.087,1924.338,8505.549,175.315,175.315,715.143,642.145,2.075,11.03,1.026,25.459,0.504,0.953
847,2.088,6.0,4723.822,1344.655,6842.765,22.419,22.419,569.072,569.617,1.255,6.761,1.019,23.318,0.221,0.953
848,3.144,9.0,8380.495,1386.765,7146.251,60.369,60.369,591.503,584.531,1.387,7.459,1.02,12.493,0.247,0.953
849,4.161,12.0,14725.273,1547.473,7817.934,113.808,113.808,645.872,610.596,1.655,8.866,1.022,17.374,0.344,0.953
854,9.3,27.0,72774.824,3560.439,9787.276,644.961,644.961,1098.058,785.748,4.482,22.396,1.049,90.633,1.794,0.953
856,2.088,6.0,4513.013,1344.407,6845.213,22.374,22.374,562.497,568.627,1.248,6.718,1.019,23.276,0.213,0.953
868,5.14,15.0,21638.523,1924.344,8508.294,175.337,175.337,712.266,641.608,2.074,10.997,1.026,25.293,0.501,0.953
869,6.175,18.0,29797.301,2307.247,8843.679,246.286,246.286,778.911,671.66,2.496,13.116,1.03,34.382,0.681,0.953
877,5.14,15.0,21638.729,1924.346,8509.211,175.351,175.351,711.313,641.43,2.074,10.986,1.026,25.239,0.5,0.953
889,8.206,24.0,50994.936,3087.561,9324.055,438.11,438.11,929.545,737.593,3.561,18.22,1.041,60.4,1.196,0.953
894,4.161,12.0,14725.665,1547.477,7828.11,113.809,113.809,641.555,609.804,1.654,8.821,1.022,17.166,0.34,0.953
896,6.175,18.0,29797.861,2307.225,8846.761,246.295,246.295,775.698,671.013,2.495,13.075,1.03,34.171,0.677,0.953
898,8.206,24.0,50994.819,3087.555,9324.455,438.051,438.051,928.531,737.443,3.56,18.2,1.041,60.306,1.194,0.953
910,2.088,6.0,3779.18,1346.205,6861.508,22.667,22.667,536.536,564.69,1.225,6.55,1.019,21.009,0.183,0.953
912,4.161,12.0,14725.961,1547.478,7832.204,113.808,113.808,639.844,609.49,1.653,8.804,1.022,17.084,0.338,0.953
914,6.175,18.0,29798.082,2307.214,8848.812,246.333,246.333,773.57,670.584,2.494,13.049,1.03,34.032,0.674,0.953
918,1.138,3.0,1151.053,1384.948,6755.786,9.572,9.572,470.538,551.813,1.133,6.023,1.019,0.0,0.091,0.953
921,4.161,12.0,14726.011,1547.478,7834.245,113.816,113.816,638.991,609.333,1.653,8.795,1.022,17.042,0.337,0.953
922,5.14,15.0,21639.525,1924.355,8513.794,175.324,175.324,706.579,640.544,2.073,10.93,1.026,24.966,0.494,0.953
926,9.3,27.0,72781.758,3560.434,9793.07,644.999,644.999,1091.194,784.706,4.472,22.184,1.049,89.815,1.778,0.953
930,4.161,12.0,14726.018,1547.479,7836.285,113.801,113.801,638.14,609.176,1.653,8.786,1.022,17.001,0.337,0.953
942,7.148,21.0,38984.647,2678.084,9130.403,332.203,332.203,851.999,698.67,2.966,15.692,1.035,45.738,0.906,0.954
943,8.206,24.0,50996.054,3087.533,9316.082,438.04,438.04,949.407,740.468,3.579,18.646,1.041,62.283,1.233,0.954
946,2.088,6.0,6811.537,1363.018,6813.786,25.778,25.778,632.395,579.79,1.324,7.236,1.019,17.105,0.289,0.954
948,4.161,12.0,14723.891,1547.463,7785.342,113.773,113.773,658.675,612.795,1.658,9.002,1.022,17.991,0.356,0.954
952,8.206,24.0,50996.525,3087.558,9316.458,437.993,437.993,948.357,740.303,3.578,18.624,1.041,62.186,1.231,0.954
957,4.161,12.0,14723.956,1547.464,7787.344,113.786,113.786,657.775,612.631,1.658,8.993,1.022,17.948,0.355,0.954
965,3.144,9.0,8379.071,1386.756,7110.305,60.353,60.353,601.637,586.245,1.389,7.554,1.02,12.915,0.256,0.954
966,4.161,12.0,14723.996,1547.465,7789.346,113.795,113.795,656.877,612.468,1.658,8.984,1.022,17.906,0.354,0.954
975,4.161,12.0,14724.074,1547.465,7791.353,113.796,113.796,655.981,612.305,1.658,8.975,1.022,17.863,0.354,0.954
986,6.175,18.0,29793.053,2307.378,8829.145,246.219,246.219,792.644,674.274,2.501,13.295,1.03,35.29,0.699,0.954
989,9.3,27.0,72766.131,3560.412,9777.738,645.09,645.09,1106.576,786.889,4.497,22.7,1.049,91.705,1.815,0.954
992,3.144,9.0,8379.333,1386.758,7118.047,60.355,60.355,599.167,585.797,1.389,7.532,1.02,12.813,0.254,0.954
993,4.161,12.0,14724.352,1547.466,7795.382,113.783,113.783,654.198,611.98,1.657,8.956,1.022,17.777,0.352,0.954
1000,2.088,6.0,5963.523,1350.359,6821.173,23.465,23.465,608.071,575.614,1.295,7.041,1.019,22.339,0.265,0.954
1010,3.144,9.0,8379.542,1386.759,7123.215,60.358,60.358,597.529,585.499,1.388,7.517,1.02,12.745,0.252,0.954
1011,4.161,12.0,14724.471,1547.468,7799.406,113.797,113.797,652.422,611.657,1.657,8.938,1.022,17.693,0.35,0.954
1013,6.175,18.0,29794.085,2307.345,8832.253,246.243,246.243,789.301,673.605,2.5,13.253,1.03,35.072,0.694,0.954
1015,8.206,24.0,50997.566,3087.623,9319.026,438.075,438.075,941.085,739.155,3.572,18.475,1.041,61.507,1.218,0.954
1025,9.3,27.0,72770.119,3560.417,9780.861,644.812,644.812,1103.022,786.326,4.492,22.591,1.049,91.284,1.807,0.954
1036,2.088,6.0,5260.595,1345.832,6828.496,22.641,22.641,586.968,572.298,1.272,6.89,1.019,23.498,0.241,0.954
1045,2.088,6.0,5060.288,1345.165,6830.621,22.517,22.517,580.991,571.423,1.266,6.851,1.019,23.662,0.234,0.954
1057,5.14,15.0,21637.507,1924.334,8502.74,175.29,175.29,716.536,642.252,2.076,11.054,1.026,25.546,0.506,0.954
