row_id,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
427,5.0,9.0,7.0,7.0,8.0,10.0,6.0,2.0,4.0,9.0,5.0,6.0,6.0,9.0,5.0,7.0,F
434,4.0,11.0,4.0,8.0,3.0,3.0,7.0,6.0,11.0,7.0,6.0,15.0,0.0,8.0,7.0,7.0,E
435,3.0,8.0,5.0,6.0,3.0,5.0,8.0,2.0,8.0,10.0,10.0,9.0,3.0,9.0,3.0,6.0,X
447,4.0,6.0,5.0,4.0,2.0,6.0,8.0,4.0,8.0,11.0,5.0,7.0,2.0,6.0,5.0,8.0,S
450,1.0,0.0,2.0,1.0,0.0,2.0,1.0,6.0,4.0,0.0,2.0,5.0,0.0,8.0,0.0,8.0,L
451,4.0,4.0,6.0,3.0,3.0,10.0,6.0,3.0,4.0,9.0,4.0,7.0,7.0,6.0,2.0,8.0,M
464,3.0,8.0,4.0,6.0,2.0,7.0,9.0,4.0,2.0,7.0,12.0,8.0,2.0,10.0,0.0,8.0,V
482,3.0,1.0,4.0,2.0,2.0,6.0,9.0,5.0,6.0,7.0,9.0,9.0,3.0,9.0,1.0,8.0,U
484,4.0,4.0,5.0,3.0,2.0,5.0,12.0,2.0,3.0,9.0,11.0,7.0,4.0,11.0,1.0,7.0,V
488,3.0,5.0,4.0,4.0,2.0,6.0,7.0,5.0,5.0,9.0,7.0,10.0,2.0,9.0,4.0,10.0,G
514,7.0,10.0,9.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,5.0,6.0,4.0,8.0,4.0,8.0,N
521,3.0,7.0,5.0,5.0,1.0,7.0,8.0,4.0,3.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0,V
527,4.0,5.0,6.0,6.0,6.0,6.0,9.0,4.0,2.0,8.0,7.0,6.0,6.0,10.0,4.0,6.0,P
528,4.0,3.0,6.0,4.0,2.0,4.0,8.0,5.0,1.0,7.0,9.0,8.0,8.0,10.0,0.0,8.0,W
532,4.0,7.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,11.0,6.0,9.0,3.0,9.0,C
536,4.0,8.0,6.0,6.0,8.0,9.0,6.0,2.0,2.0,8.0,4.0,8.0,7.0,7.0,2.0,5.0,M
537,5.0,7.0,5.0,5.0,3.0,6.0,11.0,3.0,6.0,11.0,9.0,5.0,3.0,11.0,3.0,4.0,T
554,2.0,4.0,3.0,2.0,1.0,6.0,8.0,7.0,8.0,8.0,8.0,13.0,1.0,9.0,4.0,10.0,C
589,6.0,11.0,6.0,6.0,3.0,6.0,10.0,2.0,7.0,12.0,7.0,6.0,2.0,9.0,5.0,4.0,T
595,4.0,5.0,4.0,7.0,2.0,1.0,12.0,5.0,6.0,12.0,11.0,8.0,0.0,8.0,2.0,5.0,F
606,3.0,9.0,4.0,7.0,1.0,12.0,2.0,10.0,4.0,13.0,6.0,13.0,1.0,6.0,0.0,8.0,J
618,1.0,2.0,2.0,3.0,1.0,8.0,7.0,5.0,2.0,8.0,7.0,9.0,2.0,9.0,3.0,9.0,Q
620,10.0,13.0,12.0,7.0,6.0,10.0,2.0,3.0,2.0,10.0,2.0,9.0,8.0,1.0,2.0,8.0,M
621,2.0,2.0,3.0,3.0,2.0,7.0,7.0,5.0,9.0,6.0,6.0,8.0,2.0,8.0,7.0,8.0,Z
623,3.0,4.0,5.0,3.0,2.0,6.0,10.0,2.0,6.0,13.0,6.0,5.0,1.0,9.0,3.0,7.0,F
635,3.0,2.0,3.0,3.0,2.0,8.0,8.0,6.0,5.0,7.0,6.0,7.0,2.0,8.0,9.0,8.0,S
644,3.0,7.0,4.0,5.0,2.0,6.0,3.0,1.0,8.0,8.0,2.0,11.0,0.0,7.0,2.0,8.0,L
648,4.0,8.0,6.0,6.0,3.0,9.0,2.0,2.0,2.0,7.0,1.0,8.0,2.0,7.0,3.0,7.0,A
660,4.0,4.0,7.0,3.0,4.0,6.0,6.0,3.0,4.0,10.0,9.0,10.0,7.0,6.0,2.0,8.0,M
661,3.0,8.0,4.0,6.0,2.0,5.0,7.0,10.0,8.0,6.0,5.0,5.0,3.0,8.0,4.0,8.0,D
665,2.0,3.0,4.0,2.0,2.0,9.0,11.0,3.0,2.0,5.0,9.0,7.0,6.0,10.0,0.0,8.0,W
667,4.0,6.0,5.0,4.0,3.0,9.0,8.0,3.0,7.0,10.0,4.0,7.0,2.0,7.0,4.0,9.0,S
668,5.0,7.0,6.0,5.0,3.0,8.0,7.0,2.0,9.0,12.0,5.0,10.0,2.0,9.0,6.0,9.0,Z
691,4.0,8.0,6.0,6.0,5.0,8.0,5.0,1.0,6.0,9.0,4.0,10.0,4.0,8.0,4.0,10.0,K
696,4.0,5.0,4.0,7.0,3.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0,N
698,2.0,1.0,2.0,2.0,2.0,6.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,3.0,8.0,R
708,1.0,4.0,2.0,3.0,1.0,7.0,8.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,7.0,I
737,4.0,8.0,4.0,6.0,4.0,3.0,8.0,5.0,9.0,7.0,6.0,14.0,0.0,8.0,6.0,8.0,E
739,8.0,11.0,8.0,8.0,6.0,7.0,11.0,4.0,8.0,11.0,9.0,4.0,6.0,12.0,6.0,5.0,T
753,6.0,8.0,8.0,7.0,8.0,5.0,10.0,4.0,5.0,8.0,7.0,9.0,4.0,10.0,9.0,7.0,E
769,2.0,0.0,2.0,1.0,1.0,8.0,7.0,7.0,4.0,6.0,6.0,8.0,2.0,8.0,3.0,8.0,Q
773,5.0,9.0,4.0,4.0,2.0,9.0,6.0,4.0,4.0,11.0,4.0,10.0,3.0,8.0,6.0,11.0,E
785,2.0,4.0,3.0,3.0,1.0,10.0,2.0,3.0,2.0,10.0,2.0,9.0,2.0,6.0,2.0,8.0,A
801,4.0,11.0,6.0,8.0,7.0,8.0,7.0,2.0,8.0,7.0,6.0,8.0,0.0,8.0,9.0,8.0,Z
810,7.0,13.0,7.0,7.0,4.0,8.0,5.0,4.0,4.0,6.0,7.0,7.0,5.0,7.0,3.0,7.0,U
816,4.0,9.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,8.0,6.0,10.0,B
817,4.0,5.0,6.0,4.0,3.0,7.0,11.0,2.0,3.0,7.0,9.0,8.0,7.0,11.0,1.0,8.0,W
825,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,6.0,2.0,2.0,6.0,0.0,7.0,0.0,6.0,L
838,7.0,8.0,10.0,7.0,11.0,8.0,8.0,5.0,4.0,7.0,6.0,7.0,11.0,10.0,6.0,3.0,M
842,3.0,2.0,4.0,4.0,3.0,7.0,9.0,5.0,4.0,7.0,7.0,7.0,5.0,9.0,2.0,6.0,N
850,3.0,7.0,4.0,5.0,1.0,0.0,0.0,6.0,6.0,0.0,1.0,5.0,0.0,8.0,0.0,8.0,L
858,3.0,8.0,4.0,6.0,2.0,6.0,8.0,8.0,7.0,9.0,8.0,14.0,2.0,9.0,4.0,10.0,C
861,1.0,0.0,1.0,1.0,1.0,6.0,9.0,7.0,3.0,7.0,5.0,8.0,2.0,7.0,4.0,10.0,R
869,1.0,0.0,2.0,1.0,1.0,8.0,6.0,6.0,5.0,6.0,5.0,9.0,1.0,8.0,5.0,10.0,G
877,5.0,11.0,4.0,8.0,4.0,6.0,11.0,2.0,3.0,12.0,6.0,5.0,2.0,9.0,8.0,8.0,J
881,7.0,10.0,5.0,8.0,4.0,7.0,10.0,3.0,2.0,12.0,5.0,5.0,2.0,9.0,8.0,9.0,J
916,5.0,9.0,6.0,7.0,4.0,7.0,7.0,12.0,2.0,7.0,9.0,8.0,9.0,6.0,0.0,8.0,M
938,3.0,4.0,4.0,3.0,2.0,6.0,7.0,5.0,5.0,9.0,7.0,10.0,2.0,9.0,4.0,9.0,G
946,4.0,9.0,4.0,7.0,4.0,6.0,7.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,10.0,B
950,5.0,7.0,5.0,5.0,2.0,4.0,12.0,3.0,7.0,12.0,10.0,4.0,1.0,10.0,1.0,5.0,T
954,4.0,9.0,6.0,7.0,6.0,9.0,7.0,4.0,5.0,10.0,4.0,7.0,3.0,6.0,4.0,10.0,R
961,4.0,10.0,4.0,7.0,2.0,7.0,6.0,15.0,1.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0,H
974,3.0,6.0,5.0,4.0,2.0,7.0,12.0,2.0,3.0,6.0,11.0,9.0,2.0,10.0,1.0,8.0,V
989,0.0,6.0,0.0,4.0,0.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I
994,5.0,7.0,7.0,6.0,9.0,7.0,6.0,4.0,5.0,7.0,5.0,8.0,9.0,9.0,7.0,8.0,W
999,4.0,11.0,6.0,8.0,10.0,8.0,9.0,5.0,3.0,6.0,7.0,7.0,8.0,8.0,10.0,8.0,H
1004,4.0,7.0,5.0,5.0,2.0,8.0,6.0,3.0,7.0,15.0,5.0,10.0,0.0,7.0,1.0,7.0,J
1006,5.0,7.0,6.0,5.0,5.0,8.0,9.0,6.0,3.0,6.0,6.0,10.0,4.0,8.0,7.0,9.0,E
1033,7.0,9.0,7.0,7.0,3.0,5.0,12.0,3.0,10.0,12.0,10.0,3.0,1.0,11.0,3.0,4.0,T
1034,4.0,9.0,5.0,7.0,2.0,7.0,5.0,14.0,5.0,7.0,14.0,7.0,3.0,9.0,0.0,8.0,U
1039,2.0,4.0,4.0,3.0,3.0,9.0,7.0,2.0,6.0,11.0,5.0,6.0,2.0,8.0,4.0,9.0,B
1040,1.0,6.0,0.0,8.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I
1041,4.0,5.0,7.0,4.0,4.0,6.0,7.0,1.0,7.0,10.0,6.0,9.0,3.0,8.0,3.0,7.0,K
1053,5.0,11.0,7.0,9.0,6.0,8.0,4.0,0.0,7.0,9.0,3.0,10.0,1.0,6.0,2.0,9.0,L
1064,4.0,6.0,5.0,4.0,4.0,7.0,5.0,11.0,0.0,7.0,9.0,8.0,8.0,6.0,1.0,8.0,M
1090,3.0,6.0,5.0,4.0,3.0,7.0,9.0,3.0,5.0,12.0,6.0,5.0,2.0,9.0,2.0,7.0,F
1091,5.0,7.0,6.0,9.0,7.0,9.0,7.0,7.0,2.0,5.0,6.0,10.0,3.0,9.0,6.0,9.0,Q
1111,2.0,1.0,3.0,1.0,2.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,2.0,8.0,3.0,7.0,D
1131,1.0,2.0,2.0,3.0,2.0,8.0,7.0,6.0,3.0,5.0,6.0,9.0,2.0,9.0,3.0,9.0,Q
1132,9.0,14.0,9.0,8.0,5.0,7.0,4.0,4.0,5.0,12.0,8.0,12.0,4.0,9.0,6.0,10.0,L
1133,3.0,7.0,5.0,6.0,4.0,6.0,8.0,2.0,4.0,7.0,7.0,9.0,5.0,9.0,3.0,7.0,A
1138,4.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,4.0,7.0,5.0,8.0,6.0,9.0,7.0,7.0,M
1143,5.0,5.0,5.0,7.0,3.0,4.0,13.0,9.0,2.0,10.0,6.0,3.0,1.0,10.0,4.0,8.0,P
1154,3.0,4.0,4.0,3.0,2.0,5.0,7.0,4.0,7.0,7.0,6.0,11.0,3.0,8.0,5.0,9.0,K
1166,4.0,10.0,5.0,8.0,3.0,7.0,6.0,8.0,8.0,6.0,5.0,10.0,2.0,8.0,6.0,11.0,G
1171,2.0,6.0,2.0,4.0,2.0,8.0,7.0,0.0,6.0,10.0,5.0,7.0,0.0,7.0,1.0,7.0,J
1174,4.0,7.0,4.0,5.0,3.0,6.0,11.0,4.0,5.0,11.0,9.0,5.0,2.0,12.0,2.0,5.0,T
1182,2.0,2.0,3.0,3.0,2.0,6.0,11.0,3.0,6.0,8.0,11.0,8.0,2.0,11.0,1.0,7.0,T
1183,4.0,5.0,5.0,3.0,3.0,3.0,10.0,2.0,2.0,10.0,10.0,8.0,6.0,11.0,1.0,7.0,W
1184,7.0,12.0,8.0,6.0,5.0,7.0,3.0,3.0,2.0,8.0,4.0,10.0,8.0,2.0,2.0,8.0,M
1186,5.0,9.0,6.0,7.0,6.0,7.0,6.0,8.0,4.0,7.0,5.0,8.0,3.0,9.0,3.0,7.0,O
1211,5.0,8.0,7.0,6.0,6.0,6.0,8.0,3.0,7.0,11.0,9.0,9.0,3.0,8.0,5.0,6.0,E
1222,2.0,1.0,3.0,1.0,1.0,7.0,8.0,4.0,0.0,7.0,8.0,8.0,6.0,10.0,0.0,8.0,W
1234,5.0,10.0,8.0,8.0,5.0,11.0,3.0,1.0,2.0,8.0,2.0,9.0,4.0,6.0,3.0,8.0,A
1245,5.0,10.0,6.0,8.0,3.0,9.0,8.0,6.0,9.0,5.0,6.0,5.0,0.0,8.0,9.0,7.0,S
1250,3.0,6.0,5.0,4.0,3.0,7.0,7.0,1.0,8.0,10.0,6.0,8.0,2.0,8.0,3.0,7.0,X
1253,2.0,6.0,3.0,4.0,3.0,5.0,10.0,7.0,2.0,9.0,6.0,5.0,1.0,10.0,2.0,8.0,P
1262,4.0,10.0,6.0,7.0,2.0,7.0,5.0,3.0,1.0,7.0,0.0,8.0,3.0,7.0,2.0,8.0,A
1281,6.0,8.0,7.0,7.0,6.0,8.0,6.0,4.0,5.0,7.0,7.0,8.0,3.0,8.0,8.0,10.0,L
1282,2.0,10.0,3.0,8.0,2.0,12.0,3.0,7.0,3.0,12.0,5.0,11.0,1.0,6.0,0.0,8.0,J
1305,4.0,8.0,6.0,6.0,2.0,7.0,6.0,4.0,6.0,15.0,7.0,11.0,1.0,6.0,1.0,7.0,J
1318,5.0,10.0,6.0,8.0,3.0,7.0,7.0,4.0,15.0,9.0,6.0,8.0,0.0,8.0,9.0,8.0,Z
1320,4.0,5.0,7.0,4.0,4.0,3.0,8.0,2.0,7.0,10.0,10.0,11.0,3.0,8.0,3.0,6.0,K
1325,6.0,6.0,6.0,4.0,3.0,3.0,9.0,5.0,7.0,10.0,10.0,10.0,3.0,9.0,2.0,6.0,U
1347,1.0,0.0,2.0,0.0,0.0,8.0,6.0,9.0,0.0,7.0,8.0,8.0,5.0,6.0,0.0,8.0,M
1392,3.0,9.0,5.0,7.0,3.0,7.0,9.0,4.0,2.0,7.0,13.0,8.0,2.0,10.0,0.0,8.0,V
1400,1.0,0.0,2.0,1.0,0.0,8.0,6.0,11.0,4.0,7.0,12.0,8.0,3.0,10.0,0.0,8.0,U
1411,3.0,8.0,5.0,7.0,5.0,7.0,7.0,4.0,3.0,6.0,6.0,8.0,6.0,8.0,1.0,8.0,U
1415,4.0,9.0,6.0,7.0,8.0,8.0,8.0,5.0,1.0,7.0,7.0,8.0,8.0,9.0,4.0,9.0,O
1422,1.0,4.0,0.0,2.0,0.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,I
1441,3.0,5.0,4.0,8.0,2.0,11.0,3.0,11.0,3.0,12.0,8.0,13.0,1.0,6.0,0.0,8.0,J
1464,4.0,8.0,6.0,7.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,7.0,3.0,9.0,8.0,11.0,L
1477,6.0,11.0,4.0,6.0,2.0,9.0,6.0,6.0,5.0,13.0,5.0,9.0,2.0,8.0,4.0,9.0,I
1499,4.0,11.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,7.0,2.0,3.0,7.0,4.0,8.0,D
1502,4.0,10.0,6.0,7.0,4.0,7.0,8.0,3.0,7.0,10.0,5.0,7.0,2.0,6.0,5.0,8.0,S
1510,5.0,10.0,7.0,8.0,10.0,8.0,9.0,5.0,3.0,6.0,7.0,7.0,7.0,9.0,9.0,8.0,H
1511,3.0,3.0,5.0,2.0,2.0,6.0,11.0,2.0,5.0,13.0,7.0,4.0,1.0,9.0,1.0,7.0,F
1514,1.0,0.0,2.0,1.0,0.0,7.0,7.0,4.0,5.0,7.0,6.0,8.0,2.0,8.0,4.0,8.0,X
1519,5.0,11.0,8.0,8.0,7.0,10.0,10.0,3.0,3.0,5.0,9.0,7.0,8.0,10.0,1.0,8.0,W
1520,3.0,7.0,3.0,5.0,2.0,7.0,7.0,13.0,2.0,5.0,6.0,8.0,5.0,8.0,0.0,8.0,N
1521,4.0,6.0,6.0,6.0,6.0,6.0,9.0,5.0,3.0,6.0,4.0,8.0,7.0,8.0,4.0,9.0,N
1524,3.0,7.0,5.0,5.0,2.0,9.0,7.0,1.0,8.0,10.0,4.0,7.0,3.0,8.0,3.0,8.0,X
1525,7.0,10.0,10.0,8.0,6.0,10.0,6.0,3.0,6.0,10.0,3.0,7.0,5.0,7.0,5.0,9.0,H
1526,2.0,4.0,3.0,3.0,2.0,5.0,8.0,5.0,6.0,10.0,9.0,9.0,3.0,9.0,2.0,6.0,U
1530,4.0,7.0,6.0,5.0,6.0,8.0,5.0,4.0,2.0,7.0,7.0,8.0,7.0,8.0,5.0,8.0,V
1536,1.0,10.0,0.0,7.0,1.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I
1543,1.0,1.0,2.0,1.0,0.0,4.0,6.0,6.0,2.0,7.0,6.0,11.0,3.0,8.0,2.0,10.0,K
1548,9.0,15.0,8.0,8.0,5.0,5.0,5.0,4.0,4.0,7.0,8.0,10.0,7.0,5.0,3.0,9.0,U
1550,8.0,10.0,8.0,8.0,4.0,6.0,13.0,5.0,6.0,12.0,8.0,2.0,2.0,12.0,2.0,4.0,T
1551,1.0,1.0,1.0,1.0,1.0,4.0,7.0,5.0,8.0,7.0,6.0,13.0,0.0,8.0,6.0,9.0,E
1555,4.0,8.0,6.0,7.0,5.0,8.0,8.0,5.0,4.0,5.0,7.0,8.0,7.0,8.0,2.0,7.0,U
1560,4.0,8.0,5.0,6.0,2.0,4.0,11.0,9.0,4.0,9.0,6.0,5.0,2.0,10.0,4.0,8.0,P
1580,2.0,5.0,4.0,3.0,2.0,8.0,7.0,3.0,7.0,11.0,5.0,7.0,1.0,9.0,4.0,8.0,S
1586,5.0,9.0,7.0,6.0,4.0,9.0,7.0,3.0,5.0,10.0,4.0,6.0,5.0,8.0,1.0,7.0,N
1588,3.0,8.0,3.0,6.0,2.0,1.0,11.0,3.0,4.0,11.0,11.0,9.0,0.0,8.0,2.0,7.0,F
1589,1.0,3.0,2.0,2.0,1.0,7.0,8.0,6.0,5.0,9.0,7.0,11.0,2.0,10.0,3.0,10.0,C
1591,3.0,4.0,4.0,3.0,2.0,6.0,7.0,5.0,5.0,9.0,7.0,10.0,2.0,8.0,4.0,9.0,G
1593,6.0,11.0,8.0,8.0,5.0,8.0,9.0,3.0,6.0,13.0,5.0,4.0,2.0,9.0,3.0,7.0,F
1603,5.0,8.0,7.0,6.0,9.0,7.0,10.0,3.0,4.0,8.0,7.0,7.0,3.0,7.0,8.0,2.0,S
1636,5.0,6.0,5.0,4.0,2.0,5.0,12.0,3.0,8.0,12.0,9.0,4.0,1.0,11.0,2.0,4.0,T
1648,3.0,6.0,5.0,5.0,5.0,6.0,9.0,6.0,6.0,8.0,7.0,7.0,5.0,9.0,7.0,8.0,B
1649,4.0,10.0,5.0,7.0,3.0,5.0,3.0,7.0,7.0,2.0,2.0,4.0,1.0,6.0,1.0,5.0,L
1656,2.0,1.0,3.0,2.0,1.0,8.0,6.0,7.0,5.0,6.0,6.0,8.0,3.0,8.0,4.0,8.0,Q
1658,9.0,13.0,9.0,7.0,5.0,10.0,6.0,2.0,6.0,11.0,4.0,7.0,6.0,11.0,3.0,9.0,K
1663,5.0,9.0,7.0,6.0,6.0,5.0,7.0,1.0,6.0,9.0,8.0,10.0,4.0,7.0,3.0,8.0,K
1669,3.0,6.0,4.0,4.0,3.0,7.0,7.0,6.0,9.0,7.0,7.0,9.0,3.0,8.0,6.0,8.0,E
1686,4.0,9.0,4.0,5.0,2.0,8.0,8.0,2.0,5.0,13.0,5.0,5.0,1.0,9.0,5.0,10.0,I
1707,3.0,6.0,5.0,4.0,4.0,5.0,9.0,3.0,6.0,10.0,8.0,8.0,3.0,8.0,3.0,6.0,H
1718,4.0,7.0,4.0,5.0,3.0,7.0,7.0,5.0,11.0,7.0,6.0,9.0,1.0,8.0,8.0,8.0,Z
1719,9.0,13.0,7.0,7.0,4.0,9.0,10.0,5.0,5.0,6.0,10.0,6.0,5.0,12.0,3.0,6.0,V
1720,5.0,8.0,6.0,6.0,4.0,7.0,8.0,2.0,9.0,11.0,7.0,8.0,1.0,9.0,6.0,7.0,Z
1721,6.0,8.0,8.0,7.0,7.0,5.0,7.0,4.0,5.0,7.0,6.0,11.0,4.0,9.0,8.0,9.0,C
1732,7.0,12.0,6.0,6.0,3.0,5.0,9.0,4.0,5.0,4.0,4.0,11.0,5.0,9.0,2.0,7.0,N
1737,6.0,9.0,5.0,4.0,3.0,8.0,6.0,5.0,5.0,6.0,6.0,7.0,4.0,7.0,3.0,6.0,U
1753,1.0,3.0,3.0,2.0,1.0,6.0,4.0,1.0,7.0,7.0,2.0,10.0,0.0,7.0,2.0,8.0,L
1757,7.0,9.0,10.0,7.0,6.0,8.0,6.0,2.0,5.0,9.0,6.0,8.0,10.0,8.0,3.0,8.0,M
1762,2.0,1.0,3.0,1.0,2.0,7.0,6.0,6.0,4.0,6.0,7.0,7.0,7.0,6.0,2.0,7.0,M
1766,3.0,2.0,4.0,3.0,2.0,7.0,8.0,5.0,5.0,8.0,7.0,6.0,6.0,10.0,3.0,5.0,N
1773,4.0,6.0,6.0,9.0,9.0,8.0,6.0,5.0,1.0,7.0,6.0,7.0,8.0,8.0,6.0,7.0,P
1776,2.0,2.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,6.0,6.0,9.0,2.0,9.0,4.0,9.0,G
1779,4.0,9.0,6.0,7.0,4.0,12.0,2.0,3.0,3.0,10.0,2.0,9.0,2.0,6.0,4.0,8.0,A
1780,2.0,7.0,3.0,4.0,0.0,7.0,11.0,1.0,3.0,8.0,12.0,8.0,1.0,11.0,0.0,8.0,Y
1784,7.0,10.0,9.0,8.0,5.0,9.0,8.0,3.0,7.0,13.0,3.0,3.0,2.0,10.0,4.0,9.0,P
1789,5.0,10.0,4.0,5.0,3.0,6.0,7.0,6.0,3.0,9.0,7.0,9.0,5.0,10.0,5.0,8.0,O
