row_id,class,largest_spot_size,spot_distribution,activity,evolution,previous_activity,complex,complex_path,area,area_largest,c_class_flares
142,H,H,X,1,3.0,1,1,1,1,1.0,0.0
143,B,X,O,1,3.0,1,1,2,1,1.0,0.0
144,H,S,X,1,2.0,1,1,1,1,1.0,1.0
145,B,X,O,1,3.0,1,1,2,1,1.0,0.0
146,C,R,O,1,2.0,1,1,2,1,1.0,3.0
147,D,R,O,1,2.0,1,1,2,1,1.0,0.0
150,E,S,O,1,3.0,1,1,2,1,1.0,0.0
152,B,X,O,1,1.0,1,1,2,1,1.0,0.0
153,H,S,X,1,2.0,1,1,1,1,1.0,0.0
154,B,X,O,1,3.0,1,1,2,1,1.0,0.0
159,E,S,O,1,2.0,1,1,2,1,1.0,2.0
160,C,K,O,1,2.0,1,1,2,1,1.0,2.0
161,H,S,X,2,2.0,1,1,1,1,1.0,0.0
163,E,K,C,1,3.0,1,2,2,1,1.0,0.0
164,E,A,I,1,3.0,1,2,2,1,1.0,0.0
166,H,R,X,1,1.0,1,2,2,1,1.0,0.0
168,E,S,O,1,2.0,1,1,2,1,1.0,0.0
169,C,S,O,1,3.0,1,1,2,1,1.0,0.0
170,H,S,X,1,2.0,1,1,1,1,1.0,0.0
174,H,S,X,1,1.0,1,1,2,1,1.0,0.0
176,C,S,O,2,1.0,1,1,2,1,1.0,0.0
178,B,X,O,1,3.0,1,1,2,1,1.0,0.0
180,E,A,O,1,1.0,1,2,2,1,1.0,3.0
181,H,R,X,1,3.0,1,1,2,1,1.0,0.0
182,H,S,X,1,2.0,1,1,1,1,1.0,0.0
183,H,S,X,1,2.0,1,1,1,1,1.0,0.0
184,H,S,X,1,3.0,1,1,2,1,1.0,0.0
185,H,S,X,1,3.0,1,1,2,1,1.0,1.0
186,H,H,X,1,3.0,1,1,2,1,1.0,0.0
190,D,S,O,1,3.0,1,1,2,1,1.0,1.0
192,C,S,O,1,3.0,1,1,2,1,1.0,0.0
196,B,X,O,1,1.0,1,1,2,1,1.0,0.0
197,F,K,C,2,3.0,1,2,2,2,1.0,0.0
199,D,S,I,1,3.0,1,1,2,1,1.0,0.0
202,D,A,O,1,3.0,1,1,2,1,1.0,1.0
204,C,S,O,2,3.0,1,1,2,1,1.0,1.0
206,F,K,I,2,2.0,1,2,2,2,1.0,1.0
209,D,R,O,1,3.0,1,1,2,1,1.0,0.0
211,D,S,O,1,3.0,1,1,2,1,1.0,1.0
212,C,S,O,1,3.0,1,1,2,1,1.0,0.0
213,H,S,X,1,1.0,1,1,2,1,1.0,0.0
215,F,A,I,1,2.0,1,2,2,1,1.0,2.0
217,D,S,O,1,3.0,1,1,2,1,1.0,0.0
222,H,S,X,1,3.0,1,1,2,1,1.0,0.0
226,D,A,O,2,2.0,3,2,2,1,1.0,0.0
227,D,A,O,1,2.0,1,1,2,1,1.0,0.0
228,D,R,O,1,3.0,1,1,2,1,1.0,1.0
233,D,A,I,1,3.0,1,2,2,1,1.0,0.0
234,B,X,I,1,2.0,1,2,2,1,1.0,0.0
235,D,A,O,1,3.0,1,1,2,1,1.0,0.0
238,B,X,O,1,3.0,1,1,2,1,1.0,1.0
240,H,S,X,1,3.0,1,1,2,1,1.0,0.0
243,D,R,C,1,3.0,1,2,2,1,1.0,1.0
246,D,A,O,1,2.0,1,1,2,1,1.0,0.0
248,D,R,O,1,2.0,1,1,2,1,1.0,0.0
250,C,R,O,1,2.0,1,1,2,1,1.0,0.0
251,B,X,I,1,3.0,1,1,2,1,1.0,0.0
252,H,R,X,1,2.0,1,1,1,1,1.0,0.0
253,H,S,X,1,2.0,1,1,1,1,1.0,0.0
254,F,S,O,1,1.0,1,2,2,1,1.0,0.0
257,H,A,X,2,3.0,2,2,2,1,1.0,0.0
258,H,A,X,1,2.0,1,1,2,1,1.0,0.0
260,H,S,X,1,1.0,1,1,2,1,1.0,0.0
261,D,R,O,1,3.0,1,1,2,1,1.0,0.0
262,D,R,O,1,3.0,1,1,2,1,1.0,0.0
264,H,S,X,1,2.0,1,2,1,1,1.0,0.0
266,D,R,O,1,3.0,1,1,2,1,1.0,0.0
267,C,R,O,1,1.0,1,2,2,1,1.0,0.0
271,B,X,O,1,3.0,1,1,2,1,1.0,0.0
272,B,X,I,1,3.0,1,1,2,1,1.0,0.0
273,D,S,I,1,3.0,1,1,2,1,1.0,0.0
274,H,R,X,1,3.0,1,1,2,1,1.0,0.0
277,B,X,O,1,3.0,1,1,2,1,1.0,0.0
278,B,X,O,1,3.0,1,1,2,1,1.0,0.0
279,B,X,O,1,3.0,1,1,2,1,1.0,0.0
280,C,S,O,1,2.0,1,2,2,1,1.0,0.0
282,H,R,X,1,2.0,1,2,2,1,1.0,0.0
283,D,R,O,1,1.0,1,1,2,1,1.0,0.0
284,D,S,O,1,2.0,1,2,2,1,1.0,0.0
289,C,A,O,1,3.0,1,2,2,1,1.0,0.0
290,H,S,X,1,3.0,1,1,2,1,1.0,0.0
292,H,R,X,1,1.0,1,1,2,1,1.0,0.0
294,D,A,O,1,3.0,1,2,2,1,1.0,0.0
295,B,X,O,1,3.0,1,1,2,1,1.0,0.0
296,H,R,X,1,3.0,1,1,2,1,1.0,0.0
298,H,R,X,1,3.0,1,1,2,1,1.0,0.0
300,C,R,O,1,2.0,1,1,2,1,1.0,0.0
301,H,A,X,1,2.0,1,2,2,1,1.0,0.0
303,B,X,O,1,3.0,1,1,2,1,1.0,0.0
305,H,A,X,1,2.0,1,2,2,1,1.0,0.0
307,H,S,X,1,3.0,1,2,2,1,1.0,0.0
310,C,S,O,1,2.0,1,2,2,1,1.0,0.0
312,H,R,X,1,3.0,1,1,2,1,1.0,0.0
314,D,R,I,1,2.0,1,2,2,1,1.0,0.0
315,C,R,O,1,2.0,1,1,2,1,1.0,0.0
316,B,X,O,1,3.0,1,1,2,1,1.0,0.0
319,B,X,O,1,3.0,1,1,2,1,1.0,0.0
324,C,S,O,1,3.0,1,1,2,1,1.0,0.0
328,C,A,I,1,2.0,1,2,2,1,1.0,0.0
330,D,A,I,2,3.0,1,1,2,1,1.0,0.0
332,B,X,O,1,3.0,1,1,2,1,1.0,0.0
334,C,A,O,1,3.0,1,2,2,1,1.0,0.0
335,D,R,I,1,2.0,1,2,2,1,1.0,0.0
337,B,X,I,1,3.0,1,2,2,1,1.0,0.0
338,D,A,I,2,3.0,3,2,2,1,1.0,2.0
339,D,R,O,1,3.0,1,1,2,1,1.0,1.0
340,B,X,O,1,3.0,1,1,2,1,1.0,0.0
341,D,R,O,1,3.0,1,1,2,1,1.0,0.0
342,H,A,X,1,2.0,1,2,2,1,1.0,0.0
343,B,X,O,1,1.0,1,2,2,1,1.0,0.0
348,H,A,X,1,2.0,1,2,2,1,1.0,0.0
350,D,S,O,2,3.0,1,2,2,1,1.0,1.0
351,B,X,O,2,3.0,1,1,2,1,1.0,0.0
352,C,S,O,1,3.0,1,1,2,1,1.0,0.0
353,B,X,O,1,3.0,1,1,2,1,1.0,0.0
354,B,X,O,1,3.0,1,1,2,1,1.0,0.0
356,D,A,I,2,2.0,1,2,2,1,1.0,0.0
358,D,R,O,1,2.0,1,1,2,1,1.0,0.0
360,H,S,X,1,2.0,1,1,1,1,1.0,0.0
361,H,S,X,1,3.0,1,2,2,1,1.0,0.0
362,D,K,I,2,3.0,2,2,2,1,1.0,2.0
364,B,X,I,1,2.0,1,1,2,1,1.0,0.0
366,H,S,X,1,2.0,1,1,1,1,1.0,0.0
367,B,X,O,1,3.0,1,1,2,1,1.0,0.0
368,H,S,X,1,2.0,1,1,1,1,1.0,0.0
369,D,K,I,1,3.0,1,2,2,1,1.0,4.0
370,B,X,O,1,1.0,1,1,2,1,1.0,0.0
371,B,X,O,1,3.0,1,1,2,1,1.0,0.0
372,H,S,X,1,2.0,1,1,1,1,1.0,0.0
373,C,S,O,2,3.0,3,1,2,1,1.0,0.0
374,B,X,O,1,3.0,1,1,2,1,1.0,0.0
375,D,R,O,1,2.0,1,1,2,1,1.0,0.0
377,B,X,O,1,3.0,1,1,2,1,1.0,0.0
378,H,S,X,1,2.0,1,1,1,1,1.0,0.0
379,C,S,O,1,3.0,1,1,2,1,1.0,0.0
380,B,X,O,1,3.0,1,1,2,1,1.0,0.0
381,D,R,O,1,3.0,1,1,2,1,1.0,0.0
383,D,R,O,1,3.0,1,1,2,1,1.0,0.0
384,D,K,I,2,2.0,1,2,2,1,1.0,1.0
386,H,S,X,1,2.0,1,1,1,1,1.0,0.0
388,D,R,O,1,2.0,1,1,2,1,1.0,0.0
391,B,X,O,1,3.0,1,1,2,1,1.0,1.0
392,B,X,O,1,3.0,1,1,2,1,1.0,0.0
393,D,S,O,1,2.0,1,1,2,1,1.0,1.0
395,D,S,O,1,3.0,1,1,2,1,1.0,1.0
397,C,S,O,1,3.0,1,1,2,1,1.0,0.0
398,H,R,X,1,3.0,1,1,2,1,1.0,0.0
401,B,X,O,1,3.0,1,1,2,1,1.0,0.0
403,H,S,X,1,2.0,1,1,1,1,1.0,0.0
405,H,A,X,1,1.0,1,2,2,1,1.0,0.0
406,H,S,X,1,1.0,1,1,2,1,1.0,0.0
407,D,A,I,1,3.0,1,2,2,1,1.0,0.0
408,H,S,X,1,1.0,1,1,2,1,1.0,0.0
410,D,R,O,1,2.0,1,1,2,1,1.0,1.0
411,D,S,I,2,3.0,1,1,2,1,1.0,0.0
414,D,R,O,1,2.0,1,1,2,1,1.0,0.0
415,C,A,O,1,3.0,1,1,2,1,1.0,0.0
416,D,R,O,1,3.0,1,1,2,1,1.0,0.0
417,H,S,X,1,3.0,1,1,2,1,1.0,0.0
418,H,S,X,1,2.0,1,1,1,1,1.0,0.0
420,E,A,I,1,3.0,1,2,2,1,1.0,1.0
421,D,S,O,1,3.0,1,1,2,1,1.0,0.0
422,H,S,X,1,3.0,1,1,2,1,1.0,0.0
423,H,R,X,1,1.0,1,1,2,1,1.0,0.0
424,D,A,O,1,1.0,1,2,2,1,1.0,0.0
426,H,S,X,1,2.0,1,1,1,1,1.0,0.0
427,C,R,O,2,2.0,1,1,2,1,1.0,0.0
429,D,S,I,1,3.0,1,1,2,1,1.0,1.0
430,H,R,X,1,2.0,1,1,1,1,1.0,0.0
433,D,A,O,1,3.0,1,1,2,1,1.0,0.0
434,C,S,O,1,3.0,1,1,2,1,1.0,0.0
437,C,S,O,1,2.0,1,2,2,1,1.0,0.0
438,H,H,X,1,2.0,1,1,1,1,1.0,0.0
442,H,R,X,1,3.0,1,1,2,1,1.0,0.0
443,H,S,X,1,2.0,1,2,1,1,1.0,0.0
444,H,S,X,1,2.0,1,1,1,1,1.0,0.0
445,D,A,O,1,1.0,1,2,2,1,1.0,0.0
446,D,S,I,1,3.0,1,1,2,1,1.0,0.0
447,H,S,X,1,3.0,1,1,2,1,1.0,0.0
448,C,R,I,1,3.0,1,2,2,1,1.0,0.0
450,H,A,X,1,2.0,1,1,1,1,1.0,0.0
453,D,R,O,1,3.0,1,1,2,1,1.0,0.0
454,H,H,X,1,3.0,1,2,1,1,1.0,0.0
456,D,R,O,1,3.0,1,1,2,1,1.0,0.0
457,B,X,O,1,3.0,1,1,2,1,1.0,0.0
460,D,A,I,1,3.0,1,2,2,1,1.0,0.0
462,D,R,O,1,2.0,1,2,2,1,1.0,0.0
464,D,R,O,1,3.0,1,1,2,1,1.0,0.0
466,D,A,I,2,3.0,3,1,2,1,1.0,1.0
468,H,A,X,1,3.0,1,2,1,1,1.0,0.0
469,D,A,I,1,3.0,1,2,2,1,1.0,3.0
470,C,R,O,1,2.0,1,1,2,1,1.0,0.0
473,D,R,O,1,1.0,1,2,2,1,1.0,0.0
474,C,R,O,1,2.0,1,1,2,1,1.0,0.0
477,C,R,O,1,2.0,1,1,2,1,1.0,0.0
479,E,A,I,1,3.0,1,2,2,1,1.0,0.0
480,H,A,X,1,3.0,1,2,1,1,1.0,0.0
483,D,S,O,1,2.0,1,2,2,1,1.0,0.0
486,H,S,X,1,2.0,1,1,1,1,1.0,0.0
487,C,A,O,1,1.0,1,1,2,1,1.0,0.0
488,E,A,I,1,2.0,1,2,2,1,1.0,0.0
493,H,R,X,1,2.0,1,1,1,1,1.0,0.0
494,H,S,X,1,3.0,1,1,2,1,1.0,0.0
495,D,A,I,1,3.0,1,2,2,1,1.0,0.0
501,E,S,I,1,3.0,1,2,2,1,1.0,5.0
507,H,S,X,1,2.0,1,1,1,1,1.0,0.0
508,H,A,X,1,2.0,1,2,2,1,1.0,0.0
509,F,A,I,1,2.0,1,2,2,1,1.0,4.0
510,C,A,O,1,3.0,1,2,2,1,1.0,0.0
511,C,A,I,1,2.0,1,2,2,1,1.0,0.0
512,E,A,I,1,3.0,1,2,2,1,1.0,0.0
513,H,S,X,1,2.0,1,1,1,1,1.0,1.0
515,H,S,X,1,2.0,1,2,1,1,1.0,0.0
516,B,X,O,1,3.0,1,1,2,1,1.0,0.0
517,D,S,O,1,1.0,3,2,2,1,1.0,0.0
518,H,S,X,1,2.0,1,1,1,1,1.0,0.0
523,C,A,I,1,2.0,1,2,2,1,1.0,0.0
524,H,S,X,1,2.0,1,2,1,1,1.0,0.0
527,H,S,X,1,2.0,1,1,1,1,1.0,0.0
530,H,S,X,1,3.0,1,2,2,1,1.0,1.0
531,E,A,I,1,3.0,1,2,2,1,1.0,0.0
532,H,S,X,2,2.0,1,1,1,1,1.0,1.0
534,H,S,X,1,2.0,1,2,1,1,1.0,0.0
537,H,S,X,1,2.0,1,1,1,1,1.0,0.0
539,H,R,X,1,1.0,1,2,2,1,1.0,0.0
540,H,S,X,2,3.0,1,2,2,1,1.0,0.0
543,D,R,I,1,2.0,1,2,2,1,1.0,0.0
544,H,R,X,1,2.0,1,2,1,1,1.0,0.0
545,D,A,O,1,2.0,1,2,2,1,1.0,0.0
546,H,R,X,1,1.0,1,1,2,1,1.0,0.0
548,H,S,X,1,2.0,1,2,1,1,1.0,0.0
552,C,R,O,1,1.0,1,2,2,1,1.0,0.0
553,H,S,X,1,2.0,1,2,1,1,1.0,0.0
554,B,X,O,1,3.0,1,1,2,1,1.0,0.0
557,D,A,I,2,2.0,1,2,2,1,1.0,1.0
560,H,S,X,1,2.0,1,2,1,1,1.0,0.0
562,D,S,O,2,3.0,1,2,2,1,1.0,0.0
563,D,H,O,1,3.0,1,1,2,1,1.0,0.0
564,D,R,O,1,3.0,1,1,2,1,1.0,0.0
569,H,R,X,1,2.0,1,2,1,1,1.0,0.0
571,C,S,I,1,3.0,1,1,2,1,1.0,0.0
573,C,S,O,1,3.0,1,1,2,1,1.0,0.0
575,D,A,O,1,3.0,1,2,2,1,1.0,0.0
577,H,R,X,1,3.0,1,2,1,1,1.0,0.0
578,B,X,O,1,3.0,1,1,2,1,1.0,0.0
579,C,S,O,1,2.0,1,2,2,1,1.0,1.0
582,C,S,O,1,1.0,1,1,2,1,1.0,0.0
583,B,X,O,1,3.0,1,1,2,1,1.0,0.0
585,D,A,I,1,3.0,1,2,2,1,1.0,1.0
588,C,S,O,1,3.0,1,1,2,1,1.0,1.0
590,H,S,X,1,3.0,1,1,2,1,1.0,1.0
591,C,R,O,1,2.0,1,1,2,1,1.0,0.0
592,D,S,O,1,3.0,1,1,2,1,1.0,0.0
594,H,S,X,1,3.0,1,1,2,1,1.0,0.0
595,D,A,O,1,2.0,1,2,2,1,1.0,1.0
597,H,S,X,1,2.0,1,2,1,1,1.0,0.0
598,D,S,I,1,3.0,1,1,2,1,1.0,0.0
599,D,A,I,2,2.0,1,2,2,1,1.0,1.0
600,F,S,O,2,2.0,1,1,2,1,1.0,0.0
602,C,R,I,1,2.0,1,1,2,1,1.0,2.0
605,D,A,O,1,3.0,1,2,2,1,1.0,0.0
606,D,A,I,2,2.0,1,2,2,1,1.0,2.0
614,D,S,O,1,3.0,1,1,2,1,1.0,0.0
617,C,S,O,1,3.0,1,1,2,1,1.0,0.0
618,B,X,I,2,2.0,1,2,2,1,1.0,0.0
619,H,S,X,1,3.0,1,1,2,1,1.0,0.0
620,B,X,O,1,3.0,1,1,2,1,1.0,0.0
621,C,S,I,1,3.0,1,1,2,1,1.0,0.0
622,H,R,X,2,1.0,1,2,2,1,1.0,0.0
623,C,S,O,1,2.0,1,2,2,1,1.0,0.0
625,B,X,I,1,2.0,1,2,2,1,1.0,1.0
627,B,X,O,1,3.0,1,1,2,1,1.0,0.0
628,D,A,O,1,3.0,1,1,2,1,1.0,0.0
630,B,X,O,1,3.0,1,1,2,1,1.0,0.0
632,C,S,I,1,3.0,1,1,2,1,1.0,0.0
634,C,S,O,1,3.0,1,1,2,1,1.0,0.0
636,E,A,I,1,3.0,1,1,2,1,1.0,0.0
637,H,R,X,1,3.0,1,1,2,1,1.0,0.0
640,D,S,O,1,2.0,1,1,2,1,1.0,0.0
641,C,S,O,2,3.0,1,2,2,1,1.0,0.0
642,C,S,O,1,3.0,1,1,2,1,1.0,0.0
643,D,A,O,1,2.0,1,2,2,1,1.0,0.0
644,F,S,I,1,3.0,1,2,2,1,1.0,2.0
648,E,S,O,1,3.0,1,1,2,1,1.0,6.0
651,H,S,X,1,1.0,1,1,2,1,1.0,0.0
653,F,S,I,1,3.0,1,2,2,1,1.0,1.0
654,D,R,O,1,2.0,1,2,2,1,1.0,0.0
656,D,R,C,2,3.0,1,1,2,1,1.0,1.0
657,H,K,X,1,3.0,1,1,1,1,1.0,0.0
658,C,R,O,1,2.0,1,1,2,1,1.0,0.0
660,H,A,X,1,1.0,1,2,2,1,1.0,0.0
661,F,S,I,2,2.0,1,2,2,1,1.0,0.0
664,E,H,C,2,3.0,1,2,2,1,1.0,0.0
666,C,H,O,1,3.0,1,2,2,1,1.0,0.0
667,B,X,O,1,3.0,1,1,2,1,1.0,0.0
669,H,R,X,1,3.0,1,2,2,1,1.0,0.0
672,D,A,I,1,3.0,1,2,2,1,1.0,1.0
673,E,K,I,2,3.0,1,2,2,2,1.0,1.0
675,B,X,O,1,3.0,1,1,2,1,1.0,0.0
680,E,H,O,2,2.0,1,2,2,1,1.0,1.0
681,B,X,I,1,3.0,1,1,2,1,1.0,0.0
682,H,S,X,1,2.0,1,2,1,1,1.0,0.0
684,B,X,O,1,1.0,1,2,2,1,1.0,0.0
685,D,S,I,2,2.0,1,2,2,1,1.0,1.0
690,H,R,X,1,1.0,1,2,2,1,1.0,0.0
691,B,X,I,1,1.0,1,2,2,1,1.0,0.0
693,D,H,I,2,3.0,1,2,2,1,1.0,0.0
694,C,R,O,1,2.0,1,1,2,1,1.0,0.0
695,H,S,X,1,3.0,1,2,2,1,1.0,0.0
697,B,X,O,1,3.0,1,1,2,1,1.0,0.0
699,H,R,X,1,3.0,1,2,2,1,1.0,0.0
701,E,H,I,1,3.0,1,2,2,1,1.0,1.0
705,H,R,X,1,3.0,1,2,2,1,1.0,0.0
706,F,A,I,2,3.0,1,2,2,1,1.0,0.0
707,E,H,I,1,3.0,1,2,2,1,1.0,3.0
708,H,S,X,1,3.0,1,2,2,1,1.0,0.0
709,H,R,X,1,3.0,1,1,2,1,1.0,0.0
711,B,X,O,1,3.0,1,1,2,1,1.0,0.0
712,F,A,I,2,2.0,3,2,2,1,1.0,0.0
716,C,S,I,1,3.0,1,1,2,1,1.0,0.0
717,F,A,I,1,2.0,1,2,2,1,1.0,1.0
718,E,H,O,2,2.0,1,2,2,1,1.0,1.0
719,H,S,X,1,3.0,1,2,2,1,1.0,0.0
720,H,R,X,1,3.0,1,1,2,1,1.0,0.0
721,D,S,I,1,3.0,1,1,2,1,1.0,0.0
722,F,A,I,1,2.0,1,2,2,1,1.0,0.0
724,H,S,X,1,3.0,1,2,2,1,1.0,0.0
726,C,R,O,1,2.0,1,1,2,1,1.0,0.0
727,B,X,O,1,3.0,1,1,2,1,1.0,0.0
729,H,S,X,1,3.0,1,2,2,1,1.0,0.0
730,D,A,O,1,3.0,1,2,2,1,1.0,0.0
731,B,X,O,1,3.0,1,1,2,1,1.0,0.0
734,B,X,I,1,3.0,1,1,2,1,1.0,0.0
736,D,A,I,1,3.0,1,2,2,1,1.0,0.0
737,H,R,X,1,3.0,1,1,2,1,1.0,0.0
739,B,X,O,1,3.0,1,1,2,1,1.0,0.0
740,H,S,X,1,2.0,1,2,1,1,1.0,0.0
742,C,S,O,1,3.0,1,1,2,1,1.0,0.0
743,D,A,I,1,3.0,1,2,2,1,1.0,0.0
746,C,R,O,1,2.0,1,1,2,1,1.0,0.0
747,H,S,X,1,2.0,1,2,1,1,1.0,0.0
748,B,X,I,1,3.0,1,1,2,1,1.0,0.0
749,H,S,X,1,2.0,1,1,1,1,1.0,0.0
750,H,A,X,1,2.0,1,1,2,1,1.0,0.0
752,B,X,O,1,3.0,1,1,2,1,1.0,0.0
753,B,X,I,1,3.0,1,1,2,1,1.0,0.0
754,B,X,O,1,3.0,1,1,2,1,1.0,0.0
757,C,S,O,1,3.0,1,1,2,1,1.0,0.0
760,B,X,O,1,3.0,1,1,2,1,1.0,0.0
761,H,S,X,1,2.0,1,2,1,1,1.0,0.0
762,C,R,O,1,2.0,1,1,2,1,1.0,0.0
763,H,S,X,1,3.0,1,1,2,1,1.0,0.0
766,H,S,X,1,2.0,1,2,1,1,1.0,0.0
767,H,R,X,1,1.0,1,1,2,1,1.0,1.0
768,H,S,X,1,1.0,1,1,2,1,1.0,0.0
769,C,S,I,1,3.0,1,1,2,1,1.0,1.0
770,H,A,X,1,3.0,1,2,1,1,1.0,0.0
771,B,X,I,1,2.0,1,1,2,1,1.0,0.0
773,B,X,O,2,2.0,1,2,2,1,1.0,2.0
775,C,A,O,1,3.0,1,2,2,1,1.0,0.0
776,B,X,O,2,2.0,1,1,2,1,1.0,0.0
780,B,X,O,1,3.0,1,1,2,1,1.0,0.0
782,H,A,X,1,2.0,1,2,2,1,1.0,0.0
783,B,X,O,1,1.0,1,1,2,1,1.0,0.0
785,B,X,O,1,3.0,1,1,2,1,1.0,0.0
787,C,R,O,1,2.0,1,1,2,1,1.0,0.0
788,H,A,X,1,2.0,1,2,2,1,1.0,0.0
789,H,H,X,1,3.0,1,1,2,1,1.0,0.0
790,B,X,O,1,1.0,1,1,2,1,1.0,0.0
791,H,R,X,1,1.0,1,1,2,1,1.0,0.0
794,H,A,X,1,3.0,1,2,2,1,1.0,0.0
795,H,H,X,1,2.0,1,1,2,1,1.0,0.0
796,B,X,O,1,3.0,1,1,2,1,1.0,0.0
