row_id,sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
183,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10.0
189,F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9.0
192,M,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,14.0
199,M,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10.0
203,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13.0
204,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8.0
207,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8.0
214,F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14.0
243,I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8.0
250,I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7.0
254,M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15.0
255,M,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15.0
256,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19.0
264,M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6.0
268,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9.0
281,I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7.0
282,F,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9.0
289,F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10.0
304,F,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10.0
311,M,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14.0
319,I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6.0
322,M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11.0
329,I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8.0
339,F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15.0
349,M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14.0
351,F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22.0
352,M,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12.0
353,M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9.0
361,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12.0
365,M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19.0
370,F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16.0
377,F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10.0
380,M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15.0
385,F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9.0
402,F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7.0
404,I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7.0
405,F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12.0
406,M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8.0
415,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15.0
424,I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6.0
425,M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13.0
439,M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13.0
441,I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8.0
457,I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9.0
458,I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10.0
468,F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17.0
469,M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21.0
473,F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11.0
474,F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10.0
479,M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16.0
481,M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17.0
491,M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13.0
493,M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15.0
496,F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12.0
502,F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15.0
503,F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13.0
504,F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17.0
506,M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12.0
507,M,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15.0
511,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10.0
523,M,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5.0
526,M,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3.0
527,F,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14.0
533,F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9.0
548,F,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12.0
550,I,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17.0
557,F,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12.0
558,F,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13.0
561,I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13.0
562,F,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11.0
567,I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12.0
568,M,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7.0
589,F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13.0
590,I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13.0
595,I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13.0
605,I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13.0
610,F,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12.0
611,M,0.195,0.145,0.05,0.032,0.01,0.008,0.012,4.0
613,I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,18.0
619,M,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,7.0
620,M,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,10.0
621,I,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,18.0
636,M,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7.0
653,M,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7.0
655,M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7.0
657,F,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16.0
660,I,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18.0
661,I,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,11.0
662,F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10.0
664,I,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19.0
667,F,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15.0
669,F,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13.0
680,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7.0
683,M,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16.0
686,F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13.0
692,F,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11.0
698,F,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13.0
706,M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11.0
718,I,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4.0
732,M,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15.0
741,F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8.0
744,M,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20.0
746,F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17.0
753,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13.0
754,M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20.0
761,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16.0
764,F,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14.0
771,I,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8.0
772,M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8.0
773,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9.0
781,M,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12.0
795,M,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15.0
799,F,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11.0
800,M,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10.0
804,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10.0
814,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7.0
824,I,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7.0
835,I,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8.0
841,F,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9.0
848,F,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8.0
851,M,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9.0
859,F,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8.0
868,F,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10.0
872,M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9.0
877,F,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10.0
883,M,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15.0
884,M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10.0
897,I,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6.0
913,I,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6.0
922,I,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6.0
925,I,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7.0
927,I,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8.0
930,I,0.44,0.325,0.09,0.35,0.148,0.067,0.105,7.0
938,I,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6.0
941,I,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7.0
942,I,0.465,0.37,0.115,0.534,0.261,0.098,0.143,7.0
954,M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8.0
962,I,0.505,0.39,0.15,0.685,0.362,0.131,0.156,8.0
967,I,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7.0
971,M,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,7.0
975,F,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8.0
982,F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9.0
991,F,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7.0
992,F,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,8.0
996,M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11.0
1000,F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11.0
1001,M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9.0
1007,M,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11.0
1011,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10.0
1025,M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11.0
1030,F,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10.0
1048,M,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11.0
1060,I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7.0
1075,I,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,6.0
1080,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7.0
1081,I,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6.0
1086,I,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,8.0
1088,I,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,6.0
1092,I,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7.0
1093,M,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7.0
1094,I,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,6.0
1095,I,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,6.0
1105,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6.0
1111,I,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,8.0
1115,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9.0
1119,I,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10.0
1127,M,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8.0
1129,M,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8.0
1137,F,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10.0
1139,F,0.575,0.47,0.165,0.869,0.435,0.197,0.238,9.0
1147,M,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9.0
1152,M,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8.0
1154,M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8.0
1161,M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8.0
1163,M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,9.0
1165,F,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9.0
1176,M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10.0
1190,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9.0
1197,M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12.0
1198,M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10.0
1204,M,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11.0
1208,M,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10.0
1213,I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5.0
1218,I,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5.0
1223,I,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6.0
1224,I,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6.0
1239,I,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7.0
1244,I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7.0
1248,I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8.0
1255,I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7.0
1267,F,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8.0
1268,I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11.0
1270,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8.0
1276,I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8.0
1277,I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8.0
1278,I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8.0
1281,I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9.0
1295,I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9.0
1312,F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9.0
1313,M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9.0
1322,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10.0
1326,M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8.0
1327,M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11.0
1336,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10.0
1342,I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10.0
1356,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10.0
1358,I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11.0
1362,F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12.0
1363,M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10.0
1378,F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10.0
1379,F,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10.0
1381,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11.0
1382,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9.0
1394,M,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15.0
1395,M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10.0
1409,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10.0
1411,F,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11.0
1413,M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13.0
1414,M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9.0
1415,F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11.0
1419,F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12.0
1424,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11.0
1427,F,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14.0
1430,I,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4.0
1431,I,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7.0
1444,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6.0
1465,I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8.0
1476,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9.0
1477,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8.0
1478,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9.0
1479,M,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8.0
1483,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8.0
1488,M,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9.0
1497,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10.0
1504,F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10.0
1507,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10.0
1512,F,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9.0
1513,M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8.0
1519,M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10.0
1525,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11.0
1542,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7.0
1543,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7.0
1547,I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6.0
1554,I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8.0
1561,I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8.0
1562,I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7.0
1563,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10.0
1565,I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7.0
1573,I,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8.0
1589,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9.0
1592,I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9.0
1601,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9.0
1611,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10.0
1622,I,0.565,0.42,0.155,0.743,0.31,0.186,0.231,9.0
1628,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9.0
1632,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8.0
1633,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10.0
1640,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8.0
1646,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9.0
1654,I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8.0
1655,F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8.0
1656,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9.0
1658,I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8.0
1660,M,0.6,0.47,0.165,1.059,0.504,0.241,0.275,9.0
1662,F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9.0
1663,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8.0
1669,F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10.0
1671,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9.0
1674,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9.0
1676,M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10.0
1687,F,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,9.0
1689,M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10.0
1694,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9.0
1707,M,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12.0
1709,M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9.0
1713,M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10.0
1715,M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9.0
1723,F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12.0
1727,M,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10.0
1729,M,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11.0
1730,M,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11.0
1732,M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12.0
1733,M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9.0
1734,M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12.0
1735,M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,11.0
1742,F,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11.0
1744,F,0.685,0.565,0.175,1.638,0.7775,0.375,0.438,11.0
1747,F,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,15.0
1750,F,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12.0
1753,M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10.0
1754,M,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13.0
1764,I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5.0
1765,I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6.0
1770,I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,6.0
1777,I,0.485,0.345,0.16,0.869,0.3085,0.185,0.319,9.0
1778,F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8.0
1782,M,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10.0
1786,I,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,8.0
1795,F,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,10.0
1796,M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10.0
1799,M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9.0
1800,M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,9.0
1810,M,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9.0
1813,F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9.0
1814,M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10.0
1828,I,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7.0
1836,I,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6.0
1837,I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,6.0
1844,I,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,7.0
1845,I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8.0
1857,I,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8.0
1867,I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9.0
1870,I,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,8.0
1872,I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9.0
1875,F,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9.0
1877,I,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,8.0
1880,I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10.0
1890,M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11.0
1910,F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10.0
1913,M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9.0
1930,M,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11.0
1936,M,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11.0
1938,M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10.0
1945,F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11.0
1952,I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10.0
1954,F,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11.0
1956,M,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11.0
1964,F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10.0
