task,kind,arm,selected_step,template,factor,candidate_sha256,status,exit_code,worker_seconds,train_loss,selection_loss,selection_score,final_loss,final_score
23,classification,updater,7,two:unscaled-c100,1.0,be461f279e1b9ec611172daaca5c6c07b9f9c0de300838234832aba4ff1372eb,success,0,1.8552328000077978,0.4121940666947782,0.4115112650164594,0.5884887349835406,0.4513180766377697,0.5486819233622303
23,classification,fixed,3,base:rbf-1,1.0,23685b8c1140ac3757b641823dadaeed0d4c1d5d83ed3d9580db5a3e20ab0157,success,0,1.8509164999995846,0.341830504603275,0.458053952374845,0.541946047625155,0.4854076017758882,0.5145923982241117
31,classification,memory,1,base:linear,1.0,5845040f70ad03cdf38d8b6362e028a5c41a29ddd9c28957f8eafaa4ff346ce8,success,0,1.7574741000134964,0.2218815513626835,0.2848792394655703,0.7151207605344296,0.2855839416058394,0.7144160583941606
31,classification,parent,6,base:linear,3.0,1f07f88b1c76491b929a8d3df7c549f08a5c4ec5b50c9ba86b7a8c6c28b10cf6,success,0,1.7705144000065047,0.2246593291404612,0.2759506680369989,0.724049331963001,0.2970460766423357,0.7029539233576643
31,classification,harness,5,one:rbf-wide,0.3,e59beb1b6c1814048919b62634797ed4fd027c3cc833a8db0268761294b294d3,success,0,2.035373599996092,0.1977201257861635,0.2562307297019528,0.7437692702980472,0.2902600364963503,0.7097399635036497
31,classification,updater,6,base:linear,3.0,1f07f88b1c76491b929a8d3df7c549f08a5c4ec5b50c9ba86b7a8c6c28b10cf6,success,0,1.768008799990639,0.2246593291404612,0.2759506680369989,0.724049331963001,0.2970460766423357,0.7029539233576643
31,classification,fixed,1,base:linear,1.0,5845040f70ad03cdf38d8b6362e028a5c41a29ddd9c28957f8eafaa4ff346ce8,success,0,1.7568668000167236,0.2218815513626835,0.2848792394655703,0.7151207605344296,0.2855839416058394,0.7144160583941606
31,classification,random,1,base:linear,1.0,5845040f70ad03cdf38d8b6362e028a5c41a29ddd9c28957f8eafaa4ff346ce8,success,0,1.751252599991858,0.2218815513626835,0.2848792394655703,0.7151207605344296,0.2855839416058394,0.7144160583941606
361235,regression,parent,3,base:random-forest,1.0,e9c753f9787119201fc1c592a988b8976e0dc62d1acd2bb2dd1868577ffcf722,success,0,1.984023299999535,0.1021447895909034,0.2704718225726596,1.4616042015050166,0.2685909350212268,1.4514400626990451
361235,regression,harness,3,base:random-forest,1.0,e9c753f9787119201fc1c592a988b8976e0dc62d1acd2bb2dd1868577ffcf722,success,0,2.103202500002226,0.1021447895909034,0.2704718225726596,1.4616042015050166,0.2685909350212268,1.4514400626990451
361235,regression,updater,3,base:random-forest,1.0,e9c753f9787119201fc1c592a988b8976e0dc62d1acd2bb2dd1868577ffcf722,success,0,1.9672720000089612,0.1021447895909034,0.2704718225726596,1.4616042015050166,0.2685909350212268,1.4514400626990451
361235,regression,fixed,5,base:extra-trees,1.0,6693402674e41a8ab7a643a8e9699f7c645e141ce3644d0798c8c25fbe088cc7,success,0,1.9436870000208728,1.1050808161815445e-15,0.2185274285975099,1.1809015990802674,0.221553693650379,1.1972552498009554
361235,regression,random,3,base:random-forest,1.0,e9c753f9787119201fc1c592a988b8976e0dc62d1acd2bb2dd1868577ffcf722,success,0,2.0000505999778397,0.1021447895909034,0.2704718225726596,1.4616042015050166,0.2685909350212268,1.4514400626990451
361235,regression,memory,3,base:random-forest,1.0,e9c753f9787119201fc1c592a988b8976e0dc62d1acd2bb2dd1868577ffcf722,success,0,1.9813617000181694,0.1021447895909034,0.2704718225726596,1.4616042015050166,0.2685909350212268,1.4514400626990451
361237,regression,harness,3,base:random-forest,1.0,e9c753f9787119201fc1c592a988b8976e0dc62d1acd2bb2dd1868577ffcf722,success,0,2.001376500003971,0.1022397490314973,0.3517086385190371,4.515937168416889,0.3198903652448418,4.107390697909863
361237,regression,updater,5,one:absolute-boost,1.0,48a23bad7a6c3af0b7ade8cb62c5d2d5f8c7afcbb382167fe68544838b7becc3,success,0,2.0048311999998987,0.1474339706273753,0.3081981353097606,3.9572625237261296,0.2911335930726069,3.738153886317409
361237,regression,fixed,6,base:hist-boost,1.0,c324d40acb1400de8232424b830603bbe0655da3781387d7601b809bc44cd1ad,success,0,1.8940814999805298,0.0781624269160682,0.2657502196457857,3.412231497829408,0.2423087058337296,3.111242577131938
361237,regression,random,3,base:random-forest,1.0,e9c753f9787119201fc1c592a988b8976e0dc62d1acd2bb2dd1868577ffcf722,success,0,2.0128721999935806,0.1022397490314973,0.3517086385190371,4.515937168416889,0.3198903652448418,4.107390697909863
361237,regression,memory,5,one:absolute-boost,1.0,48a23bad7a6c3af0b7ade8cb62c5d2d5f8c7afcbb382167fe68544838b7becc3,success,0,2.0158994999947026,0.1474339706273753,0.3081981353097606,3.9572625237261296,0.2911335930726069,3.738153886317409
361237,regression,parent,3,base:random-forest,1.0,e9c753f9787119201fc1c592a988b8976e0dc62d1acd2bb2dd1868577ffcf722,success,0,2.0658337000058964,0.1022397490314973,0.3517086385190371,4.515937168416889,0.3198903652448418,4.107390697909863
361247,regression,updater,8,base:random-forest,3.3,98f0bf037cf4232cfd1e4bb913b450d8fd08960d2474522b5ee3378b6d11e4af,success,0,5.086951100005535,0.0318772231867061,0.0873054871000491,0.0011227121868203,0.0775643163842119,0.0009974447902358
361247,regression,fixed,5,base:extra-trees,1.0,6693402674e41a8ab7a643a8e9699f7c645e141ce3644d0798c8c25fbe088cc7,success,0,2.257471400022041,3.4173990648799463e-16,0.0591500137705344,0.00076064453125,0.0532266589443671,0.00068447265625
361247,regression,random,3,base:random-forest,1.0,e9c753f9787119201fc1c592a988b8976e0dc62d1acd2bb2dd1868577ffcf722,success,0,4.5272296000039205,0.0319185290639276,0.0875198457700158,0.00112546875,0.0774493831610665,0.000995966796875
361247,regression,memory,3,base:random-forest,1.0,e9c753f9787119201fc1c592a988b8976e0dc62d1acd2bb2dd1868577ffcf722,success,0,4.363222499989206,0.0319185290639276,0.0875198457700158,0.00112546875,0.0774493831610665,0.000995966796875
361247,regression,parent,8,base:random-forest,3.3,98f0bf037cf4232cfd1e4bb913b450d8fd08960d2474522b5ee3378b6d11e4af,success,0,4.501946499978658,0.0318772231867061,0.0873054871000491,0.0011227121868203,0.0775643163842119,0.0009974447902358
361247,regression,harness,8,base:random-forest,3.3,98f0bf037cf4232cfd1e4bb913b450d8fd08960d2474522b5ee3378b6d11e4af,success,0,4.288279200001853,0.0318772231867061,0.0873054871000491,0.0011227121868203,0.0775643163842119,0.0009974447902358
