row_id,sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
303,M,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6.0
305,I,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4.0
325,I,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7.0
326,I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7.0
334,F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16.0
343,F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12.0
344,F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8.0
347,I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6.0
348,I,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8.0
350,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8.0
358,M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17.0
359,F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16.0
374,M,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13.0
381,M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10.0
382,M,0.485,0.4,0.135,0.663,0.313,0.137,0.2,10.0
383,M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12.0
384,M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10.0
386,M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12.0
387,M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10.0
389,I,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9.0
392,F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10.0
396,F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10.0
426,F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18.0
434,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13.0
446,M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13.0
450,M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16.0
461,F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12.0
484,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12.0
492,F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11.0
497,F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19.0
509,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16.0
516,M,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9.0
521,F,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5.0
529,M,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9.0
531,F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13.0
532,I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12.0
538,M,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5.0
543,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8.0
552,I,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12.0
569,F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11.0
570,I,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16.0
572,F,0.59,0.455,0.155,1.066,0.382,0.2275,0.415,20.0
573,F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17.0
577,F,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10.0
580,F,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11.0
583,I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13.0
600,I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17.0
604,I,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,12.0
606,M,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9.0
612,M,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9.0
622,F,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12.0
625,F,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,12.0
632,M,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10.0
638,I,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14.0
639,F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13.0
641,I,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13.0
685,M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15.0
688,M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11.0
689,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11.0
696,I,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4.0
700,M,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12.0
702,F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9.0
707,F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10.0
709,I,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7.0
714,M,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9.0
722,M,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15.0
723,M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15.0
729,F,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15.0
733,M,0.505,0.38,0.13,0.656,0.227,0.1785,0.22,13.0
738,M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14.0
739,M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10.0
742,F,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14.0
748,M,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,14.0
749,M,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15.0
756,M,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20.0
758,M,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13.0
759,M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15.0
765,M,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11.0
766,F,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13.0
769,F,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17.0
777,M,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13.0
780,M,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13.0
785,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15.0
787,M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12.0
789,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12.0
791,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10.0
792,M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9.0
793,M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12.0
798,M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11.0
803,I,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7.0
808,F,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10.0
809,F,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12.0
815,I,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7.0
818,I,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6.0
820,I,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7.0
821,I,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,6.0
823,I,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6.0
836,M,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8.0
837,I,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9.0
845,M,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,9.0
847,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10.0
849,M,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10.0
853,M,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9.0
864,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11.0
865,F,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10.0
879,F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8.0
881,M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9.0
886,F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12.0
899,I,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5.0
905,I,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5.0
910,I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5.0
912,I,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7.0
914,I,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7.0
916,I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6.0
931,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6.0
934,I,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8.0
946,F,0.47,0.365,0.12,0.582,0.29,0.092,0.146,8.0
949,M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6.0
953,F,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7.0
958,I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8.0
961,F,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9.0
964,I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8.0
965,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8.0
968,M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8.0
969,M,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8.0
986,F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8.0
993,M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10.0
994,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8.0
999,F,0.595,0.47,0.155,1.121,0.4515,0.178,0.155,11.0
1003,M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9.0
1005,M,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,9.0
1009,F,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8.0
1010,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11.0
1018,M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8.0
1020,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10.0
1022,F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11.0
1032,M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11.0
1033,M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10.0
1036,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11.0
1038,M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10.0
1041,F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10.0
1043,M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12.0
1044,M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8.0
1045,M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10.0
1046,F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10.0
1047,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12.0
1051,F,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11.0
1054,I,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3.0
1056,I,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4.0
1058,I,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4.0
1061,I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,6.0
1067,I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5.0
1068,I,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6.0
1082,I,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7.0
1089,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7.0
1090,I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6.0
1096,I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7.0
1098,M,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7.0
1099,I,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,7.0
1108,I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8.0
1109,M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9.0
1112,F,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7.0
1118,I,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9.0
1121,M,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9.0
1125,M,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10.0
1138,M,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9.0
1140,M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9.0
1142,M,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9.0
1149,F,0.58,0.45,0.155,0.93,0.385,0.246,0.265,9.0
1158,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9.0
1162,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9.0
1172,M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8.0
1189,M,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,12.0
1201,M,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8.0
1203,F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12.0
1205,M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11.0
1209,F,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11.0
1212,I,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,5.0
1217,I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5.0
1219,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6.0
1220,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7.0
1221,I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5.0
1229,I,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6.0
1243,I,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8.0
1251,I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6.0
1256,I,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7.0
1260,I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9.0
1266,I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9.0
1272,I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8.0
1280,M,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8.0
1304,M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9.0
1315,I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9.0
1323,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9.0
1332,I,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10.0
1337,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10.0
1340,M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9.0
1349,M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10.0
1352,M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10.0
1354,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10.0
1364,M,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12.0
1368,M,0.61,0.46,0.16,1.0,0.494,0.197,0.275,10.0
1369,F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10.0
1370,M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10.0
1372,F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12.0
1373,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10.0
1385,I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11.0
1405,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13.0
1408,F,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10.0
1410,F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10.0
1417,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10.0
1420,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11.0
1432,I,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5.0
1434,I,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7.0
1441,I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6.0
1445,I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6.0
1451,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8.0
1452,I,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9.0
1457,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7.0
1462,F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7.0
1468,M,0.52,0.4,0.125,0.559,0.254,0.139,0.149,8.0
1471,M,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8.0
1480,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9.0
1490,F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9.0
1495,F,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8.0
1498,M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11.0
1506,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9.0
1509,F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11.0
1514,F,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11.0
1523,M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12.0
1526,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10.0
1528,M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13.0
1530,M,0.75,0.55,0.18,1.893,0.942,0.397,0.445,11.0
1538,I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6.0
1539,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7.0
1540,I,0.36,0.27,0.095,0.2,0.073,0.056,0.061,8.0
1544,I,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6.0
1549,I,0.385,0.28,0.095,0.257,0.119,0.059,0.07,7.0
1550,I,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,8.0
1567,I,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,8.0
1568,I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8.0
1572,I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9.0
1579,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8.0
1587,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8.0
1590,I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7.0
1596,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7.0
1608,I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9.0
1612,I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9.0
1624,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9.0
1626,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8.0
1637,F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8.0
1639,I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10.0
1644,M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10.0
1648,M,0.59,0.49,0.165,1.207,0.559,0.235,0.309,10.0
1661,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10.0
1666,F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9.0
1670,F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12.0
1679,F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12.0
1681,F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11.0
1682,I,0.62,0.49,0.16,1.066,0.446,0.246,0.305,11.0
1683,F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12.0
1693,I,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9.0
1701,F,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10.0
1704,M,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10.0
1712,F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9.0
1717,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9.0
1718,M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11.0
1720,M,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9.0
1721,M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10.0
1725,M,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,9.0
1736,F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13.0
1737,F,0.67,0.55,0.155,1.566,0.858,0.339,0.354,10.0
1739,M,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,13.0
1749,M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11.0
1752,M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11.0
1775,I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,8.0
1781,M,0.515,0.395,0.135,1.007,0.472,0.2495,0.252,8.0
1788,F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10.0
1791,M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10.0
1792,M,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9.0
1793,M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10.0
1803,F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10.0
1807,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11.0
1819,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11.0
1823,M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11.0
1825,I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4.0
1829,I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6.0
1830,I,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7.0
1846,I,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,7.0
1847,I,0.47,0.375,0.12,0.487,0.196,0.099,0.135,8.0
1851,I,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,9.0
1859,I,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,10.0
1871,I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9.0
1882,M,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,8.0
1889,M,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7.0
1891,I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9.0
1900,M,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9.0
1901,M,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10.0
1902,M,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11.0
1914,M,0.595,0.455,0.15,0.886,0.4315,0.201,0.223,10.0
1915,F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11.0
1916,M,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11.0
1917,M,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10.0
1924,F,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,8.0
1932,F,0.62,0.495,0.17,1.062,0.372,0.213,0.34,11.0
1935,M,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12.0
1940,F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11.0
1941,F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,11.0
1953,M,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9.0
