row_id,Aattr,Battr,Cattr,Dattr,Eattr,Fattr,A1attr,B2attr,C3attr,D4attr,E5attr,F6attr,A7attr,B8attr,C9attr,D10attr,E11attr,F12attr,A13attr,B14attr,C15attr,D16attr,E17attr,F18attr,A19attr,B20attr,C21attr,D22attr,E23attr,F24attr,A25attr,B26attr,C27attr,D28attr,E29attr,F30attr,class
122,-1.866841,-2.167396,1.784783,3.196547,-1.854576,-2.282722,1.793639,3.035907,-1.849387,-2.138594,1.511528,2.66643,-1.638621,-2.296587,1.541213,2.76543,-1.850081,-2.27771,1.54628,2.752574,-1.622628,-2.266215,1.915784,2.754557,-1.705561,-2.296804,2.033722,3.177216,-1.700481,-2.282363,2.387894,3.170712,-1.919739,-2.272822,2.040909,3.174859,2.
135,0.117596,1.19766,1.123962,0.709468,0.136399,1.212789,1.133537,0.924077,0.451921,1.229403,1.150877,0.92786,0.05222,1.292051,1.661204,0.705425,0.070493,1.302284,1.067744,0.703775,0.383431,1.317016,1.078945,0.70954,-0.159228,1.255401,1.190984,0.807707,-0.144082,1.087853,1.190598,0.807721,0.169563,1.10186,0.902877,0.813184,1.
146,1.367057,1.022851,1.123962,0.286136,1.389975,1.038013,1.133537,0.290528,1.416986,0.879481,0.549793,0.1376,1.375487,1.029468,0.581282,0.230039,1.400122,0.8657,0.589209,0.230975,1.795102,0.880036,0.600752,0.237614,1.534375,1.123838,0.528832,0.333806,1.264088,0.912777,0.771544,0.12508,1.288832,0.926552,0.303913,-0.079004,3.
155,-0.249892,-0.025997,-0.197682,-0.08428,-0.2323,0.164136,0.293407,0.343324,0.080742,0.573299,0.30936,0.348336,-0.168324,0.022899,-0.138666,0.018756,-0.742057,-0.269421,-0.547313,-0.399425,-0.731046,-0.430902,-0.116539,-0.181877,-0.453767,-0.191794,-0.855666,-0.140096,-0.662882,-0.356526,-0.605346,-0.137475,-0.651234,0.050011,-0.115362,-0.131486,1.
156,-1.499353,-0.550421,-0.678279,-0.24303,-1.485877,-0.534967,-0.666742,-0.448612,-1.478209,-0.695167,-0.652375,-0.652659,-1.491592,-0.458504,-0.798618,-0.192527,-1.48074,-0.444054,-0.367863,-0.189291,-1.251136,-0.25611,-0.355636,-0.391622,-1.411021,-0.367211,-0.614884,-0.350719,-1.404024,-0.181449,-0.605346,-0.347519,-1.397414,-0.169124,-0.354948,-0.341412,1.
160,-0.470385,-0.72523,-1.519325,-1.301361,-0.158561,-0.534967,-1.266835,-1.082161,-0.141965,-0.345245,-1.253459,-0.916079,-0.903473,-1.071198,-1.278584,-1.143298,-0.668189,-0.924298,-1.025849,-0.924758,-0.656748,-0.911579,-1.252249,-0.758677,-0.969212,-1.419717,-1.698404,-1.245867,-0.662882,-1.275675,-1.443454,-1.03016,-0.651234,-1.133319,-1.193498,-0.813747,5.
163,-0.102897,-0.375613,-1.218951,-1.036778,-0.084821,-0.360191,-1.446863,-1.398935,-0.067729,-0.345245,-1.433784,-1.390234,-0.168324,-0.195921,-1.33858,-1.30176,-0.151111,-0.182104,-1.324934,-1.292491,-0.136658,-0.343506,-1.312023,-1.28304,-0.232863,-0.191794,-0.915862,-0.877277,-0.218196,-0.181449,-1.14413,-1.03016,0.094945,-0.169124,-1.133601,-1.023674,7.
182,-0.764376,-0.900038,-1.5794,-0.878029,-0.2323,-0.884518,-0.906779,-0.870978,0.080742,-0.345245,-0.652375,-0.652659,-0.462384,-0.764851,-1.218588,-0.773554,-0.446584,-1.14259,-1.444568,-0.767158,-0.136658,-0.430902,-1.013152,-0.548931,-0.674672,-0.718047,-1.277035,-1.0879,-1.181682,-1.494521,-1.263859,-1.292715,-0.651234,-1.001838,-1.253394,-0.91871,5.
191,0.63208,0.367321,-0.137607,-0.137197,0.652577,0.382605,-0.126658,-0.131838,0.674628,0.398338,0.129035,0.032233,0.787369,0.635593,0.161312,-0.350989,0.809176,0.647407,0.17049,-0.346891,0.829222,0.486755,0.182332,-0.181877,0.798026,0.334459,0.047268,-0.245408,0.819403,0.518855,0.292626,-0.242497,0.841124,0.532109,0.303913,-0.079004,7.
192,0.338089,0.017705,-0.618205,-0.348863,0.357618,0.033054,-0.84677,-0.501408,0.080742,0.048417,-0.8327,-0.705343,0.19925,-0.283448,-0.558636,-0.562271,0.21823,-0.094787,-0.786581,-0.557024,0.234834,-0.081318,-1.013152,-0.758677,-0.085593,-0.367211,-0.976057,-0.824621,-0.069968,-0.531602,-0.964535,-0.662584,0.169563,-0.344432,-0.714327,0.288368,7.
195,1.367057,1.022851,0.823588,0.286136,1.389975,1.038013,0.533444,0.290528,1.416986,1.054442,0.850335,0.506388,1.081428,1.029468,0.581282,0.494142,1.400122,1.040333,0.589209,0.230975,1.126416,1.054828,0.600752,0.499795,1.239836,0.904566,0.528832,0.333806,1.264088,1.131622,0.771544,0.335123,0.99036,0.926552,0.783084,0.340849,3.
196,-0.176394,-0.288209,-0.798429,-0.983862,-0.158561,-0.272803,-1.026798,-1.187752,-0.141965,-0.257765,-1.433784,-1.179498,-0.168324,-0.195921,-1.038601,-1.090478,-0.446584,-0.531371,-1.265117,-1.082358,-0.433852,-0.343506,-1.252249,-1.440349,-0.085593,-0.279503,-1.277035,-1.140555,-0.366425,-0.268987,-1.503318,-1.345226,-0.352763,-0.256778,-1.49298,-1.338564,7.
198,-0.396887,-0.637825,-1.519325,-1.354278,-0.084821,-0.622354,-1.506872,-1.34614,-0.364672,-0.607687,-1.493892,-1.33755,-0.09481,-0.370976,-1.458571,-1.407402,-0.077243,-0.531371,-1.444568,-1.239957,-0.06236,-0.343506,-1.431571,-1.230603,-0.159228,-0.367211,-1.096448,-1.298522,-0.144082,-0.487833,-1.323724,-1.292715,-0.128909,-0.344432,-1.313291,-1.076155,7.
202,-0.176394,1.19766,1.123962,0.921135,0.136399,1.212789,1.433583,0.712894,0.154978,1.229403,1.451419,0.92786,-0.241839,1.116996,1.361226,0.916707,-0.22498,1.12765,1.366829,0.703775,-0.210957,1.142224,1.377816,0.70954,-0.453767,1.079983,1.491962,0.807707,-0.144082,0.869008,1.489922,0.597678,-0.128909,1.10186,1.501841,0.603258,1.
203,-0.396887,1.41617,1.36426,0.868218,-0.37978,1.431258,1.373574,0.712894,-0.067729,1.448104,1.751962,1.085912,-0.168324,1.204523,1.421222,0.705425,-0.151111,1.214967,1.426646,0.913908,0.160536,1.22962,1.736462,0.919286,-0.232863,1.299255,1.672549,0.913019,0.07826,1.525543,1.669516,0.912743,0.094945,1.320996,1.68153,0.918148,1.
204,1.734545,1.372468,1.48441,0.603635,2.053633,1.387565,1.493592,0.76569,1.788164,1.010702,0.910444,0.611756,1.669547,1.379579,0.941256,0.599783,1.695595,0.996675,0.708842,0.230975,1.42361,0.836338,0.421429,0.027868,1.387105,0.685294,0.28805,0.28115,0.819403,0.693931,0.292626,-0.084964,1.139596,0.882725,0.303913,-0.079004,3.
209,1.073066,1.19766,0.943738,0.603635,1.095016,1.387565,0.953509,0.818486,1.416986,1.404364,1.271094,1.033228,1.375487,1.423343,1.361226,1.075169,1.104649,1.258626,1.366829,0.861375,1.126416,1.448109,1.377816,0.866849,1.092566,1.211546,1.130788,0.702396,0.745289,1.044084,0.59195,0.7027,0.169563,0.882725,0.842981,0.708221,3.
211,-0.176394,1.066554,0.883663,0.815302,0.431358,1.081707,0.8935,0.818486,-0.141965,0.70452,0.67001,0.190284,-0.168324,0.985704,1.181239,0.758245,0.070493,1.214967,1.187378,0.756308,-0.433852,0.836338,0.899623,0.394922,-0.085593,1.211546,1.251179,0.807707,0.226489,1.21916,1.250463,0.807721,-0.054291,0.838898,0.723188,0.235886,1.
223,-1.352357,-0.200805,-0.197682,-0.190113,-1.043438,0.164136,0.05337,0.02655,-0.438908,0.529559,0.609902,0.506388,-0.976988,-0.020865,0.041321,-0.086885,-0.963662,-0.182104,0.050856,-0.084225,-1.251136,0.006078,0.062784,-0.077004,-0.969212,0.202896,0.348246,0.017871,-0.959339,0.037396,-0.365887,0.020058,-0.949706,0.050011,-0.115362,-0.183967,1.
230,0.044099,-0.375613,-1.158877,-1.248444,0.062659,-0.185416,-0.666742,-0.870978,0.377685,-0.170284,-0.652375,-0.863395,0.125735,-0.108393,-0.798618,-0.773554,0.144362,-0.094787,-1.2053,-0.977291,-0.136658,-0.430902,-1.192475,-1.178167,0.356217,-0.191794,-1.036253,-0.929932,0.374717,-0.181449,-0.844805,-1.082671,-0.128909,-0.169124,-0.834119,-1.076155,7.
232,-0.176394,-0.463017,-1.45925,-1.354278,-0.158561,-0.447579,-1.206825,-1.34614,-0.141965,-0.432726,-1.19335,-1.179498,-0.168324,-0.195921,-1.038601,-1.090478,0.070493,-0.182104,-1.025849,-1.292491,-0.433852,-0.168714,-1.252249,-1.28304,0.208947,-0.279503,-1.036253,-1.140555,-0.069968,-0.268987,-1.263859,-1.135182,-0.054291,-0.256778,-1.253394,-1.128637,7.
250,-1.27886,0.017705,0.342991,0.180303,-1.264658,-0.098028,0.113379,-0.184633,-1.478209,-0.432726,-0.111399,-0.178503,-1.418077,-0.370976,-0.138666,-0.350989,-1.406871,-0.531371,-0.367863,-0.346891,-1.622628,-0.693089,-0.594733,-0.496495,-1.411021,-0.761901,-1.036253,-0.561342,-1.181682,-0.61914,-0.784941,-0.557562,-1.397414,-0.738876,-1.013809,-0.341412,1.
260,1.220062,1.110256,0.763513,0.127386,1.537455,1.125401,0.773481,0.343324,1.565457,1.141922,0.790227,0.348336,1.301973,1.073232,1.181239,0.388501,1.695595,1.258626,1.187378,0.388575,1.720804,1.098526,0.660526,0.394922,1.75528,0.992274,0.890006,0.228494,1.782888,1.000315,0.891274,0.387634,1.811158,1.233342,1.202359,0.603258,3.
264,-1.866841,-2.167396,1.784783,2.826131,-1.854576,-2.282722,1.493592,2.824724,-1.849387,-2.007374,1.210986,2.297642,-1.859166,-2.296587,1.541213,2.76543,-1.850081,-2.27771,1.54628,2.752574,-1.845523,-2.266215,1.258268,2.544811,-1.411021,-2.296804,1.732744,2.598002,-1.700481,-2.151056,1.729381,2.750625,-1.695885,-2.053687,1.741427,2.597561,2.
271,-0.176394,0.192513,0.342991,0.233219,-0.158561,0.382605,0.113379,0.39612,-0.661615,0.048417,-0.111399,0.032233,-0.388869,0.066663,-0.07867,0.018756,-0.372716,0.079847,0.17049,0.020842,-0.656748,-0.081318,-0.534958,-0.339186,-0.380132,-0.016376,-0.193515,-0.08744,-0.662882,0.168703,0.292626,0.12508,-0.651234,0.356801,0.543498,0.130923,1.
277,0.117596,1.19766,1.424335,0.921135,0.136399,1.038013,1.133537,0.712894,0.154978,1.054442,0.609902,0.506388,0.05222,1.292051,1.061248,0.916707,0.070493,1.12765,1.366829,0.913908,0.086237,1.317016,1.377816,0.919286,-0.159228,1.079983,0.890006,0.597084,-0.144082,0.869008,1.190598,0.387634,-0.128909,0.882725,0.902877,0.393331,1.
291,1.367057,1.022851,0.583289,0.021553,1.095016,0.688462,0.293407,0.237733,0.748864,0.70452,0.068926,-0.178503,1.228458,1.116996,0.761269,0.33568,1.547858,1.12765,0.768659,0.493642,1.275013,0.923734,0.540978,0.342486,1.31347,1.079983,0.649224,0.175838,1.338203,1.087853,1.190598,0.387634,1.36345,0.882725,0.663291,0.183404,3.
292,-1.499353,-1.293356,-0.798429,-0.401779,-1.264658,-1.277763,-1.206825,-0.395816,-1.255501,-1.39501,-1.013025,-0.389239,-1.418077,-1.333781,-1.278584,-0.720733,-1.185267,-1.317224,-1.504385,-0.714624,-1.399733,-1.30486,-1.252249,-0.915985,-0.895577,-1.244299,-1.517817,-1.140555,-1.181682,-1.231906,-1.0244,-1.135182,-1.397414,-1.352454,-1.49298,-0.91871,5.
314,1.367057,0.804341,0.403065,0.021553,1.389975,0.644768,0.413425,-0.184633,1.120043,0.835741,0.429577,-0.178503,1.081428,0.854412,0.281304,0.124397,1.104649,0.691066,0.290124,-0.084225,1.126416,0.705245,0.062784,-0.077004,1.092566,0.860711,0.047268,0.017871,1.11586,0.693931,0.292626,0.020058,1.438068,0.707417,0.603395,0.025959,3.
337,-1.940339,-2.298502,0.282916,1.661967,-1.928316,-2.37011,0.83349,1.663217,-1.923623,-2.357295,0.549793,1.665435,-1.859166,-2.165295,0.281304,1.12799,-1.850081,-2.234051,0.589209,1.124041,-2.068419,-2.222517,0.600752,1.548522,-1.926465,-2.384513,0.28805,1.281609,-1.922824,-2.238594,0.053167,1.28032,-1.919739,-2.228996,0.064327,1.075593,2.
339,-0.764376,0.148811,0.042617,0.021553,-1.043438,-0.185416,-0.186668,-0.395816,-1.032794,0.004676,-0.171507,-0.178503,-0.976988,-0.020865,0.281304,0.124397,-0.446584,0.341798,0.529392,0.336042,-0.731046,0.355661,0.301881,0.132741,-0.748307,0.334459,0.107463,0.175838,-0.736996,0.343779,0.113031,0.177591,-0.949706,0.225319,0.124223,0.025959,1.
340,-0.690878,-0.72523,-1.279026,-1.460111,-0.674739,-0.709742,-1.506872,-1.451731,-0.438908,-0.695167,-1.493892,-1.284866,-0.388869,-0.633559,-1.518567,-1.354581,-0.372716,-0.444054,-1.504385,-1.345024,-0.06236,-0.25611,-1.491346,-1.335476,-0.380132,-0.367211,-1.216839,-1.403834,-0.366425,-0.356526,-1.203994,-1.240204,-0.352763,-0.344432,-1.193498,-1.2336,7.
341,-0.984869,-0.681527,-0.738354,-0.454696,-0.674739,-0.534967,-0.486714,-0.079042,-0.661615,-0.826388,0.30936,0.875176,-0.756443,-0.195921,-0.618631,-0.615092,-0.446584,-0.182104,-0.367863,-0.399425,-0.433852,-0.649391,0.600752,0.499795,-0.748307,-0.016376,-0.193515,-0.456031,-0.736996,-0.006373,-0.425752,-0.45254,-0.725852,0.006184,-0.414844,-0.656302,5.
343,0.117596,-0.113401,-0.55813,-0.401779,0.136399,0.033054,-0.366695,-0.395816,0.451921,0.223378,-0.351833,-0.389239,0.34628,0.022899,-0.138666,-0.350989,0.365966,0.210823,-0.128595,-0.346891,0.383431,-0.168714,-0.594733,-0.496495,0.208947,0.071332,-0.073123,-0.192752,-0.069968,0.256241,-0.306022,0.020058,-0.054291,0.093838,-0.055466,0.235886,4.
347,1.220062,0.891745,0.763513,0.339052,1.242496,0.906932,0.773481,0.501711,1.268514,1.316883,1.391311,0.92786,1.007913,0.854412,0.881261,0.388501,1.03078,1.258626,1.486463,0.598708,1.349311,1.273318,1.198494,0.814413,0.650756,1.386964,0.890006,0.755051,0.671174,1.21916,1.190598,0.597678,0.094945,1.014206,0.902877,0.393331,3.
357,0.926071,0.367321,0.102692,-0.348863,0.652577,0.382605,-0.126658,-0.34302,0.971571,0.398338,-0.111399,-0.125819,1.081428,0.810648,0.161312,-0.192527,1.104649,0.822041,0.17049,0.020842,1.126416,0.661547,0.421429,0.027868,1.681645,1.255401,1.130788,0.28115,1.708774,1.044084,0.831409,0.12508,1.438068,0.882725,0.543498,-0.079004,3.
360,-0.470385,-0.506719,-1.519325,-1.513027,-0.45352,-0.666048,-1.746909,-1.293344,-0.438908,-0.476466,-1.734326,-1.284866,-0.241839,-0.546032,-1.398575,-1.460222,-0.446584,-0.531371,-1.384751,-1.450091,-0.433852,-0.518297,-1.55112,-1.230603,-0.453767,-0.586483,-1.638209,-1.351178,-0.440539,-0.444064,-1.623048,-1.187693,-0.128909,-0.256778,-1.013809,-0.971192,7.
373,-0.984869,-1.16225,-0.978653,-0.24303,-1.190918,-1.539926,-0.486714,0.132141,-1.181266,-1.657452,-0.171507,0.717124,-1.565107,-2.034003,0.041321,1.12799,-1.554608,-2.015759,0.290124,1.124041,-1.325434,-2.222517,0.062784,1.338776,0.356217,0.159041,-0.193515,-0.245408,-0.440539,-1.188137,0.292626,0.912743,-1.695885,-2.228996,0.303913,1.652891,2.
381,-0.764376,-0.550421,-1.5794,-1.460111,-0.45352,-0.534967,-1.566881,-1.240548,-0.438908,-0.345245,-1.554001,-1.232182,-0.168324,-0.458504,-1.638558,-1.354581,-0.446584,-0.57503,-1.444568,-1.345024,-0.136658,-0.430902,-1.192475,-1.178167,-0.453767,-0.542629,-1.7586,-1.45649,-0.440539,-0.531602,-1.742778,-1.292715,-0.42738,-0.51974,-1.253394,-1.286082,7.
397,-1.205362,-0.550421,-0.498055,-0.454696,-1.190918,-0.840824,-1.206825,-0.448612,-1.403973,-0.651427,-0.952917,-0.652659,-1.344562,-0.677323,-0.858614,-0.615092,-1.333003,-0.662347,-1.324934,-0.609558,-1.325434,-0.824183,-1.312023,-0.601368,-1.484656,-0.542629,-0.675079,-0.456031,-1.478139,-0.706678,-0.665211,-0.662584,-1.248178,-0.695049,-0.894016,-0.656302,1.
417,-1.27886,-1.511866,0.763513,1.291551,0.357618,-0.185416,0.05337,-0.079042,1.268514,0.74826,0.549793,0.1376,-1.271047,-1.683892,0.641278,1.392093,-0.151111,-0.57503,0.110673,0.020842,0.754923,0.530453,-0.116539,-0.391622,0.061677,-0.191794,-0.133319,-0.140096,0.671174,0.387548,-0.126428,-0.347519,0.99036,0.838898,0.363809,-0.341412,2.
418,-1.719846,-2.385906,1.063887,2.667381,-1.928316,-2.457498,2.033676,3.61666,-1.923623,-2.444776,1.691853,3.404006,-1.271047,-2.034003,0.641278,1.761838,-1.702344,-2.321368,1.486463,3.120307,-1.99412,-2.309913,1.497365,3.331356,-2.0001,-2.384513,0.890006,2.440035,-1.996938,-2.369901,1.190598,2.803136,-1.845121,-2.272822,1.501841,3.017414,2.
437,0.191094,0.97915,0.943738,0.603635,-0.084821,0.994319,1.253555,0.607303,0.229214,1.229403,1.271094,0.611756,-0.09481,1.029468,1.361226,0.705425,-0.077243,0.8657,1.127561,0.493642,-0.359554,0.880036,1.377816,0.499795,0.135312,0.685294,0.82981,0.491773,0.152375,0.693931,1.130733,0.7027,-0.128909,0.882725,1.142463,0.708221,1.
450,0.779075,0.454725,-0.317831,-0.348863,0.800057,0.469993,-0.306686,-0.554203,0.8231,0.267118,-0.291724,-0.547291,0.493309,0.504301,-0.49864,-0.45663,0.809176,0.341798,-0.188412,-0.662091,0.532028,0.355661,-0.475184,-0.653804,0.429852,0.334459,-0.193515,-0.403375,0.745289,0.168703,-0.186293,-0.610073,0.468035,0.181492,-0.354948,-0.603821,4.
454,0.779075,0.498427,0.042617,-0.08428,1.095016,0.513687,0.05337,0.132141,1.120043,0.879481,0.549793,0.506388,1.375487,0.854412,0.581282,0.230039,1.769463,1.040333,0.828476,0.493642,1.795102,1.22962,1.437591,0.70954,1.239836,0.904566,0.528832,0.123183,1.560545,1.131622,0.771544,0.492656,1.587304,1.540131,1.082566,0.708221,3.
459,1.367057,1.372468,1.544484,0.815302,2.053633,1.606034,1.253555,1.029669,1.713929,1.623065,1.271094,0.822492,0.493309,0.679357,0.281304,0.124397,1.695595,1.43326,1.366829,0.861375,1.720804,1.448109,1.377816,0.70954,-0.159228,-0.016376,-0.855666,-0.824621,0.745289,0.869008,0.59195,0.230101,1.438068,1.058033,0.842981,0.498294,3.
486,0.117596,-0.200805,-0.618205,-0.613446,0.431358,-0.01064,-0.606733,-0.606999,0.451921,0.179637,-0.592266,-0.389239,-0.241839,-0.896143,-0.91861,-0.879195,0.070493,-0.356737,-0.666947,-0.662091,0.383431,-0.168714,-0.654507,-0.444059,-0.453767,-1.15659,-1.457622,-0.771965,-0.144082,-0.444064,-1.0244,-0.557562,0.169563,0.050011,-0.774223,-0.393894,7.
490,-0.470385,-0.72523,-1.5794,-1.248444,-0.2323,-0.360191,-1.386853,-1.029365,0.080742,-0.170284,-0.892808,-0.863395,-0.462384,-0.589796,-1.878541,-1.354581,-0.446584,-0.749664,-1.863286,-1.345024,-0.136658,-0.25611,-1.431571,-0.968422,-0.453767,-0.542629,-1.7586,-1.298522,-0.662882,-0.706678,-1.922372,-1.292715,-0.651234,-0.870357,-1.912255,-1.286082,7.
493,-0.690878,-0.288209,-0.317831,-0.348863,-0.895959,-0.098028,-0.546723,-0.34302,-0.661615,0.092157,-0.291724,-0.178503,-0.682928,-0.020865,0.041321,-0.086885,-0.668189,-0.00747,-0.188412,0.125908,-0.359554,0.180869,0.062784,0.29005,-0.159228,-0.016376,0.28805,0.228494,-0.736996,-0.006373,0.053167,0.020058,-0.42738,0.181492,0.064327,0.235886,1.
507,-1.425855,-1.511866,-0.618205,0.233219,-1.633357,-2.020559,0.353416,1.716013,-1.997859,-2.357295,0.910444,2.455694,-1.859166,-2.034003,0.161312,1.022348,-1.406871,-1.622833,0.17049,1.018975,-1.845523,-2.266215,0.7203,1.968012,-1.926465,-2.296804,0.28805,1.808166,-1.404024,-1.800904,-0.186293,0.7027,-1.397414,-1.527763,-0.175259,0.708221,2.
