task,recipe,status,metric,score,normalized_loss,fit_seconds,predict_seconds,process_seconds,note
bike,neighbors-2,ok,MAE,123.79244789714265,0.7665008847937668,0.006689300003927201,0.017707399994833395,2.1380306000064593,exit=0
bike,extra-2,ok,MAE,112.35098949091672,0.6956574032997258,0.18779650001670234,0.009380599978612736,2.3100430999766104,exit=0
bike,linear-3,ok,MAE,106.65453752688886,0.6603859829119453,0.008248800004366785,0.0026994000072591007,2.176950399996713,exit=0
bike,forest-3,ok,MAE,113.77309124895939,0.7044628051988157,0.17130650000763126,0.009166100004222244,2.2143282999750227,exit=0
bike,boost-3,ok,MAE,94.52042396149564,0.5852537035035127,0.30307840000023134,0.02673709997907281,2.4811368999944534,exit=0
bike,kernel-3,ok,MAE,125.855942919062,0.7792776800420755,0.054160800005774945,0.09627520001959056,2.3978420000057667,exit=0
bike,neighbors-3,ok,MAE,124.97060244796413,0.7737958088458285,0.006714099989039823,0.023424600018188357,2.209637699997984,exit=0
bike,extra-3,ok,MAE,115.42339018621763,0.7146811635645351,0.13164179999148473,0.009224100009305403,2.360304100002395,exit=0
bike,linear-4,ok,MAE,117.71219198432019,0.7288530184164631,0.007887499989010394,0.0028255000070203096,2.343471700005466,exit=0
bike,forest-4,ok,MAE,125.66384200678935,0.7780882252592682,0.11812679999275133,0.006550100020831451,2.2600707999954466,exit=0
bike,boost-4,ok,MAE,100.64073741324708,0.6231495990583089,0.13262640000903048,0.016671400022460148,2.5643536999996286,exit=0
bike,kernel-4,ok,MAE,114.7066809106161,0.7102434268267905,0.05613479999010451,0.1016333999868948,2.5404751999885775,exit=0
bike,neighbors-4,ok,MAE,122.127,0.7561887267548657,0.0072432000015396625,0.019343499996466562,2.709095400001388,exit=0
bike,extra-4,ok,MAE,129.27481141595035,0.8004467074938619,0.09606030001305044,0.006691299990052357,2.3653012000140734,exit=0
bike,linear-5,ok,MAE,134.0022442448479,0.8297181332367624,0.00794139999197796,0.0028464999923016876,2.173773999995319,exit=0
bike,forest-5,ok,MAE,125.98293308151445,0.7800639806083328,0.11056400000234134,0.006879499997012317,2.204307299980428,exit=0
bike,boost-5,ok,MAE,100.99470401167719,0.6253412974655458,0.22846079998998903,0.0214329999871552,2.225801099993987,exit=0
bike,kernel-5,ok,MAE,103.08313462685489,0.6382724894853866,0.06199659997946583,0.07359189999988303,2.117360500007635,exit=0
bike,neighbors-5,ok,MAE,124.42643939393942,0.7704264477138104,0.006498000002466142,0.01715239998884499,2.0990949999832083,exit=0
bike,extra-5,ok,MAE,131.32761255157155,0.8131572880946,0.07693529999232851,0.008268500008853152,2.270268499996746,exit=0
bike,linear-6,ok,MAE,106.80863576709788,0.6613401318884928,0.009316499985288829,0.002986200008308515,2.271260000008624,exit=0
bike,forest-6,ok,MAE,107.53860184404265,0.6658599523892756,0.2362077000143472,0.010018699977081269,2.417837499990128,exit=0
bike,boost-6,ok,MAE,92.9160905023461,0.5753199552270093,0.08627800000249408,0.012786100007360801,2.2639525000122376,exit=0
bike,kernel-6,ok,MAE,98.21881440132786,0.6081534812573189,0.251681900001131,0.0784105000202544,2.4650257999892347,exit=0
bike,neighbors-6,ok,MAE,125.38126666666668,0.7763385688633878,0.006883399997605011,0.02364619998843409,2.2922564999898896,exit=0
bike,extra-6,ok,MAE,103.27020242656874,0.6394307801277708,0.23366540001006797,0.01039929999387823,2.385901499976171,exit=0
bike,linear-7,ok,MAE,150.18867094041724,0.9299416169351545,0.007390299986582249,0.002653300005476922,2.157665500009898,exit=0
bike,forest-7,ok,MAE,99.13057291666667,0.6137989282986935,0.21007119998103008,0.014164799998980016,2.39492760002031,exit=0
bike,boost-7,ok,MAE,93.20776229104446,0.5771259352193626,0.23577479997766204,0.024174199992557988,2.414615899993805,exit=0
bike,kernel-7,ok,MAE,152.4643150047464,0.9440320014328687,0.07028379998519085,0.1086737000150606,2.3411468000267632,exit=0
bike,neighbors-7,ok,MAE,127.46040762054581,0.7892122409478389,0.006978599994909018,0.028195199993206188,2.2006605000060517,exit=0
bike,extra-7,ok,MAE,91.31671875,0.5654169289591546,0.21061860001645982,0.014651299978140742,2.3819008999853395,exit=0
wine,linear-0,ok,MAE,0.5036541634771289,0.8546046710064049,0.0053397000010591,0.0012704000109806657,2.156858200003626,exit=0
wine,forest-0,ok,MAE,0.49191810344827586,0.8346908244680852,0.297156000015093,0.005076299974462017,2.483945699990727,exit=0
wine,boost-0,ok,MAE,0.5206466886256268,0.8834377322956115,0.12306949999765493,0.007072499982314184,2.268210899987025,exit=0
wine,kernel-0,ok,MAE,0.4862314202091988,0.825041611950715,0.03277180000441149,0.014056699990760535,2.195537699997658,exit=0
wine,neighbors-0,ok,MAE,0.5636552153599776,0.9564149664884728,0.006796900008339435,0.006412799993995577,2.20994490000885,exit=0
wine,extra-0,ok,MAE,0.5198863636363636,0.8821476063829788,0.1390288000111468,0.006264399999054149,2.309556699998211,exit=0
wine,linear-1,ok,MAE,0.5036878069348449,0.8546617575117849,0.0050122999818995595,0.0012980000174138695,2.176842700020643,exit=0
wine,forest-1,ok,MAE,0.5006985941718504,0.849589635855427,0.1993019999936223,0.005479699990246445,2.6920118000125512,exit=0
wine,boost-1,ok,MAE,0.5003924613571928,0.8490701870901305,0.07606570000643842,0.005488900002092123,2.3292079999810085,exit=0
wine,kernel-1,ok,MAE,0.5262416186502611,0.8929312571778367,0.0653761999856215,0.017404999991413206,2.212932299997192,exit=0
wine,neighbors-1,ok,MAE,0.5747830752946466,0.9752968139308099,0.005765700014308095,0.00611009998829104,2.1152059999876656,exit=0
wine,extra-1,ok,MAE,0.5187935793855251,0.8802933607658644,0.08483550001983531,0.005865200015250593,2.2234284000005573,exit=0
wine,linear-2,ok,MAE,0.5036847192531323,0.8546565183071767,0.00519149997853674,0.0012189999979455024,2.257113900006516,exit=0
wine,forest-2,ok,MAE,0.4881519173999673,0.8283003279286679,0.23121690002153628,0.004432500019902363,2.3864904000074603,exit=0
wine,boost-2,ok,MAE,0.5000814818821101,0.8485425144701763,0.044143600011011586,0.003982900001574308,2.181156300008297,exit=0
wine,kernel-2,ok,MAE,0.6683459267142428,1.1340550564991674,0.3208548999973573,0.014395699981832877,2.5390469999983907,exit=0
wine,neighbors-2,ok,MAE,0.5258666736492223,0.8922950473090528,0.006389299989677966,0.007179099979111925,2.1330001000023913,exit=0
wine,extra-2,ok,MAE,0.5115733899635685,0.8680420819062679,0.07168170000659302,0.004404100007377565,2.191495000006398,exit=0
wine,linear-3,ok,MAE,0.5034548278241295,0.854266436573922,0.005423099995823577,0.0012509999796748161,2.1549479000095744,exit=0
wine,forest-3,ok,MAE,0.5002340572598105,0.8488014056695722,0.14820379999582656,0.004381000006105751,2.2665820000111125,exit=0
wine,boost-3,ok,MAE,0.5278307571312777,0.8956277208770085,0.1334340000175871,0.007417500019073486,2.2845195999834687,exit=0
wine,kernel-3,ok,MAE,0.5097767736620612,0.8649935680755187,0.025927500013494864,0.01731260001542978,2.225470800010953,exit=0
wine,neighbors-3,ok,MAE,0.5281004442035708,0.8960853281964846,0.005459399981191382,0.00858300001709722,2.164967299991986,exit=0
wine,extra-3,ok,MAE,0.5163409405977409,0.8761317023972307,0.05292839999310672,0.0049937000148929656,2.207559600006789,exit=0
wine,linear-4,ok,MAE,0.5040606355297585,0.8552943762446436,0.00488480000058189,0.0013263000000733882,2.1363272000162397,exit=0
wine,forest-4,ok,MAE,0.5118197620737832,0.8684601281996641,0.12920500000473112,0.0036709999840240926,2.2895915000117384,exit=0
wine,boost-4,ok,MAE,0.48988777234384057,0.8312457413706656,0.0738693000166677,0.005768999981228262,2.249617199995555,exit=0
wine,kernel-4,ok,MAE,0.49674551994490307,0.8428820258639579,0.02812070000800304,0.014644400012912229,2.205463399994187,exit=0
wine,neighbors-4,ok,MAE,0.5692789968652038,0.9659574468085107,0.005671899998560548,0.006241700000828132,2.1646402000042144,exit=0
wine,extra-4,ok,MAE,0.5234943794414116,0.8882697183075017,0.04282100001000799,0.004068000009283423,2.2474508000013884,exit=0
wine,linear-5,ok,MAE,0.5352958174179551,0.9082944987038706,0.0050131999887526035,0.002019600011408329,2.1368209999927785,exit=0
wine,forest-5,ok,MAE,0.5079229096396597,0.8618479158247417,0.10328210002626292,0.008428700006334111,2.2898684999963734,exit=0
wine,boost-5,ok,MAE,0.5005419411003553,0.8493238255904966,0.12948690002667718,0.0061961000028532,2.338882599986391,exit=0
wine,kernel-5,ok,MAE,0.4966655787704392,0.8427463809987772,0.03621930000372231,0.01517170001170598,2.3141846999933477,exit=0
wine,neighbors-5,ok,MAE,0.5260758050726703,0.8926499032882012,0.005929199978709221,0.0066365000093355775,2.0219932999752928,exit=0
wine,extra-5,ok,MAE,0.537837210685336,0.9126067564288414,0.031978399987565354,0.0035451999865472317,2.082746900006896,exit=0
wine,linear-6,ok,MAE,0.5036881160286933,0.8546622819848574,0.0054404000111389905,0.0013626999862026423,2.3891012000094634,exit=0
wine,forest-6,ok,MAE,0.49385963026585605,0.8379852236957878,0.18622709999908693,0.0044547000143211335,2.9340461999818217,exit=0
wine,boost-6,ok,MAE,0.5220510076027951,0.8858205926877215,0.04756729997461662,0.004137900017667562,2.516673600010108,exit=0
wine,kernel-6,ok,MAE,0.5123810616643932,0.869412546122029,0.11457820000941865,0.015967799990903586,2.4325375000189524,exit=0
wine,neighbors-6,ok,MAE,0.5307836990595612,0.9006382978723406,0.006001100002322346,0.008719899982679635,2.3493722999992315,exit=0
wine,extra-6,ok,MAE,0.507238923219441,0.8606873218457536,0.06831469997996464,0.004592400015098974,2.5894972999813035,exit=0
wine,linear-7,ok,MAE,0.6297701798461108,1.0685994009090924,0.005023600009735674,0.001198299985844642,2.4230156999838073,exit=0
wine,forest-7,ok,MAE,0.5053879310344828,0.8575465425531915,0.12603330001002178,0.004983099992386997,2.5071377999847755,exit=0
wine,boost-7,ok,MAE,0.5217354125091552,0.8852850882469177,0.13209769999957643,0.0072358000034000725,2.4300028999859933,exit=0
wine,kernel-7,ok,MAE,0.5905051865852452,1.0019742261739002,0.03949070000089705,0.015018499980214983,2.292697800003225,exit=0
wine,neighbors-7,ok,MAE,0.534704441776096,0.9072910474817799,0.005705199990188703,0.00997569999890402,2.2790425999846775,exit=0
wine,extra-7,ok,MAE,0.518123040752351,0.8791555851063829,0.08155899998382665,0.005882400000700727,2.5005751000135206,exit=0
cancer,linear-0,ok,balanced_accuracy,0.9589880707527766,0.08202385849444682,0.00804499999503605,0.0015184000076260418,2.293485600006534,exit=0
cancer,forest-0,ok,balanced_accuracy,0.9542163718634307,0.09156725627313866,0.21238179999636486,0.003379700006917119,2.3994803999958094,exit=0
cancer,boost-0,ok,balanced_accuracy,0.9472233648704237,0.10555327025915262,0.13170850000460632,0.004591200005961582,2.5099697999830823,exit=0
cancer,kernel-0,ok,balanced_accuracy,0.9659810777457836,0.06803784450843287,0.005704800016246736,0.002777699992293492,2.450080499984324,exit=0
cancer,neighbors-0,ok,balanced_accuracy,0.9518305224187578,0.09633895516248447,0.0043406999902799726,0.006992799986619502,2.1504167999955826,exit=0
cancer,extra-0,ok,balanced_accuracy,0.9600987248046071,0.07980255039078576,0.07355380000080913,0.0038653000083286315,2.38806779999868,exit=0
cancer,linear-1,ok,balanced_accuracy,0.9437268613739203,0.11254627725215949,0.008382100000744686,0.001508000015746802,2.326894199999515,exit=0
cancer,forest-1,ok,balanced_accuracy,0.9531057178116001,0.09378856437679972,0.15173389998381026,0.003288600011728704,2.2492152999911923,exit=0
cancer,boost-1,ok,balanced_accuracy,0.9566022213081036,0.08679555738379285,0.07089030000497587,0.0036016999802086502,2.2309933999786153,exit=0
cancer,kernel-1,ok,balanced_accuracy,0.9659810777457836,0.06803784450843287,0.006256099994061515,0.002469700004439801,2.4839355000003707,exit=0
cancer,neighbors-1,ok,balanced_accuracy,0.9577128753599342,0.08457424928013157,0.004623499989975244,0.007968899997649714,3.4806247999949846,exit=0
cancer,extra-1,ok,balanced_accuracy,0.9531057178116001,0.09378856437679972,0.05534340001759119,0.004728799976874143,2.6569398999854457,exit=0
cancer,linear-2,ok,balanced_accuracy,0.9531057178116001,0.09378856437679972,0.00748660002136603,0.001355499989585951,2.1085776000109036,exit=0
cancer,forest-2,ok,balanced_accuracy,0.9542163718634307,0.09156725627313866,0.19906269997591153,0.003523999999742955,2.2855886000033934,exit=0
cancer,boost-2,ok,balanced_accuracy,0.9566022213081036,0.08679555738379285,0.07407059997785836,0.003751000011106953,2.2980727000103798,exit=0
cancer,kernel-2,ok,balanced_accuracy,0.96248457424928,0.07503085150143995,0.006074800010537729,0.0023397999757435173,2.229099699994549,exit=0
cancer,neighbors-2,ok,balanced_accuracy,0.9400658165364049,0.11986836692719027,0.0040308999887201935,0.007128400000510737,2.0750332000025082,exit=0
cancer,extra-2,ok,balanced_accuracy,0.9600987248046071,0.07980255039078576,0.06467620001058094,0.0035866999824065715,2.155707900004927,exit=0
cancer,linear-3,ok,balanced_accuracy,0.9659810777457836,0.06803784450843287,0.006143000005977228,0.001559399999678135,2.069941800000379,exit=0
cancer,forest-3,ok,balanced_accuracy,0.9507198683669271,0.09856026326614575,0.14947649999521673,0.00405660000978969,2.2420447999902535,exit=0
cancer,boost-3,ok,balanced_accuracy,0.9566022213081036,0.08679555738379285,0.1064613000198733,0.004109500005142763,2.3592263000027742,exit=0
cancer,kernel-3,ok,balanced_accuracy,0.9251336898395721,0.14973262032085577,0.0072583000001031905,0.004299399995943531,2.0265412999724504,exit=0
cancer,neighbors-3,ok,balanced_accuracy,0.9283011106540519,0.1433977786918963,0.00379000001703389,0.006330800009891391,2.114939899998717,exit=0
cancer,extra-3,ok,balanced_accuracy,0.9496092143150967,0.10078157136980659,0.04780860000755638,0.003930899983970448,1.9397493000142276,exit=0
cancer,linear-4,ok,balanced_accuracy,0.9483340189222542,0.10333196215549156,0.005319999996572733,0.0014039000088814646,1.8178140000090934,exit=0
cancer,forest-4,ok,balanced_accuracy,0.9542163718634307,0.09156725627313866,0.16316629998618737,0.0030999000009614974,1.9801549999974668,exit=0
cancer,boost-4,ok,balanced_accuracy,0.9507198683669271,0.09856026326614575,0.10604110002168454,0.00384040002245456,1.959474399976898,exit=0
cancer,kernel-4,ok,balanced_accuracy,0.9600987248046071,0.07980255039078576,0.005523900006664917,0.0024787999864201993,1.8742674000095576,exit=0
cancer,neighbors-4,ok,balanced_accuracy,0.9518305224187578,0.09633895516248447,0.00410560000455007,0.008872799982782453,2.192153900017729,exit=0
cancer,extra-4,ok,balanced_accuracy,0.9496092143150967,0.10078157136980659,0.05198899999959394,0.0031522999925073236,2.1130282999947667,exit=0
cancer,linear-5,ok,balanced_accuracy,0.9154257507198683,0.16914849856026337,0.006384699983755127,0.0017401000077370554,2.4162808999826666,exit=0
cancer,forest-5,ok,balanced_accuracy,0.9566022213081036,0.08679555738379285,0.13145539999823086,0.003128199983621016,2.2506253000174183,exit=0
cancer,boost-5,ok,balanced_accuracy,0.9507198683669271,0.09856026326614575,0.0930979999830015,0.003845800005365163,2.3096591999928933,exit=0
cancer,kernel-5,ok,balanced_accuracy,0.9566022213081036,0.08679555738379285,0.006158000003779307,0.0023552999773528427,2.246961900003953,exit=0
cancer,neighbors-5,ok,balanced_accuracy,0.9400658165364049,0.11986836692719027,0.005471399985253811,0.008077600010437891,2.2293299000011757,exit=0
cancer,extra-5,ok,balanced_accuracy,0.9461127108185932,0.10777457836281368,0.05509929999243468,0.003871900000376627,2.3019827000098303,exit=0
cancer,linear-6,ok,balanced_accuracy,0.9402303578774167,0.11953928424516658,0.0068256999948062,0.0014853999891784042,2.372608100005891,exit=0
cancer,forest-6,ok,balanced_accuracy,0.9284656519950638,0.14306869600987238,0.15068800002336502,0.002977900003315881,2.483214700012468,exit=0
cancer,boost-6,ok,balanced_accuracy,0.9507198683669271,0.09856026326614575,0.061466599989216775,0.0029713000112678856,1.8604207999887876,exit=0
cancer,kernel-6,ok,balanced_accuracy,0.9531057178116001,0.09378856437679972,0.004787700017914176,0.00158379998174496,1.8233455999870785,exit=0
cancer,neighbors-6,ok,balanced_accuracy,0.9259152612093788,0.14816947758124233,0.003622400021413341,0.007465400005457923,1.8341771999839693,exit=0
cancer,extra-6,ok,balanced_accuracy,0.9402303578774167,0.11953928424516658,0.04817560000810772,0.00304169999435544,1.8491623000008985,exit=0
cancer,linear-7,ok,balanced_accuracy,0.9036610448375154,0.19267791032496917,0.005338900024071336,0.0012459999998100102,1.785801000020001,exit=0
cancer,forest-7,ok,balanced_accuracy,0.9378445084327437,0.12431098313451261,0.08641879999777302,0.002963800012366846,1.8886449999990873,exit=0
cancer,boost-7,ok,balanced_accuracy,0.9566022213081036,0.08679555738379285,0.06017229999997653,0.0029193999944254756,1.8739129999885336,exit=0
cancer,kernel-7,ok,balanced_accuracy,0.5058823529411764,0.9882352941176471,0.007872300018789247,0.005739000014727935,1.847624599991832,exit=0
cancer,neighbors-7,ok,balanced_accuracy,0.9200329082682024,0.15993418346359523,0.004491700005019084,0.007513899996411055,1.841634000011254,exit=0
cancer,extra-7,ok,balanced_accuracy,0.9424516659810778,0.11509666803784446,0.047437299974262714,0.0032236000115517527,1.8826317000202835,exit=0
digits,linear-0,ok,balanced_accuracy,0.9652886497064579,0.03856816699282457,0.022567500011064112,0.002311899996129796,1.9898648999806028,exit=0
digits,forest-0,ok,balanced_accuracy,0.9638796630620863,0.04013370770879302,0.4888683999888599,0.006254899984924123,2.498593299998902,exit=0
digits,boost-0,ok,balanced_accuracy,0.9638600782778864,0.04015546858012617,1.5569883999996819,0.11434249999001622,3.66953199999989,exit=0
digits,kernel-0,ok,balanced_accuracy,0.977676684153628,0.02480368427374671,0.026208600000245497,0.02847639998071827,1.7416150999779347,exit=0
digits,neighbors-0,ok,balanced_accuracy,0.9663459677394657,0.03739336917837146,0.006886300019687042,0.01036380001460202,1.8375704000063706,exit=0
digits,extra-0,ok,balanced_accuracy,0.9763247521659639,0.02630583092670675,0.27300539999851026,0.006912000011652708,2.0420656999922357,exit=0
digits,linear-1,ok,balanced_accuracy,0.962373893283598,0.04180678524044665,0.014511599991237745,0.0021874999802093953,1.8186668000125792,exit=0
digits,forest-1,ok,balanced_accuracy,0.9500647109445103,0.05548365450609968,0.30369030000292696,0.0062809999799355865,2.089725099998759,exit=0
digits,boost-1,ok,balanced_accuracy,0.9653283322461403,0.038524075282066285,0.8720631999894977,0.04446860001189634,2.8089138999930583,exit=0
digits,kernel-1,ok,balanced_accuracy,0.9791052555821995,0.023216382686444978,0.02608219999819994,0.02775629999814555,1.8244651000131853,exit=0
digits,neighbors-1,ok,balanced_accuracy,0.9705919994854975,0.032675556127225044,0.006640300009166822,0.01075499999569729,1.7764803000027314,exit=0
digits,extra-1,ok,balanced_accuracy,0.9680664274842357,0.035481747239738154,0.17958680001902394,0.006821800023317337,1.9522300999960862,exit=0
digits,linear-2,ok,balanced_accuracy,0.9568368276630865,0.0479590803743483,0.01627959997858852,0.0020182000007480383,1.7751283000106923,exit=0
digits,forest-2,ok,balanced_accuracy,0.9513965222078283,0.05400386421352407,0.4028718000045046,0.006690199981676415,2.161733999993885,exit=0
digits,boost-2,ok,balanced_accuracy,0.9666981952598389,0.037002005266845654,0.6522765000117943,0.03975870000431314,2.4310694000159856,exit=0
digits,kernel-2,ok,balanced_accuracy,0.9791052555821995,0.023216382686444978,0.025185000005876645,0.027837000001454726,1.8146809999889228,exit=0
digits,neighbors-2,ok,balanced_accuracy,0.9677533235945353,0.035829640450516384,0.00689250000868924,0.01097279999521561,1.8045724999974482,exit=0
digits,extra-2,ok,balanced_accuracy,0.9652690878911215,0.03858990234319829,0.21955599999637343,0.006037099985405803,1.9782291000010446,exit=0
digits,linear-3,ok,balanced_accuracy,0.962431506849315,0.04174277016742778,0.01625009998679161,0.0020138999971095473,1.791296700015664,exit=0
digits,forest-3,ok,balanced_accuracy,0.9389911156436336,0.06778764928485158,0.2773150999855716,0.006492999993497506,2.0622842999873683,exit=0
digits,boost-3,ok,balanced_accuracy,0.9638997608175689,0.040111376869367894,0.9299729999911506,0.04702649998944253,2.729879999998957,exit=0
digits,kernel-3,ok,balanced_accuracy,0.940149527300791,0.06650052522134328,0.03946860000723973,0.04230470000766218,1.8667601000051945,exit=0
digits,neighbors-3,ok,balanced_accuracy,0.9553490118794962,0.04961220902278203,0.006441000004997477,0.012961799977347255,1.7706535999896005,exit=0
digits,extra-3,ok,balanced_accuracy,0.9652495260757851,0.03861163769357214,0.1509014000184834,0.00622419998398982,1.8932595000078436,exit=0
digits,linear-4,ok,balanced_accuracy,0.9526076320939335,0.0526581865622961,0.01399079998373054,0.00202980000176467,1.7808323000208475,exit=0
digits,forest-4,ok,balanced_accuracy,0.806297595313127,0.21522489409652562,0.23495419998653233,0.0057280000182799995,1.9687684000236914,exit=0
digits,boost-4,ok,balanced_accuracy,0.9554865264647244,0.04945941503919508,1.0787908000056632,0.05151049999403767,2.887446300010197,exit=0
digits,kernel-4,ok,balanced_accuracy,0.974897275586548,0.027891916014946623,0.022961600014241412,0.027542600000742823,1.82216189999599,exit=0
digits,neighbors-4,ok,balanced_accuracy,0.9649173963108943,0.038980670765672944,0.007189299998572096,0.011154399981023744,1.8713337999943178,exit=0
digits,extra-4,ok,balanced_accuracy,0.8697766048344864,0.14469266129501512,0.1303018000035081,0.0065295999811496586,2.1001785999978893,exit=0
digits,linear-5,ok,balanced_accuracy,0.9078772788940646,0.10235857900659494,0.014058000000659376,0.002072200004477054,1.8933969999779947,exit=0
digits,forest-5,ok,balanced_accuracy,0.8323467670559124,0.18628136993787514,0.1813642999914009,0.0052207999979145825,2.0639995000092313,exit=0
digits,boost-5,ok,balanced_accuracy,0.9525522082265281,0.052719768637191015,0.8486049000057392,0.04302980002830736,2.853916099993512,exit=0
digits,kernel-5,ok,balanced_accuracy,0.974878249711358,0.027913055876268945,0.02277670000330545,0.0247191000089515,1.8030569999828003,exit=0
digits,neighbors-5,ok,balanced_accuracy,0.964935863277075,0.03896015191436107,0.007211099989945069,0.010813800006872043,1.785570700012613,exit=0
digits,extra-5,ok,balanced_accuracy,0.8874848022687113,0.12501688636809857,0.09543029998894781,0.0058028000057674944,1.8644973999762442,exit=0
digits,linear-6,ok,balanced_accuracy,0.9609850043947091,0.04334999511698986,0.013780200009932742,0.00206830000388436,1.8352320999838412,exit=0
digits,forest-6,ok,balanced_accuracy,0.909583115129131,0.10046320541207662,0.35441469997749664,0.005688700010068715,2.107396700012032,exit=0
digits,boost-6,ok,balanced_accuracy,0.9680484964582012,0.035501670601998624,0.6470467000035569,0.039177400001790375,2.4215809000015724,exit=0
digits,kernel-6,ok,balanced_accuracy,0.9763068211399293,0.026325754288967464,0.021906299982219934,0.025659000006271526,1.7936480999924242,exit=0
digits,neighbors-6,ok,balanced_accuracy,0.9455077420382263,0.06054695329085967,0.006208200007677078,0.01391809998312965,1.7653733000042848,exit=0
digits,extra-6,ok,balanced_accuracy,0.9513573756082921,0.05404736043523095,0.18560409999918193,0.006297000014455989,1.9492177999927662,exit=0
digits,linear-7,ok,balanced_accuracy,0.8670390531928251,0.1477343853413054,0.011820500018075109,0.0018758999940473586,1.7777754999988247,exit=0
digits,forest-7,ok,balanced_accuracy,0.9652103794762488,0.038655133915279145,0.18979610002133995,0.00749110002652742,1.9820373999828007,exit=0
digits,boost-7,ok,balanced_accuracy,0.9652897445556136,0.03856695049376271,0.8368462000216823,0.04328909999458119,2.8366151999798603,exit=0
digits,kernel-7,ok,balanced_accuracy,0.12890030441400305,0.9678885506511077,0.06133800002862699,0.04893889999948442,1.86678180002491,exit=0
digits,neighbors-7,ok,balanced_accuracy,0.9371129976204259,0.06987444708841568,0.006710999994538724,0.01744709999184124,1.782872799987672,exit=0
digits,extra-7,ok,balanced_accuracy,0.981920526201348,0.020088304220724496,0.1432869000127539,0.007427400007145479,1.9676219999964815,exit=0
friedman,linear-0,ok,MAE,2.0501493576196252,0.49248102331967525,0.005984899995382875,0.0017633999814279377,1.918932800006587,exit=0
friedman,forest-0,ok,MAE,1.595268217566205,0.38321077502789563,0.9642073000140954,0.008493200002703816,3.19696929998463,exit=0
friedman,boost-0,ok,MAE,1.1420921592547133,0.2743501166023313,0.20689210001728497,0.011913399997865781,2.180700299999444,exit=0
friedman,kernel-0,ok,MAE,1.609986962197579,0.3867464698254963,0.05073460002313368,0.04422860001795925,2.0279721000115387,exit=0
friedman,neighbors-0,ok,MAE,2.869140445016905,0.6892167232393194,0.004969700006768107,0.011455100000603124,1.9434695999952964,exit=0
friedman,extra-0,ok,MAE,1.5702462775902084,0.377200076071245,0.36326679997728206,0.009881800011498854,2.4106678999960423,exit=0
friedman,linear-1,ok,MAE,2.050003825804483,0.4924460640826906,0.008521000010659918,0.00206090000574477,2.119427399971755,exit=0
friedman,forest-1,ok,MAE,1.6036470238263858,0.3852235079372687,0.5285756000084803,0.010160000005271286,2.7653516000136733,exit=0
friedman,boost-1,ok,MAE,1.1175276296599244,0.2684492954610588,0.12166000000433996,0.009352799999760464,2.0353678000101354,exit=0
friedman,kernel-1,ok,MAE,1.5668633723061538,0.3763874442257198,0.0738437999971211,0.044026699993992224,1.9517298999999184,exit=0
friedman,neighbors-1,ok,MAE,3.0292849428284594,0.7276861771198999,0.005149300006451085,0.008697399985976517,1.8113899999880232,exit=0
friedman,extra-1,ok,MAE,1.5966355974050588,0.38353924310745413,0.13854580000042915,0.008131400012644008,2.018415299971821,exit=0
friedman,linear-2,ok,MAE,2.0500154604767924,0.4924488589304434,0.005396799999289215,0.001990099990507588,1.7908415000129025,exit=0
