task,budget,policy,seed,best_recipe,normalized_loss,reference_recipe,reference_loss,headroom,charged_process_seconds
bike,16,uniform_random,15,extra-0,0.5394579542991889,extra-0,0.5394579542991889,0.0,37.35595049994299
bike,16,uniform_random,16,extra-0,0.5394579542991889,extra-0,0.5394579542991889,0.0,39.24849119997816
bike,16,uniform_random,17,boost-1,0.5678359332674643,extra-0,0.5394579542991889,0.02837797896827543,38.6330243999837
bike,16,uniform_random,18,extra-7,0.5654169289591546,extra-0,0.5394579542991889,0.025958974659965772,38.203551999962656
bike,16,uniform_random,19,boost-1,0.5678359332674643,extra-0,0.5394579542991889,0.02837797896827543,38.031381500011776
bike,16,uniform_random,20,extra-0,0.5394579542991889,extra-0,0.5394579542991889,0.0,38.29061059997184
bike,16,uniform_random,21,extra-0,0.5394579542991889,extra-0,0.5394579542991889,0.0,37.54340289995889
bike,16,uniform_random,22,boost-6,0.5753199552270093,extra-0,0.5394579542991889,0.03586200092782044,38.02726179995807
bike,16,uniform_random,23,extra-7,0.5654169289591546,extra-0,0.5394579542991889,0.025958974659965772,37.13303439988522
bike,16,uniform_random,24,boost-0,0.5805875945389952,extra-0,0.5394579542991889,0.041129640239806364,37.15427639996051
bike,16,uniform_random,25,extra-0,0.5394579542991889,extra-0,0.5394579542991889,0.0,38.58505170000717
bike,16,uniform_random,26,extra-7,0.5654169289591546,extra-0,0.5394579542991889,0.025958974659965772,37.38809879988548
bike,16,uniform_random,27,extra-7,0.5654169289591546,extra-0,0.5394579542991889,0.025958974659965772,36.87355149994255
bike,16,uniform_random,28,extra-7,0.5654169289591546,extra-0,0.5394579542991889,0.025958974659965772,38.21533040000941
bike,16,uniform_random,29,extra-7,0.5654169289591546,extra-0,0.5394579542991889,0.025958974659965772,38.147233900032006
bike,16,uniform_random,30,extra-0,0.5394579542991889,extra-0,0.5394579542991889,0.0,38.783021199924406
bike,16,uniform_random,31,boost-1,0.5678359332674643,extra-0,0.5394579542991889,0.02837797896827543,37.463848699990194
wine,4,fixed_diverse,0,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,9.104552499979036
wine,4,uniform_random,0,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,8.809923599998001
wine,4,uniform_random,1,forest-4,0.8684601281996641,kernel-0,0.825041611950715,0.0434185162489491,9.193750399979763
wine,4,uniform_random,2,boost-1,0.8490701870901305,kernel-0,0.825041611950715,0.024028575139415476,9.476055599981919
wine,4,uniform_random,3,linear-1,0.8546617575117849,kernel-0,0.825041611950715,0.029620145561069844,8.903071900014766
wine,4,uniform_random,4,kernel-5,0.8427463809987772,kernel-0,0.825041611950715,0.017704769048062174,8.881993699993473
wine,4,uniform_random,5,forest-6,0.8379852236957878,kernel-0,0.825041611950715,0.012943611745072747,9.782974500005366
wine,4,uniform_random,6,kernel-6,0.869412546122029,kernel-0,0.825041611950715,0.04437093417131399,8.70655779997469
wine,4,uniform_random,7,extra-6,0.8606873218457536,kernel-0,0.825041611950715,0.03564570989503857,9.959189499961212
wine,4,uniform_random,8,linear-0,0.8546046710064049,kernel-0,0.825041611950715,0.0295630590556899,9.128935600019759
wine,4,uniform_random,9,forest-6,0.8379852236957878,kernel-0,0.825041611950715,0.012943611745072747,10.22266299999319
wine,4,uniform_random,10,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,9.697055600001477
wine,4,uniform_random,11,extra-2,0.8680420819062679,kernel-0,0.825041611950715,0.043000469955552845,9.155304699990666
wine,4,uniform_random,12,kernel-4,0.8428820258639579,kernel-0,0.825041611950715,0.01784041391324287,9.09672210001736
wine,4,uniform_random,13,kernel-6,0.869412546122029,kernel-0,0.825041611950715,0.04437093417131399,9.781716300029075
wine,4,uniform_random,14,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,9.326011300028767
wine,4,uniform_random,15,boost-2,0.8485425144701763,kernel-0,0.825041611950715,0.023500902519461242,8.843344699998852
wine,4,uniform_random,16,kernel-4,0.8428820258639579,kernel-0,0.825041611950715,0.01784041391324287,9.12672170001315
wine,4,uniform_random,17,forest-0,0.8346908244680852,kernel-0,0.825041611950715,0.009649212517370165,9.680304799985606
wine,4,uniform_random,18,extra-2,0.8680420819062679,kernel-0,0.825041611950715,0.043000469955552845,9.3695238000073
wine,4,uniform_random,19,boost-1,0.8490701870901305,kernel-0,0.825041611950715,0.024028575139415476,8.942457099998137
wine,4,uniform_random,20,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,9.063494100002572
wine,4,uniform_random,21,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,9.589145999983884
wine,4,uniform_random,22,forest-3,0.8488014056695722,kernel-0,0.825041611950715,0.02375979371885717,9.079708700010087
wine,4,uniform_random,23,forest-3,0.8488014056695722,kernel-0,0.825041611950715,0.02375979371885717,9.279906900017522
wine,4,uniform_random,24,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,9.044431699963752
wine,4,uniform_random,25,forest-0,0.8346908244680852,kernel-0,0.825041611950715,0.009649212517370165,8.958736400003545
wine,4,uniform_random,26,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,9.441522899986012
wine,4,uniform_random,27,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,9.480734300013864
wine,4,uniform_random,28,kernel-4,0.8428820258639579,kernel-0,0.825041611950715,0.01784041391324287,9.077638899965677
wine,4,uniform_random,29,linear-3,0.854266436573922,kernel-0,0.825041611950715,0.02922482462320697,9.339503500028513
wine,4,uniform_random,30,forest-3,0.8488014056695722,kernel-0,0.825041611950715,0.02375979371885717,9.608302999957232
wine,4,uniform_random,31,linear-0,0.8546046710064049,kernel-0,0.825041611950715,0.0295630590556899,9.21057410002686
wine,8,fixed_diverse,0,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,18.49290860001929
wine,8,uniform_random,0,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,18.02665849996265
wine,8,uniform_random,1,kernel-4,0.8428820258639579,kernel-0,0.825041611950715,0.01784041391324287,18.193549300020095
wine,8,uniform_random,2,boost-2,0.8485425144701763,kernel-0,0.825041611950715,0.023500902519461242,18.4434568999568
wine,8,uniform_random,3,forest-0,0.8346908244680852,kernel-0,0.825041611950715,0.009649212517370165,19.15192209999077
wine,8,uniform_random,4,kernel-5,0.8427463809987772,kernel-0,0.825041611950715,0.017704769048062174,18.045597999967868
wine,8,uniform_random,5,forest-6,0.8379852236957878,kernel-0,0.825041611950715,0.012943611745072747,18.90106229999219
wine,8,uniform_random,6,forest-3,0.8488014056695722,kernel-0,0.825041611950715,0.02375979371885717,17.906523899990134
wine,8,uniform_random,7,linear-0,0.8546046710064049,kernel-0,0.825041611950715,0.0295630590556899,18.927230099972803
wine,8,uniform_random,8,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,18.420188900025096
wine,8,uniform_random,9,forest-6,0.8379852236957878,kernel-0,0.825041611950715,0.012943611745072747,19.070654799987096
wine,8,uniform_random,10,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,18.628396300016902
wine,8,uniform_random,11,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,18.18862089997856
wine,8,uniform_random,12,kernel-4,0.8428820258639579,kernel-0,0.825041611950715,0.01784041391324287,18.570211399986874
wine,8,uniform_random,13,kernel-5,0.8427463809987772,kernel-0,0.825041611950715,0.017704769048062174,18.44880180002656
wine,8,uniform_random,14,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,18.417966800014256
wine,8,uniform_random,15,kernel-5,0.8427463809987772,kernel-0,0.825041611950715,0.017704769048062174,18.396332000033
wine,8,uniform_random,16,kernel-4,0.8428820258639579,kernel-0,0.825041611950715,0.01784041391324287,18.654906099982327
wine,8,uniform_random,17,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,18.60405080000055
wine,8,uniform_random,18,boost-1,0.8490701870901305,kernel-0,0.825041611950715,0.024028575139415476,18.694831499975407
wine,8,uniform_random,19,forest-0,0.8346908244680852,kernel-0,0.825041611950715,0.009649212517370165,18.331790899974294
wine,8,uniform_random,20,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,18.696983299974818
wine,8,uniform_random,21,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,18.593414599919925
wine,8,uniform_random,22,forest-3,0.8488014056695722,kernel-0,0.825041611950715,0.02375979371885717,18.743682000000263
wine,8,uniform_random,23,kernel-5,0.8427463809987772,kernel-0,0.825041611950715,0.017704769048062174,18.309601200016914
wine,8,uniform_random,24,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,17.98185219996958
wine,8,uniform_random,25,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,17.80412040001829
wine,8,uniform_random,26,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,18.275008199969307
wine,8,uniform_random,27,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,18.07930499999202
wine,8,uniform_random,28,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,18.369736299966462
wine,8,uniform_random,29,linear-3,0.854266436573922,kernel-0,0.825041611950715,0.02922482462320697,18.591446800041012
wine,8,uniform_random,30,forest-3,0.8488014056695722,kernel-0,0.825041611950715,0.02375979371885717,18.79177499996149
wine,8,uniform_random,31,boost-2,0.8485425144701763,kernel-0,0.825041611950715,0.023500902519461242,18.304664900002535
wine,16,fixed_diverse,0,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,36.73749090000638
wine,16,uniform_random,0,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,36.20590419994551
wine,16,uniform_random,1,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,37.0284211000544
wine,16,uniform_random,2,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,36.426203699957114
wine,16,uniform_random,3,forest-0,0.8346908244680852,kernel-0,0.825041611950715,0.009649212517370165,37.42932239995571
wine,16,uniform_random,4,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,36.753716399980476
wine,16,uniform_random,5,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,36.86881779998657
wine,16,uniform_random,6,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,36.42227509996155
wine,16,uniform_random,7,kernel-5,0.8427463809987772,kernel-0,0.825041611950715,0.017704769048062174,37.317575699999
wine,16,uniform_random,8,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,36.33354200000758
wine,16,uniform_random,9,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,37.51421299998765
wine,16,uniform_random,10,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,36.60699430000386
wine,16,uniform_random,11,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,37.27426900001592
wine,16,uniform_random,12,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,37.73901389996172
wine,16,uniform_random,13,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,36.2243724000291
wine,16,uniform_random,14,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,36.6898054999765
wine,16,uniform_random,15,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,36.46061060010106
wine,16,uniform_random,16,forest-0,0.8346908244680852,kernel-0,0.825041611950715,0.009649212517370165,36.85393969999859
wine,16,uniform_random,17,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,36.68240970000625
wine,16,uniform_random,18,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,36.657199999986915
wine,16,uniform_random,19,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,36.5622722999251
wine,16,uniform_random,20,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,36.70259869997972
wine,16,uniform_random,21,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,36.81343269991339
wine,16,uniform_random,22,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,37.41167539998423
wine,16,uniform_random,23,forest-6,0.8379852236957878,kernel-0,0.825041611950715,0.012943611745072747,37.28628090003622
wine,16,uniform_random,24,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,37.081789099931484
wine,16,uniform_random,25,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,36.44189750004443
wine,16,uniform_random,26,kernel-0,0.825041611950715,kernel-0,0.825041611950715,0.0,36.45421919997898
wine,16,uniform_random,27,boost-4,0.8312457413706656,kernel-0,0.825041611950715,0.0062041294199506325,35.98736499994993
wine,16,uniform_random,28,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,36.53866229997948
wine,16,uniform_random,29,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,37.067581400013296
wine,16,uniform_random,30,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,36.88075709997793
wine,16,uniform_random,31,forest-2,0.8283003279286679,kernel-0,0.825041611950715,0.0032587159779529085,36.84745669999393
cancer,4,fixed_diverse,0,kernel-0,0.0680378445084328,kernel-0,0.0680378445084328,0.0,9.65301629996975
cancer,4,uniform_random,0,extra-2,0.0798025503907857,kernel-0,0.0680378445084328,0.0117647058823529,8.821043200005079
cancer,4,uniform_random,1,kernel-1,0.0680378445084328,kernel-0,0.0680378445084328,0.0,8.759861300000921
cancer,4,uniform_random,2,boost-1,0.0867955573837928,kernel-0,0.0680378445084328,0.018757712875360003,8.845773899985943
cancer,4,uniform_random,3,kernel-1,0.0680378445084328,kernel-0,0.0680378445084328,0.0,9.71839490000275
cancer,4,uniform_random,4,kernel-5,0.0867955573837928,kernel-0,0.0680378445084328,0.018757712875360003,9.259931999986293
cancer,4,uniform_random,5,extra-2,0.0798025503907857,kernel-0,0.0680378445084328,0.0117647058823529,8.815039900044212
cancer,4,uniform_random,6,neighbors-1,0.0845742492801315,kernel-0,0.0680378445084328,0.01653640477169871,9.949581199965905
cancer,4,uniform_random,7,boost-7,0.0867955573837928,kernel-0,0.0680378445084328,0.018757712875360003,7.369297099998221
cancer,4,uniform_random,8,kernel-2,0.0750308515014399,kernel-0,0.0680378445084328,0.006993006993007103,8.488875899987761
cancer,4,uniform_random,9,kernel-6,0.0937885643767997,kernel-0,0.0680378445084328,0.025750719868366898,8.397767399990698
cancer,4,uniform_random,10,kernel-0,0.0680378445084328,kernel-0,0.0680378445084328,0.0,8.77068539999891
cancer,4,uniform_random,11,kernel-2,0.0750308515014399,kernel-0,0.0680378445084328,0.006993006993007103,10.253500199993141
cancer,4,uniform_random,12,kernel-4,0.0798025503907857,kernel-0,0.0680378445084328,0.0117647058823529,8.077258900011657
cancer,4,uniform_random,13,kernel-2,0.0750308515014399,kernel-0,0.0680378445084328,0.006993006993007103,8.323144800000591
cancer,4,uniform_random,14,extra-2,0.0798025503907857,kernel-0,0.0680378445084328,0.0117647058823529,8.43695650002337
cancer,4,uniform_random,15,neighbors-1,0.0845742492801315,kernel-0,0.0680378445084328,0.01653640477169871,10.137900400033686
cancer,4,uniform_random,16,kernel-4,0.0798025503907857,kernel-0,0.0680378445084328,0.0117647058823529,8.68970079999417
cancer,4,uniform_random,17,kernel-2,0.0750308515014399,kernel-0,0.0680378445084328,0.006993006993007103,9.511157999979332
cancer,4,uniform_random,18,extra-2,0.0798025503907857,kernel-0,0.0680378445084328,0.0117647058823529,8.02528090000851
cancer,4,uniform_random,19,extra-2,0.0798025503907857,kernel-0,0.0680378445084328,0.0117647058823529,8.687432800012175
cancer,4,uniform_random,20,linear-3,0.0680378445084328,kernel-0,0.0680378445084328,0.0,8.251661199959926
cancer,4,uniform_random,21,kernel-0,0.0680378445084328,kernel-0,0.0680378445084328,0.0,9.043186399969272
cancer,4,uniform_random,22,neighbors-4,0.0963389551624844,kernel-0,0.0680378445084328,0.02830111065405161,8.246541000000434
cancer,4,uniform_random,23,boost-7,0.0867955573837928,kernel-0,0.0680378445084328,0.018757712875360003,8.3005722000089
cancer,4,uniform_random,24,kernel-1,0.0680378445084328,kernel-0,0.0680378445084328,0.0,8.78465500002494
cancer,4,uniform_random,25,kernel-4,0.0798025503907857,kernel-0,0.0680378445084328,0.0117647058823529,8.166595000016969
cancer,4,uniform_random,26,boost-1,0.0867955573837928,kernel-0,0.0680378445084328,0.018757712875360003,8.183558299992
cancer,4,uniform_random,27,kernel-2,0.0750308515014399,kernel-0,0.0680378445084328,0.006993006993007103,8.226913699996658
cancer,4,uniform_random,28,kernel-4,0.0798025503907857,kernel-0,0.0680378445084328,0.0117647058823529,8.211448600050062
cancer,4,uniform_random,29,linear-3,0.0680378445084328,kernel-0,0.0680378445084328,0.0,8.168112700019265
cancer,4,uniform_random,30,boost-1,0.0867955573837928,kernel-0,0.0680378445084328,0.018757712875360003,8.108001499989768
cancer,4,uniform_random,31,linear-0,0.0820238584944468,kernel-0,0.0680378445084328,0.013986013986013998,8.247089699987555
cancer,8,fixed_diverse,0,kernel-0,0.0680378445084328,kernel-0,0.0680378445084328,0.0,18.76761039995472
cancer,8,uniform_random,0,extra-2,0.0798025503907857,kernel-0,0.0680378445084328,0.0117647058823529,19.045295399962924
cancer,8,uniform_random,1,kernel-1,0.0680378445084328,kernel-0,0.0680378445084328,0.0,16.3018295999791
cancer,8,uniform_random,2,boost-1,0.0867955573837928,kernel-0,0.0680378445084328,0.018757712875360003,17.37039910000749
cancer,8,uniform_random,3,kernel-1,0.0680378445084328,kernel-0,0.0680378445084328,0.0,18.708472700003767
cancer,8,uniform_random,4,kernel-5,0.0867955573837928,kernel-0,0.0680378445084328,0.018757712875360003,17.070573899982264
cancer,8,uniform_random,5,extra-2,0.0798025503907857,kernel-0,0.0680378445084328,0.0117647058823529,16.94885450002039
cancer,8,uniform_random,6,neighbors-1,0.0845742492801315,kernel-0,0.0680378445084328,0.01653640477169871,17.79835159998038
cancer,8,uniform_random,7,linear-0,0.0820238584944468,kernel-0,0.0680378445084328,0.013986013986013998,16.258908300020266
