row_id,actual,prediction
1145,5,5.347633824508825
1148,6,6.226593337218337
1151,5,5.347633824508825
1152,4,4.7277312271062275
1153,6,5.693412347886032
1154,4,5.756128871128872
1155,4,5.594251824564325
1156,6,5.310655386280386
1157,6,5.310655386280386
1159,6,5.310655386280386
1161,6,5.310655386280386
1164,6,5.543624084249084
1167,6,5.509608273670773
1176,7,5.576064837939837
1185,5,5.270340313925841
1186,5,5.19777183600713
1203,6,5.222984864400307
1204,6,5.222984864400307
1205,5,5.187418831168832
1208,6,5.989100884817799
1209,6,6.287592615717614
1213,6,5.222984864400307
1214,6,5.184602211513975
1218,8,5.998582208125552
1221,7,6.826578839869282
1229,3,6.491605571715867
1232,7,6.806257215007216
1234,6,6.450049152236652
1241,7,6.083118972530738
1247,6,5.960136929956009
1248,7,5.829438608776844
1252,6,5.205160533910535
1253,7,6.874306912450294
1259,6,5.760264423076924
1269,6,5.43281974969475
1271,5,5.529835719835719
1272,5,5.247945362386152
1273,5,5.529835719835719
1274,6,5.43281974969475
1282,5,5.12096620699562
1283,8,6.886418303918303
1287,7,6.545421522921522
1293,4,5.413802542486753
1294,4,5.37531047899469
1299,5,5.8589171939171925
1303,6,6.032970024256789
1307,5,5.215086019609046
1309,6,5.161713801549328
1315,6,5.727105570083511
1331,6,5.92778318903319
1336,8,6.052754259629259
1340,6,5.78374157092907
1347,7,6.505380452880452
1348,8,6.052754259629259
1358,8,6.573329893146071
1365,7,5.880986825674325
1375,7,6.439355991230992
1377,6,5.426379421232363
1385,5,5.518782908268203
1386,7,6.544974747474747
1394,7,6.544974747474747
1399,6,6.341417524468997
1404,5,5.535189463314463
1405,4,5.015404772708372
1411,6,6.341417524468997
1428,7,6.099912479269097
1433,6,6.423564352314353
1437,7,6.099912479269097
1440,5,5.299695235320237
1441,5,5.265365745365747
1442,5,5.413151640026639
1458,6,6.4218122849372845
1482,6,5.770894591519592
1484,3,5.064647366522366
1493,8,6.803797313797314
1495,7,6.671094114219113
1503,7,6.681234182484182
1505,7,5.404704213914739
1509,5,5.824426406926407
1512,7,6.498651332220412
1515,6,6.323972736822001
1518,6,5.9326498950396
1520,6,5.3514180264180276
1526,6,5.9551139923672824
1532,7,5.683413089103879
1534,6,6.134626549920668
1540,6,6.134626549920668
1542,6,6.217150461874726
1543,6,6.354475081699347
1550,6,5.960227505337798
1556,6,5.993057116494617
1557,6,5.960227505337798
1558,4,5.204200185027391
1559,4,4.6772145562770575
1562,7,6.7810509629259625
1565,6,5.847193362193361
1566,5,5.82706043956044
1567,5,5.806761294261294
1569,5,5.559382136826023
1574,4,5.774489436217379
1579,4,5.375654814956286
1581,6,5.816070050198339
1582,7,6.101220819728946
1584,6,5.264900793650794
1585,5,5.286293032947446
1587,6,5.264900793650794
1588,5,5.286293032947446
1590,6,6.434592629592629
1593,6,5.441173919497255
1598,6,5.496115342990344
1599,6,5.914585536904615
1602,5,6.966858974358975
1611,6,5.5661592099421044
1612,7,5.944297387553966
1619,8,6.422782113719615
1620,7,5.944297387553966
1621,5,5.252078546453547
1627,5,5.252078546453547
1632,8,6.550891573704075
1655,5,5.604544309856809
1665,8,6.26643568785016
1673,5,5.446829212454212
1674,6,5.751158851361058
1680,5,5.399521867021866
1692,6,6.1072321469380295
1694,6,5.644386550949051
1698,6,6.1072321469380295
1699,6,5.949291092894034
1704,5,5.220975205350206
1708,4,4.871216777503541
1710,5,4.830778873903873
1711,5,6.32913360944611
1712,6,5.716025571650572
1714,5,5.303653499278499
1715,8,6.702473698686933
1723,8,6.702473698686933
1724,6,6.021023767898767
1728,5,5.303653499278499
1731,6,5.443748130954014
1735,6,6.6766220462543995
1738,5,5.72165737040737
1741,6,6.701414339337136
1754,6,6.372761956181073
1757,5,5.326253885003886
1760,6,5.517098253054135
1761,6,5.723461854622846
1765,5,5.326253885003886
1774,6,6.110433732933731
1780,5,5.701811738098503
1782,6,6.412480505605505
1785,6,6.412480505605505
1790,5,5.162894287729814
1794,5,5.556140873015873
1805,5,5.339310966810966
1808,5,5.339310966810966
1812,6,6.903083260693556
1838,6,5.547990204240205
1842,6,6.070131569819068
1844,6,6.587712530525032
1846,5,5.180512716450217
1851,6,6.587712530525032
1869,7,5.941806665556666
1879,6,5.563613018925518
1881,6,5.563613018925518
1885,6,5.563613018925518
1888,5,5.643561875216287
1889,5,5.787170052170053
1895,6,5.678352133977134
1896,6,5.25023538961039
1897,6,5.25023538961039
1904,6,5.678352133977134
1905,6,5.25023538961039
1907,7,6.734966630591631
1923,5,4.617302489177488
1924,4,5.113911956099457
1925,6,5.608414502164502
1926,6,5.502629245754245
1933,5,5.048670634920635
1934,6,5.5366573010323
1937,7,5.9959072524697525
1947,5,5.117081380629176
1948,7,6.183299572159866
1953,6,6.072405315272962
1961,5,5.2927956710686965
1968,6,6.261305014430015
1986,6,6.047075493950493
1990,4,4.9975992795903785
1999,6,6.3168275760187536
2001,5,5.247661713286714
2008,5,5.809974539349539
2009,7,6.567420332935041
2011,5,5.809974539349539
2031,5,5.582547224017813
2034,5,5.70295106231058
2037,5,5.582547224017813
2040,6,5.82855744949495
2046,5,5.609763396325894
2071,6,6.147287538850039
2076,5,5.63606974316533
2077,6,5.974341283716283
2080,5,5.63606974316533
2087,6,6.03983082889333
2097,5,5.4458262570762574
2100,5,5.4458262570762574
2107,6,6.098335692085692
2127,5,5.420778200557612
2131,6,5.748705012307953
2132,6,5.748705012307953
2133,6,6.20669552261464
2134,6,5.957076538657421
2138,5,5.598930905695612
2140,5,5.548536810411811
2141,5,5.548536810411811
2151,5,5.548536810411811
2153,6,5.706377025752026
2157,6,5.979716464091465
2160,6,6.358904463591965
2163,6,5.979716464091465
2175,7,6.193143453768454
2184,6,5.577006484013063
2185,7,5.857896270396272
2191,5,5.531278819864345
2213,6,5.976457813020314
2216,5,5.571800317737818
2219,7,6.3444898157398155
2234,5,5.3958641358641355
2257,6,5.236959523319817
2259,6,5.236959523319817
2262,6,5.595431166056166
2270,7,6.2694275822217005
2271,6,5.68654186091686
2272,6,5.768157883782883
2274,7,6.2694275822217005
2294,7,6.948772997835498
2299,7,6.948772997835498
2300,7,6.476744123931624
2301,5,5.691285267020563
2306,5,5.491036706349207
2311,7,6.337421640859141
2314,6,6.491277680652681
2317,5,5.223306436210849
2319,7,7.0732341269841275
2331,5,5.657732406482407
2338,5,5.577514299426064
2341,5,5.577514299426064
2352,6,5.13180402930403
2357,5,5.942338217338218
2358,5,5.345750825971414
2367,6,5.208354631479631
2368,6,5.413229817568053
2369,6,6.215873536186036
2370,7,6.126105937191463
2379,4,5.312110098256577
2387,4,5.472997288659053
2388,4,5.2076297569389665
2391,6,5.972967796092797
2393,6,5.873783984655694
2395,5,5.47343031968032
2397,6,6.200018898585075
2398,6,6.154664536852037
2405,5,5.634241973304473
2410,6,5.972219239094238
2416,6,5.972219239094238
2422,5,5.006771141869826
2424,5,5.006771141869826
2434,6,5.508812396753573
2441,6,6.22072049274255
2445,5,5.200043290043291
2448,6,6.304747474747478
2450,5,5.365962787212787
2451,5,5.365962787212787
2456,6,5.63986925451999
2457,6,5.63986925451999
2461,5,4.857081388253987
2464,5,5.208289349539351
2469,5,5.2330185092685095
2480,5,5.7779782635665
2484,5,5.186121933621934
2493,4,5.238180916305915
2494,4,5.238180916305915
2502,4,5.1530720015278835
2503,4,5.1530720015278835
2504,6,5.418037656787655
2507,7,6.779495747308248
2516,6,5.6377913834531475
2553,7,6.569666305916307
2555,7,6.569666305916307
2558,7,6.569666305916307
2559,5,5.336427669552669
2561,5,5.370552690773279
2563,5,5.336427669552669
2565,5,5.114629120879121
2566,7,6.327516233766234
2569,6,6.083127601565101
2571,6,6.310402236652236
2594,7,6.535206529581529
2634,5,5.2288492063492065
2637,5,5.2288492063492065
2639,6,6.276782488344987
2640,6,6.3782531704406695
2643,5,5.43776137057387
2647,5,5.918214355089354
2657,7,6.645729617604618
2661,6,5.987107267732268
2662,6,6.325647665243254
2671,7,6.644931318681318
2675,7,5.9120677075117865
2691,6,5.975649281274282
2694,6,5.975649281274282
2695,6,6.236925366300367
2697,5,5.7578755864233795
2714,6,5.602820512820512
2723,6,6.424386269367888
2728,6,5.42795665935372
2730,5,5.629032807470308
2731,5,5.013546752954647
2735,6,5.42795665935372
2737,7,5.826469502719503
2742,6,5.864586683741096
2743,6,5.125480991639081
2744,6,5.125480991639081
2746,6,5.765400016650015
2747,6,5.769038634976134
2749,6,5.769038634976134
2755,5,5.382607562393746
2776,8,6.6095813622651844
2779,5,6.166075833888334
2783,6,5.961610060690942
2784,6,5.961610060690942
2799,7,6.387668234543235
2809,7,6.70218018093018
2810,7,6.386513209013211
2811,5,6.3047112956487945
2813,7,6.70218018093018
2815,5,5.646908475833593
2818,4,5.85495846065699
2824,6,5.491786442723942
2831,5,5.241485354922856
2837,6,5.788376343728511
2842,6,5.292358578921079
2843,6,5.389056811244312
2855,7,6.220269383394384
2856,7,6.450727575120959
2858,7,6.220269383394384
2860,6,6.09486242923743
2862,6,6.510986027861027
2866,7,6.450727575120959
2872,7,7.446376421780833
2876,5,5.604219924812028
2881,7,6.366050234487735
2882,5,5.733288770053477
2896,5,5.268495185370185
2898,5,5.88430769222178
2902,5,5.28985209235209
2906,5,5.4551938869953585
2908,6,5.996494083938938
2911,5,5.28985209235209
2922,8,6.827313474923768
2941,5,5.517055964868465
2950,5,5.036376103471693
2953,5,5.036376103471693
2959,7,6.821186174936176
2964,5,6.128972020626433
2980,7,6.785940048513579
2991,7,6.393394571115161
2998,7,6.673021214896214
3002,7,6.393394571115161
3010,5,5.660945512820513
3013,6,6.407871989121989
3014,6,5.945391871200695
3016,6,6.407871989121989
3018,8,6.216291416916418
3023,6,5.945391871200695
3024,6,6.407871989121989
3029,8,6.240743700743701
3030,8,6.240743700743701
3035,7,6.297156989252579
3038,6,6.1632994782994786
3041,6,5.746185515873015
3047,5,6.244787451110979
3054,6,6.042155483405485
3057,5,6.7966451257076255
3062,8,6.636895465645468
3064,5,5.712810592185593
3066,5,5.712810592185593
3067,4,5.782195478132979
3070,8,6.636895465645468
3071,7,6.385364392551893
3072,6,6.291472832722833
3076,5,5.357200369075369
3084,6,6.664065878973967
3090,6,6.664065878973967
3096,7,6.44117379148629
3111,7,6.086677813715353
3117,7,6.086677813715353
3118,7,6.627072025197026
3126,7,6.38639805455982
3130,6,6.566212953712954
3135,6,5.323655094905095
3140,6,5.323655094905095
3143,5,5.624163304338422
3147,6,5.365318649788463
3149,6,5.365318649788463
3153,6,6.693021784179872
3165,6,6.0674153277278275
3169,6,6.107318643366437
3171,6,5.92792297979798
3174,8,6.747552863802865
3176,6,5.92792297979798
3180,6,6.272844634940222
3183,6,6.272844634940222
3189,5,5.868234265734265
3199,7,6.253125971250972
3202,7,6.948106293216587
3219,7,6.936569819069819
3220,5,6.010327480934097
3228,6,5.384728535353535
3232,5,5.7998116466866465
3234,6,5.479617361804861
3239,7,6.892372847740495
3243,7,6.892372847740495
3247,6,6.0897846415280625
3262,7,5.991763481616423
3266,6,6.171985896048396
3269,5,5.54581487956488
3278,5,5.54581487956488
3289,5,5.396850579975579
3293,7,6.0615006302177346
3296,5,5.396850579975579
3302,6,6.431679084804084
3304,7,6.613969710844711
3306,7,6.613969710844711
3307,3,5.694008352758354
3312,7,6.7464022782772775
3317,6,6.0459600326144445
3333,6,6.000706723831724
3354,7,6.26743013930514
3355,6,6.759518434996376
3366,6,6.1829179154179155
3371,6,6.1829179154179155
3381,7,6.079003070050864
3385,6,6.310531204906207
3388,6,6.213040913335031
3396,6,5.811285866910867
3398,5,5.481281459553518
3407,5,5.481281459553518
3408,6,5.2453851275358625
3411,6,6.295796915502799
3416,6,5.467623071373072
3417,4,6.709947517760017
3418,6,5.467623071373072
3422,8,6.725598984348984
3432,5,6.212615558461147
3435,6,6.314082563678153
3436,6,6.399105233002291
3440,5,6.152943445443446
3441,5,6.072201693323017
3445,8,6.924999155256508
3448,7,6.907811667499169
3449,8,6.924999155256508
3452,5,5.376986438269332
3454,5,6.668431633725753
3457,7,6.551440923627458
3463,7,6.514474102286603
3464,5,5.508750901875901
3479,7,7.008626963314462
3488,6,6.067916978854479
3494,6,6.71290813761402
3499,7,6.818459724507518
3501,6,6.71290813761402
3510,6,6.012767881628174
3511,7,6.2389006132756135
3514,6,6.615518950004244
3519,7,6.5972453752387965
3522,5,5.370391969141969
3531,5,5.2779365773115785
3533,6,5.836786341238741
3535,5,5.2779365773115785
3539,6,6.525200702075703
3551,6,5.611301615051616
3552,6,5.611301615051616
3553,6,5.611301615051616
3554,6,5.421475818213436
3556,7,6.238215638528138
3557,6,5.421475818213436
3558,6,5.611301615051616
3559,4,5.324724488188111
3595,7,6.486562881562881
3597,6,5.901447510822509
3600,6,6.094076532128004
3606,5,5.369884004884005
3614,5,5.369884004884005
3618,7,5.78929422486698
3621,7,5.78929422486698
3624,7,6.779144605394606
3628,6,5.503354467170256
3634,7,6.106790570540571
3639,6,6.299651909193318
3645,6,6.575983356920856
3646,7,5.488204741594833
3647,7,6.8362292568542555
3650,4,5.492891352928118
3659,8,6.765913496225997
3660,8,6.979129238816737
3665,8,6.765913496225997
3667,8,6.979129238816737
3668,5,5.847606576430106
3674,5,5.536166711577896
3684,7,6.945944368131869
3687,5,6.183512720939192
3693,7,6.945944368131869
3695,6,6.626837051837053
3701,5,5.419281308968809
3708,5,5.106423397508925
3710,5,4.814221993284494
3718,5,5.419281308968809
3719,5,5.287123848373848
3722,5,5.294830863580865
3724,6,6.189734466921967
3736,4,6.543871475746475
3738,6,5.71289488332445
3752,5,5.2774695443445445
3754,8,7.085014811577311
3757,5,5.2774695443445445
3761,7,6.474695101724902
3764,8,7.085014811577311
3781,6,5.965426448551449
3784,6,5.5087480574980585
3786,5,5.3168526959151965
3791,5,5.242193292818292
3795,6,5.5087480574980585
3800,5,5.3833175933543576
3804,5,5.3833175933543576
3808,6,5.257867338951898
3816,5,5.520894532239346
3821,6,5.952931490379245
3822,6,6.82963095931846
3829,7,6.906620046620046
3830,7,6.253425428737929
3840,6,6.310703829516719
3844,6,6.310703829516719
3849,5,5.396884873167767
3854,6,6.830383505383507
3855,6,6.476703921078922
3865,6,6.774787347155767
3880,6,5.221832681207681
3881,6,5.221832681207681
3882,5,5.799153314006256
3883,6,6.351063034188034
3884,6,5.221832681207681
3885,6,6.349381313131313
3886,6,6.351063034188034
3887,6,6.349381313131313
3888,6,5.221832681207681
3891,5,5.799153314006256
3907,7,6.632440059940061
3921,5,5.555972491560727
3922,7,6.632440059940061
3931,6,6.44282249000999
3933,4,5.730645639083139
3939,6,6.25370331057831
3945,6,6.25370331057831
3960,6,5.537598443223443
3961,5,5.017498196248195
3965,4,5.924171190329278
3966,6,5.6943040986790985
3975,7,6.716434884559884
3978,7,5.594469696969696
3980,5,5.7362420101613205
3982,7,6.716434884559884
3987,6,5.773699945887445
3990,6,5.773699945887445
3997,7,6.749733356920856
3998,6,5.794614990272884
3999,6,5.794614990272884
4000,6,5.794614990272884
4011,7,6.749733356920856
4012,6,5.794614990272884
4014,6,5.95929181929182
4027,5,5.271802572427573
4041,5,5.337554875679876
4042,7,6.385564333542275
4043,7,6.385564333542275
4044,7,6.385564333542275
4045,7,6.385564333542275
4046,7,6.454566822066823
4050,7,6.385564333542275
4052,5,5.337554875679876
4053,7,6.385564333542275
4054,7,6.454566822066823
4069,6,5.814507162084562
4070,5,5.623080618212198
4083,5,5.396085303585303
4084,8,5.943414726613257
4089,6,5.307202103452103
4098,5,6.1920289432789435
4100,6,5.616888597513599
4101,5,5.447866785991786
4102,5,5.447866785991786
4106,5,5.954675377726849
4108,6,6.512036054223555
4112,6,6.276626914751915
4114,6,6.167426497113998
4123,6,6.458935786435786
4126,5,6.020210692085692
4133,6,6.148234994172493
4148,6,5.587184922383258
4152,6,5.587184922383258
4153,5,5.28397328162034
4155,5,5.28397328162034
4163,5,5.201336490307079
4172,6,5.908352456367163
4173,5,5.245165716636304
4175,7,5.992831855644356
4180,6,5.26924963924964
4196,6,6.565397311022311
4200,6,6.019951333388833
4203,5,5.435206668331668
4211,6,5.0629080559962905
4214,5,5.168202838827839
4215,5,5.168202838827839
4216,5,5.168202838827839
4218,6,6.139219391719391
4219,5,5.168202838827839
4229,6,6.019871933621933
4232,6,5.860940864690866
4237,5,5.999296077696814
4247,6,5.267306782270017
4248,6,6.349121295371296
4251,6,5.574666167166168
4262,6,6.289228524743232
4279,6,5.73986020923521
4301,5,5.2652260586635595
4305,6,5.935604777167278
4322,7,6.195209998334997
4325,5,5.369987304362303
4327,5,5.369987304362303
4330,5,5.369987304362303
4339,8,5.809873321123321
4343,6,5.99137660950161
4348,6,5.137664280164281
4353,6,6.001335179805574
4356,5,5.5983478123184
4375,6,5.890655906593407
4376,5,5.126831120268621
4377,6,6.650757936916024
4379,5,5.126831120268621
4383,6,6.650757936916024
4386,6,6.036390002970884
4390,5,5.4926694139194145
4392,5,5.4926694139194145
4396,5,5.563321192696192
4397,5,5.563321192696192
4398,5,5.563321192696192
4400,5,5.563321192696192
4404,5,5.3425243506493505
4405,5,5.3425243506493505
4407,6,5.926252811730752
4408,5,5.3425243506493505
4411,7,6.790981345043844
4413,7,6.790981345043844
4428,6,6.6978217615717615
4430,5,5.068925835194218
4437,6,6.066963951081598
4450,6,5.950654641411221
4452,5,5.4250120712620715
4459,5,5.840458361083361
4464,5,5.5587987706737705
4465,5,5.5587987706737705
4469,6,6.373272821949293
4487,6,6.0092808434255796
4499,6,6.330889563867506
4500,6,5.88386766011766
4501,6,5.220752442002442
4507,5,6.362011356698857
4508,4,6.544603382728383
4513,6,6.154155044839063
4518,6,5.260586718707848
4522,6,5.260586718707848
4529,6,5.47631943424223
4535,6,5.637349376522172
4537,5,5.264708251307516
4539,5,6.263533237595736
4540,6,6.683518668831168
4542,5,6.060551342040313
4543,5,6.060551342040313
4544,6,6.683518668831168
4549,5,6.060551342040313
4555,5,5.165394674769674
4566,5,6.205026223776224
4569,6,5.78978296621679
4570,6,6.142286255411255
4580,6,6.264724650349651
4582,6,5.552316794187925
4584,6,6.04098562986721
4597,6,5.162101276990983
4602,6,5.66484792984793
4603,6,6.443517126256097
4611,5,6.2238878829503825
4618,7,6.41906041874792
4623,6,6.516905663780664
4624,6,6.54644816988567
4626,6,6.318107031857033
4630,7,5.91700199106449
4631,7,6.2428487974443865
4632,6,6.318107031857033
4633,6,5.899932220557221
4638,5,5.449541483842955
4644,6,6.721265376780082
4650,5,4.872505237817737
4659,6,5.861132062382063
4669,5,6.061860171991752
4671,5,5.542399341284791
4672,5,5.542399341284791
4673,7,6.412542110667113
4674,7,6.477367565033006
4677,7,6.412542110667113
4680,4,4.887629706894414
4686,4,4.887629706894414
4705,6,5.6492318755805595
4707,6,5.87326708014208
4710,7,6.74927610787905
4712,6,5.6492318755805595
4715,6,6.115171078921079
4717,6,5.645178693855164
4719,6,6.115171078921079
4720,5,6.140837808025308
4721,6,5.540207258019757
4724,6,5.540207258019757
4726,6,6.85518987956488
4729,5,4.9738055000555015
4735,6,5.839245025807525
4736,6,5.7502352855477845
4737,7,6.545993797868798
4739,6,6.199260461760462
4741,6,6.268878066378067
4744,5,5.762916736041735
4745,3,5.926410497182557
4749,6,5.438077339327339
4762,7,6.193340062715064
4767,7,5.519371669996669
4768,6,5.489453463203462
4769,6,5.489453463203462
4770,6,5.489453463203462
4771,6,5.489453463203462
4776,6,5.503955488955488
4778,6,5.622220700051582
4779,4,5.281356894739249
4784,5,5.748705818175634
4788,5,5.748705818175634
4790,6,6.325526730214229
4792,6,7.047155032467532
4793,6,5.3676623376623365
4794,5,5.328452380952381
4802,8,6.744914772727272
4803,7,6.405208106951529
4816,6,5.42867680930181
4830,6,5.897404592848672
4833,6,6.47974702789041
4845,5,5.128553668553669
4852,5,5.987638386832467
4861,6,6.256595071595072
4874,6,5.859557699245198
4875,6,5.81246651632681
4877,5,4.652901855089356
4879,6,5.234157647907647
4880,6,5.234157647907647
4885,6,5.234157647907647
