row_id,process.b1.capacity,process.b2.capacity,process.b3.capacity,process.b4.capacity,property.price,property.product,property.winner,verification.time
159,0.0,1.0,2.0,1.0,64.0,1,0,560.142857142857
160,0.0,1.0,2.0,1.0,64.0,2,0,1187.63571428571
162,0.0,1.0,2.0,1.0,65.0,1,0,586.333333333333
163,0.0,1.0,2.0,1.0,65.0,2,0,1317.15
165,0.0,1.0,2.0,1.0,66.0,1,0,576.392857142857
166,0.0,1.0,2.0,1.0,66.0,2,0,1299.52857142857
167,0.0,1.0,2.0,1.0,66.0,4,0,516.675925925926
168,0.0,1.0,2.0,1.0,67.0,1,0,598.535714285714
169,0.0,1.0,2.0,1.0,67.0,2,0,1455.37857142857
170,0.0,1.0,2.0,1.0,67.0,4,0,542.074074074074
172,0.0,1.0,2.0,1.0,68.0,2,0,1113.72142857143
174,0.0,1.0,2.0,1.0,69.0,1,0,573.964285714286
178,0.0,1.0,2.0,1.0,69.0,5,0,763.094444444444
180,0.0,1.0,2.0,1.0,70.0,1,2,577.559523809524
181,0.0,1.0,2.0,1.0,70.0,1,3,630.357142857143
182,0.0,1.0,2.0,1.0,70.0,1,4,607.785714285714
183,0.0,1.0,2.0,1.0,70.0,2,0,1209.72142857143
185,0.0,1.0,2.0,1.0,70.0,3,2,154.2
186,0.0,1.0,2.0,1.0,70.0,3,3,178.55
187,0.0,1.0,2.0,1.0,70.0,3,4,184.578571428571
188,0.0,1.0,2.0,1.0,70.0,4,0,435.490740740741
189,0.0,1.0,2.0,1.0,70.0,4,2,468.87037037037
190,0.0,1.0,2.0,1.0,70.0,4,3,561.685185185185
193,0.0,1.0,2.0,1.0,71.0,2,0,1341.26428571429
195,0.0,1.0,2.0,1.0,72.0,2,0,1276.27857142857
197,0.0,1.0,2.0,1.0,73.0,2,0,1459.33571428571
198,0.0,1.0,2.0,1.0,73.0,5,0,727.566666666667
200,0.0,1.0,2.0,1.0,74.0,5,0,748.572222222222
201,0.0,1.0,2.0,1.0,75.0,2,0,1550.77857142857
203,0.0,1.0,2.0,1.0,76.0,2,0,1171.97142857143
204,0.0,1.0,2.0,1.0,76.0,5,0,740.777777777778
209,0.0,1.0,2.0,1.0,79.0,2,0,1480.92142857143
210,0.0,1.0,2.0,1.0,79.0,5,0,742.344444444444
211,0.0,1.0,2.0,1.0,80.0,2,0,126.507142857143
212,0.0,1.0,2.0,1.0,80.0,2,2,369.978571428571
213,0.0,1.0,2.0,1.0,80.0,2,3,130.664285714286
214,0.0,1.0,2.0,1.0,80.0,2,4,1386.15714285714
215,0.0,1.0,2.0,1.0,80.0,5,0,102.616666666667
218,0.0,1.0,2.0,1.0,80.0,5,4,105.6
221,0.0,2.0,1.0,0.0,59.0,6,0,144.525
222,0.0,2.0,1.0,0.0,60.0,1,0,447.9
224,0.0,2.0,1.0,0.0,60.0,6,0,93.575
226,0.0,2.0,1.0,0.0,60.0,6,3,132.325
227,0.0,2.0,1.0,0.0,61.0,1,0,468.8
229,0.0,2.0,1.0,0.0,62.0,1,0,476.3
230,0.0,2.0,1.0,0.0,62.0,4,0,431.5625
232,0.0,2.0,1.0,0.0,63.0,4,0,447.0125
233,0.0,2.0,1.0,0.0,64.0,1,0,394.275
234,0.0,2.0,1.0,0.0,64.0,4,0,351.3625
235,0.0,2.0,1.0,0.0,65.0,1,0,410.15
237,0.0,2.0,1.0,0.0,66.0,1,0,399.35
238,0.0,2.0,1.0,0.0,66.0,4,0,375.925
239,0.0,2.0,1.0,0.0,67.0,1,0,434.025
241,0.0,2.0,1.0,0.0,68.0,1,0,391.625
243,0.0,2.0,1.0,0.0,69.0,1,0,411.95
244,0.0,2.0,1.0,0.0,69.0,3,0,105.425
245,0.0,2.0,1.0,0.0,69.0,4,0,395.3875
246,0.0,2.0,1.0,0.0,70.0,1,0,377.325
247,0.0,2.0,1.0,0.0,70.0,1,2,418.6
249,0.0,2.0,1.0,0.0,70.0,3,0,98.975
250,0.0,2.0,1.0,0.0,70.0,3,2,94.275
251,0.0,2.0,1.0,0.0,70.0,3,3,100.6
256,0.0,2.0,1.0,1.0,59.0,4,0,570.270833333333
257,0.0,2.0,1.0,1.0,59.0,6,0,257.166666666667
260,0.0,2.0,1.0,1.0,60.0,6,0,92.75
264,0.0,2.0,1.0,1.0,61.0,1,0,623.0
265,0.0,2.0,1.0,1.0,61.0,4,0,550.020833333333
266,0.0,2.0,1.0,1.0,62.0,1,0,620.375
268,0.0,2.0,1.0,1.0,63.0,1,0,624.25
272,0.0,2.0,1.0,1.0,65.0,1,0,578.25
276,0.0,2.0,1.0,1.0,67.0,1,0,608.3125
281,0.0,2.0,1.0,1.0,69.0,3,0,177.75
282,0.0,2.0,1.0,1.0,69.0,4,0,512.520833333333
285,0.0,2.0,1.0,1.0,70.0,1,2,574.21875
287,0.0,2.0,1.0,1.0,70.0,1,4,597.875
288,0.0,2.0,1.0,1.0,70.0,3,0,156.944444444444
290,0.0,2.0,1.0,1.0,70.0,3,3,172.166666666667
291,0.0,2.0,1.0,1.0,70.0,3,4,180.722222222222
292,0.0,2.0,1.0,1.0,70.0,4,0,429.125
293,0.0,2.0,1.0,1.0,70.0,4,2,457.395833333333
294,0.0,2.0,1.0,1.0,70.0,4,3,563.0625
295,0.0,2.0,1.0,1.0,70.0,4,4,541.458333333333
297,0.0,2.0,1.0,1.0,71.0,5,0,750.65
300,0.0,2.0,1.0,1.0,74.0,5,0,758.275
301,0.0,2.0,1.0,1.0,75.0,5,0,724.4
302,0.0,2.0,1.0,1.0,76.0,5,0,736.95
303,0.0,2.0,1.0,1.0,77.0,5,0,741.675
304,0.0,2.0,1.0,1.0,78.0,5,0,781.25
306,0.0,2.0,1.0,1.0,80.0,5,0,103.975
307,0.0,2.0,1.0,1.0,80.0,5,2,779.025
311,0.0,2.0,2.0,0.0,59.0,2,0,1525.91071428571
312,0.0,2.0,2.0,0.0,59.0,4,0,478.041666666667
313,0.0,2.0,2.0,0.0,59.0,6,0,144.303571428571
314,0.0,2.0,2.0,0.0,60.0,1,0,442.25
317,0.0,2.0,2.0,0.0,60.0,6,0,90.4464285714286
319,0.0,2.0,2.0,0.0,60.0,6,3,134.785714285714
320,0.0,2.0,2.0,0.0,61.0,1,0,459.822916666667
322,0.0,2.0,2.0,0.0,61.0,4,0,438.319444444444
325,0.0,2.0,2.0,0.0,62.0,4,0,437.1875
326,0.0,2.0,2.0,0.0,63.0,1,0,462.78125
330,0.0,2.0,2.0,0.0,64.0,2,0,1001.14285714286
331,0.0,2.0,2.0,0.0,64.0,4,0,358.861111111111
332,0.0,2.0,2.0,0.0,65.0,1,0,412.072916666667
333,0.0,2.0,2.0,0.0,65.0,2,0,1101.66071428571
334,0.0,2.0,2.0,0.0,65.0,4,0,384.402777777778
335,0.0,2.0,2.0,0.0,66.0,1,0,389.625
336,0.0,2.0,2.0,0.0,66.0,2,0,1109.48214285714
338,0.0,2.0,2.0,0.0,67.0,1,0,420.520833333333
341,0.0,2.0,2.0,0.0,68.0,1,0,383.677083333333
343,0.0,2.0,2.0,0.0,68.0,4,0,364.569444444444
344,0.0,2.0,2.0,0.0,69.0,1,0,408.9375
345,0.0,2.0,2.0,0.0,69.0,2,0,1011.96428571429
346,0.0,2.0,2.0,0.0,69.0,3,0,111.116071428571
352,0.0,2.0,2.0,0.0,70.0,3,0,103.473214285714
353,0.0,2.0,2.0,0.0,70.0,3,2,96.5178571428571
354,0.0,2.0,2.0,0.0,70.0,3,3,103.848214285714
356,0.0,2.0,2.0,0.0,70.0,4,2,369.916666666667
357,0.0,2.0,2.0,0.0,70.0,4,3,431.402777777778
358,0.0,2.0,2.0,0.0,71.0,2,0,1120.41071428571
359,0.0,2.0,2.0,0.0,72.0,2,0,1082.26785714286
360,0.0,2.0,2.0,0.0,73.0,2,0,1238.52678571429
364,0.0,2.0,2.0,0.0,77.0,2,0,1129.60714285714
365,0.0,2.0,2.0,0.0,78.0,2,0,1101.48214285714
366,0.0,2.0,2.0,0.0,79.0,2,0,1285.41071428571
367,0.0,2.0,2.0,0.0,80.0,2,0,116.821428571429
368,0.0,2.0,2.0,0.0,80.0,2,2,311.973214285714
371,0.0,2.0,2.0,1.0,59.0,2,0,1706.03787878788
374,0.0,2.0,2.0,1.0,60.0,1,0,620.5
377,0.0,2.0,2.0,1.0,60.0,6,0,91.2575757575758
378,0.0,2.0,2.0,1.0,60.0,6,2,93.2121212121212
379,0.0,2.0,2.0,1.0,60.0,6,3,245.25
380,0.0,2.0,2.0,1.0,60.0,6,4,227.280303030303
382,0.0,2.0,2.0,1.0,61.0,2,0,1420.04545454545
385,0.0,2.0,2.0,1.0,62.0,2,0,1396.84848484848
386,0.0,2.0,2.0,1.0,62.0,4,0,574.090277777778
389,0.0,2.0,2.0,1.0,63.0,4,0,584.305555555556
390,0.0,2.0,2.0,1.0,64.0,1,0,569.861111111111
391,0.0,2.0,2.0,1.0,64.0,2,0,1201.81818181818
395,0.0,2.0,2.0,1.0,65.0,4,0,524.805555555556
396,0.0,2.0,2.0,1.0,66.0,1,0,581.611111111111
397,0.0,2.0,2.0,1.0,66.0,2,0,1301.05303030303
400,0.0,2.0,2.0,1.0,67.0,2,0,1454.2803030303
403,0.0,2.0,2.0,1.0,68.0,2,0,1110.7803030303
404,0.0,2.0,2.0,1.0,68.0,4,0,504.145833333333
407,0.0,2.0,2.0,1.0,69.0,3,0,186.204545454545
409,0.0,2.0,2.0,1.0,69.0,5,0,756.583333333333
410,0.0,2.0,2.0,1.0,70.0,1,0,548.712962962963
411,0.0,2.0,2.0,1.0,70.0,1,2,596.287037037037
412,0.0,2.0,2.0,1.0,70.0,1,3,636.111111111111
413,0.0,2.0,2.0,1.0,70.0,1,4,629.203703703704
415,0.0,2.0,2.0,1.0,70.0,3,0,160.174242424242
416,0.0,2.0,2.0,1.0,70.0,3,2,154.416666666667
417,0.0,2.0,2.0,1.0,70.0,3,3,176.545454545455
418,0.0,2.0,2.0,1.0,70.0,3,4,186.856060606061
419,0.0,2.0,2.0,1.0,70.0,4,0,443.486111111111
420,0.0,2.0,2.0,1.0,70.0,4,2,478.520833333333
421,0.0,2.0,2.0,1.0,70.0,4,3,567.465277777778
422,0.0,2.0,2.0,1.0,70.0,4,4,552.034722222222
423,0.0,2.0,2.0,1.0,70.0,5,0,762.638888888889
425,0.0,2.0,2.0,1.0,71.0,5,0,760.201388888889
426,0.0,2.0,2.0,1.0,72.0,2,0,1279.17424242424
427,0.0,2.0,2.0,1.0,72.0,5,0,746.965277777778
428,0.0,2.0,2.0,1.0,73.0,2,0,1451.65909090909
430,0.0,2.0,2.0,1.0,74.0,2,0,1407.87121212121
434,0.0,2.0,2.0,1.0,76.0,2,0,1185.15151515152
435,0.0,2.0,2.0,1.0,76.0,5,0,748.173611111111
437,0.0,2.0,2.0,1.0,77.0,5,0,755.979166666667
438,0.0,2.0,2.0,1.0,78.0,2,0,1335.54545454545
439,0.0,2.0,2.0,1.0,78.0,5,0,752.472222222222
441,0.0,2.0,2.0,1.0,79.0,5,0,742.236111111111
442,0.0,2.0,2.0,1.0,80.0,2,0,129.5
445,0.0,2.0,2.0,1.0,80.0,2,4,1396.31060606061
449,0.0,2.0,2.0,1.0,80.0,5,4,104.944444444444
450,0.0,3.0,1.0,0.0,59.0,1,0,537.875
451,0.0,3.0,1.0,0.0,59.0,4,0,472.208333333333
452,0.0,3.0,1.0,0.0,59.0,6,0,137.875
455,0.0,3.0,1.0,0.0,60.0,6,0,93.25
458,0.0,3.0,1.0,0.0,61.0,1,0,456.875
459,0.0,3.0,1.0,0.0,61.0,4,0,441.291666666667
465,0.0,3.0,1.0,0.0,64.0,4,0,353.291666666667
466,0.0,3.0,1.0,0.0,65.0,1,0,412.125
467,0.0,3.0,1.0,0.0,65.0,4,0,378.125
469,0.0,3.0,1.0,0.0,66.0,4,0,374.666666666667
470,0.0,3.0,1.0,0.0,67.0,1,0,439.375
471,0.0,3.0,1.0,0.0,67.0,4,0,415.458333333333
472,0.0,3.0,1.0,0.0,68.0,1,0,400.0
475,0.0,3.0,1.0,0.0,69.0,3,0,113.875
476,0.0,3.0,1.0,0.0,69.0,4,0,393.833333333333
477,0.0,3.0,1.0,0.0,70.0,1,0,374.625
479,0.0,3.0,1.0,0.0,70.0,1,3,457.5
481,0.0,3.0,1.0,0.0,70.0,3,2,94.0
482,0.0,3.0,1.0,0.0,70.0,3,3,97.0
485,0.0,3.0,1.0,0.0,70.0,4,3,421.125
486,0.0,3.0,1.0,1.0,59.0,1,0,706.416666666667
488,0.0,3.0,1.0,1.0,59.0,6,0,248.083333333333
490,0.0,3.0,1.0,1.0,60.0,4,0,554.625
491,0.0,3.0,1.0,1.0,60.0,6,0,92.5833333333333
492,0.0,3.0,1.0,1.0,60.0,6,2,95.6666666666667
495,0.0,3.0,1.0,1.0,61.0,1,0,672.75
497,0.0,3.0,1.0,1.0,62.0,1,0,621.833333333333
498,0.0,3.0,1.0,1.0,62.0,4,0,551.375
500,0.0,3.0,1.0,1.0,63.0,4,0,581.291666666667
501,0.0,3.0,1.0,1.0,64.0,1,0,574.666666666667
506,0.0,3.0,1.0,1.0,66.0,4,0,512.958333333333
507,0.0,3.0,1.0,1.0,67.0,1,0,635.333333333333
509,0.0,3.0,1.0,1.0,68.0,1,0,576.833333333333
510,0.0,3.0,1.0,1.0,68.0,4,0,491.583333333333
511,0.0,3.0,1.0,1.0,69.0,1,0,580.833333333333
512,0.0,3.0,1.0,1.0,69.0,3,0,185.916666666667
513,0.0,3.0,1.0,1.0,69.0,4,0,511.083333333333
514,0.0,3.0,1.0,1.0,69.0,5,0,748.166666666667
515,0.0,3.0,1.0,1.0,70.0,1,0,537.083333333333
516,0.0,3.0,1.0,1.0,70.0,1,2,592.833333333333
519,0.0,3.0,1.0,1.0,70.0,3,0,156.833333333333
520,0.0,3.0,1.0,1.0,70.0,3,2,145.75
521,0.0,3.0,1.0,1.0,70.0,3,3,178.0
522,0.0,3.0,1.0,1.0,70.0,3,4,186.083333333333
523,0.0,3.0,1.0,1.0,70.0,4,0,431.333333333333
525,0.0,3.0,1.0,1.0,70.0,4,3,533.583333333333
526,0.0,3.0,1.0,1.0,70.0,4,4,547.291666666667
528,0.0,3.0,1.0,1.0,71.0,5,0,755.25
531,0.0,3.0,1.0,1.0,74.0,5,0,741.0
533,0.0,3.0,1.0,1.0,76.0,5,0,704.416666666667
534,0.0,3.0,1.0,1.0,77.0,5,0,717.5
536,0.0,3.0,1.0,1.0,79.0,5,0,713.333333333333
537,0.0,3.0,1.0,1.0,80.0,5,0,102.416666666667
538,0.0,3.0,1.0,1.0,80.0,5,2,755.666666666667
540,0.0,3.0,1.0,1.0,80.0,5,4,103.833333333333
543,0.0,3.0,2.0,0.0,59.0,4,0,474.638888888889
545,0.0,3.0,2.0,0.0,60.0,1,0,441.0
546,0.0,3.0,2.0,0.0,60.0,2,0,1159.63888888889
548,0.0,3.0,2.0,0.0,60.0,6,0,88.6944444444444
550,0.0,3.0,2.0,0.0,60.0,6,3,133.194444444444
553,0.0,3.0,2.0,0.0,61.0,4,0,442.208333333333
554,0.0,3.0,2.0,0.0,62.0,1,0,473.416666666667
556,0.0,3.0,2.0,0.0,62.0,4,0,438.486111111111
558,0.0,3.0,2.0,0.0,63.0,2,0,1318.36111111111
559,0.0,3.0,2.0,0.0,63.0,4,0,459.722222222222
561,0.0,3.0,2.0,0.0,64.0,2,0,1024.02777777778
565,0.0,3.0,2.0,0.0,65.0,4,0,389.305555555556
567,0.0,3.0,2.0,0.0,66.0,2,0,1117.13888888889
568,0.0,3.0,2.0,0.0,66.0,4,0,382.736111111111
574,0.0,3.0,2.0,0.0,68.0,4,0,365.972222222222
575,0.0,3.0,2.0,0.0,69.0,1,0,419.333333333333
576,0.0,3.0,2.0,0.0,69.0,2,0,1015.27777777778
577,0.0,3.0,2.0,0.0,69.0,3,0,107.027777777778
579,0.0,3.0,2.0,0.0,70.0,1,0,376.416666666667
581,0.0,3.0,2.0,0.0,70.0,1,3,442.75
583,0.0,3.0,2.0,0.0,70.0,3,0,99.4166666666667
584,0.0,3.0,2.0,0.0,70.0,3,2,96.2777777777778
586,0.0,3.0,2.0,0.0,70.0,4,0,345.861111111111
587,0.0,3.0,2.0,0.0,70.0,4,2,371.875
588,0.0,3.0,2.0,0.0,70.0,4,3,433.138888888889
589,0.0,3.0,2.0,0.0,71.0,2,0,1123.69444444444
591,0.0,3.0,2.0,0.0,73.0,2,0,1249.52777777778
592,0.0,3.0,2.0,0.0,74.0,2,0,1189.44444444444
593,0.0,3.0,2.0,0.0,75.0,2,0,1342.25
594,0.0,3.0,2.0,0.0,76.0,2,0,1001.94444444444
595,0.0,3.0,2.0,0.0,77.0,2,0,1128.83333333333
598,0.0,3.0,2.0,0.0,80.0,2,0,119.833333333333
599,0.0,3.0,2.0,0.0,80.0,2,2,316.583333333333
600,0.0,3.0,2.0,0.0,80.0,2,3,127.833333333333
601,0.0,3.0,2.0,1.0,59.0,1,0,688.625
602,0.0,3.0,2.0,1.0,59.0,2,0,1721.23611111111
603,0.0,3.0,2.0,1.0,59.0,4,0,588.491666666667
605,0.0,3.0,2.0,1.0,60.0,1,0,630.916666666667
608,0.0,3.0,2.0,1.0,60.0,6,0,90.6666666666667
610,0.0,3.0,2.0,1.0,60.0,6,3,241.763888888889
611,0.0,3.0,2.0,1.0,60.0,6,4,226.083333333333
613,0.0,3.0,2.0,1.0,61.0,2,0,1430.56944444444
614,0.0,3.0,2.0,1.0,61.0,4,0,566.816666666667
616,0.0,3.0,2.0,1.0,62.0,2,0,1390.65277777778
617,0.0,3.0,2.0,1.0,62.0,4,0,574.391666666667
618,0.0,3.0,2.0,1.0,63.0,1,0,667.486111111111
621,0.0,3.0,2.0,1.0,64.0,1,0,575.986111111111
622,0.0,3.0,2.0,1.0,64.0,2,0,1195.41666666667
624,0.0,3.0,2.0,1.0,65.0,1,0,611.138888888889
625,0.0,3.0,2.0,1.0,65.0,2,0,1303.47222222222
626,0.0,3.0,2.0,1.0,65.0,4,0,515.975
628,0.0,3.0,2.0,1.0,66.0,2,0,1314.31944444444
631,0.0,3.0,2.0,1.0,67.0,2,0,1459.66666666667
632,0.0,3.0,2.0,1.0,67.0,4,0,548.016666666667
633,0.0,3.0,2.0,1.0,68.0,1,0,590.847222222222
634,0.0,3.0,2.0,1.0,68.0,2,0,1112.23611111111
635,0.0,3.0,2.0,1.0,68.0,4,0,503.983333333333
636,0.0,3.0,2.0,1.0,69.0,1,0,614.986111111111
637,0.0,3.0,2.0,1.0,69.0,2,0,1226.51388888889
639,0.0,3.0,2.0,1.0,69.0,4,0,530.225
641,0.0,3.0,2.0,1.0,70.0,1,0,554.041666666667
642,0.0,3.0,2.0,1.0,70.0,1,2,609.097222222222
643,0.0,3.0,2.0,1.0,70.0,1,3,642.652777777778
644,0.0,3.0,2.0,1.0,70.0,1,4,640.75
645,0.0,3.0,2.0,1.0,70.0,2,0,1231.48611111111
646,0.0,3.0,2.0,1.0,70.0,3,0,160.402777777778
647,0.0,3.0,2.0,1.0,70.0,3,2,152.611111111111
649,0.0,3.0,2.0,1.0,70.0,3,4,190.083333333333
650,0.0,3.0,2.0,1.0,70.0,4,0,444.475
651,0.0,3.0,2.0,1.0,70.0,4,2,474.966666666667
654,0.0,3.0,2.0,1.0,70.0,5,0,760.361111111111
656,0.0,3.0,2.0,1.0,71.0,5,0,761.236111111111
657,0.0,3.0,2.0,1.0,72.0,2,0,1291.125
658,0.0,3.0,2.0,1.0,72.0,5,0,757.097222222222
659,0.0,3.0,2.0,1.0,73.0,2,0,1480.02777777778
660,0.0,3.0,2.0,1.0,73.0,5,0,729.430555555556
661,0.0,3.0,2.0,1.0,74.0,2,0,1425.48611111111
663,0.0,3.0,2.0,1.0,75.0,2,0,1560.80555555556
666,0.0,3.0,2.0,1.0,76.0,5,0,743.763888888889
667,0.0,3.0,2.0,1.0,77.0,2,0,1324.95833333333
668,0.0,3.0,2.0,1.0,77.0,5,0,747.305555555556
669,0.0,3.0,2.0,1.0,78.0,2,0,1316.54166666667
670,0.0,3.0,2.0,1.0,78.0,5,0,740.722222222222
671,0.0,3.0,2.0,1.0,79.0,2,0,1484.55555555556
672,0.0,3.0,2.0,1.0,79.0,5,0,746.152777777778
674,0.0,3.0,2.0,1.0,80.0,2,2,387.388888888889
675,0.0,3.0,2.0,1.0,80.0,2,3,134.611111111111
677,0.0,3.0,2.0,1.0,80.0,5,0,101.333333333333
678,0.0,3.0,2.0,1.0,80.0,5,2,798.625
679,0.0,3.0,2.0,1.0,80.0,5,3,782.888888888889
680,0.0,3.0,2.0,1.0,80.0,5,4,101.680555555556
681,1.0,1.0,2.0,0.0,59.0,2,0,35478.3125
683,1.0,1.0,2.0,0.0,60.0,2,0,24690.5
687,1.0,1.0,2.0,0.0,62.0,2,0,27198.8333333333
688,1.0,1.0,2.0,0.0,62.0,6,0,1202.75
689,1.0,1.0,2.0,0.0,63.0,2,0,29408.0625
692,1.0,1.0,2.0,0.0,64.0,6,0,1168.3125
693,1.0,1.0,2.0,0.0,65.0,2,0,26256.4583333333
694,1.0,1.0,2.0,0.0,65.0,6,0,1236.5
696,1.0,1.0,2.0,0.0,66.0,6,0,1279.89583333333
697,1.0,1.0,2.0,0.0,67.0,2,0,29925.0416666667
698,1.0,1.0,2.0,0.0,67.0,6,0,1483.79166666667
702,1.0,1.0,2.0,0.0,69.0,3,0,465.854166666667
703,1.0,1.0,2.0,0.0,69.0,6,0,1105.9375
708,1.0,1.0,2.0,0.0,71.0,3,0,444.125
709,1.0,1.0,2.0,0.0,71.0,6,0,1328.125
711,1.0,1.0,2.0,0.0,72.0,3,0,462.270833333333
713,1.0,1.0,2.0,0.0,73.0,2,0,29144.6041666667
714,1.0,1.0,2.0,0.0,73.0,3,0,431.1875
715,1.0,1.0,2.0,0.0,73.0,6,0,1409.39583333333
