row_id,process.b1.capacity,process.b2.capacity,process.b3.capacity,process.b4.capacity,property.price,property.product,property.winner,verification.time
463,0.0,3.0,1.0,0.0,63.0,4,0,457.291666666667
464,0.0,3.0,1.0,0.0,64.0,1,0,387.0
468,0.0,3.0,1.0,0.0,66.0,1,0,397.0
480,0.0,3.0,1.0,0.0,70.0,3,0,106.25
483,0.0,3.0,1.0,0.0,70.0,4,0,333.0
484,0.0,3.0,1.0,0.0,70.0,4,2,361.041666666667
487,0.0,3.0,1.0,1.0,59.0,4,0,595.916666666667
493,0.0,3.0,1.0,1.0,60.0,6,3,256.833333333333
496,0.0,3.0,1.0,1.0,61.0,4,0,551.708333333333
499,0.0,3.0,1.0,1.0,63.0,1,0,643.416666666667
502,0.0,3.0,1.0,1.0,64.0,4,0,495.25
503,0.0,3.0,1.0,1.0,65.0,1,0,591.083333333333
505,0.0,3.0,1.0,1.0,66.0,1,0,580.5
508,0.0,3.0,1.0,1.0,67.0,4,0,531.875
524,0.0,3.0,1.0,1.0,70.0,4,2,456.25
541,0.0,3.0,2.0,0.0,59.0,1,0,521.694444444444
544,0.0,3.0,2.0,0.0,59.0,6,0,142.5
557,0.0,3.0,2.0,0.0,63.0,1,0,475.305555555556
560,0.0,3.0,2.0,0.0,64.0,1,0,390.527777777778
563,0.0,3.0,2.0,0.0,65.0,1,0,413.166666666667
566,0.0,3.0,2.0,0.0,66.0,1,0,396.305555555556
569,0.0,3.0,2.0,0.0,67.0,1,0,422.0
571,0.0,3.0,2.0,0.0,67.0,4,0,420.097222222222
572,0.0,3.0,2.0,0.0,68.0,1,0,386.25
596,0.0,3.0,2.0,0.0,78.0,2,0,1107.88888888889
606,0.0,3.0,2.0,1.0,60.0,2,0,1308.68055555556
612,0.0,3.0,2.0,1.0,61.0,1,0,645.972222222222
619,0.0,3.0,2.0,1.0,63.0,2,0,1448.625
620,0.0,3.0,2.0,1.0,63.0,4,0,585.766666666667
627,0.0,3.0,2.0,1.0,66.0,1,0,608.972222222222
638,0.0,3.0,2.0,1.0,69.0,3,0,189.888888888889
652,0.0,3.0,2.0,1.0,70.0,4,3,571.833333333333
655,0.0,3.0,2.0,1.0,71.0,2,0,1345.88888888889
662,0.0,3.0,2.0,1.0,74.0,5,0,747.458333333333
673,0.0,3.0,2.0,1.0,80.0,2,0,127.430555555556
682,1.0,1.0,2.0,0.0,59.0,6,0,1719.22916666667
686,1.0,1.0,2.0,0.0,61.0,6,0,1255.95833333333
695,1.0,1.0,2.0,0.0,66.0,2,0,25369.6875
699,1.0,1.0,2.0,0.0,68.0,2,0,19271.2916666667
700,1.0,1.0,2.0,0.0,68.0,6,0,1078.77083333333
701,1.0,1.0,2.0,0.0,69.0,2,0,22848.75
704,1.0,1.0,2.0,0.0,70.0,2,0,21991.9375
706,1.0,1.0,2.0,0.0,70.0,6,0,1165.1875
716,1.0,1.0,2.0,0.0,74.0,2,0,27501.9375
727,1.0,1.0,2.0,0.0,77.0,6,0,1250.60416666667
732,1.0,1.0,2.0,0.0,79.0,3,0,443.041666666667
735,1.0,1.0,2.0,0.0,80.0,2,1,5927.4375
737,1.0,1.0,2.0,0.0,80.0,2,3,29312.4791666667
751,1.0,1.0,2.0,1.0,61.0,6,0,3331.22222222222
766,1.0,1.0,2.0,1.0,69.0,2,0,27255.5555555556
767,1.0,1.0,2.0,1.0,69.0,3,0,1560.30555555556
768,1.0,1.0,2.0,1.0,69.0,5,0,8812.22222222222
772,1.0,1.0,2.0,1.0,70.0,5,0,8872.25
774,1.0,1.0,2.0,1.0,71.0,2,0,31141.6111111111
777,1.0,1.0,2.0,1.0,71.0,6,0,3598.55555555556
782,1.0,1.0,2.0,1.0,73.0,2,0,34668.2222222222
788,1.0,1.0,2.0,1.0,74.0,5,0,8988.38888888889
791,1.0,1.0,2.0,1.0,75.0,3,0,1392.25
792,1.0,1.0,2.0,1.0,75.0,5,0,8798.72222222222
797,1.0,1.0,2.0,1.0,76.0,6,0,3098.5
811,1.0,1.0,2.0,1.0,80.0,2,1,6903.83333333333
813,1.0,1.0,2.0,1.0,80.0,2,3,35103.25
831,1.0,1.0,2.0,1.0,86.0,5,0,8802.61111111111
832,1.0,1.0,2.0,1.0,87.0,5,0,8622.66666666667
848,1.0,2.0,2.0,0.0,61.0,1,0,12062.3611111111
852,1.0,2.0,2.0,0.0,62.0,1,0,11614.9722222222
861,1.0,2.0,2.0,0.0,64.0,2,0,21867.4333333333
862,1.0,2.0,2.0,0.0,64.0,4,0,737.055555555556
864,1.0,2.0,2.0,0.0,65.0,1,0,11079.1666666667
871,1.0,2.0,2.0,0.0,66.0,6,0,1267.63333333333
878,1.0,2.0,2.0,0.0,68.0,4,0,738.888888888889
886,1.0,2.0,2.0,0.0,70.0,2,0,21829.1833333333
888,1.0,2.0,2.0,0.0,70.0,4,0,403.944444444444
890,1.0,2.0,2.0,0.0,70.0,4,2,462.444444444444
898,1.0,2.0,2.0,0.0,72.0,2,0,23891.5166666667
901,1.0,2.0,2.0,0.0,73.0,1,0,12919.1666666667
902,1.0,2.0,2.0,0.0,73.0,2,0,28885.4
906,1.0,2.0,2.0,0.0,74.0,2,0,27252.7833333333
907,1.0,2.0,2.0,0.0,74.0,3,0,455.9
928,1.0,2.0,2.0,0.0,79.0,6,0,1377.25
931,1.0,2.0,2.0,0.0,80.0,2,1,5922.53333333333
938,1.0,2.0,2.0,0.0,80.0,6,0,324.35
942,1.0,2.0,2.0,0.0,81.0,1,0,12243.3333333333
943,1.0,2.0,2.0,0.0,82.0,1,0,12013.6944444444
945,1.0,2.0,2.0,0.0,84.0,1,0,9265.69444444445
946,1.0,2.0,2.0,0.0,85.0,1,0,11109.9444444444
948,1.0,2.0,2.0,0.0,87.0,1,0,12694.2777777778
949,1.0,2.0,2.0,0.0,88.0,1,0,10967.3055555556
953,1.0,2.0,2.0,0.0,90.0,1,2,248.027777777778
968,1.0,2.0,2.0,1.0,62.0,2,0,30506.2976190476
973,1.0,2.0,2.0,1.0,63.0,4,0,1202.39583333333
976,1.0,2.0,2.0,1.0,64.0,2,0,26735.9166666667
980,1.0,2.0,2.0,1.0,65.0,2,0,30919.0595238095
982,1.0,2.0,2.0,1.0,65.0,6,0,3484.25
985,1.0,2.0,2.0,1.0,66.0,4,0,1085.79166666667
995,1.0,2.0,2.0,1.0,69.0,1,0,16339.3958333333
1000,1.0,2.0,2.0,1.0,69.0,6,0,3066.70238095238
1003,1.0,2.0,2.0,1.0,70.0,3,0,1506.70238095238
1005,1.0,2.0,2.0,1.0,70.0,4,1,1185.95833333333
1009,1.0,2.0,2.0,1.0,70.0,5,0,8981.30952380952
1011,1.0,2.0,2.0,1.0,71.0,1,0,17921.5208333333
1015,1.0,2.0,2.0,1.0,71.0,6,0,3572.0119047619
1033,1.0,2.0,2.0,1.0,75.0,3,0,1361.72619047619
1043,1.0,2.0,2.0,1.0,77.0,3,0,1305.97619047619
1046,1.0,2.0,2.0,1.0,78.0,1,0,17562.3541666667
1054,1.0,2.0,2.0,1.0,79.0,5,0,8872.52380952381
1062,1.0,2.0,2.0,1.0,80.0,3,0,115.52380952381
1065,1.0,2.0,2.0,1.0,80.0,3,3,1344.84523809524
1067,1.0,2.0,2.0,1.0,80.0,5,0,8803.60714285714
1068,1.0,2.0,2.0,1.0,80.0,6,0,820.821428571429
1075,1.0,2.0,2.0,1.0,82.0,1,0,18776.5416666667
1079,1.0,2.0,2.0,1.0,84.0,1,0,15453.6458333333
1082,1.0,2.0,2.0,1.0,85.0,5,0,8580.04761904762
1090,1.0,2.0,2.0,1.0,89.0,5,0,8585.39285714286
1097,1.0,2.0,2.0,1.0,90.0,5,1,1434.70238095238
1101,1.0,3.0,2.0,0.0,59.0,1,0,15616.4722222222
1107,1.0,3.0,2.0,0.0,60.0,4,0,865.416666666667
1120,1.0,3.0,2.0,0.0,63.0,6,0,1189.97222222222
1127,1.0,3.0,2.0,0.0,65.0,4,0,782.145833333333
1135,1.0,3.0,2.0,0.0,67.0,4,0,833.958333333333
1143,1.0,3.0,2.0,0.0,69.0,3,0,443.25
1147,1.0,3.0,2.0,0.0,70.0,2,0,21929.4166666667
1148,1.0,3.0,2.0,0.0,70.0,3,0,465.972222222222
1151,1.0,3.0,2.0,0.0,70.0,4,2,441.625
1153,1.0,3.0,2.0,0.0,70.0,6,0,1110.58333333333
1155,1.0,3.0,2.0,0.0,71.0,2,0,25939.3611111111
1176,1.0,3.0,2.0,0.0,76.0,3,0,453.666666666667
1180,1.0,3.0,2.0,0.0,77.0,3,0,430.833333333333
1194,1.0,3.0,2.0,0.0,80.0,2,3,29080.3611111111
1196,1.0,3.0,2.0,0.0,80.0,3,1,88.3055555555556
1208,1.0,3.0,2.0,0.0,86.0,1,0,11445.4166666667
1211,1.0,3.0,2.0,0.0,89.0,1,0,13410.5
1213,1.0,3.0,2.0,0.0,90.0,1,1,5746.38888888889
1219,1.0,3.0,2.0,1.0,59.0,6,0,3848.63541666667
1227,1.0,3.0,2.0,1.0,61.0,6,0,2844.26041666667
1228,1.0,3.0,2.0,1.0,62.0,1,0,18422.4583333333
1235,1.0,3.0,2.0,1.0,63.0,6,0,2846.80208333333
1242,1.0,3.0,2.0,1.0,65.0,4,0,1133.71666666667
1246,1.0,3.0,2.0,1.0,66.0,4,0,1127.18333333333
1250,1.0,3.0,2.0,1.0,67.0,4,0,1185.36666666667
1256,1.0,3.0,2.0,1.0,69.0,1,0,16789.8854166667
1259,1.0,3.0,2.0,1.0,69.0,4,0,1140.56666666667
1261,1.0,3.0,2.0,1.0,69.0,6,0,2660.57291666667
1269,1.0,3.0,2.0,1.0,70.0,4,4,1222.74166666667
1272,1.0,3.0,2.0,1.0,71.0,1,0,18425.8645833333
1281,1.0,3.0,2.0,1.0,72.0,6,0,2930.70833333333
1285,1.0,3.0,2.0,1.0,73.0,5,0,8337.5625
1307,1.0,3.0,2.0,1.0,78.0,1,0,18168.90625
1310,1.0,3.0,2.0,1.0,78.0,5,0,8533.53125
1317,1.0,3.0,2.0,1.0,80.0,1,0,17158.7708333333
1320,1.0,3.0,2.0,1.0,80.0,2,2,35904.1979166667
1327,1.0,3.0,2.0,1.0,80.0,3,4,1648.66666666667
1329,1.0,3.0,2.0,1.0,80.0,6,0,710.635416666667
1331,1.0,3.0,2.0,1.0,80.0,6,2,3254.0
1336,1.0,3.0,2.0,1.0,82.0,1,0,19397.1666666667
1337,1.0,3.0,2.0,1.0,82.0,5,0,8396.27083333333
1338,1.0,3.0,2.0,1.0,83.0,1,0,21139.03125
1339,1.0,3.0,2.0,1.0,83.0,5,0,8272.55208333333
1341,1.0,3.0,2.0,1.0,84.0,5,0,8400.10416666667
1343,1.0,3.0,2.0,1.0,85.0,5,0,8175.76041666667
1345,1.0,3.0,2.0,1.0,86.0,5,0,8440.375
1346,1.0,3.0,2.0,1.0,87.0,1,0,19670.2395833333
1350,1.0,3.0,2.0,1.0,89.0,1,0,19702.9479166667
1351,1.0,3.0,2.0,1.0,89.0,5,0,8222.3125
1354,1.0,3.0,2.0,1.0,90.0,1,2,328.520833333333
1364,2.0,1.0,2.0,0.0,60.0,2,0,24781.75
1365,2.0,1.0,2.0,0.0,60.0,6,0,1158.83333333333
1367,2.0,1.0,2.0,0.0,61.0,6,0,1181.75
1371,2.0,1.0,2.0,0.0,63.0,6,0,1227.16666666667
1372,2.0,1.0,2.0,0.0,64.0,2,0,22294.8333333333
1379,2.0,1.0,2.0,0.0,67.0,6,0,1438.16666666667
1384,2.0,1.0,2.0,0.0,69.0,6,0,1097.16666666667
1396,2.0,1.0,2.0,0.0,73.0,6,0,1366.75
1408,2.0,1.0,2.0,0.0,77.0,6,0,1192.91666666667
1412,2.0,1.0,2.0,0.0,79.0,2,0,28519.5833333333
1422,2.0,1.0,2.0,0.0,80.0,3,3,451.416666666667
1430,2.0,1.0,2.0,1.0,60.0,6,0,3177.83333333333
1435,2.0,1.0,2.0,1.0,63.0,2,0,33379.6666666667
1436,2.0,1.0,2.0,1.0,63.0,6,0,3197.83333333333
1441,2.0,1.0,2.0,1.0,66.0,2,0,32885.3333333333
1450,2.0,1.0,2.0,1.0,69.0,6,0,2958.25
1452,2.0,1.0,2.0,1.0,70.0,3,0,1565.91666666667
1453,2.0,1.0,2.0,1.0,70.0,5,0,8681.33333333333
1455,2.0,1.0,2.0,1.0,71.0,2,0,33140.5833333333
1467,2.0,1.0,2.0,1.0,74.0,2,0,34507.4166666667
1468,2.0,1.0,2.0,1.0,74.0,3,0,1544.66666666667
1470,2.0,1.0,2.0,1.0,74.0,6,0,3690.33333333333
1476,2.0,1.0,2.0,1.0,76.0,3,0,1571.5
1478,2.0,1.0,2.0,1.0,76.0,6,0,2987.5
1483,2.0,1.0,2.0,1.0,78.0,2,0,30459.6666666667
1497,2.0,1.0,2.0,1.0,80.0,3,1,117.583333333333
1506,2.0,1.0,2.0,1.0,80.0,6,4,3471.08333333333
1507,2.0,1.0,2.0,1.0,81.0,5,0,8214.25
1512,2.0,1.0,2.0,1.0,86.0,5,0,8572.58333333333
1518,2.0,1.0,2.0,1.0,90.0,5,2,10032.3333333333
1528,2.0,2.0,2.0,0.0,60.0,6,0,1051.91666666667
1529,2.0,2.0,2.0,0.0,61.0,1,0,11982.0
1530,2.0,2.0,2.0,0.0,61.0,2,0,26609.2916666667
1531,2.0,2.0,2.0,0.0,61.0,4,0,875.666666666667
1535,2.0,2.0,2.0,0.0,62.0,4,0,836.916666666667
1538,2.0,2.0,2.0,0.0,63.0,2,0,27743.0
1541,2.0,2.0,2.0,0.0,64.0,1,0,9322.08333333333
1544,2.0,2.0,2.0,0.0,64.0,6,0,1060.75
1546,2.0,2.0,2.0,0.0,65.0,2,0,24777.4583333333
1547,2.0,2.0,2.0,0.0,65.0,4,0,757.416666666667
1549,2.0,2.0,2.0,0.0,66.0,1,0,10886.5
1553,2.0,2.0,2.0,0.0,67.0,1,0,12782.75
1554,2.0,2.0,2.0,0.0,67.0,2,0,28080.0
1564,2.0,2.0,2.0,0.0,69.0,4,0,766.083333333333
1566,2.0,2.0,2.0,0.0,70.0,1,0,9982.58333333333
1572,2.0,2.0,2.0,0.0,70.0,4,3,833.25
1574,2.0,2.0,2.0,0.0,71.0,1,0,11735.5
1577,2.0,2.0,2.0,0.0,71.0,6,0,1168.04166666667
1581,2.0,2.0,2.0,0.0,72.0,6,0,1103.75
1582,2.0,2.0,2.0,0.0,73.0,1,0,12757.4166666667
1584,2.0,2.0,2.0,0.0,73.0,3,0,379.416666666667
1589,2.0,2.0,2.0,0.0,74.0,6,0,1195.16666666667
1590,2.0,2.0,2.0,0.0,75.0,1,0,14429.25
1601,2.0,2.0,2.0,0.0,77.0,6,0,1109.5
1602,2.0,2.0,2.0,0.0,78.0,1,0,11085.5833333333
1605,2.0,2.0,2.0,0.0,78.0,6,0,1056.20833333333
1606,2.0,2.0,2.0,0.0,79.0,1,0,13463.0833333333
1614,2.0,2.0,2.0,0.0,80.0,2,3,27359.4166666667
1616,2.0,2.0,2.0,0.0,80.0,3,1,89.6666666666667
1621,2.0,2.0,2.0,0.0,80.0,6,2,1233.70833333333
1634,2.0,2.0,2.0,0.0,90.0,1,2,243.666666666667
1639,2.0,2.0,2.0,1.0,59.0,6,0,3525.97916666667
1645,2.0,2.0,2.0,1.0,61.0,2,0,34348.7916666667
1647,2.0,2.0,2.0,1.0,61.0,6,0,2594.5625
1649,2.0,2.0,2.0,1.0,62.0,2,0,33680.8541666667
1668,2.0,2.0,2.0,1.0,67.0,1,0,19775.4583333333
1669,2.0,2.0,2.0,1.0,67.0,2,0,38630.1458333333
1672,2.0,2.0,2.0,1.0,68.0,1,0,15346.4166666667
1673,2.0,2.0,2.0,1.0,68.0,2,0,25870.5416666667
1676,2.0,2.0,2.0,1.0,69.0,1,0,16949.7083333333
1686,2.0,2.0,2.0,1.0,70.0,4,1,1176.70833333333
1693,2.0,2.0,2.0,1.0,71.0,2,0,33973.8125
1697,2.0,2.0,2.0,1.0,72.0,1,0,17699.5416666667
1702,2.0,2.0,2.0,1.0,73.0,1,0,19987.1666666667
1706,2.0,2.0,2.0,1.0,73.0,6,0,3036.72916666667
1716,2.0,2.0,2.0,1.0,75.0,6,0,3277.35416666667
1725,2.0,2.0,2.0,1.0,77.0,5,0,7256.79166666667
1726,2.0,2.0,2.0,1.0,77.0,6,0,2638.91666666667
1733,2.0,2.0,2.0,1.0,79.0,2,0,36975.9791666667
1739,2.0,2.0,2.0,1.0,80.0,2,1,7453.5625
1746,2.0,2.0,2.0,1.0,80.0,3,3,1520.16666666667
1748,2.0,2.0,2.0,1.0,80.0,5,0,7354.375
1749,2.0,2.0,2.0,1.0,80.0,6,0,653.229166666667
1755,2.0,2.0,2.0,1.0,81.0,5,0,7129.70833333333
1756,2.0,2.0,2.0,1.0,82.0,1,0,19555.5416666667
1770,2.0,2.0,2.0,1.0,89.0,1,0,19728.1666666667
1771,2.0,2.0,2.0,1.0,89.0,5,0,7156.58333333333
1776,2.0,2.0,2.0,1.0,90.0,1,4,20901.0
1777,2.0,2.0,2.0,1.0,90.0,5,0,82.0208333333333
1783,2.0,3.0,2.0,0.0,59.0,2,0,39670.0416666667
1792,2.0,3.0,2.0,0.0,61.0,4,0,803.083333333333
1795,2.0,3.0,2.0,0.0,62.0,2,0,30492.9583333333
1801,2.0,3.0,2.0,0.0,63.0,6,0,972.75
1803,2.0,3.0,2.0,0.0,64.0,2,0,24532.5416666667
1804,2.0,3.0,2.0,0.0,64.0,4,0,635.291666666667
1810,2.0,3.0,2.0,0.0,66.0,1,0,12204.7916666667
1832,2.0,3.0,2.0,0.0,70.0,4,2,394.0
1838,2.0,3.0,2.0,0.0,71.0,6,0,1013.66666666667
1840,2.0,3.0,2.0,0.0,72.0,2,0,27071.3333333333
1842,2.0,3.0,2.0,0.0,72.0,6,0,968.041666666667
1847,2.0,3.0,2.0,0.0,74.0,1,0,13831.8333333333
1855,2.0,3.0,2.0,0.0,76.0,1,0,10863.75
1858,2.0,3.0,2.0,0.0,76.0,6,0,873.875
1860,2.0,3.0,2.0,0.0,77.0,2,0,27642.2083333333
1870,2.0,3.0,2.0,0.0,79.0,6,0,1097.95833333333
1876,2.0,3.0,2.0,0.0,80.0,3,0,91.5416666666667
1882,2.0,3.0,2.0,0.0,80.0,6,2,1069.95833333333
1886,2.0,3.0,2.0,0.0,83.0,1,0,15716.8333333333
1891,2.0,3.0,2.0,0.0,88.0,1,0,12440.375
1892,2.0,3.0,2.0,0.0,89.0,1,0,14557.25
1893,2.0,3.0,2.0,0.0,90.0,1,0,249.666666666667
1894,2.0,3.0,2.0,0.0,90.0,1,1,6126.125
1895,2.0,3.0,2.0,0.0,90.0,1,2,272.291666666667
1903,2.0,3.0,2.0,1.0,60.0,4,0,1222.025
1904,2.0,3.0,2.0,1.0,60.0,6,0,3536.18333333333
1907,2.0,3.0,2.0,1.0,61.0,4,0,1259.89166666667
1910,2.0,3.0,2.0,1.0,62.0,2,0,32002.175
1911,2.0,3.0,2.0,1.0,62.0,4,0,1244.69166666667
1914,2.0,3.0,2.0,1.0,63.0,2,0,33387.8083333333
1920,2.0,3.0,2.0,1.0,64.0,6,0,3491.35
1923,2.0,3.0,2.0,1.0,65.0,4,0,1133.9
1926,2.0,3.0,2.0,1.0,66.0,2,0,31910.6416666667
1933,2.0,3.0,2.0,1.0,68.0,1,0,13173.7833333333
1937,2.0,3.0,2.0,1.0,69.0,1,0,14430.0416666667
1941,2.0,3.0,2.0,1.0,69.0,5,0,7877.80833333333
1942,2.0,3.0,2.0,1.0,69.0,6,0,3274.65
1946,2.0,3.0,2.0,1.0,70.0,4,0,527.166666666667
1951,2.0,3.0,2.0,1.0,70.0,5,0,8058.69166666667
1955,2.0,3.0,2.0,1.0,71.0,3,0,1663.95
1963,2.0,3.0,2.0,1.0,73.0,1,0,17220.925
1968,2.0,3.0,2.0,1.0,74.0,1,0,16957.4166666667
1971,2.0,3.0,2.0,1.0,74.0,5,0,8071.125
1973,2.0,3.0,2.0,1.0,75.0,1,0,18952.5333333333
1981,2.0,3.0,2.0,1.0,76.0,5,0,7937.20833333333
1982,2.0,3.0,2.0,1.0,76.0,6,0,3242.74166666667
1984,2.0,3.0,2.0,1.0,77.0,2,0,30761.5666666667
1985,2.0,3.0,2.0,1.0,77.0,3,0,1461.9
1991,2.0,3.0,2.0,1.0,78.0,5,0,8030.86666666667
1994,2.0,3.0,2.0,1.0,79.0,2,0,34993.5166666667
1997,2.0,3.0,2.0,1.0,79.0,6,0,4051.89166666667
1998,2.0,3.0,2.0,1.0,80.0,1,0,14721.075
2004,2.0,3.0,2.0,1.0,80.0,3,0,125.516666666667
2018,2.0,3.0,2.0,1.0,82.0,5,0,7966.075
2029,2.0,3.0,2.0,1.0,88.0,1,0,15732.175
2036,2.0,3.0,2.0,1.0,90.0,1,3,20243.15
