row_id,process.b1.capacity,process.b2.capacity,process.b3.capacity,process.b4.capacity,property.price,property.product,property.winner,verification.time
299,0.0,2.0,1.0,1.0,73.0,5,0,727.05
305,0.0,2.0,1.0,1.0,79.0,5,0,736.225
315,0.0,2.0,2.0,0.0,60.0,2,0,1135.27678571429
318,0.0,2.0,2.0,0.0,60.0,6,2,85.5803571428571
323,0.0,2.0,2.0,0.0,62.0,1,0,456.28125
339,0.0,2.0,2.0,0.0,67.0,2,0,1233.27678571429
340,0.0,2.0,2.0,0.0,67.0,4,0,420.5625
342,0.0,2.0,2.0,0.0,68.0,2,0,910.696428571429
348,0.0,2.0,2.0,0.0,70.0,1,0,376.822916666667
349,0.0,2.0,2.0,0.0,70.0,1,2,417.822916666667
355,0.0,2.0,2.0,0.0,70.0,4,0,344.645833333333
361,0.0,2.0,2.0,0.0,74.0,2,0,1198.07142857143
383,0.0,2.0,2.0,1.0,61.0,4,0,570.340277777778
384,0.0,2.0,2.0,1.0,62.0,1,0,638.212962962963
387,0.0,2.0,2.0,1.0,63.0,1,0,644.009259259259
392,0.0,2.0,2.0,1.0,64.0,4,0,499.555555555556
393,0.0,2.0,2.0,1.0,65.0,1,0,596.62037037037
399,0.0,2.0,2.0,1.0,67.0,1,0,619.657407407407
401,0.0,2.0,2.0,1.0,67.0,4,0,544.104166666667
402,0.0,2.0,2.0,1.0,68.0,1,0,574.703703703704
405,0.0,2.0,2.0,1.0,69.0,1,0,590.574074074074
414,0.0,2.0,2.0,1.0,70.0,2,0,1214.32575757576
429,0.0,2.0,2.0,1.0,73.0,5,0,729.590277777778
447,0.0,2.0,2.0,1.0,80.0,5,2,786.069444444444
448,0.0,2.0,2.0,1.0,80.0,5,3,793.326388888889
453,0.0,3.0,1.0,0.0,60.0,1,0,478.125
454,0.0,3.0,1.0,0.0,60.0,4,0,417.375
473,0.0,3.0,1.0,0.0,68.0,4,0,366.875
474,0.0,3.0,1.0,0.0,69.0,1,0,416.25
478,0.0,3.0,1.0,0.0,70.0,1,2,403.0
489,0.0,3.0,1.0,1.0,60.0,1,0,626.083333333333
494,0.0,3.0,1.0,1.0,60.0,6,4,225.25
504,0.0,3.0,1.0,1.0,65.0,4,0,502.875
517,0.0,3.0,1.0,1.0,70.0,1,3,644.916666666667
518,0.0,3.0,1.0,1.0,70.0,1,4,599.166666666667
527,0.0,3.0,1.0,1.0,70.0,5,0,757.916666666667
529,0.0,3.0,1.0,1.0,72.0,5,0,730.833333333333
530,0.0,3.0,1.0,1.0,73.0,5,0,714.916666666667
532,0.0,3.0,1.0,1.0,75.0,5,0,722.333333333333
535,0.0,3.0,1.0,1.0,78.0,5,0,741.833333333333
539,0.0,3.0,1.0,1.0,80.0,5,3,777.333333333333
542,0.0,3.0,2.0,0.0,59.0,2,0,1517.08333333333
547,0.0,3.0,2.0,0.0,60.0,4,0,411.611111111111
549,0.0,3.0,2.0,0.0,60.0,6,2,83.9444444444444
551,0.0,3.0,2.0,0.0,61.0,1,0,459.666666666667
552,0.0,3.0,2.0,0.0,61.0,2,0,1291.16666666667
555,0.0,3.0,2.0,0.0,62.0,2,0,1236.08333333333
562,0.0,3.0,2.0,0.0,64.0,4,0,354.166666666667
564,0.0,3.0,2.0,0.0,65.0,2,0,1109.27777777778
570,0.0,3.0,2.0,0.0,67.0,2,0,1228.47222222222
573,0.0,3.0,2.0,0.0,68.0,2,0,901.361111111111
578,0.0,3.0,2.0,0.0,69.0,4,0,401.833333333333
580,0.0,3.0,2.0,0.0,70.0,1,2,415.138888888889
582,0.0,3.0,2.0,0.0,70.0,2,0,1009.91666666667
585,0.0,3.0,2.0,0.0,70.0,3,3,99.8055555555556
590,0.0,3.0,2.0,0.0,72.0,2,0,1067.61111111111
597,0.0,3.0,2.0,0.0,79.0,2,0,1272.69444444444
604,0.0,3.0,2.0,1.0,59.0,6,0,259.527777777778
607,0.0,3.0,2.0,1.0,60.0,4,0,550.225
609,0.0,3.0,2.0,1.0,60.0,6,2,91.625
615,0.0,3.0,2.0,1.0,62.0,1,0,657.125
623,0.0,3.0,2.0,1.0,64.0,4,0,494.675
629,0.0,3.0,2.0,1.0,66.0,4,0,510.908333333333
630,0.0,3.0,2.0,1.0,67.0,1,0,645.722222222222
640,0.0,3.0,2.0,1.0,69.0,5,0,757.916666666667
648,0.0,3.0,2.0,1.0,70.0,3,3,176.680555555556
653,0.0,3.0,2.0,1.0,70.0,4,4,557.333333333333
664,0.0,3.0,2.0,1.0,75.0,5,0,756.75
665,0.0,3.0,2.0,1.0,76.0,2,0,1181.19444444444
676,0.0,3.0,2.0,1.0,80.0,2,4,1394.84722222222
684,1.0,1.0,2.0,0.0,60.0,6,0,1196.5625
685,1.0,1.0,2.0,0.0,61.0,2,0,28678.2291666667
690,1.0,1.0,2.0,0.0,63.0,6,0,1260.4375
691,1.0,1.0,2.0,0.0,64.0,2,0,21949.3541666667
705,1.0,1.0,2.0,0.0,70.0,3,0,476.770833333333
707,1.0,1.0,2.0,0.0,71.0,2,0,25994.0
710,1.0,1.0,2.0,0.0,72.0,2,0,24081.7708333333
712,1.0,1.0,2.0,0.0,72.0,6,0,1268.47916666667
723,1.0,1.0,2.0,0.0,76.0,3,0,480.791666666667
724,1.0,1.0,2.0,0.0,76.0,6,0,1128.02083333333
726,1.0,1.0,2.0,0.0,77.0,3,0,437.833333333333
736,1.0,1.0,2.0,0.0,80.0,2,2,27858.7708333333
746,1.0,1.0,2.0,1.0,59.0,2,0,40353.8888888889
748,1.0,1.0,2.0,1.0,60.0,2,0,28170.1111111111
756,1.0,1.0,2.0,1.0,64.0,2,0,27020.2777777778
761,1.0,1.0,2.0,1.0,66.0,6,0,3630.58333333333
764,1.0,1.0,2.0,1.0,68.0,2,0,24020.1944444444
770,1.0,1.0,2.0,1.0,70.0,2,0,26999.6388888889
776,1.0,1.0,2.0,1.0,71.0,5,0,8882.13888888889
783,1.0,1.0,2.0,1.0,73.0,3,0,1317.83333333333
794,1.0,1.0,2.0,1.0,76.0,2,0,25194.5555555556
802,1.0,1.0,2.0,1.0,78.0,2,0,28727.2222222222
806,1.0,1.0,2.0,1.0,79.0,2,0,33975.3333333333
810,1.0,1.0,2.0,1.0,80.0,2,0,6619.13888888889
818,1.0,1.0,2.0,1.0,80.0,3,3,1380.36111111111
824,1.0,1.0,2.0,1.0,80.0,6,3,3872.19444444444
828,1.0,1.0,2.0,1.0,83.0,5,0,8603.52777777778
836,1.0,1.0,2.0,1.0,90.0,5,1,1433.02777777778
837,1.0,1.0,2.0,1.0,90.0,5,2,10424.4722222222
838,1.0,1.0,2.0,1.0,90.0,5,3,9327.91666666667
845,1.0,2.0,2.0,0.0,60.0,2,0,24628.8833333333
857,1.0,2.0,2.0,0.0,63.0,2,0,29260.85
859,1.0,2.0,2.0,0.0,63.0,6,0,1215.6
863,1.0,2.0,2.0,0.0,64.0,6,0,1151.7
873,1.0,2.0,2.0,0.0,67.0,2,0,29747.25
876,1.0,2.0,2.0,0.0,68.0,1,0,8803.19444444445
877,1.0,2.0,2.0,0.0,68.0,2,0,19010.85
882,1.0,2.0,2.0,0.0,69.0,3,0,455.283333333333
887,1.0,2.0,2.0,0.0,70.0,3,0,473.516666666667
894,1.0,2.0,2.0,0.0,71.0,2,0,25648.3166666667
895,1.0,2.0,2.0,0.0,71.0,3,0,434.833333333333
896,1.0,2.0,2.0,0.0,71.0,6,0,1305.0
904,1.0,2.0,2.0,0.0,73.0,6,0,1391.7
913,1.0,2.0,2.0,0.0,76.0,1,0,9649.30555555555
917,1.0,2.0,2.0,0.0,77.0,1,0,11680.2777777778
932,1.0,2.0,2.0,0.0,80.0,2,2,27633.4333333333
933,1.0,2.0,2.0,0.0,80.0,2,3,29100.45
934,1.0,2.0,2.0,0.0,80.0,3,0,91.1
935,1.0,2.0,2.0,0.0,80.0,3,1,86.8833333333333
940,1.0,2.0,2.0,0.0,80.0,6,2,1372.45
941,1.0,2.0,2.0,0.0,80.0,6,3,1422.13333333333
947,1.0,2.0,2.0,0.0,86.0,1,0,10743.1111111111
961,1.0,2.0,2.0,1.0,60.0,4,0,1205.14583333333
962,1.0,2.0,2.0,1.0,60.0,6,0,3310.36904761905
971,1.0,2.0,2.0,1.0,63.0,1,0,18380.0
975,1.0,2.0,2.0,1.0,64.0,1,0,15591.7916666667
977,1.0,2.0,2.0,1.0,64.0,4,0,1045.0625
981,1.0,2.0,2.0,1.0,65.0,4,0,1122.10416666667
984,1.0,2.0,2.0,1.0,66.0,2,0,30479.6904761905
986,1.0,2.0,2.0,1.0,66.0,6,0,3533.38095238095
987,1.0,2.0,2.0,1.0,67.0,1,0,19236.75
990,1.0,2.0,2.0,1.0,67.0,6,0,4002.7619047619
991,1.0,2.0,2.0,1.0,68.0,1,0,14948.9583333333
993,1.0,2.0,2.0,1.0,68.0,4,0,1063.45833333333
1002,1.0,2.0,2.0,1.0,70.0,2,0,26857.6666666667
1013,1.0,2.0,2.0,1.0,71.0,3,0,1460.7380952381
1018,1.0,2.0,2.0,1.0,72.0,3,0,1480.27380952381
1023,1.0,2.0,2.0,1.0,73.0,3,0,1297.5119047619
1024,1.0,2.0,2.0,1.0,73.0,5,0,8621.40476190476
1031,1.0,2.0,2.0,1.0,75.0,1,0,21215.1041666667
1034,1.0,2.0,2.0,1.0,75.0,5,0,8815.28571428571
1045,1.0,2.0,2.0,1.0,77.0,6,0,3362.13095238095
1047,1.0,2.0,2.0,1.0,78.0,2,0,28582.1666666667
1048,1.0,2.0,2.0,1.0,78.0,3,0,1496.65476190476
1050,1.0,2.0,2.0,1.0,78.0,6,0,3317.33333333333
1051,1.0,2.0,2.0,1.0,79.0,1,0,19533.4791666667
1077,1.0,2.0,2.0,1.0,83.0,1,0,20564.2291666667
1078,1.0,2.0,2.0,1.0,83.0,5,0,8636.14285714286
1080,1.0,2.0,2.0,1.0,84.0,5,0,8829.80952380952
1083,1.0,2.0,2.0,1.0,86.0,1,0,17082.9583333333
1093,1.0,2.0,2.0,1.0,90.0,1,2,320.979166666667
1100,1.0,2.0,2.0,1.0,90.0,5,4,84.3333333333333
1102,1.0,3.0,2.0,0.0,59.0,2,0,35540.3611111111
1106,1.0,3.0,2.0,0.0,60.0,2,0,24691.5833333333
1115,1.0,3.0,2.0,0.0,62.0,4,0,895.354166666667
1119,1.0,3.0,2.0,0.0,63.0,4,0,937.208333333333
1124,1.0,3.0,2.0,0.0,64.0,6,0,1128.83333333333
1126,1.0,3.0,2.0,0.0,65.0,2,0,26265.8055555556
1129,1.0,3.0,2.0,0.0,66.0,1,0,11422.2777777778
1134,1.0,3.0,2.0,0.0,67.0,2,0,29873.5277777778
1142,1.0,3.0,2.0,0.0,69.0,2,0,22697.6111111111
1144,1.0,3.0,2.0,0.0,69.0,4,0,802.333333333333
1146,1.0,3.0,2.0,0.0,70.0,1,0,10450.5277777778
1164,1.0,3.0,2.0,0.0,73.0,3,0,426.388888888889
1166,1.0,3.0,2.0,0.0,74.0,1,0,12918.1388888889
1171,1.0,3.0,2.0,0.0,75.0,2,0,31665.0277777778
1174,1.0,3.0,2.0,0.0,76.0,1,0,10253.8055555556
1181,1.0,3.0,2.0,0.0,77.0,6,0,1179.33333333333
1187,1.0,3.0,2.0,0.0,79.0,2,0,28434.25
1192,1.0,3.0,2.0,0.0,80.0,2,1,5947.33333333333
1198,1.0,3.0,2.0,0.0,80.0,3,3,458.527777777778
1205,1.0,3.0,2.0,0.0,83.0,1,0,14871.6666666667
1214,1.0,3.0,2.0,0.0,90.0,1,2,262.416666666667
1223,1.0,3.0,2.0,1.0,60.0,6,0,2850.375
1224,1.0,3.0,2.0,1.0,61.0,1,0,18410.9270833333
1226,1.0,3.0,2.0,1.0,61.0,4,0,1251.65
1243,1.0,3.0,2.0,1.0,65.0,6,0,2996.38541666667
1244,1.0,3.0,2.0,1.0,66.0,1,0,17973.4895833333
1249,1.0,3.0,2.0,1.0,67.0,2,0,38404.65625
1253,1.0,3.0,2.0,1.0,68.0,2,0,25661.40625
1258,1.0,3.0,2.0,1.0,69.0,3,0,1637.90625
1263,1.0,3.0,2.0,1.0,70.0,2,0,28977.28125
1274,1.0,3.0,2.0,1.0,71.0,3,0,1593.34375
1275,1.0,3.0,2.0,1.0,71.0,5,0,8466.04166666667
1279,1.0,3.0,2.0,1.0,72.0,3,0,1576.14583333333
1289,1.0,3.0,2.0,1.0,74.0,3,0,1593.33333333333
1295,1.0,3.0,2.0,1.0,75.0,5,0,8369.58333333333
1297,1.0,3.0,2.0,1.0,76.0,1,0,16303.5208333333
1309,1.0,3.0,2.0,1.0,78.0,3,0,1617.19791666667
1318,1.0,3.0,2.0,1.0,80.0,2,0,7088.23958333333
1321,1.0,3.0,2.0,1.0,80.0,2,3,37800.4791666667
1322,1.0,3.0,2.0,1.0,80.0,2,4,33720.28125
1325,1.0,3.0,2.0,1.0,80.0,3,2,1543.1875
1328,1.0,3.0,2.0,1.0,80.0,5,0,8388.55208333333
1332,1.0,3.0,2.0,1.0,80.0,6,3,3327.46875
1342,1.0,3.0,2.0,1.0,85.0,1,0,17491.75
1347,1.0,3.0,2.0,1.0,87.0,5,0,8238.22916666667
1349,1.0,3.0,2.0,1.0,88.0,5,0,8391.19791666667
1356,1.0,3.0,2.0,1.0,90.0,1,4,20750.8229166667
1360,1.0,3.0,2.0,1.0,90.0,5,3,8954.65625
1361,1.0,3.0,2.0,1.0,90.0,5,4,84.3958333333333
1363,2.0,1.0,2.0,0.0,59.0,6,0,1673.5
1366,2.0,1.0,2.0,0.0,61.0,2,0,28482.1666666667
1368,2.0,1.0,2.0,0.0,62.0,2,0,26956.8333333333
1369,2.0,1.0,2.0,0.0,62.0,6,0,1173.33333333333
1370,2.0,1.0,2.0,0.0,63.0,2,0,29323.0
1380,2.0,1.0,2.0,0.0,68.0,2,0,19152.25
1387,2.0,1.0,2.0,0.0,70.0,6,0,1090.5
1390,2.0,1.0,2.0,0.0,71.0,6,0,1257.66666666667
1394,2.0,1.0,2.0,0.0,73.0,2,0,29160.3333333333
1410,2.0,1.0,2.0,0.0,78.0,3,0,448.083333333333
1411,2.0,1.0,2.0,0.0,78.0,6,0,1167.16666666667
1414,2.0,1.0,2.0,0.0,79.0,6,0,1378.58333333333
1416,2.0,1.0,2.0,0.0,80.0,2,1,5869.5
1420,2.0,1.0,2.0,0.0,80.0,3,1,82.4166666666667
1425,2.0,1.0,2.0,0.0,80.0,6,2,1340.83333333333
1426,2.0,1.0,2.0,0.0,80.0,6,3,1409.41666666667
1427,2.0,1.0,2.0,1.0,59.0,2,0,42828.4166666667
1442,2.0,1.0,2.0,1.0,66.0,6,0,3583.08333333333
1443,2.0,1.0,2.0,1.0,67.0,2,0,37601.0833333333
1444,2.0,1.0,2.0,1.0,67.0,6,0,3890.75
1449,2.0,1.0,2.0,1.0,69.0,5,0,8394.08333333333
1457,2.0,1.0,2.0,1.0,71.0,5,0,8412.41666666667
1474,2.0,1.0,2.0,1.0,75.0,6,0,4084.58333333333
1480,2.0,1.0,2.0,1.0,77.0,3,0,1305.5
1481,2.0,1.0,2.0,1.0,77.0,5,0,8498.58333333333
1499,2.0,1.0,2.0,1.0,80.0,3,3,1456.16666666667
1502,2.0,1.0,2.0,1.0,80.0,6,0,788.5
1504,2.0,1.0,2.0,1.0,80.0,6,2,3810.08333333333
1511,2.0,1.0,2.0,1.0,85.0,5,0,8122.41666666667
1533,2.0,2.0,2.0,0.0,62.0,1,0,11697.75
1534,2.0,2.0,2.0,0.0,62.0,2,0,25565.75
1536,2.0,2.0,2.0,0.0,62.0,6,0,1090.54166666667
1539,2.0,2.0,2.0,0.0,63.0,4,0,888.916666666667
1542,2.0,2.0,2.0,0.0,64.0,2,0,20705.6666666667
1543,2.0,2.0,2.0,0.0,64.0,4,0,666.0
1548,2.0,2.0,2.0,0.0,65.0,6,0,1110.375
1550,2.0,2.0,2.0,0.0,66.0,2,0,23904.125
1552,2.0,2.0,2.0,0.0,66.0,6,0,1149.83333333333
1559,2.0,2.0,2.0,0.0,68.0,4,0,681.25
1561,2.0,2.0,2.0,0.0,69.0,1,0,10370.5
1565,2.0,2.0,2.0,0.0,69.0,6,0,981.916666666667
1567,2.0,2.0,2.0,0.0,70.0,2,0,20737.0416666667
1579,2.0,2.0,2.0,0.0,72.0,2,0,22835.3333333333
1593,2.0,2.0,2.0,0.0,75.0,6,0,1431.375
1595,2.0,2.0,2.0,0.0,76.0,2,0,19022.8333333333
1596,2.0,2.0,2.0,0.0,76.0,3,0,431.708333333333
1598,2.0,2.0,2.0,0.0,77.0,1,0,11617.25
1603,2.0,2.0,2.0,0.0,78.0,2,0,22187.9583333333
1612,2.0,2.0,2.0,0.0,80.0,2,1,5542.70833333333
1613,2.0,2.0,2.0,0.0,80.0,2,2,26016.5833333333
1615,2.0,2.0,2.0,0.0,80.0,3,0,87.7083333333333
1624,2.0,2.0,2.0,0.0,82.0,1,0,12061.5833333333
1651,2.0,2.0,2.0,1.0,62.0,6,0,2680.625
1652,2.0,2.0,2.0,1.0,63.0,1,0,18951.6666666667
1658,2.0,2.0,2.0,1.0,64.0,4,0,1022.70833333333
1664,2.0,2.0,2.0,1.0,66.0,1,0,17875.7916666667
1679,2.0,2.0,2.0,1.0,69.0,4,0,1096.95833333333
1682,2.0,2.0,2.0,1.0,70.0,1,0,16981.875
1688,2.0,2.0,2.0,1.0,70.0,4,3,1168.66666666667
1691,2.0,2.0,2.0,1.0,70.0,6,0,2435.10416666667
1696,2.0,2.0,2.0,1.0,71.0,6,0,2783.39583333333
1705,2.0,2.0,2.0,1.0,73.0,5,0,7266.52083333333
1711,2.0,2.0,2.0,1.0,74.0,6,0,2920.22916666667
1712,2.0,2.0,2.0,1.0,75.0,1,0,21973.0833333333
1713,2.0,2.0,2.0,1.0,75.0,2,0,40673.1041666667
1717,2.0,2.0,2.0,1.0,76.0,1,0,16215.625
1718,2.0,2.0,2.0,1.0,76.0,2,0,27507.5208333333
1719,2.0,2.0,2.0,1.0,76.0,3,0,1708.25
1724,2.0,2.0,2.0,1.0,77.0,3,0,1510.04166666667
1731,2.0,2.0,2.0,1.0,78.0,6,0,2579.6875
1734,2.0,2.0,2.0,1.0,79.0,3,0,1651.375
1742,2.0,2.0,2.0,1.0,80.0,2,4,34097.2916666667
1753,2.0,2.0,2.0,1.0,80.0,6,4,2810.6875
1757,2.0,2.0,2.0,1.0,82.0,5,0,7332.95833333333
1758,2.0,2.0,2.0,1.0,83.0,1,0,21271.1666666667
1760,2.0,2.0,2.0,1.0,84.0,1,0,15953.1666666667
1763,2.0,2.0,2.0,1.0,85.0,5,0,7043.9375
1767,2.0,2.0,2.0,1.0,87.0,5,0,7221.85416666667
1773,2.0,2.0,2.0,1.0,90.0,1,1,8841.125
1778,2.0,2.0,2.0,1.0,90.0,5,1,1217.52083333333
1779,2.0,2.0,2.0,1.0,90.0,5,2,8721.14583333333
1785,2.0,3.0,2.0,0.0,59.0,6,0,1327.20833333333
1786,2.0,3.0,2.0,0.0,60.0,1,0,11861.0
1787,2.0,3.0,2.0,0.0,60.0,2,0,27674.0833333333
1791,2.0,3.0,2.0,0.0,61.0,2,0,31959.4583333333
1798,2.0,3.0,2.0,0.0,63.0,1,0,14320.5833333333
1799,2.0,3.0,2.0,0.0,63.0,2,0,32823.0
1806,2.0,3.0,2.0,0.0,65.0,1,0,12516.625
1814,2.0,3.0,2.0,0.0,67.0,1,0,14441.75
1815,2.0,3.0,2.0,0.0,67.0,2,0,33097.2083333333
1817,2.0,3.0,2.0,0.0,67.0,6,0,1141.08333333333
1819,2.0,3.0,2.0,0.0,68.0,2,0,21373.375
1823,2.0,3.0,2.0,0.0,69.0,2,0,25577.6666666667
1824,2.0,3.0,2.0,0.0,69.0,3,0,457.625
1825,2.0,3.0,2.0,0.0,69.0,4,0,717.5
1831,2.0,3.0,2.0,0.0,70.0,4,1,785.083333333333
1834,2.0,3.0,2.0,0.0,70.0,6,0,893.666666666667
1843,2.0,3.0,2.0,0.0,73.0,1,0,14420.0
1846,2.0,3.0,2.0,0.0,73.0,6,0,1094.125
1848,2.0,3.0,2.0,0.0,74.0,2,0,30254.0
1849,2.0,3.0,2.0,0.0,74.0,3,0,446.583333333333
1851,2.0,3.0,2.0,0.0,75.0,1,0,16537.9583333333
1857,2.0,3.0,2.0,0.0,76.0,3,0,434.583333333333
1864,2.0,3.0,2.0,0.0,78.0,2,0,26386.0
1877,2.0,3.0,2.0,0.0,80.0,3,1,84.8333333333333
1898,2.0,3.0,2.0,1.0,59.0,2,0,41602.1666666667
1906,2.0,3.0,2.0,1.0,61.0,2,0,32508.3666666667
1913,2.0,3.0,2.0,1.0,63.0,1,0,16262.9666666667
1918,2.0,3.0,2.0,1.0,64.0,2,0,27994.025
1921,2.0,3.0,2.0,1.0,65.0,1,0,15329.4833333333
1922,2.0,3.0,2.0,1.0,65.0,2,0,32508.4166666667
1928,2.0,3.0,2.0,1.0,66.0,6,0,3769.2
1932,2.0,3.0,2.0,1.0,67.0,6,0,4251.225
1934,2.0,3.0,2.0,1.0,68.0,2,0,24726.775
1935,2.0,3.0,2.0,1.0,68.0,4,0,1087.6
1936,2.0,3.0,2.0,1.0,68.0,6,0,3200.975
1939,2.0,3.0,2.0,1.0,69.0,3,0,1715.25
1943,2.0,3.0,2.0,1.0,70.0,1,0,14385.0916666667
1944,2.0,3.0,2.0,1.0,70.0,2,0,27941.7
1953,2.0,3.0,2.0,1.0,71.0,1,0,15919.775
1957,2.0,3.0,2.0,1.0,71.0,6,0,3734.4
1966,2.0,3.0,2.0,1.0,73.0,5,0,7801.85833333333
1969,2.0,3.0,2.0,1.0,74.0,2,0,33842.8333333333
1979,2.0,3.0,2.0,1.0,76.0,2,0,26250.525
1983,2.0,3.0,2.0,1.0,77.0,1,0,15737.0916666667
2001,2.0,3.0,2.0,1.0,80.0,2,2,34314.5666666667
2005,2.0,3.0,2.0,1.0,80.0,3,1,123.25
2009,2.0,3.0,2.0,1.0,80.0,5,0,7918.48333333333
2011,2.0,3.0,2.0,1.0,80.0,6,1,914.875
2022,2.0,3.0,2.0,1.0,84.0,5,0,7921.88333333333
2025,2.0,3.0,2.0,1.0,86.0,1,0,15241.5333333333
2027,2.0,3.0,2.0,1.0,87.0,1,0,16924.2583333333
2030,2.0,3.0,2.0,1.0,88.0,5,0,7837.23333333333
2031,2.0,3.0,2.0,1.0,89.0,1,0,16876.1583333333
2032,2.0,3.0,2.0,1.0,89.0,5,0,7748.01666666667
2035,2.0,3.0,2.0,1.0,90.0,1,2,290.65
2042,2.0,3.0,2.0,1.0,90.0,5,4,82.0083333333333
