row_id,frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
208,1600.0,0.0,0.2286,55.5,0.00229336,126.79
209,2000.0,0.0,0.2286,55.5,0.00229336,126.54
211,3150.0,0.0,0.2286,55.5,0.00229336,125.16
212,4000.0,0.0,0.2286,55.5,0.00229336,123.41
213,5000.0,0.0,0.2286,55.5,0.00229336,122.41
214,6300.0,0.0,0.2286,55.5,0.00229336,118.41
215,315.0,0.0,0.2286,39.6,0.00253511,121.055
216,400.0,0.0,0.2286,39.6,0.00253511,123.565
217,500.0,0.0,0.2286,39.6,0.00253511,126.195
218,630.0,0.0,0.2286,39.6,0.00253511,128.705
219,800.0,0.0,0.2286,39.6,0.00253511,130.205
220,1000.0,0.0,0.2286,39.6,0.00253511,130.435
221,1250.0,0.0,0.2286,39.6,0.00253511,129.395
222,1600.0,0.0,0.2286,39.6,0.00253511,127.095
223,2000.0,0.0,0.2286,39.6,0.00253511,125.305
225,3150.0,0.0,0.2286,39.6,0.00253511,124.625
226,4000.0,0.0,0.2286,39.6,0.00253511,123.465
229,315.0,0.0,0.2286,31.7,0.0027238,120.595
231,500.0,0.0,0.2286,31.7,0.0027238,126.675
235,1250.0,0.0,0.2286,31.7,0.0027238,128.805
238,2500.0,0.0,0.2286,31.7,0.0027238,123.445
241,5000.0,0.0,0.2286,31.7,0.0027238,120.505
243,400.0,2.0,0.2286,71.3,0.00293031,125.116
244,500.0,2.0,0.2286,71.3,0.00293031,126.486
245,630.0,2.0,0.2286,71.3,0.00293031,127.356
246,800.0,2.0,0.2286,71.3,0.00293031,128.216
247,1000.0,2.0,0.2286,71.3,0.00293031,128.956
249,1600.0,2.0,0.2286,71.3,0.00293031,127.796
250,2000.0,2.0,0.2286,71.3,0.00293031,126.896
251,2500.0,2.0,0.2286,71.3,0.00293031,127.006
252,3150.0,2.0,0.2286,71.3,0.00293031,126.116
253,4000.0,2.0,0.2286,71.3,0.00293031,124.086
255,6300.0,2.0,0.2286,71.3,0.00293031,120.786
256,8000.0,2.0,0.2286,71.3,0.00293031,115.996
257,10000.0,2.0,0.2286,71.3,0.00293031,113.086
258,400.0,2.0,0.2286,55.5,0.00313525,122.292
262,1000.0,2.0,0.2286,55.5,0.00313525,129.002
267,3150.0,2.0,0.2286,55.5,0.00313525,123.742
268,4000.0,2.0,0.2286,55.5,0.00313525,122.232
273,500.0,2.0,0.2286,39.6,0.00346574,125.157
274,630.0,2.0,0.2286,39.6,0.00346574,127.417
276,1000.0,2.0,0.2286,39.6,0.00346574,129.147
278,1600.0,2.0,0.2286,39.6,0.00346574,125.837
279,2000.0,2.0,0.2286,39.6,0.00346574,122.797
280,2500.0,2.0,0.2286,39.6,0.00346574,121.397
284,6300.0,2.0,0.2286,39.6,0.00346574,116.417
288,630.0,2.0,0.2286,31.7,0.00372371,129.057
289,800.0,2.0,0.2286,31.7,0.00372371,130.307
293,2000.0,2.0,0.2286,31.7,0.00372371,123.037
294,2500.0,2.0,0.2286,31.7,0.00372371,121.407
297,5000.0,2.0,0.2286,31.7,0.00372371,118.267
298,6300.0,2.0,0.2286,31.7,0.00372371,115.137
301,800.0,4.0,0.2286,71.3,0.00400603,130.688
302,1000.0,4.0,0.2286,71.3,0.00400603,131.708
305,2000.0,4.0,0.2286,71.3,0.00400603,126.218
306,2500.0,4.0,0.2286,71.3,0.00400603,124.338
307,3150.0,4.0,0.2286,71.3,0.00400603,124.108
309,5000.0,4.0,0.2286,71.3,0.00400603,121.118
310,6300.0,4.0,0.2286,71.3,0.00400603,118.618
312,10000.0,4.0,0.2286,71.3,0.00400603,113.108
316,400.0,4.0,0.2286,55.5,0.0042862,123.274
318,630.0,4.0,0.2286,55.5,0.0042862,129.964
319,800.0,4.0,0.2286,55.5,0.0042862,131.864
320,1000.0,4.0,0.2286,55.5,0.0042862,132.134
321,1250.0,4.0,0.2286,55.5,0.0042862,131.264
322,1600.0,4.0,0.2286,55.5,0.0042862,128.264
326,4000.0,4.0,0.2286,55.5,0.0042862,120.654
327,5000.0,4.0,0.2286,55.5,0.0042862,120.034
328,6300.0,4.0,0.2286,55.5,0.0042862,117.154
329,8000.0,4.0,0.2286,55.5,0.0042862,112.524
332,500.0,4.0,0.2286,39.6,0.00473801,127.039
333,630.0,4.0,0.2286,39.6,0.00473801,129.579
335,1000.0,4.0,0.2286,39.6,0.00473801,129.969
336,1250.0,4.0,0.2286,39.6,0.00473801,128.339
337,1600.0,4.0,0.2286,39.6,0.00473801,125.319
339,2500.0,4.0,0.2286,39.6,0.00473801,119.649
340,3150.0,4.0,0.2286,39.6,0.00473801,120.419
342,5000.0,4.0,0.2286,39.6,0.00473801,117.649
344,8000.0,4.0,0.2286,39.6,0.00473801,113.129
351,1000.0,4.0,0.2286,31.7,0.00509068,129.869
353,1600.0,4.0,0.2286,31.7,0.00509068,125.229
354,2000.0,4.0,0.2286,31.7,0.00509068,122.089
355,2500.0,4.0,0.2286,31.7,0.00509068,120.209
356,3150.0,4.0,0.2286,31.7,0.00509068,120.229
359,6300.0,4.0,0.2286,31.7,0.00509068,112.699
360,400.0,5.3,0.2286,71.3,0.0051942,127.7
361,500.0,5.3,0.2286,71.3,0.0051942,129.88
362,630.0,5.3,0.2286,71.3,0.0051942,131.8
363,800.0,5.3,0.2286,71.3,0.0051942,133.48
364,1000.0,5.3,0.2286,71.3,0.0051942,134.0
367,2000.0,5.3,0.2286,71.3,0.0051942,125.89
368,2500.0,5.3,0.2286,71.3,0.0051942,123.74
369,3150.0,5.3,0.2286,71.3,0.0051942,123.12
370,4000.0,5.3,0.2286,71.3,0.0051942,120.33
371,5000.0,5.3,0.2286,71.3,0.0051942,118.05
372,6300.0,5.3,0.2286,71.3,0.0051942,116.92
374,10000.0,5.3,0.2286,71.3,0.0051942,111.35
375,250.0,5.3,0.2286,39.6,0.00614329,127.011
376,315.0,5.3,0.2286,39.6,0.00614329,129.691
378,500.0,5.3,0.2286,39.6,0.00614329,132.251
379,630.0,5.3,0.2286,39.6,0.00614329,132.011
380,800.0,5.3,0.2286,39.6,0.00614329,129.491
381,1000.0,5.3,0.2286,39.6,0.00614329,125.581
382,1250.0,5.3,0.2286,39.6,0.00614329,125.721
383,1600.0,5.3,0.2286,39.6,0.00614329,123.081
384,2000.0,5.3,0.2286,39.6,0.00614329,117.911
385,2500.0,5.3,0.2286,39.6,0.00614329,116.151
389,6300.0,5.3,0.2286,39.6,0.00614329,112.541
390,200.0,7.3,0.2286,71.3,0.0104404,138.758
391,250.0,7.3,0.2286,71.3,0.0104404,139.918
394,500.0,7.3,0.2286,71.3,0.0104404,136.798
395,630.0,7.3,0.2286,71.3,0.0104404,133.768
397,1000.0,7.3,0.2286,71.3,0.0104404,126.838
398,1250.0,7.3,0.2286,71.3,0.0104404,127.358
399,1600.0,7.3,0.2286,71.3,0.0104404,125.728
400,2000.0,7.3,0.2286,71.3,0.0104404,122.708
401,2500.0,7.3,0.2286,71.3,0.0104404,122.088
406,200.0,7.3,0.2286,55.5,0.0111706,135.234
407,250.0,7.3,0.2286,55.5,0.0111706,136.384
408,315.0,7.3,0.2286,55.5,0.0111706,136.284
410,500.0,7.3,0.2286,55.5,0.0111706,133.174
412,800.0,7.3,0.2286,55.5,0.0111706,128.444
413,1000.0,7.3,0.2286,55.5,0.0111706,125.194
415,1600.0,7.3,0.2286,55.5,0.0111706,123.354
416,2000.0,7.3,0.2286,55.5,0.0111706,120.354
419,4000.0,7.3,0.2286,55.5,0.0111706,117.284
420,5000.0,7.3,0.2286,55.5,0.0111706,113.144
423,250.0,7.3,0.2286,39.6,0.0123481,131.889
425,400.0,7.3,0.2286,39.6,0.0123481,132.039
429,1000.0,7.3,0.2286,39.6,0.0123481,122.539
430,1250.0,7.3,0.2286,39.6,0.0123481,123.189
431,1600.0,7.3,0.2286,39.6,0.0123481,121.059
433,2500.0,7.3,0.2286,39.6,0.0123481,116.559
434,3150.0,7.3,0.2286,39.6,0.0123481,114.309
435,4000.0,7.3,0.2286,39.6,0.0123481,114.079
437,6300.0,7.3,0.2286,39.6,0.0123481,110.839
438,200.0,7.3,0.2286,31.7,0.0132672,128.679
440,315.0,7.3,0.2286,31.7,0.0132672,130.239
441,400.0,7.3,0.2286,31.7,0.0132672,130.269
442,500.0,7.3,0.2286,31.7,0.0132672,128.169
444,800.0,7.3,0.2286,31.7,0.0132672,123.209
445,1000.0,7.3,0.2286,31.7,0.0132672,119.099
446,1250.0,7.3,0.2286,31.7,0.0132672,120.509
449,2500.0,7.3,0.2286,31.7,0.0132672,114.709
451,4000.0,7.3,0.2286,31.7,0.0132672,112.639
452,5000.0,7.3,0.2286,31.7,0.0132672,111.029
453,6300.0,7.3,0.2286,31.7,0.0132672,110.689
457,1600.0,0.0,0.1524,71.3,0.0015988,129.667
459,2500.0,0.0,0.1524,71.3,0.0015988,128.127
461,4000.0,0.0,0.1524,71.3,0.0015988,128.857
463,6300.0,0.0,0.1524,71.3,0.0015988,125.427
464,8000.0,0.0,0.1524,71.3,0.0015988,122.527
465,10000.0,0.0,0.1524,71.3,0.0015988,120.247
466,12500.0,0.0,0.1524,71.3,0.0015988,117.087
470,800.0,0.0,0.1524,55.5,0.00172668,126.713
471,1000.0,0.0,0.1524,55.5,0.00172668,128.583
472,1250.0,0.0,0.1524,55.5,0.00172668,129.953
473,1600.0,0.0,0.1524,55.5,0.00172668,130.183
474,2000.0,0.0,0.1524,55.5,0.00172668,129.673
476,3150.0,0.0,0.1524,55.5,0.00172668,127.753
477,4000.0,0.0,0.1524,55.5,0.00172668,127.233
478,5000.0,0.0,0.1524,55.5,0.00172668,125.203
479,6300.0,0.0,0.1524,55.5,0.00172668,123.303
480,8000.0,0.0,0.1524,55.5,0.00172668,121.903
482,12500.0,0.0,0.1524,55.5,0.00172668,117.093
484,500.0,0.0,0.1524,39.6,0.00193287,119.513
489,1600.0,0.0,0.1524,39.6,0.00193287,131.013
490,2000.0,0.0,0.1524,39.6,0.00193287,129.633
491,2500.0,0.0,0.1524,39.6,0.00193287,126.863
493,4000.0,0.0,0.1524,39.6,0.00193287,125.343
495,6300.0,0.0,0.1524,39.6,0.00193287,121.313
496,8000.0,0.0,0.1524,39.6,0.00193287,120.553
497,10000.0,0.0,0.1524,39.6,0.00193287,115.413
498,500.0,0.0,0.1524,31.7,0.00209405,121.617
500,800.0,0.0,0.1524,31.7,0.00209405,129.117
502,1250.0,0.0,0.1524,31.7,0.00209405,131.467
503,1600.0,0.0,0.1524,31.7,0.00209405,130.817
505,2500.0,0.0,0.1524,31.7,0.00209405,125.867
510,8000.0,0.0,0.1524,31.7,0.00209405,117.957
511,630.0,2.7,0.1524,71.3,0.00243851,127.404
512,800.0,2.7,0.1524,71.3,0.00243851,127.394
513,1000.0,2.7,0.1524,71.3,0.00243851,128.774
516,2000.0,2.7,0.1524,71.3,0.00243851,130.114
518,3150.0,2.7,0.1524,71.3,0.00243851,127.054
519,4000.0,2.7,0.1524,71.3,0.00243851,126.534
521,6300.0,2.7,0.1524,71.3,0.00243851,121.944
522,8000.0,2.7,0.1524,71.3,0.00243851,120.534
525,16000.0,2.7,0.1524,71.3,0.00243851,110.364
526,500.0,2.7,0.1524,39.6,0.00294804,121.009
527,630.0,2.7,0.1524,39.6,0.00294804,125.809
529,1000.0,2.7,0.1524,39.6,0.00294804,130.589
530,1250.0,2.7,0.1524,39.6,0.00294804,130.829
532,2000.0,2.7,0.1524,39.6,0.00294804,128.139
533,2500.0,2.7,0.1524,39.6,0.00294804,125.589
537,6300.0,2.7,0.1524,39.6,0.00294804,119.209
540,12500.0,2.7,0.1524,39.6,0.00294804,108.649
543,630.0,5.4,0.1524,71.3,0.00401199,128.971
544,800.0,5.4,0.1524,71.3,0.00401199,131.281
548,2000.0,5.4,0.1524,71.3,0.00401199,131.111
549,2500.0,5.4,0.1524,71.3,0.00401199,127.591
551,4000.0,5.4,0.1524,71.3,0.00401199,121.431
553,6300.0,5.4,0.1524,71.3,0.00401199,116.411
556,630.0,5.4,0.1524,55.5,0.00433288,131.807
557,800.0,5.4,0.1524,55.5,0.00433288,133.097
558,1000.0,5.4,0.1524,55.5,0.00433288,132.127
559,1250.0,5.4,0.1524,55.5,0.00433288,130.777
562,2500.0,5.4,0.1524,55.5,0.00433288,124.077
565,5000.0,5.4,0.1524,55.5,0.00433288,118.757
567,8000.0,5.4,0.1524,55.5,0.00433288,114.927
568,315.0,5.4,0.1524,39.6,0.00485029,125.347
571,630.0,5.4,0.1524,39.6,0.00485029,132.357
574,1250.0,5.4,0.1524,39.6,0.00485029,127.117
575,1600.0,5.4,0.1524,39.6,0.00485029,126.267
581,6300.0,5.4,0.1524,39.6,0.00485029,116.677
582,315.0,5.4,0.1524,31.7,0.00525474,125.741
583,400.0,5.4,0.1524,31.7,0.00525474,127.781
584,500.0,5.4,0.1524,31.7,0.00525474,129.681
585,630.0,5.4,0.1524,31.7,0.00525474,131.471
586,800.0,5.4,0.1524,31.7,0.00525474,131.491
587,1000.0,5.4,0.1524,31.7,0.00525474,128.241
590,2000.0,5.4,0.1524,31.7,0.00525474,122.771
591,2500.0,5.4,0.1524,31.7,0.00525474,119.151
596,315.0,7.2,0.1524,71.3,0.00752039,128.713
597,400.0,7.2,0.1524,71.3,0.00752039,130.123
598,500.0,7.2,0.1524,71.3,0.00752039,132.043
599,630.0,7.2,0.1524,71.3,0.00752039,134.853
600,800.0,7.2,0.1524,71.3,0.00752039,136.023
601,1000.0,7.2,0.1524,71.3,0.00752039,134.273
605,2500.0,7.2,0.1524,71.3,0.00752039,124.353
606,3150.0,7.2,0.1524,71.3,0.00752039,116.783
607,4000.0,7.2,0.1524,71.3,0.00752039,119.343
608,5000.0,7.2,0.1524,71.3,0.00752039,118.343
609,6300.0,7.2,0.1524,71.3,0.00752039,116.603
610,8000.0,7.2,0.1524,71.3,0.00752039,113.333
612,250.0,7.2,0.1524,39.6,0.00909175,127.488
613,315.0,7.2,0.1524,39.6,0.00909175,130.558
615,500.0,7.2,0.1524,39.6,0.00909175,132.658
617,800.0,7.2,0.1524,39.6,0.00909175,132.358
618,1000.0,7.2,0.1524,39.6,0.00909175,128.338
619,1250.0,7.2,0.1524,39.6,0.00909175,122.428
620,1600.0,7.2,0.1524,39.6,0.00909175,120.058
621,2000.0,7.2,0.1524,39.6,0.00909175,120.228
624,4000.0,7.2,0.1524,39.6,0.00909175,114.258
625,5000.0,7.2,0.1524,39.6,0.00909175,113.288
627,8000.0,7.2,0.1524,39.6,0.00909175,111.588
628,10000.0,7.2,0.1524,39.6,0.00909175,110.868
629,200.0,9.9,0.1524,71.3,0.0193001,134.319
634,630.0,9.9,0.1524,71.3,0.0193001,129.889
635,800.0,9.9,0.1524,71.3,0.0193001,128.879
636,1000.0,9.9,0.1524,71.3,0.0193001,126.349
637,1250.0,9.9,0.1524,71.3,0.0193001,122.679
638,1600.0,9.9,0.1524,71.3,0.0193001,121.789
643,5000.0,9.9,0.1524,71.3,0.0193001,114.569
645,200.0,9.9,0.1524,55.5,0.0208438,131.955
648,400.0,9.9,0.1524,55.5,0.0208438,131.605
649,500.0,9.9,0.1524,55.5,0.0208438,127.815
650,630.0,9.9,0.1524,55.5,0.0208438,127.315
651,800.0,9.9,0.1524,55.5,0.0208438,126.565
652,1000.0,9.9,0.1524,55.5,0.0208438,124.665
653,1250.0,9.9,0.1524,55.5,0.0208438,121.635
654,1600.0,9.9,0.1524,55.5,0.0208438,119.875
655,2000.0,9.9,0.1524,55.5,0.0208438,119.505
657,3150.0,9.9,0.1524,55.5,0.0208438,115.085
658,4000.0,9.9,0.1524,55.5,0.0208438,112.945
659,5000.0,9.9,0.1524,55.5,0.0208438,112.065
660,6300.0,9.9,0.1524,55.5,0.0208438,110.555
661,200.0,9.9,0.1524,39.6,0.0233328,127.315
664,400.0,9.9,0.1524,39.6,0.0233328,128.345
665,500.0,9.9,0.1524,39.6,0.0233328,126.835
666,630.0,9.9,0.1524,39.6,0.0233328,126.465
667,800.0,9.9,0.1524,39.6,0.0233328,126.345
668,1000.0,9.9,0.1524,39.6,0.0233328,123.835
670,1600.0,9.9,0.1524,39.6,0.0233328,118.545
672,2500.0,9.9,0.1524,39.6,0.0233328,116.295
676,6300.0,9.9,0.1524,39.6,0.0233328,109.885
677,200.0,9.9,0.1524,31.7,0.0252785,127.299
678,250.0,9.9,0.1524,31.7,0.0252785,128.559
680,400.0,9.9,0.1524,31.7,0.0252785,128.939
681,500.0,9.9,0.1524,31.7,0.0252785,127.179
683,800.0,9.9,0.1524,31.7,0.0252785,125.539
684,1000.0,9.9,0.1524,31.7,0.0252785,122.149
685,1250.0,9.9,0.1524,31.7,0.0252785,118.619
688,2500.0,9.9,0.1524,31.7,0.0252785,114.729
690,4000.0,9.9,0.1524,31.7,0.0252785,111.459
691,5000.0,9.9,0.1524,31.7,0.0252785,109.949
695,315.0,12.6,0.1524,71.3,0.0483159,128.484
696,400.0,12.6,0.1524,71.3,0.0483159,127.094
697,500.0,12.6,0.1524,71.3,0.0483159,121.664
699,800.0,12.6,0.1524,71.3,0.0483159,123.054
701,1250.0,12.6,0.1524,71.3,0.0483159,120.154
702,1600.0,12.6,0.1524,71.3,0.0483159,120.534
703,2000.0,12.6,0.1524,71.3,0.0483159,117.504
707,5000.0,12.6,0.1524,71.3,0.0483159,108.034
708,6300.0,12.6,0.1524,71.3,0.0483159,107.284
709,200.0,12.6,0.1524,39.6,0.0584113,114.75
711,315.0,12.6,0.1524,39.6,0.0584113,116.02
714,630.0,12.6,0.1524,39.6,0.0584113,116.55
718,1600.0,12.6,0.1524,39.6,0.0584113,110.78
719,2000.0,12.6,0.1524,39.6,0.0584113,109.52
720,2500.0,12.6,0.1524,39.6,0.0584113,106.88
721,3150.0,12.6,0.1524,39.6,0.0584113,106.26
722,4000.0,12.6,0.1524,39.6,0.0584113,104.5
723,5000.0,12.6,0.1524,39.6,0.0584113,104.13
726,1000.0,0.0,0.0508,71.3,0.000740478,129.45
727,1250.0,0.0,0.0508,71.3,0.000740478,128.56
729,2000.0,0.0,0.0508,71.3,0.000740478,131.06
732,4000.0,0.0,0.0508,71.3,0.000740478,134.43
735,8000.0,0.0,0.0508,71.3,0.000740478,130.89
741,1600.0,0.0,0.0508,55.5,0.00076193,128.576
743,2500.0,0.0,0.0508,55.5,0.00076193,133.956
745,4000.0,0.0,0.0508,55.5,0.00076193,134.946
746,5000.0,0.0,0.0508,55.5,0.00076193,134.556
748,8000.0,0.0,0.0508,55.5,0.00076193,130.156
749,10000.0,0.0,0.0508,55.5,0.00076193,127.636
751,800.0,0.0,0.0508,39.6,0.000791822,126.508
752,1000.0,0.0,0.0508,39.6,0.000791822,127.638
754,1600.0,0.0,0.0508,39.6,0.000791822,130.908
755,2000.0,0.0,0.0508,39.6,0.000791822,132.918
756,2500.0,0.0,0.0508,39.6,0.000791822,134.938
757,3150.0,0.0,0.0508,39.6,0.000791822,135.938
758,4000.0,0.0,0.0508,39.6,0.000791822,135.308
759,5000.0,0.0,0.0508,39.6,0.000791822,134.308
760,6300.0,0.0,0.0508,39.6,0.000791822,131.918
764,800.0,0.0,0.0508,31.7,0.000812164,122.79
765,1000.0,0.0,0.0508,31.7,0.000812164,126.78
766,1250.0,0.0,0.0508,31.7,0.000812164,129.27
767,1600.0,0.0,0.0508,31.7,0.000812164,131.01
768,2000.0,0.0,0.0508,31.7,0.000812164,133.01
769,2500.0,0.0,0.0508,31.7,0.000812164,134.87
774,8000.0,0.0,0.0508,31.7,0.000812164,126.59
775,10000.0,0.0,0.0508,31.7,0.000812164,122.45
778,2000.0,4.2,0.0508,71.3,0.00142788,129.848
779,2500.0,4.2,0.0508,71.3,0.00142788,131.978
780,3150.0,4.2,0.0508,71.3,0.00142788,133.728
781,4000.0,4.2,0.0508,71.3,0.00142788,133.598
782,5000.0,4.2,0.0508,71.3,0.00142788,132.828
783,6300.0,4.2,0.0508,71.3,0.00142788,129.308
784,8000.0,4.2,0.0508,71.3,0.00142788,125.268
785,10000.0,4.2,0.0508,71.3,0.00142788,121.238
788,1250.0,4.2,0.0508,39.6,0.00152689,128.427
