row_id,frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
531,1600.0,2.7,0.1524,39.6,0.00294804,130.049
538,8000.0,2.7,0.1524,39.6,0.00294804,116.659
545,1000.0,5.4,0.1524,71.3,0.00401199,133.201
550,3150.0,5.4,0.1524,71.3,0.00401199,123.311
554,400.0,5.4,0.1524,55.5,0.00433288,126.807
563,3150.0,5.4,0.1524,55.5,0.00433288,121.587
564,4000.0,5.4,0.1524,55.5,0.00433288,119.737
569,400.0,5.4,0.1524,39.6,0.00485029,127.637
572,800.0,5.4,0.1524,39.6,0.00485029,132.757
577,2500.0,5.4,0.1524,39.6,0.00485029,120.497
580,5000.0,5.4,0.1524,39.6,0.00485029,117.037
588,1250.0,5.4,0.1524,31.7,0.00525474,123.991
592,3150.0,5.4,0.1524,31.7,0.00525474,118.291
593,4000.0,5.4,0.1524,31.7,0.00525474,116.181
594,5000.0,5.4,0.1524,31.7,0.00525474,115.691
595,6300.0,5.4,0.1524,31.7,0.00525474,115.591
603,1600.0,7.2,0.1524,71.3,0.00752039,130.893
604,2000.0,7.2,0.1524,71.3,0.00752039,128.643
611,10000.0,7.2,0.1524,71.3,0.00752039,110.313
614,400.0,7.2,0.1524,39.6,0.00909175,132.118
616,630.0,7.2,0.1524,39.6,0.00909175,133.198
622,2500.0,7.2,0.1524,39.6,0.00909175,117.478
631,315.0,9.9,0.1524,71.3,0.0193001,135.459
632,400.0,9.9,0.1524,71.3,0.0193001,135.079
639,2000.0,9.9,0.1524,71.3,0.0193001,120.779
641,3150.0,9.9,0.1524,71.3,0.0193001,116.849
646,250.0,9.9,0.1524,55.5,0.0208438,133.235
647,315.0,9.9,0.1524,55.5,0.0208438,132.355
669,1250.0,9.9,0.1524,39.6,0.0233328,120.555
671,2000.0,9.9,0.1524,39.6,0.0233328,117.925
673,3150.0,9.9,0.1524,39.6,0.0233328,113.525
675,5000.0,9.9,0.1524,39.6,0.0233328,111.135
679,315.0,9.9,0.1524,31.7,0.0252785,128.809
682,630.0,9.9,0.1524,31.7,0.0252785,126.049
687,2000.0,9.9,0.1524,31.7,0.0252785,116.859
692,6300.0,9.9,0.1524,31.7,0.0252785,108.689
693,200.0,12.6,0.1524,71.3,0.0483159,128.354
694,250.0,12.6,0.1524,71.3,0.0483159,129.744
700,1000.0,12.6,0.1524,71.3,0.0483159,122.044
704,2500.0,12.6,0.1524,71.3,0.0483159,115.234
706,4000.0,12.6,0.1524,71.3,0.0483159,108.034
712,400.0,12.6,0.1524,39.6,0.0584113,115.91
713,500.0,12.6,0.1524,39.6,0.0584113,114.9
715,800.0,12.6,0.1524,39.6,0.0584113,116.56
725,800.0,0.0,0.0508,71.3,0.000740478,130.96
731,3150.0,0.0,0.0508,71.3,0.000740478,135.07
733,5000.0,0.0,0.0508,71.3,0.000740478,134.43
737,12500.0,0.0,0.0508,71.3,0.000740478,125.22
739,1000.0,0.0,0.0508,55.5,0.00076193,125.586
740,1250.0,0.0,0.0508,55.5,0.00076193,127.076
747,6300.0,0.0,0.0508,55.5,0.00076193,132.796
753,1250.0,0.0,0.0508,39.6,0.000791822,129.148
770,3150.0,0.0,0.0508,31.7,0.000812164,135.49
772,5000.0,0.0,0.0508,31.7,0.000812164,133.23
777,1600.0,4.2,0.0508,71.3,0.00142788,124.318
787,1000.0,4.2,0.0508,39.6,0.00152689,125.647
794,5000.0,4.2,0.0508,39.6,0.00152689,129.777
796,8000.0,4.2,0.0508,39.6,0.00152689,120.397
801,1600.0,8.4,0.0508,71.3,0.00529514,133.846
803,2500.0,8.4,0.0508,71.3,0.00529514,134.226
815,2500.0,8.4,0.0508,55.5,0.00544854,131.542
830,400.0,8.4,0.0508,31.7,0.00580776,120.076
835,1250.0,8.4,0.0508,31.7,0.00580776,130.156
837,2000.0,8.4,0.0508,31.7,0.00580776,127.686
845,500.0,11.2,0.0508,71.3,0.014072,130.311
853,3150.0,11.2,0.0508,71.3,0.014072,127.141
855,200.0,11.2,0.0508,39.6,0.0150478,125.01
864,1600.0,11.2,0.0508,39.6,0.0150478,126.54
873,500.0,15.4,0.0508,71.3,0.0264269,127.285
876,1000.0,15.4,0.0508,71.3,0.0264269,131.865
877,1250.0,15.4,0.0508,71.3,0.0264269,130.845
881,3150.0,15.4,0.0508,71.3,0.0264269,125.715
885,8000.0,15.4,0.0508,71.3,0.0264269,112.675
887,250.0,15.4,0.0508,55.5,0.0271925,124.17
889,400.0,15.4,0.0508,55.5,0.0271925,126.5
898,3150.0,15.4,0.0508,55.5,0.0271925,123.46
902,200.0,15.4,0.0508,39.6,0.0282593,121.783
909,1000.0,15.4,0.0508,39.6,0.0282593,127.893
921,400.0,15.4,0.0508,31.7,0.0289853,123.705
925,1000.0,15.4,0.0508,31.7,0.0289853,124.525
930,3150.0,15.4,0.0508,31.7,0.0289853,118.045
943,1600.0,19.7,0.0508,71.3,0.0341183,120.575
947,4000.0,19.7,0.0508,71.3,0.0341183,113.045
950,315.0,19.7,0.0508,39.6,0.036484,129.864
953,630.0,19.7,0.0508,39.6,0.036484,120.324
959,2500.0,19.7,0.0508,39.6,0.036484,116.184
960,3150.0,19.7,0.0508,39.6,0.036484,113.004
964,4000.0,0.0,0.0254,71.3,0.000400682,138.557
966,6300.0,0.0,0.0254,71.3,0.000400682,134.987
969,12500.0,0.0,0.0254,71.3,0.000400682,133.207
973,2500.0,0.0,0.0254,55.5,0.00041229,130.073
974,3150.0,0.0,0.0254,55.5,0.00041229,130.503
977,6300.0,0.0,0.0254,55.5,0.00041229,136.103
981,16000.0,0.0,0.0254,55.5,0.00041229,125.683
985,2500.0,0.0,0.0254,39.6,0.000428464,131.836
997,2000.0,0.0,0.0254,31.7,0.000439472,130.697
1015,12500.0,4.8,0.0254,71.3,0.000848633,127.688
1021,3150.0,4.8,0.0254,55.5,0.000873218,132.354
1032,800.0,4.8,0.0254,39.6,0.000907475,120.766
1033,1000.0,4.8,0.0254,39.6,0.000907475,122.956
1035,1600.0,4.8,0.0254,39.6,0.000907475,125.966
1036,2000.0,4.8,0.0254,39.6,0.000907475,128.916
1039,4000.0,4.8,0.0254,39.6,0.000907475,134.996
1048,1250.0,4.8,0.0254,31.7,0.000930789,127.408
1049,1600.0,4.8,0.0254,31.7,0.000930789,128.718
1055,6300.0,4.8,0.0254,31.7,0.000930789,132.898
1070,630.0,9.5,0.0254,55.5,0.0043284,125.452
1078,4000.0,9.5,0.0254,55.5,0.0043284,131.582
1081,200.0,9.5,0.0254,39.6,0.00449821,116.074
1087,800.0,9.5,0.0254,39.6,0.00449821,129.014
1094,4000.0,9.5,0.0254,39.6,0.00449821,127.864
1105,1250.0,9.5,0.0254,31.7,0.00461377,131.446
1108,2500.0,9.5,0.0254,31.7,0.00461377,130.086
1112,6300.0,9.5,0.0254,31.7,0.00461377,120.726
1115,400.0,12.7,0.0254,71.3,0.0121808,125.048
1121,1600.0,12.7,0.0254,71.3,0.0121808,134.528
1125,4000.0,12.7,0.0254,71.3,0.0121808,131.808
1128,8000.0,12.7,0.0254,71.3,0.0121808,120.538
1131,315.0,12.7,0.0254,39.6,0.0130253,123.537
1134,630.0,12.7,0.0254,39.6,0.0130253,128.867
1141,3150.0,12.7,0.0254,39.6,0.0130253,127.847
1147,200.0,17.4,0.0254,71.3,0.016104,112.506
1149,315.0,17.4,0.0254,71.3,0.016104,115.846
1150,400.0,17.4,0.0254,71.3,0.016104,117.396
1158,2500.0,17.4,0.0254,71.3,0.016104,126.746
1160,4000.0,17.4,0.0254,71.3,0.016104,125.586
1166,315.0,17.4,0.0254,55.5,0.0165706,111.911
1167,400.0,17.4,0.0254,55.5,0.0165706,115.461
1170,800.0,17.4,0.0254,55.5,0.0165706,123.091
1173,1600.0,17.4,0.0254,55.5,0.0165706,126.471
1178,5000.0,17.4,0.0254,55.5,0.0165706,118.941
1195,200.0,17.4,0.0254,31.7,0.0176631,116.146
1206,2500.0,17.4,0.0254,31.7,0.0176631,124.166
1209,5000.0,17.4,0.0254,31.7,0.0176631,117.996
1212,500.0,22.2,0.0254,71.3,0.0214178,117.967
1228,400.0,22.2,0.0254,39.6,0.0229028,123.416
1229,500.0,22.2,0.0254,39.6,0.0229028,129.776
1240,630.0,0.0,0.1016,71.3,0.00121072,124.155
1245,2000.0,0.0,0.1016,71.3,0.00121072,132.095
1249,5000.0,0.0,0.1016,71.3,0.00121072,130.795
1250,6300.0,0.0,0.1016,71.3,0.00121072,129.395
1251,8000.0,0.0,0.1016,71.3,0.00121072,125.465
1260,2500.0,0.0,0.1016,55.5,0.00131983,133.04
1263,5000.0,0.0,0.1016,55.5,0.00131983,128.36
1267,12500.0,0.0,0.1016,55.5,0.00131983,119.91
1269,800.0,0.0,0.1016,39.6,0.00146332,128.401
1271,1250.0,0.0,0.1016,39.6,0.00146332,132.271
1274,2500.0,0.0,0.1016,39.6,0.00146332,132.611
1275,3150.0,0.0,0.1016,39.6,0.00146332,130.961
1276,4000.0,0.0,0.1016,39.6,0.00146332,127.801
1277,5000.0,0.0,0.1016,39.6,0.00146332,126.021
1279,8000.0,0.0,0.1016,39.6,0.00146332,122.341
1293,10000.0,0.0,0.1016,31.7,0.00150092,115.893
1301,4000.0,3.3,0.1016,71.3,0.00202822,128.704
1306,630.0,3.3,0.1016,55.5,0.002211,126.599
1309,1250.0,3.3,0.1016,55.5,0.002211,132.769
1311,2000.0,3.3,0.1016,55.5,0.002211,133.649
1323,1600.0,3.3,0.1016,39.6,0.00245138,133.071
1333,800.0,3.3,0.1016,31.7,0.00251435,131.362
1335,1250.0,3.3,0.1016,31.7,0.00251435,134.022
1336,1600.0,3.3,0.1016,31.7,0.00251435,133.402
1348,1600.0,6.7,0.1016,71.3,0.00478288,136.678
1350,2500.0,6.7,0.1016,71.3,0.00478288,131.458
1351,3150.0,6.7,0.1016,71.3,0.00478288,124.458
1352,500.0,6.7,0.1016,55.5,0.0052139,129.343
1355,1000.0,6.7,0.1016,55.5,0.0052139,137.233
1360,400.0,6.7,0.1016,39.6,0.00578076,128.295
1368,315.0,6.7,0.1016,31.7,0.00592927,126.266
1372,800.0,6.7,0.1016,31.7,0.00592927,132.886
1374,1250.0,6.7,0.1016,31.7,0.00592927,129.256
1377,200.0,8.9,0.1016,71.3,0.0103088,133.503
1384,1000.0,8.9,0.1016,71.3,0.0103088,135.433
1395,315.0,8.9,0.1016,39.6,0.0124596,135.38
1397,500.0,8.9,0.1016,39.6,0.0124596,133.79
1403,2000.0,8.9,0.1016,39.6,0.0124596,119.04
1405,3150.0,8.9,0.1016,39.6,0.0124596,119.35
1407,5000.0,8.9,0.1016,39.6,0.0124596,113.08
1409,200.0,12.3,0.1016,71.3,0.0337792,130.588
1414,630.0,12.3,0.1016,71.3,0.0337792,135.368
1416,1000.0,12.3,0.1016,71.3,0.0337792,127.928
1428,400.0,12.3,0.1016,55.5,0.0368233,136.414
1433,1250.0,12.3,0.1016,55.5,0.0368233,124.214
1440,6300.0,12.3,0.1016,55.5,0.0368233,110.124
1442,250.0,12.3,0.1016,39.6,0.0408268,129.675
1445,500.0,12.3,0.1016,39.6,0.0408268,122.205
1446,630.0,12.3,0.1016,39.6,0.0408268,121.315
1447,800.0,12.3,0.1016,39.6,0.0408268,122.315
1448,1000.0,12.3,0.1016,39.6,0.0408268,122.435
1452,2500.0,12.3,0.1016,39.6,0.0408268,113.315
1474,250.0,15.6,0.1016,71.3,0.0437259,132.158
1478,630.0,15.6,0.1016,71.3,0.0437259,122.288
1490,400.0,15.6,0.1016,39.6,0.0528487,120.484
1493,800.0,15.6,0.1016,39.6,0.0528487,118.964
1495,1250.0,15.6,0.1016,39.6,0.0528487,118.214
1499,3150.0,15.6,0.1016,39.6,0.0528487,109.254
1501,5000.0,15.6,0.1016,39.6,0.0528487,106.224
