row_id,RMSD,F1,F2,F3,F4,F5,F6,F7,F8,F9
493,1.705,9662.31,2389.13,0.24726,105.715,1375365.3244,149.426,3994.22,34.0,29.2653
499,15.993,8803.25,3483.03,0.39565,75.41,1207872.7985,131.252,3829.99,23.0,35.3965
525,15.965,9261.34,2946.37,0.31813,108.068,1274398.698,141.056,4073.11,125.0,33.5798
539,13.62,7365.7,1978.62,0.26862,59.0679,1036131.9514,94.2684,2903.87,44.0,39.3221
607,2.583,11212.8,2777.66,0.24772,127.592,1612457.0748,164.934,4350.48,36.0,31.4385
622,20.685,14651.5,5027.34,0.34312,164.873,2009085.0537,205.966,4585.99,41.0,30.9227
685,11.25,4017.68,1193.27,0.297,35.7434,549712.9913,50.6113,1377.23,32.0,44.4563
708,19.344,4754.78,1931.48,0.40621,32.7632,661142.9276,72.3113,1184.83,49.0,44.775
765,6.471,19284.3,5450.86,0.28265,247.94,2686447.1502,306.552,5452.12,228.0,27.1908
793,2.262,9875.44,2253.25,0.22816,126.418,1414851.0324,140.817,4351.77,40.0,32.3072
805,12.226,5314.97,2048.73,0.38546,44.6088,759596.4211,86.0219,2375.17,89.0,41.7938
830,1.402,15010.3,4640.89,0.30918,145.955,2136126.3986,218.351,8426.22,94.0,29.2748
836,15.687,8110.48,2823.03,0.34807,70.1966,1121932.5378,111.186,3425.99,55.0,37.5776
842,17.616,9936.78,3952.48,0.39776,95.7063,1403265.3265,147.27,3629.73,91.0,35.9874
856,3.388,17375.4,6593.3,0.37946,187.488,2447805.8914,285.177,5607.57,157.0,23.3658
864,8.202,8429.95,2979.24,0.35341,82.1311,1134258.6663,110.819,3862.37,67.0,35.0969
883,1.866,6956.94,1924.15,0.27657,62.7816,973042.7579,95.1835,3580.29,35.0,37.9278
923,11.524,15587.0,5503.49,0.35308,168.062,2159779.9436,253.951,5158.21,122.0,28.6286
948,0.0,11954.3,3301.06,0.27613,115.286,1670648.7125,162.583,5588.31,47.0,26.6845
950,3.665,12485.4,4686.63,0.37536,145.633,1683532.4121,241.38,5107.97,75.0,27.0774
956,5.259,10553.0,3184.68,0.30177,102.184,1473822.4168,154.449,4598.46,45.0,34.1185
960,0.832,7039.42,2048.79,0.29104,77.4522,968337.8248,112.37,3070.25,75.0,39.0351
962,4.658,12566.3,4553.24,0.36233,139.979,1748284.8277,187.998,4470.62,50.0,30.9425
964,9.048,15002.5,5033.91,0.33553,96.6897,2082058.0573,222.602,15244.7,61.0,31.7999
981,8.777,6066.72,1488.64,0.24537,69.4933,841556.0672,77.5638,2830.7,78.0,39.5132
995,17.958,9321.65,2959.0,0.31743,87.4061,1305148.1433,134.557,3508.99,104.0,36.2376
1014,4.105,13073.9,3736.01,0.28576,148.053,1749706.3151,198.116,4738.3,55.0,31.0701
1068,4.835,9772.26,2891.14,0.29585,94.3971,1379422.8347,127.621,4142.77,106.0,33.4773
1094,5.344,10942.4,3688.86,0.33711,97.9169,1528418.4031,143.901,3609.63,23.0,35.3867
1103,14.843,4103.29,1602.21,0.39046,26.1419,563351.8147,53.0686,2249.11,6.0,45.4214
1153,3.718,19617.7,6467.48,0.32967,139.433,2686272.6535,272.7,5866.39,187.0,22.2207
1156,3.086,14850.6,3555.8,0.23943,177.851,2131988.2198,218.899,4921.43,79.0,27.7152
1197,18.041,11153.0,2947.39,0.26426,102.318,1524221.6682,130.984,4081.9,14.0,34.8645
1234,3.218,9880.66,2933.93,0.29693,112.084,1392923.0708,156.049,4209.5,58.0,33.575
1256,1.823,10843.9,2477.09,0.22843,113.014,1527702.8779,149.958,4580.95,62.0,32.5067
1286,1.954,7635.69,2698.65,0.35342,77.6682,1059024.1368,98.8094,3842.01,36.0,35.6824
1294,1.951,12499.9,3065.94,0.24527,148.894,1724153.5329,205.545,4236.95,63.0,24.2918
1338,1.043,7948.6,1609.4,0.20247,75.9739,1137172.8705,108.537,4045.88,103.0,34.9114
1344,14.283,8738.51,3283.5,0.37575,87.7824,1186239.8522,143.184,3513.9,15.0,36.1974
1355,3.946,11801.3,2836.73,0.24037,90.0117,1654186.8971,149.66,4583.51,159.0,31.4906
1361,6.905,8371.58,2695.34,0.32196,74.6901,1170015.2535,103.231,4018.2,25.0,39.7432
1374,3.228,10957.2,3302.08,0.30136,129.597,1502091.0663,158.58,4896.19,70.0,29.3945
1390,15.215,19248.9,5915.55,0.30731,179.61,2716867.3572,241.911,6034.04,58.0,19.8175
1433,13.439,6025.19,2049.4,0.34013,51.6455,835345.9751,88.6416,3070.48,93.0,39.1852
1444,14.712,12376.1,3541.06,0.28612,66.3791,1721646.9385,153.396,4483.29,89.0,32.4758
1471,13.06,5288.4,1721.95,0.3256,39.3578,747074.2226,66.2583,2780.88,41.0,42.1213
1504,2.615,6652.98,1761.18,0.26472,68.7839,878493.7223,86.4608,3710.26,70.0,36.8329
1527,14.972,10272.3,4061.19,0.39535,75.9342,1414039.8127,146.728,4430.78,66.0,34.258
1539,3.723,10287.7,2342.38,0.22768,97.081,1459481.57,135.298,3602.09,139.0,35.9571
1597,14.633,9614.22,1611.87,0.16765,90.824,1367701.045,110.838,3989.19,68.0,34.237
1629,2.74,12958.4,3493.28,0.26957,162.594,1798705.2028,211.935,4827.72,50.0,28.4308
1630,14.03,9856.54,4150.86,0.42112,90.5137,1379653.2793,167.413,4306.6,86.0,36.1434
1633,1.456,4646.76,1353.38,0.29125,45.8721,650842.8403,63.4086,2136.08,20.0,43.5836
1639,15.992,8077.45,3402.2,0.42119,66.8703,1110429.1164,123.237,4177.19,84.0,37.2039
1675,1.823,8618.7,2136.07,0.24784,87.1449,1185539.5874,142.282,3198.85,11.0,36.7779
1680,20.703,17361.5,6298.22,0.36276,182.21,2431786.9863,250.407,6006.36,135.0,24.9783
1698,1.557,15489.8,5432.76,0.35073,184.414,2152730.4035,253.764,4592.46,37.0,25.1283
1702,19.203,11806.5,5379.03,0.45559,160.661,1618337.1378,270.171,5024.92,148.0,27.2742
1713,1.024,7044.61,2776.25,0.39409,64.0054,1029221.82,99.7137,3227.42,28.0,38.8629
1748,2.811,7829.75,2728.31,0.34845,70.037,1077650.4756,107.08,3202.16,21.0,38.1535
1840,14.688,8530.5,3428.62,0.40192,67.2955,1227154.7188,120.617,3210.98,51.0,38.2044
1843,0.587,6208.41,833.7,0.13428,46.3859,880256.2132,74.018,2751.33,1.0,42.0181
1908,3.366,12440.5,3322.89,0.2671,155.933,1774689.0906,171.353,4697.23,44.0,29.0777
1919,10.081,6126.72,1615.3,0.26364,59.0217,879000.6654,83.4563,2391.96,27.0,40.7815
1953,14.619,5943.87,1815.53,0.30544,57.1935,847872.5038,74.3096,2498.79,68.0,41.6172
1959,15.728,8871.36,2555.33,0.28804,57.7497,1238499.9909,102.097,3534.01,61.0,38.2055
1972,2.85,8973.75,2135.2,0.23793,98.5881,1271341.8523,118.453,3792.17,50.0,35.1671
1991,3.086,11884.3,3131.06,0.26346,148.029,1685517.6881,158.265,4148.23,133.0,32.1115
2006,2.799,22055.2,8153.07,0.36966,144.486,3109213.3782,344.815,11932.72,102.0,28.3071
2029,15.192,15967.6,5687.77,0.3562,108.084,2298635.9154,216.132,5974.31,71.0,29.4555
2032,13.647,6118.13,1365.26,0.22314,54.8858,840824.6947,70.8236,2654.26,24.0,39.9007
2034,1.818,5646.04,1979.11,0.35053,70.1156,782106.8282,83.5887,3055.31,36.0,40.1175
2051,12.899,6780.01,1665.42,0.24563,61.4626,977168.6486,78.2879,3483.99,60.0,37.1649
2062,17.395,19005.2,7309.3,0.38459,162.239,2591834.0737,340.873,6390.41,189.0,31.2554
2066,1.266,11553.2,2826.76,0.24467,158.293,1612599.1363,176.184,4586.24,44.0,30.1003
2133,4.835,9224.61,3380.26,0.36643,79.5171,1254603.5468,128.14,3886.33,108.0,38.4478
2162,12.812,4980.73,1531.13,0.30741,40.5652,656756.8206,73.2352,2667.91,18.0,42.9993
2183,12.39,8998.73,3274.19,0.36385,70.3815,1256792.6024,122.494,3569.05,51.0,37.1761
2207,1.928,7344.4,1507.17,0.20521,74.2814,1063281.3296,86.3166,3040.32,26.0,38.2576
2217,2.597,16737.7,5283.4,0.31565,188.829,2261566.6792,266.072,5380.14,205.0,24.5835
2221,6.727,16861.1,5851.6,0.34704,185.723,2327032.2921,266.519,5996.76,105.0,24.3893
2228,14.846,7321.13,3182.13,0.43465,67.7578,1023362.8488,123.612,3182.72,68.0,38.2547
2242,3.088,7813.17,1733.89,0.22191,85.9553,1044663.7065,118.988,3568.05,39.0,36.4395
2248,2.152,4319.47,844.4,0.19548,39.8435,573065.1797,65.425,2570.32,12.0,43.4484
2250,1.611,13692.0,3664.12,0.26761,192.966,1877160.3123,220.066,4575.84,178.0,29.0318
2278,13.521,8752.38,2360.92,0.26974,75.0097,1180056.6679,107.353,4181.02,79.0,33.4061
2310,9.005,5034.9,1688.66,0.33539,30.2628,696267.5824,71.7392,2024.69,10.0,42.4342
2328,0.799,9673.93,2633.92,0.27226,102.358,1323285.9175,152.676,4151.52,76.0,33.1179
2358,2.431,9452.54,2913.88,0.30826,88.0215,1326468.1299,130.515,4648.25,45.0,34.4033
2368,2.103,11622.7,4030.92,0.34681,126.286,1628361.0046,187.381,4178.06,47.0,30.8206
2389,5.873,3592.45,1405.34,0.39119,24.758,495129.6934,46.4867,1475.12,6.0,45.4007
2394,9.545,8788.82,1770.4,0.20143,94.5942,1217920.7911,114.173,4026.49,103.0,35.1297
2395,2.307,6491.74,1627.11,0.25064,53.4652,903698.427,76.5412,3112.35,63.0,39.4188
2437,5.39,8317.08,2217.99,0.26667,78.7085,1092211.5778,103.407,3185.51,75.0,38.3466
2440,2.705,14371.6,3423.02,0.23817,181.399,2064724.323,241.152,4846.65,92.0,27.6899
2469,3.466,10484.2,3507.94,0.33459,94.6619,1454764.8971,142.52,3940.58,16.0,34.5297
2483,2.993,13117.4,3488.3,0.26592,158.17,1854638.3848,201.79,4811.13,64.0,28.3768
2488,1.423,6055.22,2005.7,0.33123,57.9974,836741.3693,90.9317,3297.7,71.0,36.5969
2489,20.738,13053.5,5005.36,0.38344,110.88,1850848.5999,190.264,6067.5,99.0,30.9176
2500,3.052,14590.1,2871.82,0.19683,177.101,2023772.1727,223.065,4849.84,79.0,27.7006
2509,17.001,8070.01,2034.78,0.25214,71.8586,1064804.4433,112.942,3094.49,47.0,38.4384
2525,3.728,9592.72,3217.56,0.33541,84.0236,1368994.8394,138.988,3501.3,14.0,36.1192
2534,1.898,10486.2,2647.04,0.25243,125.692,1449967.8933,157.261,4697.25,65.0,30.0027
2542,12.797,6354.74,1788.95,0.28151,58.2362,885930.9702,94.589,3115.54,62.0,39.0155
2577,16.877,5817.34,2274.8,0.39103,53.4294,768669.7744,92.3227,2802.23,61.0,40.4422
2582,14.816,6890.3,2586.93,0.37544,61.5549,957766.2913,107.759,2960.82,68.0,38.8442
2600,11.552,4095.09,1243.95,0.30376,33.028,557023.1385,50.918,1399.17,32.0,44.4648
2616,16.559,8343.74,2853.75,0.34202,95.8908,1092915.5742,143.81,3529.81,83.0,36.9378
2619,10.825,5427.85,1570.88,0.28941,47.2954,774700.5123,76.9845,2347.79,62.0,42.3801
2629,13.912,6422.43,2067.82,0.32196,57.6604,820291.9651,106.162,2780.82,17.0,39.0151
2648,1.809,9709.47,2793.12,0.28766,108.372,1313294.9449,153.412,4091.83,47.0,33.6151
2661,14.734,7982.53,2685.24,0.33638,79.2726,1097116.769,108.961,3243.67,91.0,34.7087
2681,10.843,4648.76,1759.77,0.37854,46.9062,674306.2811,68.1371,2375.4,58.0,42.9753
2698,1.663,8871.38,2155.25,0.24294,82.2219,1268410.9846,114.274,3917.65,2.0,34.3618
2743,3.341,14446.8,4276.05,0.29598,129.368,2001628.4639,206.38,5369.08,69.0,25.9084
2784,6.564,6662.05,1735.41,0.26049,62.0389,930904.391,78.0147,3274.28,38.0,37.6824
2787,13.636,6992.0,2016.29,0.28837,61.8592,969999.8973,105.714,3037.72,4.0,39.8354
2793,1.625,7362.83,2187.08,0.29704,81.8115,1011581.0791,102.824,2838.59,110.0,38.7709
2798,8.66,7335.25,2233.57,0.30449,61.0067,989192.484,102.831,3525.26,60.0,37.9715
2803,1.84,9452.72,2370.81,0.2508,100.952,1332036.7161,142.94,3935.91,46.0,33.4059
2860,17.615,6202.7,894.33,0.14418,54.8858,864113.6742,74.0888,2664.66,45.0,40.863
2867,3.55,8799.61,2115.24,0.24037,102.336,1250065.8022,133.522,3825.95,61.0,35.0942
2870,19.201,9480.02,2547.57,0.26873,87.9228,1296959.7634,127.073,3673.54,82.0,35.9989
2891,3.005,11236.6,2470.92,0.21989,129.691,1536857.3973,155.678,3776.4,23.0,33.9003
2902,1.074,5077.48,1115.36,0.21966,46.5064,724528.4089,59.7319,2211.51,71.0,42.775
2916,12.342,11147.8,2939.94,0.26372,97.9976,1531659.3427,143.342,4706.25,44.0,31.7066
2921,10.32,4774.15,1491.72,0.31245,30.921,665350.1064,60.3365,2020.28,46.0,44.3453
2949,4.308,15642.4,3758.58,0.24028,231.468,2145954.8208,260.829,4819.75,293.0,27.7026
2973,16.295,8407.04,2979.0,0.35434,67.2697,1188133.8095,121.873,4112.76,37.0,39.4255
2986,13.428,5049.75,949.82,0.18809,41.2957,690622.9283,70.4142,2734.59,27.0,41.1366
2991,1.331,6043.87,1286.38,0.21284,53.7115,841014.1028,77.5441,2702.19,17.0,40.8614
2992,1.943,7072.94,2114.95,0.29901,66.1413,979663.1561,93.7013,3086.31,50.0,39.618
3023,16.065,11876.5,3327.95,0.28021,111.989,1676008.9822,152.417,4640.77,171.0,30.8387
3037,18.069,8086.71,2345.38,0.29002,78.5614,1103534.5893,104.356,4372.04,102.0,31.9493
3040,12.151,5222.25,1975.84,0.37835,41.0944,693755.48,93.2057,2967.48,22.0,42.9082
3080,11.268,5949.61,1432.87,0.24083,51.9128,857033.5338,72.6923,2426.44,49.0,42.0513
3126,2.019,12759.8,4376.42,0.34298,148.493,1802121.0557,198.411,4956.07,170.0,28.656
3133,2.357,4395.0,981.07,0.22322,42.7806,598752.5011,68.6074,2638.53,13.0,42.9279
3190,1.94,7117.4,1964.89,0.27606,66.678,963333.2399,90.3599,2998.74,20.0,39.0106
3199,1.576,10836.8,2766.99,0.25533,124.811,1502673.5946,163.175,4652.77,70.0,29.8464
3220,11.506,6015.09,1583.37,0.26323,65.2159,854046.5269,90.1313,3083.85,14.0,38.824
3228,18.156,9552.44,3931.33,0.41155,86.9237,1303576.4263,129.596,3984.27,37.0,36.271
3231,13.967,6519.29,3164.13,0.48534,45.6833,891767.1564,106.996,2186.85,10.0,42.1825
3247,15.264,10625.2,3479.35,0.32746,108.956,1422974.9713,162.509,3966.72,24.0,33.1878
3248,18.892,10536.4,2505.14,0.23776,109.94,1434550.7277,155.711,4364.55,113.0,32.0266
3251,14.819,9131.23,2004.04,0.21947,76.7751,1207635.4473,116.987,3292.4,58.0,38.0878
3289,1.572,12090.3,3076.95,0.25449,155.053,1721142.0461,158.252,4732.77,25.0,28.9032
3336,2.048,11409.2,2924.91,0.25636,140.838,1565900.1383,160.708,4486.63,88.0,31.2702
3338,18.804,9863.75,3614.9,0.36648,101.852,1326154.5418,141.787,4584.66,92.0,32.5126
3389,0.922,9657.63,1858.58,0.19244,101.973,1371701.06,132.318,4260.22,37.0,33.5849
3393,2.36,4146.91,1014.56,0.24465,35.1082,570640.7661,54.8496,1779.37,23.0,43.9569
3404,3.961,12745.5,4064.1,0.31886,152.107,1786000.7239,161.574,5222.98,36.0,28.0108
3470,2.089,7026.29,1811.12,0.25776,77.1883,936308.2834,95.1253,3538.38,79.0,37.6273
3482,4.084,6705.33,1950.75,0.29092,61.6083,898892.9253,94.9889,3666.62,63.0,38.3
3484,18.798,18235.6,6196.31,0.33979,196.189,2592534.2788,279.445,5393.96,114.0,21.1195
3487,3.054,9300.01,2241.69,0.24104,101.828,1282664.8792,126.015,4292.86,52.0,33.6606
3493,17.18,8240.39,2634.82,0.31974,69.6539,1098693.3245,124.018,3686.18,46.0,36.3656
3531,13.413,8433.96,2636.87,0.31264,67.7383,1158501.4721,114.181,3582.45,48.0,37.0967
3547,12.697,9267.76,4579.17,0.49409,83.3863,1139424.0752,179.748,2331.08,61.0,40.3469
3573,0.96,9020.78,2556.53,0.2834,101.689,1253417.1394,144.351,3309.79,4.0,36.641
3576,17.729,9154.79,2846.73,0.31095,90.0383,1219648.8502,145.452,3884.41,88.0,36.1175
3621,20.705,11451.4,3956.38,0.34549,66.6363,1535619.8567,185.837,5106.38,53.0,32.9871
3635,3.739,7912.69,2651.92,0.33514,70.4696,1079834.4081,109.222,3411.53,73.0,36.7581
3648,10.843,4648.76,1759.77,0.37854,46.9062,674306.2811,68.1371,2375.4,58.0,42.9753
3650,3.961,15106.5,3065.17,0.2029,175.573,2153392.1907,231.502,4908.11,86.0,27.192
3651,2.91,8232.83,2170.05,0.26358,98.073,1151208.6223,129.346,3931.62,53.0,34.9685
3674,11.323,5063.93,1341.51,0.26491,47.0922,645213.1808,75.4128,2027.58,39.0,43.1398
3725,3.255,7828.62,2453.38,0.31338,75.2284,1116441.7345,119.658,3353.28,33.0,37.4152
3759,4.787,12537.8,3488.34,0.27822,168.299,1728548.2775,214.622,4729.03,117.0,26.1757
3767,19.413,10134.3,2322.02,0.22912,99.5608,1412430.6508,125.597,3966.15,47.0,34.0703
3775,12.331,6377.98,2024.85,0.31747,52.9559,904816.245,88.3151,3051.04,5.0,39.2511
3780,2.887,5140.23,1587.11,0.30876,56.0052,710769.0327,67.0043,2543.99,33.0,41.8697
3808,1.484,3847.84,1225.64,0.31852,34.1143,524318.4046,48.9537,1400.41,17.0,44.2935
3810,13.23,6668.62,2155.4,0.32321,66.3064,876394.5064,91.0934,3652.95,79.0,37.7499
3811,19.961,15398.0,4656.06,0.30238,160.09,2189948.453,220.467,6854.93,83.0,23.1093
3830,14.192,6958.24,2915.31,0.41897,79.0716,964357.3595,124.739,3190.36,89.0,38.0775
3838,9.257,9007.29,3415.47,0.37918,89.7117,1274128.9754,147.194,3514.77,61.0,37.6381
3840,2.783,8712.43,2766.76,0.31756,100.936,1195261.3887,146.145,3331.27,21.0,36.1141
3865,11.295,5840.13,2079.42,0.35605,40.5785,792665.2821,92.8904,1854.76,7.0,42.0951
3903,1.283,7418.72,1955.32,0.26356,90.2236,1038293.7197,103.374,3905.78,25.0,35.6903
3909,10.701,5589.37,1754.08,0.31382,52.118,760307.7929,89.2649,2936.08,14.0,40.453
3917,9.83,7096.02,2399.66,0.33816,60.1236,1027370.892,92.8701,3571.72,41.0,46.5464
3930,16.92,13013.3,4660.01,0.35809,148.072,1869120.0075,231.383,4699.23,122.0,23.6234
3940,2.283,10912.7,3701.08,0.33915,128.332,1454042.347,168.524,4096.12,50.0,33.3544
3963,16.013,9877.34,3032.77,0.30704,106.059,1352701.2807,145.897,4269.94,113.0,33.6152
4005,4.65,13715.4,4547.53,0.33156,157.395,1893727.8795,197.78,5007.9,75.0,27.3705
4011,6.349,6345.88,1709.06,0.26931,72.6633,840252.4561,92.1897,3628.43,71.0,34.9113
4029,19.23,9295.53,3715.08,0.39966,66.3188,1288224.2306,138.096,4016.77,86.0,38.7168
4038,1.772,5662.92,1234.13,0.21793,50.5806,785552.187,67.1784,3279.27,59.0,40.2288
4040,2.135,17165.6,3795.68,0.22112,215.414,2433994.8262,261.895,5576.64,92.0,23.4821
4069,11.348,3954.5,1206.8,0.30517,36.1699,536478.8466,50.8044,1386.46,32.0,44.5309
4084,15.38,7028.9,2107.51,0.29983,59.5841,991186.6681,90.115,2595.99,33.0,36.2429
4085,20.562,19597.0,7825.0,0.39929,128.226,2811250.8322,297.326,8562.19,109.0,29.3758
4089,8.809,5226.28,1817.84,0.34782,43.7374,762604.1696,69.7097,2508.73,44.0,40.0357
4101,11.154,8416.47,1772.0,0.21053,80.7758,1197288.077,106.356,3773.4,90.0,36.337
4104,12.617,8713.87,2313.76,0.26552,75.2221,1182930.5445,112.965,3833.5,27.0,36.7303
4145,15.55,8386.99,1754.3,0.20916,80.5588,1198995.0482,116.691,3782.29,67.0,37.002
4156,2.184,13296.7,3302.62,0.24837,167.331,1875766.6494,216.147,5040.71,196.0,27.5696
4164,1.097,23121.1,6148.23,0.26591,342.271,3155909.3177,412.271,6241.1,141.0,19.7339
4173,1.914,13525.7,4060.12,0.30017,172.499,1863761.5656,183.029,4929.77,201.0,26.9795
4193,15.076,7708.32,2775.02,0.36,79.1392,1057535.6276,117.859,3370.44,20.0,37.2617
4199,1.945,6867.25,1468.27,0.2138,68.7427,950795.743,92.051,3388.21,18.0,38.0642
4211,2.626,12392.3,3409.53,0.27513,155.739,1728184.7211,201.541,4804.17,56.0,28.5824
4231,15.608,7868.25,3089.91,0.3927,92.8478,1110663.6456,122.296,3132.18,32.0,38.2963
4246,7.315,7284.18,1649.62,0.22646,59.6545,1015383.6131,74.1842,3201.75,23.0,39.9385
4253,12.439,8440.41,2874.08,0.34051,76.737,1185376.6258,134.92,3293.39,100.0,37.6562
4259,6.001,16593.1,6642.44,0.40031,188.99,2266649.2819,283.527,5431.75,200.0,26.1485
4306,7.069,7475.72,2190.16,0.29296,59.9712,1023488.4077,106.645,4221.65,36.0,35.9075
4332,11.078,8158.03,2790.24,0.34202,68.8683,1076199.4487,112.513,4418.66,56.0,33.5003
4333,0.61,8743.71,2245.11,0.25676,100.348,1227430.4218,126.524,3233.0,4.0,37.0581
4337,15.765,9871.42,2768.37,0.28044,96.7039,1398243.3435,116.089,3700.61,49.0,34.8643
4341,2.318,16359.9,4965.47,0.30351,200.735,2152670.584,260.267,5847.86,241.0,22.5137
4380,1.024,9462.75,1864.42,0.19702,106.215,1335529.7635,131.627,4231.13,51.0,33.8197
4383,1.75,10441.8,3022.71,0.28948,125.849,1470628.6344,179.975,4253.88,65.0,32.428
4391,15.674,7033.67,1669.94,0.23742,55.6956,992762.4988,78.7748,3083.16,35.0,39.4687
4398,14.208,4169.53,1424.22,0.34157,81.666,498871.2244,90.4603,1739.93,68.0,43.7338
4400,9.168,5093.0,1423.18,0.27943,71.9273,707688.802,72.3819,3054.87,50.0,39.2345
4403,11.827,8071.73,1903.44,0.23581,70.9674,1087672.9056,103.088,3911.27,92.0,35.8665
4437,1.307,8345.76,1538.31,0.18432,76.7026,1191677.389,99.9,3831.9,9.0,35.3314
4454,19.671,17859.1,5130.11,0.28725,169.464,2612208.4085,256.48,5463.81,83.0,26.4097
4478,7.343,4780.01,1379.33,0.28856,44.648,684538.6304,66.492,2365.98,47.0,43.1168
4490,0.0,7606.51,1749.05,0.22994,89.519,1053786.4232,94.1719,3791.7,40.0,35.9349
4524,1.074,6227.72,1311.79,0.21063,55.5541,857280.4186,83.2392,2801.38,17.0,40.3152
4529,18.306,9473.18,2711.57,0.28623,62.8609,1324353.3882,131.133,3727.23,8.0,34.6052
4535,3.439,22507.9,7251.31,0.32216,311.42,3131372.8719,374.69,6274.02,98.0,17.8524
4537,1.915,9679.76,2203.32,0.22762,112.389,1359266.4203,126.142,4162.11,62.0,34.202
4572,1.305,9271.21,1924.09,0.20753,100.063,1290695.4523,134.714,3655.13,26.0,34.0844
4584,14.93,6362.38,2297.95,0.36117,61.465,845194.5616,106.831,2421.91,37.0,39.8186
4596,1.6,9004.33,2460.44,0.27325,90.7131,1277267.6222,118.815,3835.77,11.0,34.5921
4610,17.518,8533.6,3067.67,0.35948,70.0391,1209993.629,109.655,3413.6,64.0,38.5273
4640,1.513,10054.9,2632.29,0.26179,101.906,1385705.4543,141.096,3692.87,122.0,35.5265
4642,10.37,4462.77,1680.17,0.37648,29.8643,616642.9875,68.4021,1993.21,52.0,44.5859
4671,3.158,6073.15,2157.48,0.35524,55.0452,841158.9872,81.7542,2702.93,26.0,40.8226
4690,12.97,8300.54,2854.71,0.34391,77.4586,1144650.683,127.278,3428.52,101.0,36.9641
4699,3.706,3344.43,1348.71,0.40327,10.6891,453815.2734,42.1948,1496.33,32.0,45.0784
4706,1.713,7034.22,2252.84,0.32026,63.4024,951025.3126,101.117,3145.77,26.0,39.7262
4720,10.812,6920.49,2520.95,0.36427,78.6498,963242.1429,112.482,3450.49,28.0,36.3562
4743,1.971,9279.95,2083.42,0.2245,102.116,1266645.6746,144.892,3997.56,38.0,34.2074
4744,14.618,6936.24,1058.58,0.15261,75.6919,932552.5988,90.0923,3122.49,32.0,39.9028
4769,3.983,10409.6,3083.33,0.2962,125.118,1485218.2951,162.621,4351.5,45.0,30.4404
4800,9.626,7177.59,2568.2,0.3578,65.3221,981194.3015,111.983,2790.13,96.0,38.8672
4810,2.639,18154.3,5211.98,0.28709,256.616,2446380.0858,312.254,5668.29,319.0,21.6126
