row_id,lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
1236,4.161,12.0,14724.17,1547.467,7795.059,113.796,113.796,652.84,611.596,1.657,8.948,1.022,17.716,0.351,0.955
1265,6.175,18.0,29794.279,2307.326,8833.217,246.308,246.308,786.557,672.913,2.5,13.228,1.03,34.901,0.691,0.955
1331,9.3,27.0,72776.326,3560.431,9785.754,645.078,645.078,1094.853,784.86,4.483,22.382,1.049,90.373,1.789,0.955
1339,8.206,24.0,50994.999,3087.56,9322.112,438.08,438.08,930.178,737.241,3.564,18.268,1.041,60.509,1.198,0.955
1340,9.3,27.0,72776.831,3560.435,9786.49,644.851,644.851,1093.988,784.727,4.482,22.356,1.049,90.27,1.787,0.955
1353,4.161,12.0,14725.282,1547.475,7821.36,113.811,113.811,641.488,609.518,1.654,8.832,1.022,17.171,0.34,0.955
1355,6.175,18.0,29797.268,2307.24,8843.535,246.337,246.337,775.703,670.732,2.496,13.093,1.03,34.189,0.677,0.955
1356,7.148,21.0,38977.474,2678.079,9140.005,332.162,332.162,830.778,694.947,2.955,15.356,1.035,44.087,0.873,0.955
1377,1.138,3.0,685.134,1366.677,6736.268,8.506,8.506,457.031,548.704,1.113,5.918,1.019,0.0,0.076,0.955
1409,6.175,18.0,29790.812,2307.471,8821.786,246.187,246.187,797.214,674.909,2.504,13.368,1.03,35.605,0.705,0.956
1418,6.175,18.0,29791.22,2307.46,8822.825,246.228,246.228,796.08,674.682,2.503,13.354,1.03,35.531,0.703,0.956
1422,1.138,3.0,739.751,1324.304,6653.333,6.175,6.175,490.559,552.094,1.112,6.052,1.019,21.88,0.125,0.956
1423,2.088,6.0,6361.335,1354.671,6806.568,24.253,24.253,620.885,577.428,1.308,7.145,1.019,20.727,0.278,0.956
1426,5.14,15.0,21634.854,1924.314,8490.745,175.315,175.315,726.237,643.75,2.08,11.183,1.026,26.114,0.517,0.956
1433,3.144,9.0,8378.782,1386.755,7105.691,60.348,60.348,600.705,585.802,1.389,7.555,1.02,12.881,0.255,0.956
1453,5.14,15.0,21635.551,1924.318,8493.484,175.32,175.32,723.271,643.2,2.079,11.148,1.026,25.945,0.514,0.956
1454,6.175,18.0,29792.516,2307.402,8826.961,246.214,246.214,791.577,673.78,2.502,13.299,1.03,35.238,0.698,0.956
1460,3.144,9.0,8379.099,1386.757,7113.425,60.359,60.359,598.24,585.354,1.389,7.533,1.02,12.779,0.253,0.956
1467,1.138,3.0,1833.312,1402.808,6718.76,10.667,10.667,500.597,557.607,1.163,6.275,1.019,0.0,0.121,0.956
1475,9.3,27.0,72767.515,3560.413,9776.969,644.839,644.839,1102.453,785.863,4.497,22.658,1.049,91.336,1.808,0.956
1479,4.161,12.0,14724.108,1547.467,7794.748,113.778,113.778,651.486,611.213,1.657,8.94,1.022,17.655,0.35,0.956
1483,8.206,24.0,50997.392,3087.615,9317.803,438.052,438.052,939.73,738.502,3.574,18.482,1.041,61.428,1.216,0.956
1567,2.088,6.0,3644.707,1347.003,6842.209,22.801,22.801,534.755,564.178,1.221,6.554,1.019,20.658,0.179,0.956
1569,4.161,12.0,14724.92,1547.473,7814.947,113.8,113.8,642.748,609.613,1.655,8.851,1.022,17.235,0.341,0.956
1571,6.175,18.0,29796.579,2307.265,8840.385,246.268,246.268,777.317,670.917,2.497,13.121,1.03,34.304,0.679,0.956
1598,6.175,18.0,29797.347,2307.241,8843.47,246.364,246.364,774.106,670.27,2.496,13.081,1.03,34.093,0.675,0.956
1606,5.14,15.0,21638.246,1924.35,8509.002,175.351,175.351,706.873,640.142,2.074,10.957,1.026,25.002,0.495,0.956
1629,1.138,3.0,1037.037,1379.987,6748.188,9.276,9.276,465.579,550.28,1.128,5.987,1.019,0.0,0.086,0.956
1636,8.206,24.0,50994.295,3087.54,9324.354,437.988,437.988,922.404,735.861,3.559,18.13,1.041,59.808,1.184,0.956
1645,8.206,24.0,50995.463,3087.511,9314.232,438.089,438.089,947.385,739.499,3.581,18.656,1.041,62.166,1.231,0.957
1729,2.088,6.0,4850.995,1344.425,6818.168,22.375,22.375,575.75,570.239,1.26,6.827,1.019,23.736,0.228,0.957
1742,6.175,18.0,29794.14,2307.338,8832.069,246.232,246.232,784.394,672.199,2.5,13.218,1.03,34.777,0.689,0.957
1762,8.206,24.0,50996.76,3087.602,9318.991,438.123,438.123,933.942,737.368,3.57,18.379,1.041,60.91,1.206,0.957
1807,8.206,24.0,50994.796,3087.55,9320.975,437.973,437.973,928.781,736.589,3.566,18.276,1.041,60.427,1.196,0.957
1820,3.144,9.0,8380.401,1386.764,7147.263,60.374,60.374,586.481,583.062,1.387,7.432,1.02,12.292,0.243,0.957
1877,6.175,18.0,29790.193,2307.497,8819.613,246.211,246.211,796.148,674.417,2.505,13.372,1.03,35.553,0.704,0.958
1887,7.148,21.0,38986.676,2678.084,9128.89,332.259,332.259,848.23,697.221,2.968,15.688,1.035,45.513,0.901,0.958
1894,5.14,15.0,21634.289,1924.313,8488.808,175.311,175.311,725.159,643.246,2.08,11.186,1.026,26.066,0.516,0.958
1925,9.3,27.0,72765.397,3560.409,9773.043,645.058,645.058,1101.907,785.412,4.502,22.726,1.049,91.39,1.809,0.958
1933,8.206,24.0,50997.176,3087.604,9315.855,438.079,438.079,940.448,738.181,3.577,18.531,1.041,61.544,1.218,0.958
1959,7.148,21.0,38982.909,2678.076,9132.951,332.113,332.113,839.91,695.842,2.963,15.55,1.035,44.859,0.888,0.958
1963,2.088,6.0,4508.279,1344.054,6815.563,22.295,22.295,565.811,568.58,1.249,6.763,1.019,23.613,0.216,0.958
1966,5.14,15.0,21635.614,1924.326,8496.092,175.276,175.276,717.304,641.787,2.078,11.094,1.026,25.616,0.507,0.958
1969,8.206,24.0,50997.014,3087.605,9317.305,438.118,438.118,936.327,737.527,3.573,18.446,1.041,61.158,1.211,0.958
1970,9.3,27.0,72770.126,3560.417,9776.998,644.83,644.83,1097.47,784.698,4.495,22.59,1.049,90.864,1.799,0.958
1971,1.138,3.0,4042.122,1417.472,6735.88,11.578,11.578,564.31,567.607,1.245,6.717,1.019,0.0,0.196,0.958
1988,9.3,27.0,72772.012,3560.421,9778.552,644.769,644.769,1095.713,784.419,4.493,22.536,1.049,90.655,1.795,0.958
1998,1.138,3.0,7220.794,1376.065,6718.91,9.125,9.125,656.384,578.399,1.332,7.211,1.019,4.215,0.313,0.958
2015,9.3,27.0,72773.938,3560.431,9780.839,644.977,644.977,1093.091,784.005,4.489,22.455,1.049,90.343,1.788,0.958
2023,8.206,24.0,50994.97,3087.553,9319.598,437.999,437.999,930.136,736.572,3.568,18.32,1.041,60.578,1.199,0.958
2030,6.175,18.0,29795.666,2307.283,8837.162,246.338,246.338,777.336,670.64,2.499,13.139,1.03,34.323,0.68,0.958
2053,2.088,6.0,3019.228,1354.502,6847.28,24.129,24.129,511.021,560.793,1.202,6.43,1.019,15.056,0.148,0.958
2080,2.088,6.0,2890.707,1359.85,6858.238,25.085,25.085,502.79,559.778,1.198,6.389,1.019,12.02,0.137,0.958
2089,2.088,6.0,2954.846,1357.321,6859.252,24.631,24.631,505.1,559.909,1.2,6.394,1.019,13.546,0.141,0.958
2094,7.148,21.0,38977.876,2678.081,9140.529,332.094,332.094,824.75,693.337,2.954,15.299,1.035,43.664,0.865,0.958
2129,6.175,18.0,29790.588,2307.481,8820.596,246.212,246.212,793.354,673.717,2.504,13.346,1.03,35.38,0.7,0.959
2170,2.088,6.0,4655.09,1344.203,6805.827,22.331,22.331,571.881,569.487,1.254,6.812,1.019,23.727,0.223,0.959
2181,4.161,12.0,14723.563,1547.465,7787.795,113.788,113.788,650.089,610.549,1.658,8.943,1.022,17.6,0.348,0.959
2202,7.148,21.0,38983.106,2678.077,9132.964,332.118,332.118,838.196,695.356,2.963,15.537,1.035,44.742,0.886,0.959
2217,4.161,12.0,14723.969,1547.467,7795.836,113.794,113.794,646.573,609.907,1.657,8.907,1.022,17.431,0.345,0.959
2228,6.175,18.0,29794.192,2307.333,8831.952,246.25,246.25,781.147,671.266,2.5,13.195,1.03,34.582,0.685,0.959
2255,6.175,18.0,29795.094,2307.3,8835.041,246.247,246.247,777.888,670.611,2.499,13.154,1.03,34.368,0.68,0.959
2277,1.138,3.0,2050.31,1310.466,6682.889,5.409,5.409,526.27,555.829,1.158,6.227,1.019,29.686,0.176,0.959
2372,6.175,18.0,29790.672,2307.483,8820.548,246.232,246.232,791.698,673.246,2.504,13.334,1.03,35.281,0.699,0.96
2373,7.148,21.0,38986.555,2678.073,9128.912,332.182,332.182,844.774,696.241,2.968,15.66,1.035,45.277,0.896,0.96
2375,9.3,27.0,72763.569,3560.401,9769.078,644.718,644.718,1101.384,784.972,4.506,22.794,1.049,91.446,1.81,0.96
2410,8.206,24.0,50997.04,3087.599,9315.003,438.039,438.039,938.071,737.37,3.577,18.516,1.041,61.369,1.215,0.96
2412,1.138,3.0,1522.307,1394.646,6706.637,10.153,10.153,489.028,554.92,1.15,6.2,1.019,0.0,0.109,0.96
2424,4.161,12.0,14723.346,1547.465,7787.481,113.778,113.778,648.742,610.168,1.658,8.935,1.022,17.539,0.347,0.96
2437,8.206,24.0,50996.815,3087.599,9316.091,438.025,438.025,934.982,736.878,3.575,18.453,1.041,61.08,1.209,0.96
2490,7.148,21.0,38981.595,2678.078,9135.508,332.126,332.126,831.4,694.029,2.961,15.439,1.035,44.224,0.876,0.96
2505,4.161,12.0,14724.299,1547.471,7805.612,113.796,113.796,640.905,608.732,1.656,8.854,1.022,17.162,0.34,0.96
2506,5.14,15.0,21636.457,1924.34,8501.44,175.307,175.307,708.549,639.851,2.077,11.007,1.026,25.125,0.497,0.96
2521,2.088,6.0,2921.996,1357.852,6844.815,24.731,24.731,505.817,559.928,1.199,6.412,1.019,13.368,0.141,0.96
2549,3.144,9.0,8380.351,1386.764,7148.033,60.376,60.376,582.754,581.968,1.387,7.412,1.02,12.142,0.24,0.96
2566,2.088,6.0,2907.656,1368.47,6864.245,26.66,26.66,497.38,559.266,1.2,6.385,1.02,7.516,0.127,0.96
2573,9.3,27.0,72781.308,3560.444,9786.051,644.888,644.888,1082.212,781.924,4.48,22.203,1.05,89.155,1.765,0.96
2585,3.144,9.0,8377.949,1386.751,7089.104,60.337,60.337,600.036,584.997,1.39,7.572,1.02,12.864,0.255,0.961
2598,7.148,21.0,38987.641,2678.072,9127.91,332.167,332.167,845.137,696.099,2.97,15.68,1.035,45.323,0.897,0.961
2599,8.206,24.0,50995.82,3087.53,9312.538,438.018,438.018,942.606,737.88,3.582,18.626,1.041,61.816,1.224,0.961
2614,5.14,15.0,21633.839,1924.315,8487.732,175.26,175.26,721.573,642.127,2.081,11.167,1.026,25.881,0.512,0.961
2649,4.161,12.0,14723.284,1547.464,7783.189,113.786,113.786,649.161,610.109,1.658,8.945,1.022,17.563,0.348,0.961
2663,9.3,27.0,72769.494,3560.41,9772.751,645.068,645.068,1094.885,783.734,4.5,22.637,1.049,90.734,1.796,0.961
2665,2.088,6.0,3672.279,1346.216,6809.954,22.655,22.655,539.708,564.405,1.223,6.608,1.019,21.335,0.184,0.961
2686,5.14,15.0,21635.005,1924.329,8495.0,175.292,175.292,713.77,640.675,2.079,11.076,1.026,25.432,0.503,0.961
2700,1.138,3.0,5189.767,1408.898,6731.878,11.05,11.05,593.906,571.057,1.281,6.9,1.019,0.0,0.234,0.961
2720,3.144,9.0,8379.552,1386.759,7127.666,60.366,60.366,587.86,582.778,1.388,7.462,1.02,12.358,0.245,0.961
2735,9.3,27.0,72775.567,3560.429,9778.953,645.109,645.109,1087.888,782.615,4.491,22.421,1.05,89.901,1.78,0.961
2745,1.138,3.0,3967.871,1310.521,6680.675,5.417,5.417,581.387,563.832,1.221,6.578,1.019,32.602,0.243,0.961
2759,6.175,18.0,29795.738,2307.277,8836.978,246.316,246.316,772.539,669.254,2.499,13.104,1.03,34.033,0.674,0.961
2764,2.088,6.0,2884.55,1361.037,6847.037,25.305,25.305,502.231,559.441,1.198,6.4,1.019,11.455,0.135,0.961
2785,5.14,15.0,21636.862,1924.349,8505.02,175.295,175.295,703.297,638.716,2.075,10.953,1.026,24.828,0.491,0.961
2789,9.3,27.0,72781.007,3560.427,9783.48,644.996,644.996,1082.756,781.811,4.483,22.262,1.05,89.28,1.767,0.961
2806,8.206,24.0,50994.124,3087.526,9321.541,438.086,438.086,918.923,734.228,3.563,18.149,1.041,59.604,1.18,0.961
2835,1.138,3.0,6425.6,1332.972,6654.459,6.67,6.67,656.018,575.558,1.299,7.117,1.019,26.645,0.321,0.962
2849,6.175,18.0,29790.318,2307.489,8819.414,246.225,246.225,789.519,672.531,2.505,13.324,1.03,35.156,0.696,0.962
2850,7.148,21.0,38987.441,2678.072,9128.442,332.273,332.273,842.364,695.44,2.969,15.649,1.035,45.123,0.893,0.962
2861,9.3,27.0,72765.74,3560.396,9768.369,644.976,644.976,1097.287,783.949,4.507,22.752,1.049,91.078,1.803,0.962
2887,8.206,24.0,50996.823,3087.595,9314.155,437.983,437.983,935.7,736.561,3.578,18.502,1.041,61.195,1.211,0.962
2901,4.161,12.0,14723.232,1547.464,7784.888,113.79,113.79,646.938,609.568,1.658,8.928,1.022,17.46,0.346,0.962
2906,9.3,27.0,72769.984,3560.412,9772.384,645.087,645.087,1092.849,783.224,4.5,22.616,1.05,90.551,1.792,0.962
2938,5.14,15.0,21634.924,1924.332,8495.849,175.303,175.303,711.314,640.066,2.078,11.055,1.026,25.297,0.501,0.962
2939,6.175,18.0,29793.627,2307.349,8829.721,246.299,246.299,778.479,670.311,2.501,13.187,1.03,34.433,0.682,0.962
2950,8.206,24.0,50994.756,3087.541,9316.927,437.966,437.966,928.399,735.437,3.572,18.356,1.041,60.513,1.198,0.962
2979,1.138,3.0,5133.848,1316.468,6683.375,5.739,5.739,611.218,568.338,1.257,6.785,1.019,31.715,0.277,0.962
2984,6.175,18.0,29795.115,2307.29,8834.861,246.264,246.264,773.084,669.224,2.5,13.12,1.03,34.078,0.675,0.962
3004,8.206,24.0,50994.316,3087.532,9319.368,438.046,438.046,922.26,734.509,3.567,18.233,1.041,59.94,1.187,0.962
3013,8.206,24.0,50994.283,3087.529,9319.772,438.003,438.003,921.248,734.357,3.566,18.213,1.041,59.846,1.185,0.962
3027,4.161,12.0,14724.468,1547.473,7813.097,113.799,113.799,634.863,607.348,1.655,8.804,1.023,16.877,0.334,0.962
3038,6.175,18.0,29796.819,2307.239,8841.018,246.355,246.355,766.718,667.94,2.497,13.04,1.03,33.657,0.666,0.962
3044,3.144,9.0,8377.592,1386.749,7081.998,60.334,60.334,599.937,584.706,1.39,7.58,1.02,12.864,0.255,0.963
3056,6.175,18.0,29788.782,2307.555,8815.245,246.201,246.201,792.364,672.964,2.506,13.368,1.03,35.347,0.7,0.963
3090,4.161,12.0,14722.66,1547.461,7772.611,113.782,113.782,650.89,610.155,1.659,8.974,1.022,17.654,0.349,0.963
3108,4.161,12.0,14722.806,1547.462,7776.596,113.774,113.774,649.118,609.831,1.659,8.956,1.022,17.569,0.348,0.963
3111,7.148,21.0,38986.758,2678.074,9129.476,332.266,332.266,838.567,694.61,2.968,15.601,1.035,44.842,0.888,0.963
3119,6.175,18.0,29791.398,2307.444,8822.459,246.207,246.207,784.538,671.391,2.504,13.271,1.03,34.839,0.69,0.963
3130,8.206,24.0,50996.054,3087.58,9313.934,437.977,437.977,933.977,736.075,3.578,18.484,1.041,61.057,1.209,0.963
3131,9.3,27.0,72768.672,3560.415,9770.43,644.993,644.993,1092.581,783.001,4.503,22.649,1.05,90.577,1.793,0.963
3146,6.175,18.0,29792.308,2307.395,8825.545,246.267,246.267,781.232,670.726,2.503,13.23,1.03,34.623,0.685,0.963
3163,5.14,15.0,21634.548,1924.33,8493.975,175.3,175.3,711.748,639.996,2.079,11.068,1.026,25.329,0.501,0.963
3167,9.3,27.0,72772.526,3560.422,9773.601,644.808,644.808,1089.068,782.431,4.498,22.541,1.05,90.16,1.785,0.963
3182,6.175,18.0,29793.611,2307.345,8829.664,246.301,246.301,776.87,669.848,2.501,13.175,1.03,34.336,0.68,0.963
3183,7.148,21.0,38983.563,2678.081,9133.526,332.107,332.107,830.38,693.253,2.963,15.466,1.035,44.196,0.875,0.963
3189,4.161,12.0,14723.612,1547.467,7794.627,113.783,113.783,641.254,608.39,1.657,8.875,1.022,17.19,0.34,0.963
3200,6.175,18.0,29794.238,2307.321,8831.721,246.283,246.283,774.709,669.413,2.501,13.148,1.03,34.193,0.677,0.963
3207,4.161,12.0,14723.847,1547.469,7798.658,113.786,113.786,639.53,608.074,1.656,8.857,1.022,17.107,0.339,0.963
3214,2.088,6.0,2858.591,1365.56,6840.268,26.117,26.117,499.997,559.246,1.198,6.409,1.019,8.899,0.131,0.963
3234,4.161,12.0,14724.098,1547.471,7804.708,113.793,113.793,636.96,607.6,1.656,8.831,1.023,16.982,0.336,0.963
3281,6.175,18.0,29770.383,2307.161,8812.594,246.047,246.047,792.844,672.903,2.506,13.379,1.03,35.379,0.7,0.964
3286,2.088,6.0,4287.791,1344.046,6779.15,22.28,22.28,564.166,567.765,1.243,6.783,1.019,23.525,0.212,0.964
3300,7.148,21.0,38989.701,2678.067,9126.446,332.261,332.261,843.095,695.16,2.972,15.691,1.035,45.216,0.895,0.964
3301,8.206,24.0,50995.313,3087.508,9310.712,438.006,438.006,940.61,736.922,3.585,18.636,1.041,61.7,1.221,0.964
3311,9.3,27.0,72763.856,3560.392,9764.381,645.021,645.021,1096.786,783.521,4.511,22.82,1.05,91.135,1.804,0.964
3316,5.14,15.0,21632.757,1924.315,8484.844,175.274,175.274,719.972,641.378,2.082,11.172,1.026,25.808,0.511,0.964
3320,9.3,27.0,72764.643,3560.395,9765.207,645.046,645.046,1095.887,783.371,4.51,22.793,1.05,91.028,1.802,0.964
3348,1.138,3.0,646.428,1364.102,6676.527,8.347,8.347,461.515,548.83,1.112,5.989,1.019,0.0,0.079,0.964
3374,9.3,27.0,72770.163,3560.41,9770.084,644.754,644.754,1090.555,782.492,4.503,22.629,1.05,90.395,1.789,0.964
3391,8.206,24.0,50994.908,3087.54,9314.568,438.003,438.003,930.138,735.271,3.576,18.425,1.041,60.722,1.202,0.964
3404,3.144,9.0,8378.9,1386.756,7115.62,60.35,60.35,588.103,582.419,1.389,7.478,1.02,12.374,0.245,0.964
