row_id,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,class
54,-13.27104568,-5.62995529,1.52020919,0.39331385,0.82059586,1.3659929,-12.85376549,-2.15688634,0.91896582,-0.87262642,2.02866793,-0.01751828,-1.49512672,1.55142736,-0.56569719,2.40478325,1.77543163,1.68551135,-0.7418372,1.92041016,-1.37182283,-0.16099602,1.88793099,-0.47585535,-0.78328079,1.59246778,1.96844876,-0.31551337,0.26023173,-0.73964417,0.82558131,-0.73686457,0.23302799,-2.09859538,0.23383528,-0.62637591,-1.27746248,-0.48394555,1.46400964,0.07710612,0.85905647,-1.0053345,0.17695095,-1.05513954,0.08503926,-0.61264503,-0.44294727,-1.45059657,-0.37095165,-0.56634474,-0.42296803,0.20598915,0.23320794,-1.25690913,-0.9434579,-0.01126665,-0.66924167,-2.8075633,-1.90279722,-0.61160815,-0.42574683,-1.81642079,0.44692099,-0.96441281,1
57,-10.51408958,-6.49180603,6.1519928,-1.25201011,5.51530695,3.71424079,-6.57079411,-8.22776699,-1.25615597,-0.7314322,0.68205237,1.80452943,3.76978779,1.43390906,1.11114979,1.65058196,2.27235913,-1.70825362,-3.47452998,3.6557045,-0.6017586,0.58837819,5.22092533,0.55536819,1.00437891,-0.9237448,1.98176444,0.68021405,1.51277208,1.63187873,-1.26691592,0.57700968,1.08143127,0.97411847,0.2986514,-2.03134537,-0.61948586,1.01854491,0.25788105,-0.90116656,-1.50331926,0.12373666,-0.95306617,-0.50656998,1.4010756,-1.40098929,0.62146193,-1.30925059,0.63125294,-0.34758484,-1.06142211,-0.81053996,1.27642763,-0.60204268,-0.50574964,-0.8490808,-0.1006453,-2.16471577,-0.49628222,-0.83236569,1.0860815,-0.42559966,0.45551133,-0.28894258,1
62,-10.18936157,-9.16274834,3.95448804,-1.14576137,-0.91087013,2.74549723,-8.85765266,-4.2108593,-1.4406662,1.2772944,-1.69984818,1.304322,0.87685108,0.50260031,-1.40875816,0.67112195,0.19123125,0.8744638,3.90250039,3.37578678,-2.00689077,-0.33859295,-2.40336895,0.25094771,3.02101851,-1.88546312,2.98580647,-1.51192069,-1.2566638,-0.86647427,-0.74966323,0.69842029,-1.22909379,0.85036016,-1.01472545,1.22604442,0.06351209,-0.81045502,-1.86062539,-0.76482624,-0.24892354,0.02253987,1.78625023,0.17188792,-1.55277741,0.77900827,-2.13742018,-1.10091949,-1.0244205,1.06779027,-0.72529286,-0.68258822,1.09495378,-0.73781061,-1.02030921,0.76327693,0.83307421,0.01900815,0.50647289,0.86904907,-0.36660743,0.45983857,-0.03661543,-0.45867452,1
66,-12.46060562,1.38031435,2.7212522,-1.58392501,3.18949032,5.26597214,-3.57064009,-1.06464028,-1.44019461,-3.01018548,0.83685684,5.63942719,-0.72914481,1.47861183,3.74922466,0.76315415,4.28228378,-0.97262806,-1.6750164,2.17273235,-5.53492451,2.6182158,4.11024761,2.70588923,-0.59203619,1.37232661,3.52382183,2.22973514,1.36755514,-0.68358582,-3.05685854,1.00931191,0.42186248,-0.41055578,-0.8319633,-2.42358184,-0.05219936,-1.40110564,0.11754334,-0.13709641,2.1403861,0.65983438,0.71471518,-2.35309124,-0.99339497,0.43788183,0.76843363,0.70639265,1.28947282,1.55428445,0.7156989,-2.32029152,0.33834863,-1.38499904,-0.39769155,1.01353598,-1.17996001,-2.39675546,0.45599729,-1.33566558,0.18751897,0.46160799,0.86238348,-1.22623408,1
71,-11.61288071,-10.88005447,4.88354063,-1.51269031,2.37144279,-0.25810075,-9.49310875,-4.98095322,1.1077764,0.04238346,-0.62202811,-1.60199046,2.01439428,-0.04976357,-2.53571033,1.3483448,0.00968957,1.29656219,0.43868679,0.13871932,0.70136058,-0.81794852,2.86561513,-2.17605257,-1.61083198,-1.07300997,1.22524714,0.95616424,0.85425448,0.51152062,-1.50136364,1.45301008,-0.9119916,0.18401611,0.41938353,0.49317348,-1.52084351,0.4690091,1.36282361,-0.32293129,-1.17227006,0.11069477,0.56603026,1.06655669,1.71245933,0.36448991,-1.42421651,-1.07025409,-0.95295769,0.0725373,-0.48117298,-0.75615752,0.94448245,-1.53570914,1.08277917,0.06536442,-0.03216004,-1.09493923,0.89189237,0.57151806,-0.14253148,0.53622144,0.58748877,1.74368203,1
85,-10.53037262,-7.78545427,4.87377262,-1.05020475,4.79018307,5.25614929,-6.22167206,-2.16153669,-1.52798176,1.3423146,-5.10811806,1.23938251,1.14808953,3.10873556,-2.22351837,0.30638528,-1.43413925,-2.64012742,-0.82015949,2.67281199,-5.70355463,1.72902822,2.14020133,2.70184708,-0.3664884,0.94571835,0.929901,-0.68874019,0.01130438,-0.62810081,-0.17070162,0.28828549,-1.05167472,0.32315934,-0.85227227,-2.02372336,0.21188569,-1.75440931,-0.82291687,-1.84274197,-0.92968982,0.69386107,0.4395628,0.63945723,-0.17955041,0.01710975,0.70225042,-0.27414632,-0.85851246,0.53374982,0.01198307,0.3234545,-0.44351244,0.0582267,-0.88782161,-0.49651334,-0.31662655,-1.57455313,-0.56638491,-0.17743051,-0.07727429,-0.57544982,0.13491911,-0.00359949,1
104,-11.08400631,-10.82920074,10.04534626,-0.95599294,2.66117954,5.49895191,-5.38903999,-4.92453384,0.54311562,0.4862473,-0.2429316,-0.17306733,1.18869042,0.80062491,-1.75013781,2.6403029,-4.06160498,-0.88090628,-2.04311776,0.9633348,-3.10569811,0.73502123,2.42858958,-1.16921425,-0.68751836,1.51046133,1.40047741,-0.66013193,-0.16273069,-0.37919384,-1.13554966,0.71354079,2.14899468,-0.46684748,0.69326663,-2.56700802,-1.54200923,-1.93611455,0.20464778,-1.85626698,-0.30419403,-0.17062192,2.66924477,-0.53883529,0.66956401,-0.39060247,0.74072981,-2.06878591,-0.0004065,-0.13552314,0.13747203,0.08569443,-0.82855535,-0.7331655,-0.51693302,-0.40047956,0.95344818,-0.86092311,-0.65747845,-0.64198732,0.33866525,1.20508218,1.05686963,-0.48877725,1
107,8.28945446,1.50674629,0.96508467,-0.72927296,-1.59858179,3.54740739,-6.34546375,0.20940602,7.12894821,-4.14945412,2.43501043,2.25335169,9.15720177,-2.89713168,-0.41850662,5.70363426,0.41448545,4.94771671,0.65383291,4.9485445,-1.38280582,-0.50881654,-4.05912924,3.42656279,0.37003613,1.6243993,-1.27753258,2.47678304,2.0137341,-1.1969887,1.53480303,0.03916168,1.80282235,0.56258881,1.70210338,-3.23891377,0.06662798,-1.37993765,1.46946013,-1.87842178,0.44265461,-2.70808196,1.33555233,1.22459316,1.11971068,-1.87775958,1.73651242,0.78401208,-1.4991672,2.30902243,0.85651195,1.86809862,0.48689914,-0.80449629,0.04252023,0.02420199,1.52242219,-0.84755301,0.44447964,0.67767942,-1.29713559,-0.90669549,0.68278944,0.55618453,1
109,-7.44489145,-0.85119867,1.95458055,-0.79160106,2.7718358,6.74976635,-4.82898617,-7.45124149,-6.6743865,2.13421941,2.13208818,0.07709885,0.60376489,-1.06563425,1.75429797,1.07996368,2.82306266,-3.47035313,1.44265616,2.7311964,-4.61998415,2.00641394,3.08569407,2.0473156,3.46043825,0.4166916,-0.9585436,2.08835363,-0.62986183,-0.77710402,-1.36480248,1.25773239,-1.57806253,-2.52180433,1.02395535,0.05604491,1.21173811,1.86463308,0.17038548,0.11814255,0.54217505,-0.01077728,1.13647616,-0.69646525,0.45580298,0.44723505,0.5936259,-0.79486394,-0.64643395,1.18597806,-1.62785304,0.43388045,0.69333279,-1.45407438,-0.03415388,-2.02447271,1.05077231,1.25883353,-1.01337671,0.44135714,-0.10120521,-0.37369516,0.84566236,0.6376037,1
110,-11.46477985,-7.47023344,6.20826817,-1.003914,4.68521786,6.5837574,-6.33615971,-4.45323086,-2.72564697,2.92073226,-2.79788351,0.71640801,0.72750568,0.3731831,1.71243811,3.71052837,-1.54797781,-1.62941444,-0.55829132,1.21710992,-5.15543318,0.71064776,2.78722095,0.64117908,-0.57175851,0.10780409,1.22653496,0.18041122,0.66948009,0.24606884,-0.43151009,-0.31292415,-0.30114079,-0.37544781,-0.60557699,-0.67214549,-0.94708657,-2.34909248,-1.51172054,-1.37385774,2.40303779,-0.61757207,-0.42191344,0.27626377,0.07184696,0.79977506,0.77847445,-0.32205844,-1.37303638,1.13034201,-1.92729712,0.64346993,1.29570138,-0.29196298,-0.44526201,0.22696149,-0.04432988,-0.7561717,0.43059319,2.32935333,-0.77575701,0.62612313,-0.24729693,-0.46934763,1
117,-8.52332973,-8.99045658,5.33064365,-3.38088322,2.14550161,2.9392519,-8.76749134,-4.43420982,-0.5804472,-3.29736614,-2.49919319,2.2644043,1.28385055,3.89008951,-3.06307793,0.88523471,-2.56255102,-1.39157367,-0.06864697,3.18436527,-1.95284653,0.10591239,2.40434647,0.55687189,-0.17076927,0.23929545,1.98469651,-3.23593068,-1.14678097,-2.03466249,-0.76818359,1.64939308,0.04604103,-0.28830773,-0.66435969,-1.95113313,-0.15396333,-1.17068172,-1.2002238,-1.17991769,0.24566889,0.00617974,1.59279728,-0.24442245,-0.97801459,-1.03612721,-1.51168394,-0.08720851,0.27592516,-0.27650869,-0.62431306,-0.78230774,1.0301348,-1.53100324,-0.14740807,0.52004027,0.70548797,-1.26129663,-0.21635091,-0.97343081,0.09004985,0.10197675,1.01341426,-0.81176525,1
121,-7.8769865,-9.91590977,1.86819673,-1.81296861,-0.75646126,-0.93022513,-11.8059454,-6.7070713,1.15033722,-1.4318229,1.11952829,-0.84218955,3.92561626,1.5609529,-0.29357243,2.08311343,1.77742267,1.20874357,0.6191408,3.38401747,1.05896795,-2.09259224,0.60585511,-2.45670652,-0.62546182,-0.74453658,1.71232116,0.0568738,0.82517362,0.7131685,-1.15609777,0.13692665,-1.14486325,-2.11258817,0.65441406,0.30110919,-0.43650055,0.40064335,0.42832065,0.26234728,-1.76208615,0.50740886,-0.5977149,0.48876679,0.66114521,0.97360575,0.75935072,-0.51892209,0.17371592,0.36069345,-0.11941616,1.52346087,1.585428,0.45766425,0.92483747,2.45789599,-0.07905221,-0.77111828,-0.42965394,-0.30649811,0.33374482,-2.10340595,-0.1160655,2.31340432,1
123,-11.28225994,-11.2517767,6.68639994,-4.17067957,1.65828121,-0.55390024,-4.39518452,-2.86953807,1.92682433,0.09907961,-3.03203249,0.42583323,-0.7414093,-1.23640013,-1.88294935,-1.92174172,-2.7261529,1.11635089,0.85222685,1.28657842,-2.55102706,-1.60701394,-1.46780276,1.92149305,-1.30249977,-1.16037595,1.37825358,-1.83860183,-2.99051952,-0.45142075,-0.79908311,1.3702116,-3.60065341,-0.70318907,-0.55146575,1.66830969,-0.1175034,0.9873907,-1.30349052,-1.70237172,-1.904948,0.55502301,2.12255216,0.20879711,0.83460844,-0.93775398,-1.40406418,-1.88954377,-1.28385663,0.31750011,-0.6996423,-1.5511961,1.07859731,0.26278114,0.54404598,0.84091127,-1.10655093,0.87246192,0.68223292,0.45924461,1.18934429,2.37322307,0.284361,0.91333294,1
127,-10.61531258,-6.5037775,0.06118232,1.68891597,3.59077406,1.94703078,-9.55586815,-4.56004047,-1.57884121,-0.46494412,-0.67149878,-1.72158122,2.22364163,-1.23989666,-1.24958658,3.28563881,3.51391006,1.96753049,0.58626646,4.56688023,-1.2243855,-0.69595569,2.1431427,0.34024501,-0.41157141,-0.63233519,2.92027473,0.76074553,2.98088503,0.84766173,-1.12965333,-1.01765776,-0.98171568,-0.17787367,1.09916246,0.85802162,-1.77967072,-0.96555871,1.72617424,-1.53034949,-1.20966768,0.67854869,0.27438989,1.4363662,-0.15439653,-0.43914473,-0.14129631,0.18303514,-1.58649778,-0.15662831,-0.05875339,1.33999896,0.7850306,-1.66926742,0.26774126,0.37456787,0.33892941,-2.45183778,-0.5210098,0.76223731,-0.05448924,-0.45767945,-1.67489791,-0.00599263,1
136,-9.86974907,-5.1935811,6.85126638,-1.20129848,3.74366283,4.09240961,-0.88958502,-7.25615883,-0.55058813,2.66801858,-2.92087698,2.35732937,3.20601749,-1.73399031,-2.14980936,-1.41848874,2.95761037,-1.77349031,0.94568813,3.23982954,-4.55168772,2.84277964,0.86061919,1.01364255,-0.9452666,-0.43128058,2.92858934,-1.11891389,-0.09729624,-1.08160388,-2.71200562,0.53162789,-0.9161877,1.24679542,0.00989282,2.11396861,0.99745321,-1.87987447,-1.34376991,-2.31693792,-0.54475129,0.49400294,2.6492095,0.54399323,0.88043785,-1.10509777,-1.23638463,-2.21799684,1.00756598,0.36908305,1.57820106,-2.17266297,-2.84705424,-0.38677669,-0.41058868,0.36583173,-1.76476765,1.06068134,-0.22006857,-1.49934614,0.9123736,0.74214977,-0.46587211,-0.47952679,1
137,-11.75997162,-3.84754872,0.14703038,0.29541495,2.62310123,5.29680729,-9.43490791,0.3349328,0.26951122,4.20738316,-2.59789896,2.54897714,-2.74995637,3.83936858,-0.99921894,0.41138911,0.18464935,-2.9967308,0.58672875,3.05855656,-2.45312047,2.30175972,3.15523124,0.28241634,1.67936814,0.22768632,1.27144694,-0.44101578,-1.74912024,0.28463542,-2.78210402,0.8058176,0.55439079,-0.91585499,0.14782715,-1.52556968,-1.0087322,-0.84761387,-0.27601993,-0.22251505,-0.47748655,-0.62262315,0.8567577,-1.25867999,-1.6043309,0.82011914,1.3743701,-0.38367772,0.58171535,-1.9069283,0.43146193,-0.44698775,0.73000288,0.20598507,0.31717789,-1.05237579,0.31215858,-0.78936952,-1.28063345,0.24044073,-0.84798867,-0.60447079,0.58832586,-2.30352116,1
140,-11.75415707,-9.41633797,6.37741852,-2.95061898,0.91668856,0.73760581,-4.72672462,-0.79613483,2.16842866,0.41999936,-4.18807793,1.32320404,-0.81183672,-0.3111203,-3.70621967,-1.31291246,-2.16815782,-0.39752662,2.3047781,1.67749,-1.83212483,0.82837248,-2.56072187,1.93155718,-0.40615365,-0.14382018,2.58431816,-2.20281124,-3.23731041,-0.60230112,-0.07927787,3.27509069,-2.28797221,1.19365311,-1.95870042,0.33568347,2.19231009,0.39768887,-0.29139018,-2.72678757,-1.68153977,0.35294563,1.98340559,-1.16850531,-0.01938438,-0.68004382,-0.75481945,-2.0010159,-1.77516794,0.54785049,-0.63196552,-0.89802933,0.58537567,-0.7441752,0.5404585,0.28627372,-0.67450809,-0.13005044,-1.06761837,-0.14008415,1.12155616,0.23385972,0.66189981,-0.36513552,1
145,-11.25466919,-7.8562007,3.74086833,-2.25471663,0.6724329,0.18928635,-4.04380894,3.03943539,4.45314503,-1.26530695,-5.16220427,-0.5362823,1.68719268,1.02077544,-3.38585663,-1.5809083,-2.95098209,0.33444345,2.49951029,1.14627147,-2.97880125,2.23739362,-2.00590706,2.97524118,1.26124883,-0.42629355,2.46750212,-3.54317999,-3.35606241,-0.46619898,-1.46504819,4.49524879,-2.26621056,-0.88916236,-1.45535159,0.01997417,1.49911928,0.37482685,0.05930817,-2.19548726,-0.40706021,1.76665795,1.34038961,-0.34270716,-0.07802415,-1.12244105,-0.15723746,-2.29506993,0.20755187,0.93728721,0.17051822,-0.59959841,1.98245919,0.00829148,1.33651185,0.26943529,-0.13143325,-1.50477612,-0.63124537,-0.48144996,2.20568728,0.79236013,-0.81664377,0.86486685,1
149,-11.71844292,-3.34925985,7.43528891,0.1451537,1.87160456,4.32004166,-0.55128288,-4.13529873,-1.20369911,7.14156914,0.68314075,3.4394927,-2.82463932,-0.32713196,1.66241598,-1.17158651,0.14590096,-0.91800761,-0.69809467,2.69296408,-6.61578274,1.21480989,4.37876844,2.56627464,-2.33912134,1.59481335,0.67931128,2.60470271,1.22263646,-1.45788217,-4.31766272,0.42111897,-1.59403396,-1.22666764,1.82438838,0.28247133,0.94192123,0.03780586,-2.57704639,0.06395674,-0.62453771,0.14148998,1.30221868,-1.58356547,2.76723361,0.01138294,-0.26091462,-0.07078528,0.03246269,0.62506831,0.80851579,-0.31463718,-0.33377028,0.494304,-1.59290886,1.44000936,-0.65485358,-1.32930291,-0.1571103,-0.43784964,-0.14648071,-0.22774543,-1.41472185,-0.13021424,1
150,-10.22627163,-5.70165539,5.9227128,-0.94005346,3.13263369,1.64338148,-8.7700758,-1.91790962,3.77386999,-3.88559151,-1.79399204,1.94784856,2.27996397,0.84360504,-3.00591946,-5.51480293,3.40796065,-0.87425786,-0.31578568,2.57916832,-0.5029639,0.4877916,0.13391459,2.13147926,-0.15561664,-0.89295,1.97574103,-0.89664257,-1.78948689,0.28288066,0.10389543,0.51033711,-1.6754117,0.02830648,0.78982818,0.75154889,-0.60341918,0.43209463,0.26576281,-2.64843893,0.1155411,0.2876682,1.46575427,0.18539922,1.00766063,-0.41289285,-0.43045294,-1.10323477,-1.3802433,1.62172496,0.08773415,-1.89351487,1.78973174,-0.23678553,1.40458202,0.67454898,-1.63505411,-0.03780894,-1.00048852,0.34698522,0.15456514,1.20927,-0.17007065,-0.79100746,1
152,-7.12106943,-3.21703672,3.39069843,-3.04465413,2.08387995,4.97596502,-4.55143738,-9.86665154,-1.76237392,2.18133187,1.12709439,2.29528141,2.94464159,-0.26373777,0.78468704,-0.65100551,4.97469711,-2.66702414,1.51438415,6.24048042,-4.55676126,0.88052934,2.5876298,0.26899099,1.48587143,0.00591078,1.11468232,-1.03823543,0.66448402,-0.24476892,-3.73140097,-0.56831288,-0.51032799,0.68336046,-0.92011666,0.7373805,-0.47455072,-1.17226577,0.67880321,-2.11760807,1.27041292,1.58162594,2.84896827,0.16165228,-0.01228786,-0.19444306,-1.25812376,-1.96183944,-0.87089491,0.42374265,-0.12061109,-0.17862648,-0.21045399,-1.09473705,0.0208503,0.23758131,-0.57958078,0.33563286,0.8295185,-1.39638543,0.22389616,0.1739831,1.2036978,0.1552828,1
155,-9.03918171,-7.75787544,0.90037006,0.82688916,2.53793097,5.34489059,-11.08106327,-3.35798478,0.72865868,-0.37706366,1.87439203,-1.0129149,1.89727068,-1.53314102,-2.18557072,3.1422143,0.72609162,0.28444219,3.61629653,3.02723312,-1.15932703,-1.12653446,2.00440121,-1.91915286,1.40128863,0.1812354,1.00700903,-0.11502612,3.12865615,-0.65822202,0.41015422,0.59915757,0.60966027,-1.32516384,-0.0292443,-1.13226664,-3.62864113,-2.93851471,1.40925503,-1.09329426,2.45941734,0.15441081,-0.15018682,1.85406494,1.0734601,0.23512688,-0.87966764,-0.93846774,-1.11311388,1.10273969,-4.89716625,-0.42269039,0.90669405,-1.16367579,0.24732262,2.06866145,0.25228667,-2.03956485,-1.20954776,0.75822163,-0.32289234,0.51813805,-0.900783,0.33552715,1
