row_id,LATITUDE,LONGITUDE,SALE_PRC,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality
338,25.9344329351,-80.1655505761,235000.0,5500.0,1245.0,554.0,4356.6,14896.8,1526.5,57972.9,53468.6,7776.8,26.0,0.0,11.0,2.0
345,25.9351751524,-80.1570035848,260000.0,5850.0,1394.0,1337.0,1728.5,12096.5,2143.1,58735.2,53200.9,9403.4,16.0,0.0,7.0,2.0
374,25.9373857043,-80.1910780064,240000.0,10500.0,1923.0,32046.0,1463.8,23300.9,3934.3,58348.5,56872.1,687.8,31.0,0.0,2.0,2.0
436,25.9433620789,-80.1691744283,190000.0,5750.0,1107.0,0.0,4785.8,16327.6,1047.7,61023.5,56900.1,4589.9,62.0,0.0,5.0,2.0
452,25.9450546831,-80.159999624,231000.0,6045.0,1135.0,0.0,3650.3,13351.0,1708.9,62101.8,56927.9,5909.9,26.0,0.0,3.0,2.0
469,25.886869912,-80.1939251562,405000.0,9075.0,1979.0,18319.0,6443.9,23883.2,619.9,39993.1,39993.1,4925.5,26.0,0.0,10.0,4.0
510,25.8934499938,-80.1962177059,310000.0,7300.0,1885.0,1530.0,8062.7,24441.3,395.5,42411.2,42411.2,4276.8,21.0,0.0,11.0,4.0
515,25.894801712,-80.2012507312,400000.0,20550.0,3126.0,16416.0,9739.9,26039.2,1990.1,42963.5,42963.5,2611.0,17.0,0.0,8.0,2.0
553,25.9004635473,-80.2079081016,235000.0,8414.0,1185.0,26548.0,7545.8,28161.9,3967.2,45206.3,45206.3,540.2,67.0,0.0,10.0,2.0
558,25.9013900754,-80.1997584589,235000.0,33631.0,2214.0,35946.0,9051.6,25392.4,1308.7,45337.8,45337.8,3160.7,41.0,0.0,5.0,2.0
585,25.9071258583,-80.2039301191,163000.0,10800.0,1432.0,1580.0,6655.4,26934.4,1600.2,47493.1,47493.1,1936.2,26.0,0.0,6.0,2.0
597,25.9101607243,-80.1921496437,245000.0,11629.0,2555.0,19497.0,8498.0,23137.8,2073.5,48460.6,47907.4,5764.0,36.0,0.0,9.0,2.0
608,25.9138240827,-80.1993696073,350000.0,10648.0,2455.0,12630.0,5888.4,25596.3,771.5,49834.4,49834.4,3442.6,11.0,0.0,8.0,4.0
649,25.9263273489,-80.1951260412,290000.0,6300.0,2500.0,7412.0,3519.9,24381.0,4917.0,54349.0,53655.8,3054.8,16.0,0.0,7.0,4.0
656,25.8625758854,-80.2366465083,265000.0,7020.0,2095.0,0.0,6528.7,38599.5,4773.7,34349.5,34349.5,9329.1,8.0,0.0,4.0,4.0
665,25.8645301037,-80.2315249564,219000.0,7000.0,1693.0,0.0,7494.4,36847.3,4120.8,34327.5,34327.5,7638.4,9.0,0.0,5.0,4.0
675,25.8665531302,-80.2239044331,230000.0,9997.0,1981.0,1200.0,9236.4,34263.1,4248.4,34171.4,34171.4,5102.9,36.0,0.0,4.0,4.0
697,25.8712366949,-80.2327922752,151800.0,5806.0,1374.0,0.0,6176.4,37027.6,1653.8,36743.0,36743.0,7924.9,65.0,0.0,9.0,4.0
701,25.8721527396,-80.2122723031,95000.0,11200.0,1406.0,2088.0,9952.6,30271.2,5522.6,35230.1,35230.1,1173.2,62.0,0.0,8.0,4.0
706,25.8738280157,-80.2166233408,162000.0,7791.0,1452.0,1121.0,11119.9,31667.6,5862.3,36129.6,36129.6,2567.1,58.0,0.0,6.0,4.0
729,25.8777834522,-80.227133218,120000.0,5300.0,1036.0,18611.0,7438.8,35062.3,2480.8,38402.1,38402.1,5977.6,56.0,0.0,10.0,4.0
762,25.8849471752,-80.2337464007,170000.0,8250.0,1141.0,1375.0,4244.1,36958.4,837.9,41561.3,41561.3,8090.5,16.0,0.0,5.0,4.0
777,25.8867892357,-80.2185848834,91000.0,9435.0,1116.0,0.0,8960.5,31950.0,5862.2,40852.2,40852.2,3100.1,63.0,0.0,10.0,2.0
778,25.8875503766,-80.2134981277,176500.0,8645.0,1295.0,1434.0,10088.2,30262.6,6357.1,40811.6,40811.6,1419.3,66.0,0.0,8.0,2.0
783,25.8880095438,-80.2130377592,125000.0,7350.0,863.0,1020.0,10036.6,30080.5,6160.4,40978.0,40978.0,1241.0,31.0,0.0,6.0,2.0
792,25.889355601,-80.2135188556,101100.0,7714.0,903.0,1033.0,9521.0,30222.4,6224.4,41460.0,41460.0,1400.8,66.0,0.0,9.0,2.0
800,25.8905992779,-80.2141050886,145000.0,7600.0,1684.0,20097.0,9035.4,30383.1,6345.7,41938.9,41938.9,1575.1,66.0,0.0,7.0,2.0
804,25.8908159124,-80.2412838813,75000.0,7500.0,899.0,1710.0,1484.1,39272.7,104.2,44404.8,44404.8,10472.5,63.0,0.0,5.0,4.0
820,25.8926859278,-80.2182710715,172000.0,6930.0,1585.0,1328.0,7708.8,31706.1,5664.0,42945.6,42945.6,2907.6,63.0,0.0,3.0,2.0
844,25.8953028883,-80.2134084363,171000.0,6511.0,1327.0,682.0,7763.6,30054.9,6007.0,43621.7,43621.7,1245.9,36.0,0.0,7.0,2.0
848,25.8956695342,-80.2144364391,165000.0,7920.0,2557.0,1435.0,7439.8,30414.0,5756.5,43775.7,43775.7,1601.0,63.0,0.0,10.0,2.0
850,25.8959073332,-80.2276395291,168000.0,8700.0,1254.0,825.0,5202.9,34718.8,2809.6,44791.1,44791.1,5911.2,38.0,0.0,2.0,4.0
883,25.9052228539,-80.2138063462,178000.0,9360.0,1394.0,1775.0,4963.2,30141.6,3941.5,47182.4,47182.4,1221.9,31.0,0.0,1.0,2.0
886,25.9056763567,-80.226971578,175000.0,7500.0,1502.0,0.0,2197.7,34464.5,399.0,48183.0,48183.0,5542.7,41.0,0.0,8.0,4.0
920,25.9125108388,-80.2377428694,135000.0,6000.0,980.0,1680.0,1567.1,38177.3,1221.6,51494.8,51494.8,5049.5,26.0,0.0,5.0,4.0
940,25.915252572,-80.2285636016,125000.0,5000.0,1267.0,5455.0,889.3,35205.3,321.0,51684.7,51684.7,4165.5,57.0,0.0,9.0,4.0
956,25.9185758967,-80.2305088299,250000.0,7800.0,1743.0,0.0,2203.0,35832.7,735.8,53013.1,53013.1,2945.2,0.0,0.0,12.0,2.0
1008,25.9132443778,-80.254960038,199000.0,7920.0,1299.0,4049.0,4519.8,43820.3,736.6,53646.7,53646.7,4529.7,37.0,0.0,10.0,5.0
1017,25.9189403372,-80.2670027617,165000.0,6420.0,955.0,3680.0,8229.6,47824.1,1295.9,57151.0,57151.0,2347.5,59.0,0.0,11.0,4.0
1018,25.9191346071,-80.2502059592,205000.0,8108.0,1444.0,1456.0,5642.8,42320.3,1163.9,55070.2,55070.2,2484.2,38.0,0.0,4.0,5.0
1064,25.8492399815,-80.2894941428,195000.0,5738.0,1769.0,4608.0,643.9,46053.4,5496.2,41296.0,37550.1,10774.3,54.0,0.0,4.0,4.0
1080,25.8539907135,-80.2658683906,250000.0,8625.0,1632.0,0.0,1860.3,43558.6,11770.4,36942.9,36942.9,16052.7,67.0,0.0,1.0,4.0
1107,25.8592425999,-80.2695742612,296000.0,8220.0,2377.0,5099.0,3113.2,45796.9,10804.8,39180.8,39180.8,17403.9,56.0,0.0,11.0,4.0
1151,25.8692224267,-80.2754116816,290000.0,5360.0,1962.0,7036.0,4984.8,49911.7,7180.3,43211.3,43211.3,15585.2,57.0,0.0,7.0,4.0
1159,25.8707008708,-80.2687030974,305000.0,10248.0,2660.0,2558.0,2740.3,48814.4,6662.6,42281.8,42281.8,17774.7,58.0,0.0,2.0,4.0
1172,25.8728095323,-80.2764628082,295000.0,8040.0,1893.0,2755.0,5209.3,51221.8,5924.8,44435.5,44435.5,15277.0,62.0,0.0,9.0,4.0
1186,25.8761094101,-80.285413643,190000.0,7938.0,976.0,4173.0,8130.0,53662.8,6087.6,47228.8,46764.9,12376.3,62.0,0.0,8.0,4.0
1187,25.876364006,-80.2751714982,250000.0,8024.0,1622.0,7726.0,4774.9,50810.9,4615.8,45224.9,45224.9,15727.9,52.0,0.0,12.0,4.0
1190,25.8767518181,-80.2780126327,290000.0,7620.0,1956.0,23046.0,5735.8,51746.6,4659.4,45881.5,45881.5,14819.4,53.0,0.0,5.0,4.0
1219,25.8473065041,-80.3020387105,175000.0,8294.0,1029.0,5067.0,2317.1,47673.0,2343.5,44141.6,38224.2,6615.2,57.0,0.0,5.0,4.0
1237,25.8521438621,-80.2936742712,200000.0,7575.0,1069.0,4368.0,2155.8,47717.9,5438.7,43025.9,38964.9,9404.8,61.0,0.0,11.0,4.0
1246,25.8532151138,-80.2957473333,210000.0,6800.0,924.0,1185.0,2900.4,48439.3,5311.5,43808.2,39540.9,8748.4,60.0,0.0,7.0,4.0
1303,25.8339959609,-80.2766408754,220000.0,6750.0,2193.0,6066.0,2548.2,39088.1,3908.2,34540.1,31185.3,10302.4,80.0,1.0,12.0,4.0
1306,25.8341189596,-80.2714778361,337000.0,5400.0,1796.0,500.0,2638.9,38180.0,5028.6,33232.9,30954.8,9688.0,1.0,1.0,2.0,4.0
1340,25.83986148,-80.2794336576,260000.0,3720.0,1904.0,4204.0,433.2,41401.5,4989.9,36600.4,33501.0,12661.8,39.0,0.0,2.0,4.0
1371,25.8485388329,-80.2493027394,125000.0,8175.0,1225.0,1888.0,936.8,39505.0,10939.1,32019.7,32019.7,13163.2,62.0,0.0,7.0,4.0
1391,25.858036867,-80.2463895076,145000.0,7000.0,973.0,1530.0,3598.5,41898.9,7440.9,34381.9,34381.9,12590.2,67.0,0.0,8.0,4.0
1400,25.8609087725,-80.244556736,85000.0,7000.0,1011.0,1539.0,3970.6,41230.1,6252.7,35004.0,35004.0,11935.2,63.0,0.0,1.0,4.0
1448,25.843301841,-80.226551454,85000.0,5500.0,1172.0,1625.0,835.4,35344.2,5989.5,26600.2,26600.2,6357.7,53.0,0.0,11.0,2.0
1471,25.8490711851,-80.2225489013,155000.0,7231.0,2045.0,0.0,2901.9,34056.0,3528.2,28042.2,28042.2,4850.2,36.0,0.0,6.0,2.0
1475,25.8496277614,-80.2065194735,107000.0,6900.0,1300.0,0.0,2937.0,28757.9,1536.6,26874.1,26874.1,313.6,64.0,0.0,4.0,1.0
1492,25.8513073721,-80.1984231949,132000.0,8550.0,1275.0,0.0,3099.6,26124.1,407.4,27138.9,27138.9,3037.9,63.0,0.0,9.0,1.0
1523,25.8542253564,-80.2048357141,395000.0,13050.0,1788.0,22999.0,4518.9,28222.7,0.0,28376.2,28376.2,962.3,19.0,0.0,4.0,2.0
1544,25.8572774721,-80.1994285782,475000.0,9800.0,1487.0,0.0,3965.1,26443.9,1469.5,29309.6,29309.6,2779.1,15.0,0.0,12.0,4.0
1546,25.8575862953,-80.2121020843,237000.0,7500.0,1499.0,922.0,5870.5,30602.6,574.5,30053.4,30053.4,1300.6,26.0,0.0,12.0,4.0
1549,25.8579070483,-80.2221724113,170000.0,10875.0,1425.0,3295.0,6082.7,33881.7,1973.2,31034.1,31034.1,4574.0,67.0,0.0,6.0,4.0
1557,25.85859378,-80.2332955509,100000.0,7875.0,1064.0,1044.0,5759.4,37574.8,5671.3,32578.2,32578.2,8265.2,61.0,0.0,3.0,4.0
1570,25.8544269862,-80.1947875181,299900.0,7500.0,2125.0,0.0,2143.3,24883.2,372.8,28246.1,28246.1,4234.4,67.0,0.0,12.0,4.0
1577,25.8551481836,-80.1963567816,479000.0,6750.0,1654.0,3926.0,2745.7,25441.7,722.7,28480.0,28480.0,3774.7,21.0,0.0,4.0,4.0
1579,25.8553192177,-80.1908628295,450000.0,7673.0,1819.0,568.0,1102.3,23634.2,705.7,28526.2,28526.2,5581.3,26.0,0.0,5.0,4.0
1596,25.8584237924,-80.1919341295,890000.0,6750.0,2540.0,2860.0,1855.8,23983.5,1769.9,29650.0,29650.0,5257.4,11.0,0.0,9.0,5.0
1599,25.8586418448,-80.2023030616,298000.0,9375.0,994.0,982.0,5032.4,27385.5,1732.8,29902.4,29902.4,1848.0,56.0,0.0,5.0,4.0
1600,25.8586418448,-80.2023030616,315300.0,9375.0,994.0,982.0,5032.4,27385.5,1732.8,29902.4,29902.4,1848.0,56.0,0.0,12.0,4.0
1601,25.8588806327,-80.1949962865,485000.0,13880.0,2389.0,806.0,2828.0,24962.0,1938.8,29824.7,29824.7,4232.3,68.0,0.0,12.0,4.0
1628,25.8622306843,-80.1922757514,548500.0,16125.0,2499.0,31060.0,2466.3,24047.6,3146.9,31029.4,31029.4,5157.1,26.0,0.0,6.0,2.0
1635,25.8630049452,-80.1865186606,635000.0,10725.0,1956.0,3717.0,848.4,22169.2,3613.7,31371.3,31371.3,7080.7,26.0,0.0,10.0,4.0
1638,25.8633919787,-80.1880640437,1215000.0,14300.0,3711.0,57851.0,1360.3,22657.5,3702.1,31485.1,31485.1,6563.9,11.0,0.0,6.0,5.0
1640,25.8636152208,-80.1982010338,540000.0,8625.0,1396.0,31274.0,4480.7,25967.1,3820.5,31598.1,31598.1,3241.9,16.0,0.0,6.0,4.0
1658,25.8660250287,-80.1900379718,735000.0,11500.0,2459.0,45370.0,2330.4,23197.3,3769.7,32428.2,32428.2,5937.1,37.0,0.0,5.0,4.0
1670,25.8683013202,-80.1906227388,756000.0,10350.0,2690.0,0.0,2837.9,23309.6,3357.1,33258.0,33258.0,5775.2,16.0,0.0,7.0,4.0
1683,25.8693232039,-80.1861960435,380000.0,9300.0,2414.0,0.0,1643.0,21829.3,2040.3,33681.2,33681.2,7252.8,74.0,0.0,9.0,4.0
1692,25.8706775494,-80.2010465095,370000.0,9150.0,1265.0,1898.0,6336.4,26636.9,5633.9,34221.2,34221.2,2380.3,41.0,0.0,4.0,4.0
1697,25.871100821,-80.1989395126,525000.0,9225.0,1943.0,17590.0,5756.6,25934.8,4962.3,34325.4,34325.4,3079.1,19.0,0.0,5.0,4.0
1746,25.8756013343,-80.2037493509,195000.0,6000.0,1282.0,4639.0,7857.0,27415.7,5472.6,36093.2,36093.2,1622.2,32.0,0.0,3.0,2.0
1772,25.8781395453,-80.2079031594,205000.0,8178.0,1132.0,1475.0,9463.0,28738.7,6186.8,37147.1,37147.1,289.9,29.0,0.0,12.0,2.0
1776,25.8801736113,-80.1914856822,380000.0,8550.0,1746.0,0.0,4769.5,23297.7,1152.4,37569.3,37569.3,5706.6,23.0,0.0,9.0,4.0
1819,25.8607753331,-80.1777810571,400000.0,7000.0,1669.0,1672.0,1988.2,19319.7,944.1,30892.1,29809.1,9942.7,39.0,0.0,7.0,4.0
1823,25.8624425949,-80.1808292373,530000.0,13123.0,2484.0,26480.0,790.3,20235.5,2095.5,31374.6,30866.3,8897.1,37.0,0.0,10.0,4.0
1833,25.8645312053,-80.1838319382,929000.0,15197.0,2650.0,48452.0,255.9,21202.0,2813.8,31992.6,31992.6,7957.9,18.0,0.0,7.0,4.0
1890,25.8814040984,-80.1600733046,1650000.0,9375.0,2968.0,31115.0,4471.3,12932.8,15.3,39480.9,34336.2,15992.9,41.0,0.0,11.0,5.0
1900,25.8834542984,-80.1693265138,190000.0,5000.0,1152.0,20415.0,1377.6,15944.1,1625.4,39508.2,36024.6,12979.1,40.0,0.0,5.0,2.0
1926,25.8867402353,-80.1766504702,299000.0,10200.0,1163.0,0.0,1181.3,18225.6,4054.1,40281.2,38021.8,10597.6,41.0,0.0,2.0,4.0
1948,25.8407108113,-80.1777461506,475000.0,7500.0,1680.0,1914.0,3453.6,19251.7,385.6,23733.1,23733.1,9232.9,36.0,0.0,7.0,4.0
1972,25.8431663641,-80.1802582837,700000.0,5900.0,1974.0,32020.0,2683.6,20124.5,784.4,24453.3,24453.3,8447.8,36.0,0.0,6.0,5.0
1992,25.8462248432,-80.180840459,692000.0,7800.0,2148.0,8607.0,2493.7,20317.2,181.5,25536.4,25536.4,8331.2,27.0,0.0,10.0,4.0
1998,25.8492951298,-80.1802600137,390000.0,5720.0,1387.0,0.0,2788.9,20163.5,624.1,26657.3,26657.3,8781.7,30.0,0.0,10.0,4.0
2013,25.8521441971,-80.1770499249,680000.0,16080.0,2682.0,17074.0,3394.4,19092.5,115.8,27808.2,27012.3,10058.4,56.0,0.0,10.0,4.0
2036,25.8381793591,-80.2027026343,95000.0,12500.0,1770.0,0.0,1178.8,27399.8,5287.2,22544.3,22544.3,1000.0,67.0,0.0,5.0,1.0
2085,25.8385558542,-80.2285686319,90000.0,3800.0,858.0,0.0,743.9,33874.9,7791.8,25350.1,25350.1,7422.3,32.0,0.0,9.0,2.0
2105,25.820241188,-80.2616348528,182500.0,6000.0,1171.0,4468.0,836.7,32196.7,3199.3,27617.7,25657.8,3904.4,57.0,1.0,2.0,4.0
2106,25.820241188,-80.2616348528,235000.0,6000.0,1171.0,4468.0,836.7,32196.7,3199.3,27617.7,25657.8,3904.4,57.0,1.0,5.0,4.0
2120,25.8276872772,-80.2669509035,175000.0,7500.0,1367.0,580.0,2518.0,35411.0,4170.2,30616.0,28472.9,7034.2,70.0,1.0,10.0,4.0
2153,25.8215057516,-80.2450999197,146500.0,4600.0,1146.0,2091.0,1415.1,29960.8,6915.3,23681.1,23681.1,3313.0,29.0,0.0,3.0,4.0
2160,25.8253553477,-80.2456755267,186000.0,5160.0,1176.0,0.0,1557.8,31297.2,7916.4,24787.0,24787.0,4699.4,13.0,0.0,12.0,4.0
2173,25.8132208876,-80.234959249,120000.0,5371.0,922.0,1095.0,222.0,25852.0,6795.1,19180.3,19180.3,380.5,26.0,0.0,3.0,2.0
2179,25.8141354913,-80.2382319558,195000.0,5118.0,1490.0,0.0,437.7,26588.2,6354.7,20204.1,20204.1,676.9,0.0,0.0,11.0,2.0
2181,25.8158427098,-80.2316856229,110000.0,5550.0,1208.0,1276.0,1171.9,26318.1,8215.7,19112.7,19112.7,1323.9,44.0,0.0,4.0,1.0
2191,25.8192970223,-80.2302291017,98000.0,9696.0,1459.0,2255.0,2416.5,27324.5,9493.3,19748.5,19748.5,2566.8,65.0,0.0,6.0,1.0
2200,25.8217021633,-80.233583293,90000.0,4360.0,1018.0,0.0,2311.8,28532.8,9444.9,21137.3,21137.3,3471.5,60.0,0.0,11.0,1.0
2216,25.8262868132,-80.2298662579,180000.0,10500.0,2091.0,0.0,3564.7,29698.2,11448.9,21724.0,21724.0,5105.3,62.0,0.0,7.0,4.0
2232,25.829284674,-80.2361116235,195000.0,5640.0,1490.0,540.0,1592.3,31387.7,10929.6,23804.4,23804.4,6192.9,0.0,0.0,11.0,2.0
2258,25.8275633723,-80.2125448911,125000.0,6960.0,1307.0,6308.0,4932.3,28985.9,9464.0,19568.8,19568.8,1966.7,63.0,0.0,4.0,1.0
2261,25.8281579354,-80.2156103035,140000.0,6120.0,1217.0,0.0,4667.3,29315.3,9832.1,20118.2,20118.2,3006.6,71.0,0.0,1.0,2.0
2289,25.8270826404,-80.1906418612,135000.0,4750.0,1105.0,0.0,958.9,23201.0,2990.1,18294.4,18294.4,5076.0,26.0,0.0,2.0,2.0
2290,25.8270826404,-80.1906418612,163000.0,4750.0,1105.0,0.0,958.9,23201.0,2990.1,18294.4,18294.4,5076.0,26.0,0.0,7.0,2.0
2292,25.8281133365,-80.1897833046,130000.0,5000.0,1189.0,2787.0,660.6,22954.5,3092.6,18675.5,18675.5,5295.1,31.0,0.0,1.0,1.0
2306,25.8143528329,-80.1869773137,2000000.0,17605.0,3583.0,37087.0,987.4,21035.5,479.0,13736.3,13736.3,959.3,35.0,0.0,11.0,4.0
2307,25.8159675538,-80.1851337083,2250000.0,13136.0,3067.0,41400.0,1443.5,20589.5,289.0,14419.7,14419.7,1565.2,21.0,0.0,1.0,5.0
2358,25.8173872829,-80.2035966233,330000.0,5800.0,1292.0,1008.0,4482.5,25085.2,6062.3,15165.8,15165.8,773.6,26.0,0.0,7.0,4.0
2374,25.8193304834,-80.2006545937,255000.0,10725.0,1370.0,2604.0,3664.8,25788.0,5188.0,15653.1,15653.1,1752.2,67.0,0.0,8.0,2.0
2384,25.8211169894,-80.1949862979,350000.0,5350.0,1642.0,3525.0,1987.7,24279.7,3343.1,16116.1,16116.1,3471.8,26.0,0.0,3.0,4.0
2385,25.8213366766,-80.1968702529,130000.0,5500.0,1216.0,2746.0,2613.1,24897.3,3969.4,16242.3,16242.3,3037.3,88.0,0.0,8.0,1.0
2398,25.8137658501,-80.214247545,140000.0,7787.0,1248.0,0.0,909.3,24095.8,7537.5,15183.5,15183.5,449.3,77.0,0.0,3.0,2.0
2399,25.8139231319,-80.2142559609,130000.0,7308.0,1285.0,0.0,939.7,24153.4,7584.8,15235.7,15235.7,506.7,77.0,0.0,9.0,2.0
2403,25.8148951878,-80.2133009983,140000.0,6780.0,1375.0,3726.0,1418.4,24434.0,8007.8,15400.8,15400.8,818.7,76.0,0.0,9.0,2.0
2436,25.8077043303,-80.2178040863,187800.0,4933.0,1038.0,2520.0,717.5,22160.8,5099.7,13939.7,13939.7,1658.4,36.0,0.0,9.0,2.0
2442,25.8063716663,-80.1983460948,380000.0,7200.0,1705.0,0.0,1889.3,21114.1,3885.8,10881.9,10881.9,1785.1,34.0,0.0,1.0,2.0
2515,25.8838898083,-80.1253244149,555000.0,5600.0,1669.0,0.0,13430.5,1487.3,606.4,44782.8,33908.7,26015.3,68.0,0.0,8.0,4.0
2532,25.8276421593,-80.1258325836,1360000.0,7050.0,2740.0,27064.0,20293.9,2043.6,350.7,28697.8,13475.0,6249.3,31.0,0.0,9.0,5.0
2544,25.8368660406,-80.1240939275,1110000.0,7722.0,1867.0,53966.0,20986.2,1566.7,226.4,31364.5,16892.5,9496.8,27.0,0.0,12.0,4.0
2547,25.8382407336,-80.1245743274,1600000.0,8375.0,2969.0,29570.0,20852.3,1723.5,379.5,31611.5,17369.7,9900.8,30.0,0.0,4.0,5.0
2573,25.8502859156,-80.1398765815,525000.0,6875.0,1640.0,0.0,14977.1,6872.4,395.7,31839.7,21841.3,13598.0,52.0,0.0,2.0,4.0
2596,25.8586738922,-80.1435032679,703300.0,7560.0,2361.0,1711.0,12665.3,8038.8,229.1,33872.7,25036.1,16766.4,54.0,0.0,11.0,5.0
2609,25.8636595283,-80.1393444543,1076000.0,9000.0,2026.0,1693.0,13238.2,6665.8,0.0,36081.0,26626.7,18416.9,68.0,0.0,7.0,4.0
2658,25.8222246596,-80.1361723753,650000.0,6000.0,2339.0,929.0,16911.4,5171.2,288.2,24850.1,11583.7,3350.4,59.0,0.0,2.0,4.0
2693,25.6903569185,-80.1712735235,1875000.0,7500.0,1593.0,771.0,25176.9,1055.2,564.9,32098.7,32098.7,24950.9,55.0,0.0,6.0,5.0
2695,25.6926735387,-80.1681675065,1800000.0,7638.0,2707.0,30304.0,24987.5,1605.4,1590.9,31521.8,31521.8,24757.8,30.0,0.0,10.0,4.0
2715,25.8098271725,-80.3049611799,245000.0,6160.0,1070.0,4283.0,997.0,36904.1,1390.2,38823.0,26627.0,5316.3,58.0,0.0,6.0,5.0
2729,25.8123320777,-80.300176676,330000.0,6350.0,1505.0,5815.0,2270.2,36628.7,2932.7,37627.3,26525.7,6913.0,30.0,1.0,2.0,5.0
2741,25.8148573886,-80.2721714464,340000.0,12075.0,1672.0,2474.0,3911.7,32651.3,288.0,29533.5,24083.2,3729.4,65.0,1.0,12.0,4.0
2743,25.8156241138,-80.3047158356,320000.0,7600.0,1315.0,1692.0,369.9,38475.4,1504.4,39440.3,28316.0,5453.8,71.0,1.0,2.0,5.0
2770,25.8183562236,-80.2957913824,395000.0,11736.0,1669.0,0.0,3204.5,37601.3,4213.0,37077.9,27772.7,8342.1,69.0,1.0,8.0,5.0
2795,25.8232397064,-80.3011727749,395000.0,9525.0,1837.0,0.0,1894.7,40041.4,2694.9,39448.0,30141.9,6676.5,35.0,1.0,7.0,5.0
2816,25.8265050388,-80.2927780797,372500.0,10050.0,1785.0,1572.0,2797.0,39574.6,1307.9,37522.5,30059.7,9465.5,35.0,1.0,3.0,4.0
2836,25.8366143134,-80.3005602252,335000.0,8716.0,1615.0,524.0,1084.2,44059.3,249.2,41590.7,34457.7,6969.8,53.0,0.0,5.0,4.0
2842,25.7745645655,-80.2627106962,260000.0,5250.0,1408.0,4136.0,5169.9,18327.0,3687.5,23008.1,9155.0,3638.9,70.0,0.0,1.0,4.0
2858,25.7806311377,-80.2534614661,225000.0,6350.0,1374.0,6947.0,5464.4,18927.6,2992.0,19998.4,11383.4,1817.0,67.0,0.0,2.0,4.0
2890,25.7901140518,-80.2483483563,290000.0,5400.0,1289.0,3054.0,2918.3,20746.0,1507.1,18920.8,15062.5,1831.6,67.0,0.0,9.0,4.0
2910,25.7934903272,-80.2508386695,170000.0,5500.0,1063.0,2372.0,2158.4,22220.9,321.7,20051.2,16117.1,2839.2,66.0,0.0,12.0,2.0
