row_id,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
1675,5.0,9.0,5.0,4.0,3.0,11.0,3.0,3.0,6.0,11.0,3.0,9.0,3.0,8.0,6.0,13.0,Q
1728,3.0,5.0,4.0,4.0,2.0,6.0,12.0,3.0,6.0,7.0,11.0,9.0,2.0,11.0,1.0,8.0,T
1735,4.0,6.0,4.0,8.0,2.0,1.0,14.0,5.0,3.0,12.0,9.0,5.0,0.0,8.0,3.0,6.0,F
1736,3.0,2.0,4.0,4.0,3.0,7.0,8.0,5.0,5.0,6.0,5.0,6.0,3.0,7.0,4.0,8.0,R
1760,4.0,6.0,6.0,4.0,5.0,8.0,7.0,5.0,6.0,9.0,4.0,5.0,3.0,8.0,3.0,8.0,D
1769,3.0,7.0,4.0,5.0,3.0,8.0,7.0,7.0,7.0,9.0,5.0,4.0,3.0,8.0,4.0,7.0,D
1774,7.0,10.0,9.0,8.0,8.0,9.0,8.0,3.0,6.0,9.0,3.0,8.0,3.0,6.0,4.0,11.0,R
1799,4.0,3.0,6.0,5.0,3.0,7.0,8.0,4.0,1.0,7.0,8.0,8.0,8.0,9.0,0.0,8.0,W
1830,5.0,6.0,5.0,4.0,2.0,3.0,12.0,4.0,4.0,10.0,12.0,7.0,2.0,10.0,1.0,7.0,V
1900,4.0,7.0,6.0,5.0,3.0,5.0,12.0,6.0,3.0,12.0,5.0,2.0,1.0,10.0,3.0,8.0,P
1903,14.0,14.0,14.0,8.0,7.0,7.0,10.0,5.0,5.0,4.0,4.0,11.0,11.0,13.0,2.0,7.0,M
1924,8.0,15.0,8.0,8.0,5.0,4.0,9.0,3.0,8.0,11.0,11.0,9.0,4.0,9.0,3.0,5.0,X
1948,3.0,2.0,4.0,4.0,2.0,7.0,7.0,5.0,10.0,6.0,6.0,8.0,1.0,8.0,7.0,8.0,Z
1963,5.0,10.0,7.0,8.0,5.0,7.0,11.0,1.0,8.0,7.0,11.0,8.0,1.0,11.0,1.0,8.0,T
2016,3.0,9.0,5.0,6.0,3.0,10.0,3.0,2.0,2.0,8.0,3.0,10.0,2.0,6.0,3.0,7.0,A
2070,7.0,10.0,6.0,6.0,4.0,8.0,5.0,4.0,5.0,10.0,6.0,9.0,5.0,7.0,7.0,10.0,B
2120,4.0,3.0,5.0,5.0,3.0,7.0,7.0,12.0,1.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0,M
2176,0.0,0.0,1.0,0.0,0.0,12.0,4.0,6.0,3.0,12.0,5.0,11.0,0.0,7.0,0.0,8.0,J
2227,2.0,4.0,3.0,3.0,1.0,7.0,8.0,3.0,7.0,10.0,7.0,7.0,1.0,9.0,5.0,7.0,S
2229,5.0,5.0,5.0,8.0,3.0,6.0,10.0,10.0,4.0,7.0,5.0,8.0,3.0,8.0,6.0,11.0,R
2230,1.0,3.0,2.0,2.0,1.0,7.0,8.0,0.0,6.0,13.0,6.0,7.0,0.0,8.0,0.0,7.0,I
2242,6.0,7.0,8.0,11.0,8.0,10.0,12.0,6.0,0.0,4.0,7.0,11.0,6.0,15.0,5.0,8.0,Q
2243,4.0,6.0,6.0,8.0,4.0,13.0,4.0,3.0,7.0,10.0,2.0,7.0,2.0,7.0,5.0,12.0,Z
2249,7.0,9.0,8.0,6.0,5.0,5.0,9.0,1.0,8.0,9.0,10.0,5.0,3.0,11.0,4.0,4.0,Y
2349,3.0,1.0,4.0,2.0,3.0,6.0,7.0,4.0,7.0,7.0,6.0,10.0,6.0,8.0,4.0,9.0,K
2372,4.0,2.0,6.0,4.0,4.0,8.0,11.0,2.0,2.0,6.0,9.0,8.0,7.0,11.0,1.0,8.0,W
2434,4.0,3.0,4.0,4.0,2.0,7.0,7.0,14.0,0.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0,H
2560,4.0,5.0,5.0,6.0,5.0,8.0,5.0,6.0,3.0,9.0,6.0,11.0,3.0,8.0,5.0,8.0,Q
2583,7.0,9.0,6.0,4.0,3.0,8.0,7.0,5.0,5.0,9.0,4.0,9.0,6.0,5.0,6.0,11.0,R
2593,3.0,8.0,4.0,6.0,6.0,10.0,7.0,4.0,5.0,7.0,6.0,6.0,4.0,6.0,9.0,6.0,D
2610,3.0,5.0,6.0,4.0,3.0,7.0,7.0,2.0,10.0,12.0,6.0,8.0,1.0,8.0,6.0,8.0,Z
2620,4.0,6.0,5.0,4.0,3.0,7.0,7.0,3.0,7.0,10.0,5.0,7.0,2.0,8.0,5.0,8.0,S
2624,7.0,9.0,10.0,7.0,8.0,12.0,5.0,3.0,5.0,9.0,2.0,5.0,10.0,5.0,2.0,8.0,M
2660,8.0,9.0,11.0,8.0,12.0,7.0,8.0,5.0,6.0,7.0,6.0,8.0,10.0,7.0,9.0,6.0,W
2684,4.0,8.0,5.0,6.0,3.0,7.0,11.0,3.0,8.0,11.0,9.0,4.0,2.0,11.0,3.0,5.0,T
2735,5.0,10.0,8.0,8.0,11.0,9.0,6.0,4.0,4.0,7.0,7.0,7.0,8.0,8.0,5.0,7.0,U
2767,3.0,1.0,3.0,2.0,2.0,6.0,9.0,5.0,4.0,9.0,7.0,4.0,1.0,9.0,3.0,7.0,P
2837,1.0,3.0,3.0,2.0,1.0,7.0,7.0,2.0,6.0,11.0,6.0,9.0,1.0,8.0,4.0,9.0,E
2838,5.0,8.0,7.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,6.0,8.0,5.0,7.0,5.0,6.0,T
2869,5.0,9.0,6.0,6.0,6.0,8.0,5.0,11.0,0.0,6.0,9.0,8.0,7.0,5.0,0.0,7.0,M
2883,7.0,10.0,10.0,8.0,5.0,5.0,8.0,2.0,9.0,11.0,10.0,9.0,3.0,8.0,4.0,6.0,X
2898,4.0,11.0,4.0,8.0,2.0,0.0,13.0,5.0,4.0,12.0,11.0,6.0,0.0,8.0,2.0,5.0,F
2907,2.0,5.0,3.0,4.0,2.0,5.0,11.0,3.0,5.0,11.0,9.0,5.0,1.0,10.0,3.0,6.0,F
2927,3.0,1.0,4.0,2.0,2.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,2.0,8.0,3.0,7.0,D
2934,3.0,3.0,5.0,5.0,2.0,6.0,3.0,3.0,3.0,6.0,2.0,7.0,3.0,6.0,3.0,7.0,A
2989,2.0,5.0,3.0,3.0,2.0,6.0,8.0,7.0,7.0,9.0,7.0,12.0,2.0,9.0,4.0,10.0,C
3008,3.0,3.0,4.0,4.0,2.0,7.0,12.0,3.0,6.0,7.0,11.0,8.0,2.0,11.0,1.0,8.0,T
3035,1.0,3.0,2.0,1.0,1.0,7.0,10.0,1.0,5.0,7.0,11.0,8.0,1.0,11.0,1.0,8.0,Y
3048,0.0,0.0,1.0,0.0,0.0,12.0,4.0,6.0,3.0,12.0,5.0,11.0,0.0,7.0,0.0,8.0,J
3062,2.0,6.0,3.0,4.0,2.0,4.0,11.0,5.0,5.0,11.0,10.0,6.0,2.0,10.0,2.0,6.0,F
3072,8.0,10.0,7.0,6.0,3.0,8.0,10.0,5.0,5.0,5.0,10.0,7.0,4.0,11.0,3.0,5.0,V
3100,3.0,7.0,4.0,5.0,2.0,8.0,8.0,8.0,6.0,6.0,7.0,9.0,3.0,8.0,4.0,8.0,O
3119,6.0,8.0,6.0,6.0,4.0,4.0,9.0,1.0,8.0,11.0,10.0,6.0,1.0,10.0,2.0,4.0,Y
3135,4.0,9.0,4.0,7.0,4.0,4.0,12.0,7.0,1.0,11.0,7.0,4.0,1.0,10.0,3.0,8.0,P
3150,4.0,9.0,5.0,7.0,3.0,3.0,7.0,6.0,11.0,7.0,6.0,15.0,0.0,8.0,7.0,7.0,E
3157,2.0,5.0,4.0,4.0,3.0,9.0,6.0,4.0,6.0,10.0,4.0,6.0,2.0,8.0,3.0,8.0,D
3218,4.0,10.0,6.0,7.0,3.0,4.0,13.0,4.0,4.0,13.0,8.0,3.0,1.0,10.0,2.0,5.0,F
3233,6.0,9.0,6.0,5.0,4.0,8.0,7.0,3.0,4.0,10.0,5.0,7.0,6.0,9.0,5.0,7.0,H
3239,4.0,9.0,6.0,6.0,4.0,7.0,11.0,7.0,3.0,11.0,5.0,3.0,2.0,10.0,4.0,8.0,P
3280,6.0,8.0,6.0,6.0,5.0,6.0,10.0,4.0,3.0,9.0,7.0,6.0,7.0,12.0,3.0,6.0,W
3296,2.0,0.0,2.0,1.0,1.0,6.0,7.0,8.0,7.0,6.0,6.0,6.0,2.0,8.0,3.0,8.0,D
3325,3.0,6.0,3.0,4.0,1.0,1.0,0.0,6.0,6.0,0.0,1.0,5.0,0.0,8.0,0.0,8.0,L
3341,2.0,4.0,3.0,3.0,1.0,5.0,13.0,3.0,6.0,11.0,9.0,4.0,1.0,11.0,1.0,5.0,T
3373,1.0,9.0,1.0,7.0,2.0,8.0,7.0,0.0,8.0,7.0,6.0,7.0,0.0,8.0,3.0,7.0,I
3381,1.0,3.0,2.0,2.0,1.0,7.0,8.0,1.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,7.0,I
3448,2.0,1.0,3.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0,O
3481,1.0,2.0,1.0,3.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,I
3571,10.0,14.0,9.0,8.0,5.0,8.0,9.0,4.0,6.0,8.0,9.0,5.0,6.0,12.0,4.0,8.0,V
3594,1.0,0.0,2.0,0.0,0.0,7.0,8.0,11.0,1.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,H
3649,10.0,12.0,10.0,7.0,4.0,9.0,8.0,4.0,8.0,9.0,1.0,5.0,5.0,6.0,3.0,9.0,K
3671,5.0,7.0,8.0,5.0,5.0,9.0,5.0,1.0,6.0,9.0,3.0,8.0,4.0,7.0,4.0,10.0,K
3750,0.0,0.0,1.0,0.0,0.0,3.0,12.0,4.0,2.0,11.0,9.0,6.0,0.0,8.0,2.0,8.0,F
3764,6.0,11.0,8.0,8.0,5.0,7.0,5.0,0.0,8.0,9.0,3.0,11.0,2.0,6.0,4.0,7.0,L
3777,4.0,8.0,6.0,6.0,3.0,5.0,4.0,1.0,10.0,7.0,2.0,11.0,0.0,7.0,3.0,7.0,L
3822,3.0,8.0,5.0,5.0,1.0,7.0,10.0,3.0,2.0,7.0,13.0,8.0,2.0,11.0,0.0,8.0,Y
3828,2.0,5.0,3.0,3.0,2.0,6.0,7.0,6.0,6.0,6.0,6.0,11.0,2.0,9.0,4.0,9.0,G
3873,3.0,5.0,5.0,4.0,2.0,4.0,10.0,1.0,8.0,10.0,10.0,5.0,3.0,11.0,5.0,3.0,Y
3912,2.0,1.0,3.0,2.0,1.0,9.0,12.0,2.0,2.0,5.0,10.0,9.0,2.0,11.0,0.0,8.0,V
3919,5.0,6.0,5.0,4.0,3.0,4.0,8.0,5.0,7.0,9.0,8.0,9.0,3.0,9.0,3.0,5.0,U
3937,6.0,9.0,8.0,7.0,7.0,6.0,7.0,8.0,6.0,7.0,5.0,6.0,3.0,8.0,3.0,8.0,N
3940,3.0,4.0,4.0,3.0,2.0,4.0,8.0,5.0,6.0,11.0,10.0,9.0,3.0,9.0,1.0,6.0,U
3947,4.0,8.0,6.0,6.0,6.0,5.0,11.0,2.0,2.0,7.0,8.0,8.0,7.0,11.0,1.0,8.0,W
3954,9.0,9.0,13.0,8.0,14.0,6.0,6.0,5.0,4.0,6.0,5.0,8.0,15.0,11.0,7.0,9.0,M
4016,4.0,7.0,5.0,5.0,4.0,7.0,9.0,8.0,4.0,7.0,8.0,8.0,3.0,8.0,3.0,8.0,O
4024,5.0,11.0,8.0,8.0,7.0,8.0,7.0,3.0,6.0,10.0,5.0,8.0,3.0,9.0,4.0,8.0,H
4038,5.0,9.0,6.0,6.0,4.0,6.0,7.0,4.0,7.0,10.0,10.0,9.0,2.0,9.0,5.0,5.0,S
4053,5.0,10.0,7.0,7.0,5.0,8.0,7.0,7.0,9.0,6.0,5.0,4.0,3.0,8.0,4.0,7.0,D
4056,6.0,7.0,7.0,5.0,3.0,4.0,10.0,6.0,7.0,12.0,11.0,8.0,3.0,9.0,2.0,7.0,U
4060,3.0,4.0,4.0,3.0,3.0,8.0,7.0,5.0,6.0,7.0,6.0,6.0,2.0,8.0,6.0,10.0,B
4170,5.0,4.0,6.0,6.0,2.0,6.0,7.0,7.0,11.0,8.0,6.0,13.0,1.0,9.0,4.0,8.0,C
4172,3.0,8.0,4.0,6.0,4.0,5.0,11.0,7.0,3.0,8.0,4.0,9.0,2.0,6.0,5.0,11.0,R
4182,3.0,6.0,5.0,4.0,5.0,8.0,5.0,5.0,2.0,7.0,7.0,7.0,4.0,9.0,4.0,6.0,V
4183,7.0,10.0,7.0,8.0,3.0,4.0,10.0,3.0,8.0,11.0,11.0,5.0,1.0,11.0,3.0,4.0,Y
4213,4.0,5.0,7.0,4.0,4.0,6.0,7.0,1.0,7.0,10.0,7.0,10.0,3.0,8.0,3.0,8.0,K
4257,6.0,11.0,9.0,8.0,7.0,7.0,7.0,4.0,7.0,6.0,5.0,8.0,7.0,8.0,5.0,9.0,K
4278,3.0,6.0,4.0,4.0,3.0,7.0,8.0,6.0,4.0,9.0,7.0,8.0,3.0,8.0,3.0,8.0,O
4280,6.0,10.0,9.0,9.0,10.0,8.0,8.0,4.0,4.0,7.0,4.0,7.0,7.0,9.0,6.0,4.0,R
4324,5.0,8.0,8.0,7.0,7.0,7.0,8.0,2.0,4.0,7.0,8.0,9.0,8.0,6.0,4.0,8.0,A
4339,2.0,5.0,3.0,4.0,3.0,7.0,7.0,6.0,7.0,7.0,6.0,9.0,2.0,8.0,6.0,10.0,E
4359,5.0,10.0,6.0,8.0,4.0,8.0,7.0,8.0,5.0,10.0,6.0,8.0,3.0,8.0,3.0,8.0,O
4370,1.0,5.0,2.0,4.0,1.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,I
4402,10.0,15.0,8.0,8.0,5.0,7.0,7.0,5.0,5.0,9.0,5.0,9.0,7.0,5.0,7.0,11.0,R
4439,5.0,9.0,8.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,8.0,4.0,7.0,H
4442,3.0,6.0,4.0,5.0,4.0,5.0,6.0,3.0,5.0,7.0,6.0,11.0,4.0,10.0,6.0,9.0,C
4451,9.0,11.0,7.0,6.0,3.0,7.0,11.0,6.0,5.0,8.0,10.0,4.0,5.0,12.0,3.0,9.0,V
4452,5.0,10.0,6.0,7.0,3.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,3.0,8.0,4.0,8.0,O
4477,2.0,5.0,3.0,4.0,2.0,7.0,4.0,1.0,8.0,8.0,2.0,10.0,0.0,7.0,2.0,8.0,L
4556,5.0,7.0,8.0,5.0,6.0,9.0,7.0,2.0,4.0,9.0,5.0,7.0,7.0,6.0,2.0,8.0,M
4589,2.0,2.0,1.0,4.0,1.0,7.0,7.0,1.0,8.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0,I
4641,1.0,3.0,2.0,4.0,1.0,11.0,4.0,9.0,3.0,12.0,8.0,13.0,1.0,6.0,0.0,8.0,J
4657,3.0,8.0,4.0,5.0,2.0,5.0,11.0,8.0,3.0,7.0,3.0,8.0,3.0,7.0,6.0,11.0,R
4707,4.0,7.0,6.0,10.0,10.0,8.0,5.0,4.0,2.0,8.0,8.0,9.0,5.0,9.0,6.0,8.0,Y
4708,5.0,9.0,8.0,6.0,6.0,7.0,10.0,2.0,3.0,7.0,9.0,8.0,8.0,11.0,1.0,8.0,W
4746,5.0,10.0,7.0,8.0,4.0,8.0,9.0,8.0,7.0,5.0,9.0,9.0,3.0,7.0,6.0,10.0,Q
4772,3.0,8.0,4.0,6.0,4.0,6.0,7.0,7.0,9.0,7.0,7.0,11.0,3.0,8.0,6.0,8.0,E
4776,6.0,8.0,9.0,6.0,7.0,8.0,7.0,2.0,5.0,9.0,6.0,8.0,9.0,6.0,2.0,8.0,M
4778,6.0,9.0,9.0,7.0,5.0,3.0,9.0,3.0,7.0,11.0,12.0,12.0,4.0,7.0,4.0,5.0,K
4800,5.0,8.0,5.0,6.0,4.0,7.0,8.0,13.0,1.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,H
4801,6.0,11.0,7.0,9.0,5.0,8.0,7.0,9.0,6.0,7.0,5.0,10.0,4.0,8.0,5.0,5.0,O
4901,5.0,7.0,6.0,5.0,4.0,7.0,10.0,8.0,5.0,5.0,8.0,11.0,5.0,9.0,4.0,7.0,O
4935,4.0,9.0,6.0,8.0,5.0,8.0,9.0,7.0,4.0,6.0,9.0,9.0,3.0,8.0,7.0,10.0,Q
