row_id,lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
233,9.3,27.0,72777.956,3560.703,9797.103,645.03,645.03,1093.878,785.731,4.467,22.139,1.049,89.951,1.781,0.95
244,2.088,6.0,6913.449,1367.24,6823.199,26.553,26.553,635.344,580.917,1.327,7.257,1.019,15.178,0.29,0.951
252,1.138,3.0,658.336,1367.743,6692.756,8.615,8.615,470.405,552.411,1.112,6.027,1.019,0.0,0.085,0.951
271,2.088,6.0,6804.329,1363.165,6828.3,25.813,25.813,630.888,579.998,1.323,7.214,1.019,17.081,0.287,0.951
277,8.206,24.0,50997.835,3087.621,9319.421,438.133,438.133,947.261,740.787,3.573,18.55,1.041,62.011,1.228,0.951
303,7.148,21.0,38980.093,2678.09,9135.424,332.071,332.071,846.798,698.414,2.96,15.561,1.035,45.276,0.896,0.951
328,5.14,15.0,21637.858,1924.33,8502.941,175.319,175.319,721.064,643.554,2.076,11.084,1.026,25.785,0.51,0.951
342,1.138,3.0,7450.7,1362.953,6721.416,8.398,8.398,671.546,580.704,1.334,7.245,1.019,11.593,0.333,0.951
348,7.148,21.0,38977.87,2678.079,9137.955,332.127,332.127,841.644,697.562,2.957,15.476,1.035,44.871,0.888,0.951
366,7.148,21.0,38977.226,2678.075,9138.969,332.147,332.147,839.597,697.225,2.956,15.443,1.035,44.711,0.885,0.951
370,2.088,6.0,5435.012,1346.949,6846.385,22.855,22.855,589.509,573.065,1.277,6.895,1.019,23.17,0.245,0.951
378,1.138,3.0,3731.525,1308.226,6693.999,5.341,5.341,582.191,565.438,1.212,6.556,1.019,33.556,0.241,0.951
416,3.144,9.0,8381.126,1386.768,7161.328,60.377,60.377,589.211,584.38,1.387,7.429,1.02,12.393,0.245,0.951
424,2.088,6.0,4682.313,1344.772,6860.354,22.443,22.443,564.809,569.149,1.253,6.722,1.019,23.083,0.217,0.951
459,1.138,3.0,1133.08,1384.231,6762.426,9.538,9.538,470.25,551.872,1.132,6.01,1.019,0.0,0.091,0.951
474,7.148,21.0,38983.463,2678.085,9131.415,332.224,332.224,853.371,699.311,2.965,15.685,1.035,45.809,0.907,0.952
479,3.144,9.0,8379.074,1386.757,7109.761,60.346,60.346,604.229,586.99,1.389,7.568,1.02,13.017,0.258,0.952
513,1.138,3.0,1962.423,1405.129,6724.301,10.829,10.829,507.598,559.436,1.168,6.316,1.019,0.0,0.127,0.952
523,2.088,6.0,6413.393,1355.524,6826.442,24.417,24.417,620.372,577.937,1.309,7.128,1.019,20.421,0.278,0.952
529,8.206,24.0,50997.874,3087.63,9319.533,437.993,437.993,944.507,740.134,3.572,18.511,1.041,61.778,1.223,0.952
533,3.144,9.0,8379.655,1386.76,7125.272,60.353,60.353,599.276,586.091,1.388,7.523,1.02,12.813,0.254,0.952
563,6.175,18.0,29795.275,2307.306,8836.519,246.258,246.258,788.159,673.657,2.499,13.222,1.03,34.979,0.693,0.952
568,2.088,6.0,5898.555,1350.01,6835.747,23.403,23.403,603.903,575.198,1.292,7.001,1.019,22.264,0.261,0.952
588,4.161,12.0,14725.155,1547.472,7814.193,113.809,113.809,648.955,611.298,1.655,8.891,1.022,17.518,0.347,0.952
619,8.206,24.0,50996.852,3087.612,9323.107,437.98,437.98,934.312,738.537,3.563,18.299,1.041,60.822,1.204,0.952
638,9.3,27.0,72776.541,3560.438,9789.878,644.854,644.854,1097.503,785.863,4.478,22.336,1.049,90.507,1.792,0.952
642,4.161,12.0,14725.664,1547.476,7826.395,113.804,113.804,643.74,610.342,1.654,8.838,1.022,17.268,0.342,0.952
646,8.206,24.0,50995.368,3087.576,9324.229,438.048,438.048,931.266,738.073,3.561,18.237,1.041,60.536,1.198,0.952
658,2.088,6.0,4196.566,1344.832,6857.958,22.444,22.444,550.843,566.951,1.238,6.637,1.019,22.527,0.2,0.952
696,4.161,12.0,14726.194,1547.48,7838.66,113.821,113.821,638.602,609.398,1.653,8.785,1.022,17.02,0.337,0.952
710,9.3,27.0,72761.919,3560.397,9774.937,645.054,645.054,1112.253,787.982,4.501,22.831,1.049,92.317,1.827,0.953
718,8.206,24.0,50996.704,3087.565,9317.076,437.995,437.995,949.034,740.627,3.578,18.621,1.041,62.225,1.232,0.953
747,1.138,3.0,1346.847,1391.204,6712.2,9.977,9.977,488.295,555.706,1.142,6.173,1.019,0.0,0.106,0.953
756,1.138,3.0,2127.863,1408.025,6726.645,10.996,10.996,511.671,560.091,1.175,6.351,1.019,0.0,0.132,0.953
804,4.161,12.0,14724.779,1547.47,7807.791,113.804,113.804,650.242,611.396,1.656,8.91,1.022,17.584,0.348,0.953
809,9.3,27.0,72771.707,3560.422,9783.545,645.131,645.131,1102.431,786.424,4.488,22.53,1.049,91.154,1.804,0.953
810,1.138,3.0,6906.802,1386.405,6731.401,9.752,9.752,649.177,579.01,1.326,7.186,1.019,0.0,0.298,0.953
815,6.175,18.0,29795.562,2307.293,8837.484,246.337,246.337,785.426,672.968,2.498,13.197,1.03,34.809,0.689,0.953
819,1.138,3.0,7415.714,1366.09,6721.355,8.565,8.565,667.745,580.068,1.334,7.237,1.019,9.746,0.328,0.953
822,4.161,12.0,14725.046,1547.472,7811.849,113.794,113.794,648.488,611.075,1.655,8.892,1.022,17.5,0.346,0.953
823,5.14,15.0,21637.642,1924.335,8503.716,175.303,175.303,717.072,642.505,2.076,11.053,1.026,25.57,0.506,0.953
834,7.148,21.0,38978.325,2678.076,9137.969,332.17,332.17,838.217,696.585,2.957,15.449,1.035,44.638,0.884,0.953
838,2.088,6.0,4764.019,1344.503,6840.153,22.389,22.389,570.99,570.117,1.256,6.783,1.019,23.433,0.223,0.953
840,4.161,12.0,14725.139,1547.473,7815.899,113.809,113.809,646.741,610.756,1.655,8.874,1.022,17.416,0.345,0.953
852,7.148,21.0,38977.624,2678.076,9138.981,332.028,332.028,836.183,696.25,2.956,15.416,1.035,44.478,0.881,0.953
890,9.3,27.0,72778.649,3560.435,9790.208,645.113,645.113,1094.609,785.222,4.477,22.29,1.049,90.223,1.786,0.953
925,8.206,24.0,50994.486,3087.55,9325.653,438.101,438.101,925.51,736.996,3.557,18.139,1.041,60.024,1.188,0.953
929,3.144,9.0,8381.428,1386.77,7169.607,60.388,60.388,584.33,583.202,1.386,7.395,1.02,12.194,0.241,0.953
938,3.144,9.0,8378.813,1386.755,7102.569,60.348,60.348,604.123,586.695,1.389,7.576,1.02,13.017,0.258,0.954
950,6.175,18.0,29791.708,2307.429,8825.001,246.277,246.277,797.149,675.176,2.503,13.35,1.03,35.583,0.704,0.954
954,1.138,3.0,284.459,1344.642,6670.308,7.296,7.296,463.601,549.454,1.095,5.935,1.019,10.029,0.084,0.954
991,2.088,6.0,5823.871,1349.136,6817.84,23.251,23.251,605.48,575.182,1.29,7.021,1.019,22.633,0.261,0.954
1002,4.161,12.0,14724.336,1547.467,7797.387,113.785,113.785,653.308,611.818,1.657,8.947,1.022,17.735,0.351,0.954
1008,1.138,3.0,3044.398,1417.503,6736.448,11.583,11.583,538.015,564.242,1.21,6.534,1.019,0.0,0.164,0.954
1038,4.161,12.0,14724.714,1547.47,7805.459,113.8,113.8,649.775,611.174,1.656,8.911,1.022,17.566,0.348,0.954
1039,5.14,15.0,21637.099,1924.33,8500.91,175.327,175.327,718.474,642.613,2.077,11.077,1.026,25.657,0.508,0.954
1078,8.206,24.0,50996.773,3087.609,9321.531,437.983,437.983,933.954,738.034,3.566,18.327,1.041,60.838,1.204,0.954
1085,6.175,18.0,29796.511,2307.266,8840.516,246.316,246.316,780.537,671.845,2.497,13.144,1.03,34.498,0.683,0.954
1124,9.3,27.0,72778.707,3560.435,9789.084,645.114,645.114,1093.438,784.842,4.478,22.296,1.049,90.144,1.784,0.954
1134,1.138,3.0,418.06,1353.983,6727.414,7.788,7.788,450.873,547.332,1.101,5.858,1.019,2.415,0.07,0.954
1135,2.088,6.0,3643.149,1347.01,6857.091,22.805,22.805,532.561,563.978,1.221,6.528,1.019,20.628,0.177,0.954
1140,7.148,21.0,38976.413,2678.077,9141.512,332.08,332.08,829.462,694.936,2.953,15.319,1.035,43.966,0.87,0.954
1142,9.3,27.0,72779.939,3560.434,9790.523,644.985,644.985,1091.723,784.581,4.476,22.243,1.049,89.939,1.78,0.954
1154,3.144,9.0,8381.181,1386.769,7164.653,60.384,60.384,584.667,583.13,1.387,7.402,1.02,12.21,0.242,0.954
1179,1.138,3.0,1209.475,1317.97,6649.688,5.844,5.844,511.287,554.956,1.129,6.157,1.019,26.192,0.151,0.955
1216,2.088,6.0,6091.69,1351.284,6814.366,23.631,23.631,612.488,576.165,1.299,7.076,1.019,22.047,0.269,0.955
1247,6.175,18.0,29793.79,2307.354,8831.157,246.304,246.304,788.768,673.357,2.501,13.255,1.03,35.046,0.694,0.955
1249,8.206,24.0,50997.466,3087.62,9318.414,438.092,438.092,940.407,738.828,3.573,18.478,1.041,61.468,1.217,0.955
1250,9.3,27.0,72769.266,3560.415,9778.927,644.853,644.853,1102.738,786.094,4.494,22.625,1.049,91.31,1.808,0.955
1252,2.088,6.0,5402.624,1346.515,6821.545,22.771,22.771,591.975,572.96,1.277,6.929,1.019,23.52,0.247,0.955
1259,9.3,27.0,72769.711,3560.415,9779.696,645.004,645.004,1101.849,785.953,4.493,22.598,1.049,91.205,1.805,0.955
1260,1.138,3.0,4293.227,1416.526,6739.541,11.538,11.538,574.016,569.293,1.253,6.762,1.019,0.0,0.206,0.955
1277,9.3,27.0,72771.577,3560.422,9781.239,645.078,645.078,1100.087,785.675,4.49,22.543,1.049,90.995,1.801,0.955
1282,5.14,15.0,21637.004,1924.331,8500.846,175.308,175.308,716.968,642.18,2.077,11.067,1.026,25.577,0.506,0.955
1320,7.148,21.0,38978.769,2678.077,9137.985,332.046,332.046,834.809,695.612,2.957,15.422,1.035,44.405,0.879,0.955
1370,3.144,9.0,8380.878,1386.767,7157.12,60.382,60.382,585.799,583.206,1.387,7.417,1.02,12.259,0.243,0.955
1402,8.206,24.0,50994.339,3087.543,9324.919,437.953,437.953,923.104,736.19,3.558,18.126,1.041,59.848,1.185,0.955
1415,3.144,9.0,8378.594,1386.754,7100.541,60.346,60.346,602.358,586.101,1.389,7.569,1.02,12.949,0.256,0.956
1448,9.3,27.0,72765.34,3560.403,9774.599,644.989,644.989,1105.134,786.293,4.5,22.74,1.049,91.654,1.814,0.956
1465,8.206,24.0,50997.417,3087.613,9317.077,438.136,438.136,941.796,738.829,3.575,18.524,1.041,61.622,1.22,0.956
1487,3.144,9.0,8379.458,1386.758,7121.168,60.359,60.359,595.79,584.908,1.388,7.511,1.02,12.677,0.251,0.956
1504,2.088,6.0,4629.46,1344.267,6822.859,22.339,22.339,569.241,569.367,1.253,6.778,1.019,23.576,0.22,0.956
1519,8.206,24.0,50996.979,3087.607,9319.241,438.106,438.106,935.635,737.855,3.57,18.397,1.041,61.044,1.208,0.956
1530,1.138,3.0,7396.72,1357.341,6711.686,8.051,8.051,667.107,578.989,1.331,7.217,1.019,14.076,0.331,0.956
1538,9.3,27.0,72774.125,3560.422,9782.373,645.136,645.136,1096.293,784.89,4.488,22.469,1.049,90.604,1.794,0.956
1578,4.161,12.0,14725.015,1547.474,7816.977,113.797,113.797,641.886,609.455,1.655,8.842,1.022,17.194,0.34,0.956
1581,7.148,21.0,38978.341,2678.078,9139.003,332.143,332.143,831.098,694.795,2.956,15.376,1.035,44.13,0.874,0.956
1622,3.144,9.0,8380.935,1386.767,7159.957,60.382,60.382,583.764,582.693,1.387,7.403,1.02,12.176,0.241,0.956
1642,5.14,15.0,21634.217,1924.311,8487.956,175.309,175.309,727.688,643.867,2.081,11.207,1.026,26.203,0.519,0.957
1656,1.138,3.0,1919.074,1313.549,6645.863,5.602,5.602,535.05,558.083,1.154,6.299,1.019,29.695,0.18,0.957
1666,2.088,6.0,5898.758,1349.623,6803.663,23.327,23.327,608.62,575.289,1.293,7.056,1.019,22.654,0.265,0.957
1667,3.144,9.0,8378.658,1386.755,7103.392,60.34,60.34,600.241,585.581,1.389,7.555,1.02,12.864,0.255,0.957
1684,2.088,6.0,5652.211,1347.887,6807.685,23.019,23.019,600.801,574.062,1.285,6.999,1.019,23.26,0.256,0.957
1690,8.206,24.0,50997.21,3087.6,9316.098,438.117,438.117,942.158,738.669,3.577,18.549,1.041,61.68,1.221,0.957
1693,2.088,6.0,5358.651,1346.11,6809.102,22.688,22.688,592.458,572.718,1.276,6.938,1.019,23.514,0.247,0.957
1706,6.175,18.0,29792.796,2307.382,8827.934,246.26,246.26,788.815,673.086,2.502,13.273,1.03,35.066,0.694,0.957
1726,8.206,24.0,50997.17,3087.612,9317.553,438.076,438.076,938.027,738.014,3.573,18.464,1.041,61.293,1.213,0.957
1751,6.175,18.0,29794.394,2307.325,8833.099,246.249,246.249,783.298,671.978,2.5,13.205,1.03,34.705,0.687,0.957
1842,7.148,21.0,38977.894,2678.081,9140.018,332.163,332.163,827.416,693.982,2.955,15.329,1.035,43.857,0.868,0.957
1864,2.088,6.0,2964.516,1356.905,6863.841,24.564,24.564,505.311,560.024,1.2,6.39,1.019,13.543,0.141,0.957
1868,6.175,18.0,29797.941,2307.219,8846.479,246.353,246.353,769.34,669.169,2.495,13.03,1.03,33.788,0.669,0.957
1880,9.3,27.0,72761.439,3560.389,9768.988,644.926,644.926,1106.412,786.147,4.508,22.864,1.049,91.924,1.82,0.958
1893,4.161,12.0,14723.286,1547.462,7778.102,113.787,113.787,655.896,611.744,1.659,8.997,1.022,17.874,0.354,0.958
1896,7.148,21.0,38986.257,2678.085,9129.39,332.135,332.135,847.19,697.046,2.968,15.67,1.035,45.431,0.899,0.958
1897,8.206,24.0,50996.312,3087.55,9314.373,438.018,438.018,944.614,738.843,3.58,18.616,1.041,61.932,1.226,0.958
1905,7.148,21.0,38985.626,2678.082,9129.897,332.148,332.148,846.145,696.872,2.967,15.653,1.035,45.349,0.898,0.958
1909,2.088,6.0,5475.781,1346.668,6802.056,22.785,22.785,596.692,573.246,1.28,6.972,1.019,23.302,0.251,0.958
1911,4.161,12.0,14723.47,1547.463,7782.099,113.785,113.785,654.107,611.418,1.658,8.978,1.022,17.789,0.352,0.958
1937,3.144,9.0,8378.983,1386.756,7111.396,60.358,60.358,596.499,584.765,1.389,7.526,1.02,12.711,0.252,0.958
1946,3.144,9.0,8379.057,1386.757,7113.97,60.35,60.35,595.683,584.616,1.389,7.519,1.02,12.677,0.251,0.958
1972,2.088,6.0,4267.153,1344.427,6818.295,22.361,22.361,558.216,567.523,1.241,6.716,1.019,22.872,0.207,0.958
1991,3.144,9.0,8379.534,1386.76,7126.857,60.365,60.365,591.631,583.876,1.388,7.483,1.02,12.509,0.248,0.958
2000,3.144,9.0,8379.68,1386.76,7129.44,60.36,60.36,590.826,583.728,1.388,7.475,1.02,12.475,0.247,0.958
2007,1.138,3.0,7392.97,1362.953,6713.275,8.36,8.36,663.639,578.535,1.333,7.217,1.019,11.321,0.326,0.958
2011,5.14,15.0,21636.549,1924.335,8500.652,175.284,175.284,712.475,640.887,2.077,11.038,1.026,25.338,0.502,0.958
2046,4.161,12.0,14724.62,1547.472,7812.29,113.78,113.78,640.963,609.013,1.655,8.844,1.022,17.157,0.34,0.958
2047,5.14,15.0,21637.154,1924.343,8504.3,175.291,175.291,708.655,640.173,2.076,10.993,1.026,25.118,0.497,0.958
2063,3.144,9.0,8380.371,1386.764,7147.518,60.368,60.368,585.235,582.697,1.387,7.425,1.02,12.242,0.242,0.958
2091,4.161,12.0,14725.048,1547.476,7822.442,113.799,113.799,636.69,608.227,1.654,8.8,1.022,16.95,0.336,0.958
2193,7.148,21.0,38983.49,2678.075,9132.457,332.144,332.144,839.226,695.526,2.964,15.554,1.035,44.823,0.887,0.959
2198,3.144,9.0,8379.092,1386.757,7116.815,60.359,60.359,593.599,584.1,1.389,7.505,1.02,12.593,0.249,0.959
2210,6.175,18.0,29793.471,2307.353,8829.884,246.304,246.304,783.336,671.706,2.501,13.222,1.03,34.726,0.688,0.959
2213,9.3,27.0,72770.796,3560.42,9776.623,644.765,644.765,1095.43,784.187,4.495,22.569,1.049,90.68,1.795,0.959
2214,1.138,3.0,4577.568,1414.14,6734.306,11.374,11.374,579.069,569.405,1.262,6.806,1.019,0.0,0.214,0.959
2238,7.148,21.0,38981.667,2678.079,9134.991,332.165,332.165,834.107,694.68,2.961,15.469,1.035,44.42,0.879,0.959
2243,3.144,9.0,8379.626,1386.76,7129.703,60.358,60.358,589.567,583.361,1.388,7.469,1.02,12.425,0.246,0.959
2250,1.138,3.0,7224.015,1348.865,6704.572,7.555,7.555,661.588,577.323,1.324,7.17,1.019,18.56,0.328,0.959
2251,2.088,6.0,3415.068,1348.75,6831.27,23.102,23.102,527.627,562.919,1.214,6.528,1.019,19.096,0.17,0.959
2261,3.144,9.0,8379.858,1386.761,7134.865,60.369,60.369,587.966,583.067,1.388,7.454,1.02,12.358,0.245,0.959
2267,9.3,27.0,72775.878,3560.426,9781.219,644.969,644.969,1090.199,783.36,4.488,22.408,1.049,90.058,1.783,0.959
2298,4.161,12.0,14724.699,1547.473,7814.013,113.807,113.807,638.789,608.478,1.655,8.827,1.022,17.056,0.338,0.959
2359,2.088,6.0,5329.711,1345.7,6791.855,22.612,22.612,593.725,572.521,1.276,6.959,1.019,23.598,0.248,0.96
2395,2.088,6.0,4567.255,1344.018,6800.85,22.287,22.287,569.917,569.035,1.251,6.802,1.019,23.787,0.22,0.96
2408,6.175,18.0,29791.927,2307.418,8824.672,246.204,246.204,787.227,672.348,2.503,13.279,1.03,34.989,0.693,0.96
2416,5.14,15.0,21634.825,1924.322,8492.334,175.317,175.317,718.185,641.648,2.079,11.12,1.026,25.68,0.508,0.96
2418,7.148,21.0,38984.535,2678.074,9131.457,332.121,332.121,839.575,695.381,2.965,15.574,1.035,44.868,0.888,0.96
2423,3.144,9.0,8378.903,1386.756,7111.944,60.352,60.352,593.952,584.029,1.389,7.512,1.02,12.61,0.25,0.96
2435,6.175,18.0,29792.855,2307.375,8827.765,246.298,246.298,783.908,671.681,2.502,13.238,1.03,34.772,0.688,0.96
2445,7.148,21.0,38983.272,2678.078,9132.978,332.18,332.18,836.488,694.871,2.964,15.523,1.035,44.625,0.884,0.96
2451,4.161,12.0,14723.669,1547.467,7793.509,113.793,113.793,646.11,609.686,1.657,8.908,1.022,17.413,0.345,0.96
2462,6.175,18.0,29793.832,2307.338,8830.859,246.262,246.262,780.62,671.02,2.501,13.197,1.03,34.556,0.684,0.96
2485,2.088,6.0,3269.708,1350.431,6830.017,23.402,23.402,522.232,562.079,1.21,6.501,1.019,17.888,0.162,0.96
2513,3.144,9.0,8379.964,1386.762,7137.71,60.366,60.366,585.92,582.555,1.388,7.44,1.02,12.275,0.243,0.96
2526,7.148,21.0,38980.215,2678.081,9137.526,332.059,332.059,827.377,693.364,2.958,15.372,1.035,43.906,0.869,0.96
2533,5.14,15.0,21636.656,1924.347,8504.166,175.324,175.324,705.704,639.317,2.076,10.974,1.026,24.961,0.494,0.96
2540,3.144,9.0,8380.215,1386.764,7145.448,60.365,60.365,583.543,582.115,1.387,7.419,1.02,12.175,0.241,0.96
2548,2.088,6.0,2871.882,1364.924,6856.889,26.006,26.006,499.167,559.331,1.198,6.387,1.019,9.224,0.131,0.96
2567,3.144,9.0,8380.569,1386.765,7153.2,60.372,60.372,581.181,581.676,1.387,7.398,1.02,12.076,0.239,0.96
2581,8.206,24.0,50994.648,3087.478,9311.778,437.974,437.974,944.707,738.216,3.584,18.669,1.041,62.011,1.228,0.961
2601,1.138,3.0,5777.169,1324.437,6650.715,6.201,6.201,641.421,573.342,1.279,7.002,1.019,30.038,0.305,0.961
2617,8.206,24.0,50996.458,3087.568,9313.287,438.056,438.056,940.516,737.546,3.581,18.584,1.041,61.621,1.22,0.961
2623,5.14,15.0,21633.902,1924.317,8488.637,175.269,175.269,720.588,641.944,2.081,11.156,1.026,25.824,0.511,0.961
2624,6.175,18.0,29790.976,2307.46,8821.526,246.244,246.244,788.927,672.551,2.504,13.308,1.03,35.109,0.695,0.961
2628,1.138,3.0,418.761,1353.838,6671.028,7.779,7.779,458.607,548.3,1.101,5.945,1.019,4.64,0.077,0.961
2633,6.175,18.0,29791.263,2307.443,8822.555,246.199,246.199,787.811,672.326,2.504,13.294,1.03,35.036,0.694,0.961
2636,9.3,27.0,72766.067,3560.406,9770.339,644.868,644.868,1097.543,784.166,4.504,22.718,1.049,91.049,1.802,0.961
2667,4.161,12.0,14723.389,1547.465,7787.19,113.789,113.789,647.4,609.787,1.658,8.927,1.022,17.479,0.346,0.961
2675,3.144,9.0,8379.06,1386.756,7114.797,60.346,60.346,591.877,583.515,1.389,7.498,1.02,12.525,0.248,0.961
2681,9.3,27.0,72769.66,3560.428,9774.31,644.847,644.847,1093.114,783.448,4.498,22.582,1.049,90.523,1.792,0.961
2689,8.206,24.0,50995.375,3087.563,9316.268,438.031,438.031,932.202,736.231,3.574,18.414,1.041,60.843,1.205,0.961
2733,7.148,21.0,38981.712,2678.081,9135.519,332.074,332.074,829.712,693.547,2.961,15.425,1.035,44.108,0.873,0.961
2742,7.148,21.0,38981.356,2678.082,9136.024,332.077,332.077,828.706,693.38,2.96,15.409,1.035,44.029,0.872,0.961
2757,4.161,12.0,14724.277,1547.471,7807.326,113.796,113.796,638.728,608.196,1.656,8.838,1.022,17.06,0.338,0.961
2770,8.206,24.0,50994.406,3087.533,9319.93,438.105,438.105,922.951,734.832,3.566,18.23,1.041,59.981,1.187,0.961
2817,1.138,3.0,5742.565,1401.992,6693.383,10.644,10.644,620.416,574.748,1.298,7.079,1.019,0.0,0.26,0.962
2836,2.088,6.0,4740.808,1344.149,6788.836,22.322,22.322,576.208,569.695,1.257,6.85,1.019,23.915,0.227,0.962
2880,1.138,3.0,1140.684,1383.371,6694.293,9.471,9.471,476.773,552.239,1.134,6.108,1.019,0.0,0.095,0.962
2889,1.138,3.0,1460.676,1392.754,6703.38,10.027,10.027,485.711,553.964,1.147,6.178,1.019,0.0,0.106,0.962
2891,3.144,9.0,8378.65,1386.755,7107.358,60.346,60.346,593.038,583.591,1.389,7.513,1.02,12.576,0.249,0.962
2920,5.14,15.0,21634.734,1924.328,8494.033,175.3,175.3,713.24,640.425,2.079,11.078,1.026,25.408,0.503,0.962
2924,9.3,27.0,72771.474,3560.422,9773.959,644.867,644.867,1091.09,782.939,4.498,22.562,1.05,90.341,1.788,0.962
2957,6.175,18.0,29794.147,2307.319,8831.773,246.265,246.265,776.311,669.874,2.501,13.16,1.03,34.29,0.679,0.962
2961,1.138,3.0,7350.139,1358.421,6706.51,8.085,8.085,659.912,577.128,1.331,7.193,1.019,13.487,0.325,0.962
2978,9.3,27.0,72777.351,3560.424,9778.601,645.164,645.164,1085.879,782.108,4.491,22.401,1.05,89.718,1.776,0.962
3005,9.3,27.0,72779.207,3560.428,9780.866,644.894,644.894,1083.305,781.702,4.487,22.321,1.05,89.406,1.77,0.962
3029,6.175,18.0,29796.597,2307.248,8839.995,246.298,246.298,767.771,668.152,2.498,13.053,1.03,33.727,0.668,0.962
3036,4.161,12.0,14724.585,1547.474,7815.127,113.78,113.78,634.016,607.192,1.655,8.795,1.023,16.836,0.333,0.962
3052,2.088,6.0,4803.151,1344.16,6781.495,22.314,22.314,579.012,570.17,1.259,6.881,1.019,24.003,0.23,0.963
3053,3.144,9.0,8377.727,1386.749,7084.561,60.341,60.341,599.113,584.558,1.39,7.573,1.02,12.83,0.254,0.963
3058,8.206,24.0,50994.957,3087.49,9310.94,437.962,437.962,942.324,737.409,3.585,18.654,1.041,61.836,1.224,0.963
3100,5.14,15.0,21633.321,1924.319,8487.615,175.279,175.279,718.54,641.262,2.081,11.148,1.026,25.72,0.509,0.963
3101,6.175,18.0,29790.678,2307.472,8820.396,246.188,246.188,786.758,671.837,2.505,13.298,1.03,34.985,0.693,0.963
3105,1.138,3.0,400.15,1351.782,6667.744,7.653,7.653,457.411,547.639,1.1,5.935,1.019,5.673,0.077,0.963
3110,6.175,18.0,29791.003,2307.455,8821.426,246.27,246.27,785.647,671.614,2.504,13.285,1.03,34.912,0.691,0.963
3126,4.161,12.0,14723.029,1547.463,7780.594,113.787,113.787,647.356,609.509,1.658,8.938,1.022,17.484,0.346,0.963
3141,1.138,3.0,2749.285,1414.025,6721.561,11.325,11.325,523.13,560.479,1.199,6.455,1.019,0.0,0.149,0.963
3164,6.175,18.0,29792.93,2307.368,8827.603,246.219,246.219,779.044,670.286,2.502,13.203,1.03,34.479,0.683,0.963
3168,1.138,3.0,4418.78,1414.765,6730.81,11.39,11.39,570.994,567.638,1.257,6.766,1.019,0.0,0.206,0.963
3176,9.3,27.0,72773.373,3560.42,9774.38,645.053,645.053,1088.194,782.29,4.497,22.514,1.05,90.056,1.783,0.963
3178,2.088,6.0,2912.798,1357.889,6825.287,24.732,24.732,507.761,560.007,1.199,6.44,1.019,13.408,0.142,0.963
3184,8.206,24.0,50994.711,3087.538,9316.363,438.118,438.118,927.71,735.116,3.573,18.36,1.041,60.473,1.197,0.963
3198,4.161,12.0,14723.629,1547.468,7796.633,113.78,113.78,640.39,608.232,1.657,8.866,1.022,17.148,0.339,0.963
