row_id,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
1446,2.0,4.0,4.0,3.0,2.0,8.0,9.0,4.0,3.0,12.0,5.0,4.0,1.0,10.0,2.0,9.0,P
1478,6.0,8.0,9.0,7.0,11.0,9.0,6.0,5.0,5.0,8.0,6.0,8.0,11.0,12.0,8.0,6.0,W
1480,2.0,3.0,4.0,2.0,2.0,7.0,7.0,2.0,5.0,10.0,5.0,8.0,3.0,7.0,2.0,8.0,H
1518,2.0,8.0,3.0,5.0,1.0,9.0,14.0,1.0,6.0,5.0,11.0,9.0,0.0,8.0,0.0,8.0,T
1537,4.0,6.0,6.0,6.0,5.0,6.0,7.0,2.0,4.0,6.0,4.0,9.0,4.0,5.0,8.0,8.0,K
1568,3.0,10.0,4.0,7.0,3.0,7.0,8.0,3.0,11.0,9.0,6.0,8.0,0.0,8.0,7.0,8.0,Z
1600,3.0,2.0,4.0,3.0,3.0,6.0,9.0,4.0,4.0,9.0,7.0,4.0,1.0,10.0,4.0,7.0,P
1610,4.0,7.0,7.0,5.0,3.0,10.0,6.0,1.0,8.0,10.0,3.0,7.0,2.0,8.0,3.0,9.0,X
1644,2.0,1.0,3.0,2.0,2.0,8.0,7.0,6.0,4.0,7.0,7.0,8.0,2.0,9.0,9.0,8.0,S
1651,5.0,9.0,8.0,7.0,9.0,8.0,6.0,3.0,5.0,6.0,6.0,8.0,8.0,6.0,9.0,5.0,K
1733,1.0,1.0,2.0,2.0,1.0,11.0,7.0,1.0,5.0,11.0,4.0,7.0,0.0,7.0,0.0,8.0,J
1738,5.0,5.0,5.0,4.0,2.0,5.0,12.0,2.0,7.0,11.0,9.0,4.0,1.0,11.0,2.0,4.0,T
1744,3.0,6.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,7.0,6.0,11.0,4.0,10.0,7.0,10.0,C
1748,4.0,10.0,5.0,8.0,5.0,7.0,11.0,3.0,7.0,7.0,11.0,8.0,2.0,12.0,1.0,8.0,T
1767,5.0,11.0,7.0,8.0,9.0,8.0,7.0,5.0,2.0,6.0,6.0,10.0,7.0,8.0,6.0,12.0,G
1781,5.0,9.0,6.0,6.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,9.0,6.0,8.0,5.0,11.0,L
1809,3.0,2.0,5.0,4.0,2.0,7.0,12.0,2.0,3.0,7.0,11.0,9.0,2.0,10.0,1.0,8.0,V
1843,4.0,7.0,6.0,5.0,3.0,11.0,7.0,3.0,5.0,10.0,1.0,4.0,5.0,9.0,1.0,7.0,N
1850,3.0,5.0,5.0,5.0,4.0,8.0,8.0,2.0,5.0,8.0,6.0,8.0,3.0,8.0,7.0,8.0,X
1984,3.0,7.0,3.0,5.0,2.0,0.0,2.0,4.0,5.0,1.0,1.0,7.0,0.0,8.0,0.0,8.0,L
1998,5.0,5.0,6.0,8.0,3.0,6.0,11.0,9.0,4.0,7.0,3.0,8.0,3.0,7.0,6.0,11.0,R
1999,8.0,11.0,8.0,8.0,6.0,4.0,10.0,2.0,3.0,10.0,9.0,8.0,8.0,11.0,2.0,6.0,W
2018,3.0,4.0,4.0,6.0,1.0,8.0,15.0,1.0,6.0,6.0,11.0,9.0,0.0,8.0,0.0,8.0,T
2030,3.0,1.0,4.0,2.0,2.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,2.0,8.0,3.0,7.0,D
2055,2.0,6.0,3.0,4.0,1.0,4.0,13.0,8.0,2.0,11.0,6.0,3.0,1.0,10.0,3.0,8.0,P
2141,3.0,5.0,6.0,4.0,3.0,6.0,9.0,2.0,4.0,10.0,7.0,7.0,5.0,8.0,1.0,8.0,N
2160,1.0,3.0,3.0,2.0,1.0,8.0,7.0,3.0,7.0,10.0,7.0,8.0,1.0,9.0,5.0,8.0,S
2184,3.0,9.0,4.0,7.0,4.0,6.0,7.0,7.0,9.0,8.0,8.0,10.0,3.0,8.0,6.0,8.0,E
2273,3.0,7.0,4.0,4.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X
2307,4.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,7.0,H
2320,4.0,8.0,4.0,9.0,5.0,8.0,8.0,6.0,2.0,6.0,8.0,11.0,3.0,9.0,6.0,7.0,Q
2344,8.0,11.0,7.0,6.0,4.0,7.0,6.0,6.0,5.0,9.0,5.0,6.0,4.0,7.0,5.0,7.0,G
2371,4.0,10.0,6.0,8.0,3.0,10.0,3.0,2.0,3.0,9.0,1.0,8.0,2.0,7.0,4.0,9.0,A
2418,4.0,8.0,6.0,6.0,4.0,8.0,3.0,2.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,7.0,A
2442,4.0,7.0,5.0,5.0,4.0,9.0,7.0,7.0,5.0,7.0,6.0,8.0,3.0,8.0,4.0,6.0,U
2451,4.0,9.0,6.0,7.0,8.0,7.0,9.0,3.0,5.0,5.0,6.0,8.0,8.0,9.0,8.0,7.0,K
2454,7.0,11.0,9.0,8.0,6.0,7.0,7.0,9.0,5.0,6.0,7.0,11.0,5.0,8.0,5.0,7.0,O
2488,8.0,12.0,9.0,6.0,5.0,8.0,7.0,2.0,7.0,11.0,4.0,7.0,5.0,10.0,4.0,8.0,X
2635,8.0,8.0,8.0,6.0,6.0,3.0,11.0,2.0,3.0,10.0,9.0,8.0,7.0,11.0,2.0,6.0,W
2682,14.0,15.0,14.0,8.0,7.0,10.0,11.0,7.0,4.0,4.0,6.0,10.0,10.0,13.0,3.0,6.0,M
2699,3.0,7.0,4.0,4.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X
2704,2.0,1.0,3.0,2.0,1.0,9.0,3.0,2.0,2.0,8.0,2.0,8.0,2.0,6.0,2.0,8.0,A
2723,2.0,1.0,3.0,2.0,1.0,7.0,10.0,1.0,7.0,7.0,11.0,8.0,1.0,11.0,1.0,8.0,Y
2725,4.0,9.0,5.0,7.0,4.0,8.0,8.0,8.0,7.0,8.0,4.0,7.0,2.0,7.0,9.0,8.0,S
2829,4.0,7.0,5.0,5.0,4.0,8.0,7.0,5.0,7.0,5.0,6.0,8.0,0.0,9.0,9.0,8.0,S
2856,7.0,11.0,9.0,8.0,5.0,6.0,7.0,2.0,7.0,10.0,7.0,10.0,4.0,8.0,4.0,8.0,K
2860,4.0,5.0,5.0,5.0,5.0,9.0,8.0,4.0,6.0,6.0,8.0,9.0,4.0,11.0,7.0,10.0,S
2914,3.0,2.0,5.0,4.0,2.0,7.0,12.0,2.0,3.0,7.0,11.0,9.0,2.0,10.0,1.0,8.0,V
2926,4.0,1.0,5.0,3.0,3.0,8.0,6.0,6.0,5.0,6.0,7.0,8.0,8.0,5.0,2.0,7.0,M
2931,7.0,10.0,9.0,8.0,8.0,10.0,6.0,3.0,7.0,10.0,3.0,7.0,5.0,7.0,6.0,11.0,B
2944,5.0,10.0,5.0,8.0,4.0,7.0,7.0,8.0,5.0,9.0,8.0,8.0,3.0,8.0,3.0,8.0,O
2955,3.0,8.0,4.0,6.0,3.0,8.0,7.0,13.0,1.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0,H
2956,5.0,11.0,7.0,8.0,8.0,7.0,6.0,7.0,3.0,7.0,6.0,10.0,5.0,8.0,8.0,8.0,G
2970,2.0,4.0,3.0,2.0,2.0,5.0,10.0,4.0,5.0,10.0,9.0,5.0,1.0,10.0,3.0,6.0,F
2993,4.0,8.0,6.0,6.0,5.0,4.0,10.0,1.0,2.0,10.0,8.0,7.0,5.0,10.0,2.0,4.0,F
3102,4.0,8.0,5.0,6.0,3.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X
3114,4.0,8.0,6.0,10.0,7.0,8.0,8.0,8.0,2.0,5.0,6.0,11.0,3.0,8.0,6.0,10.0,Q
3158,3.0,5.0,5.0,4.0,2.0,6.0,11.0,2.0,6.0,14.0,7.0,4.0,1.0,10.0,2.0,7.0,F
3168,2.0,6.0,4.0,4.0,2.0,6.0,4.0,3.0,8.0,6.0,2.0,7.0,1.0,6.0,2.0,7.0,L
3172,3.0,4.0,5.0,5.0,1.0,6.0,10.0,3.0,1.0,8.0,13.0,8.0,1.0,11.0,0.0,8.0,Y
3213,4.0,7.0,6.0,5.0,4.0,7.0,7.0,3.0,6.0,10.0,5.0,9.0,3.0,8.0,3.0,9.0,H
3224,3.0,6.0,5.0,4.0,1.0,7.0,8.0,2.0,8.0,15.0,6.0,8.0,0.0,7.0,0.0,7.0,J
3244,3.0,4.0,4.0,7.0,1.0,0.0,1.0,6.0,6.0,0.0,0.0,6.0,0.0,8.0,0.0,8.0,L
3258,8.0,8.0,8.0,6.0,5.0,4.0,11.0,3.0,3.0,9.0,9.0,7.0,8.0,11.0,2.0,6.0,W
3266,2.0,6.0,4.0,4.0,3.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,2.0,8.0,7.0,9.0,B
3290,5.0,10.0,8.0,8.0,5.0,5.0,9.0,5.0,5.0,8.0,8.0,9.0,7.0,9.0,2.0,5.0,N
3313,6.0,11.0,6.0,6.0,3.0,6.0,8.0,5.0,3.0,13.0,9.0,8.0,3.0,10.0,3.0,8.0,S
3319,4.0,8.0,7.0,6.0,3.0,8.0,6.0,1.0,8.0,10.0,4.0,8.0,3.0,8.0,3.0,8.0,X
3349,4.0,8.0,6.0,6.0,4.0,7.0,8.0,7.0,6.0,10.0,6.0,5.0,3.0,8.0,4.0,8.0,D
3358,5.0,9.0,7.0,4.0,4.0,6.0,4.0,3.0,2.0,8.0,4.0,10.0,7.0,3.0,1.0,8.0,M
3378,4.0,10.0,6.0,8.0,4.0,8.0,11.0,2.0,3.0,4.0,10.0,9.0,3.0,11.0,1.0,8.0,V
3399,1.0,3.0,3.0,2.0,1.0,7.0,10.0,1.0,6.0,7.0,11.0,8.0,1.0,11.0,1.0,8.0,Y
3415,2.0,6.0,4.0,4.0,4.0,8.0,7.0,4.0,2.0,8.0,7.0,8.0,5.0,10.0,4.0,7.0,V
3416,2.0,2.0,3.0,3.0,2.0,7.0,9.0,4.0,1.0,8.0,8.0,10.0,2.0,9.0,4.0,8.0,Q
3435,3.0,9.0,4.0,6.0,4.0,7.0,7.0,6.0,7.0,6.0,5.0,6.0,3.0,8.0,3.0,7.0,D
3477,3.0,10.0,4.0,7.0,3.0,7.0,8.0,3.0,11.0,9.0,6.0,8.0,0.0,8.0,7.0,8.0,Z
3510,4.0,7.0,6.0,5.0,5.0,6.0,8.0,3.0,7.0,11.0,8.0,9.0,3.0,8.0,4.0,7.0,E
3531,5.0,9.0,7.0,6.0,4.0,7.0,7.0,9.0,4.0,7.0,6.0,8.0,3.0,8.0,3.0,7.0,O
3547,4.0,3.0,5.0,5.0,2.0,8.0,9.0,7.0,6.0,6.0,8.0,9.0,3.0,8.0,5.0,9.0,Q
3621,5.0,9.0,6.0,7.0,4.0,4.0,7.0,7.0,3.0,7.0,7.0,12.0,3.0,8.0,3.0,11.0,K
3627,7.0,8.0,9.0,10.0,11.0,8.0,8.0,3.0,3.0,7.0,8.0,7.0,7.0,11.0,7.0,7.0,P
3686,5.0,9.0,7.0,7.0,8.0,10.0,6.0,5.0,5.0,6.0,7.0,6.0,10.0,6.0,6.0,5.0,U
3738,4.0,8.0,4.0,5.0,2.0,4.0,7.0,8.0,2.0,7.0,6.0,11.0,4.0,8.0,2.0,11.0,K
3741,5.0,11.0,6.0,8.0,5.0,8.0,4.0,0.0,8.0,9.0,2.0,11.0,2.0,5.0,4.0,9.0,L
3779,2.0,1.0,3.0,2.0,1.0,8.0,6.0,10.0,1.0,6.0,9.0,8.0,7.0,5.0,0.0,8.0,M
3799,6.0,11.0,6.0,8.0,3.0,4.0,13.0,9.0,2.0,10.0,6.0,4.0,1.0,10.0,4.0,8.0,P
3840,1.0,1.0,2.0,2.0,1.0,10.0,6.0,2.0,5.0,11.0,4.0,8.0,1.0,7.0,1.0,7.0,J
3922,5.0,9.0,5.0,6.0,2.0,7.0,4.0,14.0,5.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0,U
3943,1.0,1.0,2.0,1.0,0.0,8.0,7.0,2.0,10.0,9.0,6.0,8.0,0.0,8.0,6.0,8.0,Z
3952,2.0,4.0,3.0,3.0,2.0,10.0,6.0,3.0,5.0,10.0,3.0,7.0,2.0,7.0,3.0,10.0,R
3982,2.0,5.0,4.0,4.0,2.0,7.0,4.0,1.0,8.0,8.0,2.0,10.0,0.0,7.0,2.0,8.0,L
3987,4.0,3.0,5.0,4.0,2.0,8.0,7.0,8.0,7.0,6.0,6.0,9.0,3.0,8.0,4.0,8.0,O
4009,2.0,1.0,2.0,2.0,1.0,5.0,9.0,3.0,4.0,9.0,8.0,4.0,1.0,9.0,3.0,7.0,P
4066,4.0,6.0,6.0,4.0,2.0,5.0,8.0,4.0,1.0,7.0,9.0,8.0,8.0,9.0,0.0,8.0,W
4068,3.0,5.0,3.0,3.0,2.0,5.0,12.0,5.0,6.0,11.0,9.0,3.0,1.0,10.0,3.0,5.0,F
4072,3.0,5.0,5.0,4.0,3.0,9.0,6.0,4.0,7.0,9.0,4.0,6.0,2.0,8.0,3.0,8.0,D
4078,8.0,12.0,7.0,6.0,5.0,7.0,6.0,3.0,3.0,8.0,5.0,7.0,4.0,9.0,9.0,7.0,G
4097,2.0,2.0,3.0,3.0,2.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,2.0,8.0,5.0,9.0,B
4108,2.0,6.0,4.0,4.0,2.0,8.0,7.0,2.0,9.0,11.0,5.0,9.0,1.0,8.0,5.0,8.0,Z
4146,8.0,14.0,5.0,8.0,3.0,10.0,4.0,4.0,7.0,11.0,2.0,7.0,3.0,7.0,5.0,11.0,I
4152,4.0,5.0,6.0,6.0,5.0,8.0,9.0,4.0,5.0,7.0,6.0,8.0,3.0,8.0,8.0,7.0,J
4163,3.0,5.0,5.0,4.0,3.0,6.0,6.0,1.0,7.0,10.0,8.0,11.0,3.0,7.0,3.0,8.0,K
4164,7.0,12.0,6.0,7.0,4.0,7.0,10.0,3.0,5.0,13.0,5.0,3.0,3.0,11.0,5.0,6.0,P
4185,7.0,13.0,5.0,7.0,2.0,6.0,9.0,6.0,8.0,11.0,8.0,9.0,2.0,8.0,5.0,9.0,C
4188,2.0,2.0,3.0,3.0,2.0,7.0,6.0,6.0,6.0,7.0,6.0,10.0,2.0,9.0,4.0,9.0,G
4189,2.0,6.0,3.0,4.0,1.0,7.0,9.0,4.0,2.0,7.0,13.0,8.0,3.0,10.0,0.0,8.0,V
4198,5.0,6.0,5.0,4.0,4.0,4.0,10.0,3.0,2.0,9.0,9.0,7.0,6.0,11.0,2.0,6.0,W
4202,7.0,9.0,9.0,8.0,6.0,5.0,7.0,6.0,8.0,9.0,7.0,8.0,4.0,5.0,6.0,5.0,O
4418,3.0,4.0,4.0,6.0,2.0,3.0,6.0,6.0,11.0,7.0,7.0,15.0,0.0,8.0,7.0,7.0,E
4485,5.0,9.0,7.0,8.0,7.0,7.0,6.0,4.0,4.0,6.0,7.0,8.0,4.0,8.0,1.0,8.0,U
4507,3.0,7.0,4.0,5.0,3.0,7.0,6.0,7.0,7.0,7.0,4.0,11.0,1.0,8.0,5.0,11.0,G
4542,5.0,8.0,5.0,6.0,2.0,7.0,4.0,14.0,5.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0,U
4544,2.0,2.0,3.0,4.0,2.0,8.0,7.0,5.0,9.0,6.0,6.0,8.0,1.0,8.0,7.0,8.0,Z
4569,3.0,4.0,4.0,3.0,3.0,6.0,7.0,4.0,8.0,7.0,6.0,11.0,3.0,8.0,5.0,10.0,K
4577,4.0,10.0,4.0,7.0,2.0,1.0,12.0,5.0,5.0,12.0,11.0,8.0,0.0,8.0,2.0,6.0,F
4592,5.0,10.0,7.0,7.0,8.0,7.0,8.0,3.0,5.0,7.0,6.0,7.0,7.0,8.0,8.0,2.0,N
4603,2.0,4.0,4.0,3.0,2.0,7.0,7.0,2.0,7.0,10.0,6.0,8.0,1.0,9.0,5.0,8.0,S
4620,3.0,7.0,4.0,5.0,3.0,8.0,8.0,7.0,6.0,7.0,6.0,8.0,2.0,8.0,9.0,8.0,S
4661,2.0,1.0,3.0,2.0,1.0,8.0,6.0,6.0,6.0,6.0,5.0,9.0,1.0,7.0,6.0,10.0,G
4671,3.0,9.0,5.0,7.0,4.0,8.0,7.0,3.0,8.0,6.0,7.0,8.0,3.0,8.0,7.0,9.0,X
4742,3.0,7.0,4.0,4.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X
4765,2.0,3.0,3.0,4.0,3.0,8.0,7.0,7.0,3.0,6.0,7.0,9.0,2.0,8.0,5.0,9.0,Q
4797,8.0,8.0,8.0,6.0,5.0,4.0,11.0,3.0,3.0,9.0,9.0,7.0,8.0,11.0,2.0,6.0,W
4839,2.0,6.0,4.0,4.0,2.0,8.0,2.0,2.0,2.0,7.0,2.0,8.0,2.0,6.0,3.0,6.0,A
4846,3.0,6.0,5.0,4.0,4.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,3.0,7.0,6.0,12.0,H
4848,4.0,5.0,6.0,4.0,4.0,8.0,7.0,3.0,5.0,7.0,8.0,8.0,5.0,9.0,3.0,6.0,A
4896,4.0,10.0,5.0,7.0,7.0,8.0,7.0,6.0,5.0,7.0,6.0,6.0,6.0,8.0,6.0,10.0,B
4913,5.0,9.0,5.0,4.0,2.0,8.0,7.0,4.0,3.0,13.0,7.0,7.0,3.0,10.0,3.0,7.0,S
4914,4.0,9.0,5.0,7.0,3.0,5.0,7.0,10.0,9.0,6.0,5.0,6.0,3.0,8.0,4.0,8.0,D
4944,6.0,8.0,9.0,10.0,9.0,7.0,5.0,4.0,3.0,6.0,4.0,7.0,7.0,7.0,10.0,9.0,H
