@relation 'x'
@attribute 'process.b1.capacity' numeric
@attribute 'process.b2.capacity' numeric
@attribute 'process.b3.capacity' numeric
@attribute 'process.b4.capacity' numeric
@attribute 'property.price' numeric
@attribute 'property.product' {'1','2','3','4','5','6'}
@attribute 'property.winner' {'0','1','2','3','4'}
@attribute 'verification.result' {FALSE, TRUE}
@attribute 'verification.time' numeric
@data
0,1,2,0,67,"2","0","FALSE",1236.05
0,1,2,0,67,"4","0","FALSE",417.138888888889
0,1,2,0,68,"1","0","FALSE",395.458333333333
0,1,2,0,68,"2","0","FALSE",917.335
0,1,2,0,68,"4","0","FALSE",363.255555555556
0,1,2,0,69,"1","0","FALSE",412.666666666667
0,1,2,0,69,"2","0","FALSE",1020.25
0,1,2,0,69,"3","0","FALSE",109.71
0,1,2,0,69,"4","0","FALSE",399.277777777778
0,1,2,0,70,"1","0","TRUE",383.191666666667
0,1,2,0,70,"1","2","TRUE",412.525
0,1,2,0,70,"1","3","FALSE",455.616666666667
0,1,2,0,70,"2","0","FALSE",1013.485
0,1,2,0,70,"3","0","TRUE",101.765
0,1,2,0,70,"3","2","TRUE",94.635
0,1,2,0,70,"3","3","FALSE",99.945
0,1,2,0,70,"4","0","TRUE",348.155555555556
0,1,2,0,70,"4","2","TRUE",375.733333333333
0,1,2,0,70,"4","3","FALSE",429.938888888889
0,1,2,0,71,"2","0","FALSE",1123.56
0,1,2,0,72,"2","0","FALSE",1087.23
0,1,2,0,73,"2","0","FALSE",1260.775
0,1,2,0,74,"2","0","FALSE",1203.43
0,1,2,0,75,"2","0","FALSE",1345.56
0,1,2,0,76,"2","0","FALSE",979.395
0,1,2,0,77,"2","0","FALSE",1127.495
0,1,2,0,78,"2","0","FALSE",1113.075
0,1,2,0,79,"2","0","FALSE",1276.795
0,1,2,0,80,"2","0","TRUE",119.28
0,1,2,0,80,"2","2","TRUE",312.645
0,1,2,0,80,"2","3","TRUE",120.82
0,1,2,1,59,"1","0","FALSE",665.22619047619
0,1,2,1,59,"2","0","FALSE",1716.80714285714
0,1,2,1,59,"4","0","FALSE",585.787037037037
0,1,2,1,59,"6","0","FALSE",256.542857142857
0,1,2,1,60,"1","0","FALSE",616.916666666667
0,1,2,1,60,"2","0","FALSE",1300.96428571429
0,1,2,1,60,"4","0","FALSE",552.861111111111
0,1,2,1,60,"6","0","TRUE",92.2428571428571
0,1,2,1,60,"6","2","TRUE",94.5571428571429
0,1,2,1,60,"6","3","FALSE",249.078571428571
0,1,2,1,60,"6","4","FALSE",228.842857142857
0,1,2,1,61,"1","0","FALSE",640.511904761905
0,1,2,1,61,"2","0","FALSE",1411.16428571429
0,1,2,1,61,"4","0","FALSE",565.703703703704
0,1,2,1,62,"1","0","FALSE",628.72619047619
0,1,2,1,62,"2","0","FALSE",1390.74285714286
0,1,2,1,62,"4","0","FALSE",572.435185185185
0,1,2,1,63,"1","0","FALSE",628.702380952381
0,1,2,1,63,"2","0","FALSE",1417.62857142857
0,1,2,1,63,"4","0","FALSE",571.805555555556
0,1,2,1,64,"1","0","FALSE",560.142857142857
0,1,2,1,64,"2","0","FALSE",1187.63571428571
0,1,2,1,64,"4","0","FALSE",497.407407407407
0,1,2,1,65,"1","0","FALSE",586.333333333333
0,1,2,1,65,"2","0","FALSE",1317.15
0,1,2,1,65,"4","0","FALSE",519.203703703704
0,1,2,1,66,"1","0","FALSE",576.392857142857
0,1,2,1,66,"2","0","FALSE",1299.52857142857
0,1,2,1,66,"4","0","FALSE",516.675925925926
0,1,2,1,67,"1","0","FALSE",598.535714285714
0,1,2,1,67,"2","0","FALSE",1455.37857142857
0,1,2,1,67,"4","0","FALSE",542.074074074074
0,1,2,1,68,"1","0","FALSE",557.428571428571
0,1,2,1,68,"2","0","FALSE",1113.72142857143
0,1,2,1,68,"4","0","FALSE",492.25
0,1,2,1,69,"1","0","FALSE",573.964285714286
0,1,2,1,69,"2","0","FALSE",1208.77857142857
0,1,2,1,69,"3","0","FALSE",184.721428571429
0,1,2,1,69,"4","0","FALSE",522.990740740741
0,1,2,1,69,"5","0","FALSE",763.094444444444
0,1,2,1,70,"1","0","TRUE",528.535714285714
0,1,2,1,70,"1","2","TRUE",577.559523809524
0,1,2,1,70,"1","3","FALSE",630.357142857143
0,1,2,1,70,"1","4","FALSE",607.785714285714
0,1,2,1,70,"2","0","FALSE",1209.72142857143
0,1,2,1,70,"3","0","TRUE",159.65
0,1,2,1,70,"3","2","TRUE",154.2
0,1,2,1,70,"3","3","FALSE",178.55
0,1,2,1,70,"3","4","FALSE",184.578571428571
0,1,2,1,70,"4","0","TRUE",435.490740740741
0,1,2,1,70,"4","2","TRUE",468.87037037037
0,1,2,1,70,"4","3","FALSE",561.685185185185
0,1,2,1,70,"4","4","FALSE",543.657407407407
0,1,2,1,70,"5","0","FALSE",758.116666666667
0,1,2,1,71,"2","0","FALSE",1341.26428571429
0,1,2,1,71,"5","0","FALSE",762.522222222222
0,1,2,1,72,"2","0","FALSE",1276.27857142857
0,1,2,1,72,"5","0","FALSE",744.561111111111
0,1,2,1,73,"2","0","FALSE",1459.33571428571
0,1,2,1,73,"5","0","FALSE",727.566666666667
0,1,2,1,74,"2","0","FALSE",1393.12142857143
0,1,2,1,74,"5","0","FALSE",748.572222222222
0,1,2,1,75,"2","0","FALSE",1550.77857142857
0,1,2,1,75,"5","0","FALSE",735.544444444444
0,1,2,1,76,"2","0","FALSE",1171.97142857143
0,1,2,1,76,"5","0","FALSE",740.777777777778
0,1,2,1,77,"2","0","FALSE",1309.61428571429
0,1,2,1,77,"5","0","FALSE",734.844444444444
0,1,2,1,78,"2","0","FALSE",1316.18571428571
0,1,2,1,78,"5","0","FALSE",736.183333333333
0,1,2,1,79,"2","0","FALSE",1480.92142857143
0,1,2,1,79,"5","0","FALSE",742.344444444444
0,1,2,1,80,"2","0","TRUE",126.507142857143
0,1,2,1,80,"2","2","TRUE",369.978571428571
0,1,2,1,80,"2","3","TRUE",130.664285714286
0,1,2,1,80,"2","4","FALSE",1386.15714285714
0,1,2,1,80,"5","0","TRUE",102.616666666667
0,1,2,1,80,"5","2","FALSE",783.372222222222
0,1,2,1,80,"5","3","FALSE",782.688888888889
0,1,2,1,80,"5","4","TRUE",105.6
0,2,1,0,59,"1","0","FALSE",522.525
0,2,1,0,59,"4","0","FALSE",466.4625
0,2,1,0,59,"6","0","FALSE",144.525
0,2,1,0,60,"1","0","FALSE",447.9
0,2,1,0,60,"4","0","FALSE",412.4125
0,2,1,0,60,"6","0","TRUE",93.575
0,2,1,0,60,"6","2","TRUE",87.55
0,2,1,0,60,"6","3","FALSE",132.325
0,2,1,0,61,"1","0","FALSE",468.8
0,2,1,0,61,"4","0","FALSE",429.3125
0,2,1,0,62,"1","0","FALSE",476.3
0,2,1,0,62,"4","0","FALSE",431.5625
0,2,1,0,63,"1","0","FALSE",471.675
0,2,1,0,63,"4","0","FALSE",447.0125
0,2,1,0,64,"1","0","FALSE",394.275
0,2,1,0,64,"4","0","FALSE",351.3625
0,2,1,0,65,"1","0","FALSE",410.15
0,2,1,0,65,"4","0","FALSE",379.2375
0,2,1,0,66,"1","0","FALSE",399.35
0,2,1,0,66,"4","0","FALSE",375.925
0,2,1,0,67,"1","0","FALSE",434.025
0,2,1,0,67,"4","0","FALSE",406.8
0,2,1,0,68,"1","0","FALSE",391.625
0,2,1,0,68,"4","0","FALSE",357.725
0,2,1,0,69,"1","0","FALSE",411.95
0,2,1,0,69,"3","0","FALSE",105.425
0,2,1,0,69,"4","0","FALSE",395.3875
0,2,1,0,70,"1","0","TRUE",377.325
0,2,1,0,70,"1","2","TRUE",418.6
0,2,1,0,70,"1","3","FALSE",446.125
0,2,1,0,70,"3","0","TRUE",98.975
0,2,1,0,70,"3","2","TRUE",94.275
0,2,1,0,70,"3","3","FALSE",100.6
0,2,1,0,70,"4","0","TRUE",345
0,2,1,0,70,"4","2","TRUE",367
0,2,1,0,70,"4","3","FALSE",420.625
0,2,1,1,59,"1","0","FALSE",654.78125
0,2,1,1,59,"4","0","FALSE",570.270833333333
0,2,1,1,59,"6","0","FALSE",257.166666666667
0,2,1,1,60,"1","0","FALSE",607.625
0,2,1,1,60,"4","0","FALSE",544.770833333333
0,2,1,1,60,"6","0","TRUE",92.75
0,2,1,1,60,"6","2","TRUE",95.9722222222222
0,2,1,1,60,"6","3","FALSE",245.361111111111
0,2,1,1,60,"6","4","FALSE",230.75
0,2,1,1,61,"1","0","FALSE",623
0,2,1,1,61,"4","0","FALSE",550.020833333333
0,2,1,1,62,"1","0","FALSE",620.375
0,2,1,1,62,"4","0","FALSE",551.4375
0,2,1,1,63,"1","0","FALSE",624.25
0,2,1,1,63,"4","0","FALSE",550.0625
0,2,1,1,64,"1","0","FALSE",559.21875
0,2,1,1,64,"4","0","FALSE",488.895833333333
0,2,1,1,65,"1","0","FALSE",578.25
0,2,1,1,65,"4","0","FALSE",489.4375
0,2,1,1,66,"1","0","FALSE",568.4375
0,2,1,1,66,"4","0","FALSE",486.645833333333
0,2,1,1,67,"1","0","FALSE",608.3125
0,2,1,1,67,"4","0","FALSE",526.583333333333
0,2,1,1,68,"1","0","FALSE",560.65625
0,2,1,1,68,"4","0","FALSE",485.833333333333
0,2,1,1,69,"1","0","FALSE",581.90625
0,2,1,1,69,"3","0","FALSE",177.75
0,2,1,1,69,"4","0","FALSE",512.520833333333
0,2,1,1,69,"5","0","FALSE",745.525
0,2,1,1,70,"1","0","TRUE",523.40625
0,2,1,1,70,"1","2","TRUE",574.21875
0,2,1,1,70,"1","3","FALSE",609.34375
0,2,1,1,70,"1","4","FALSE",597.875
0,2,1,1,70,"3","0","TRUE",156.944444444444
0,2,1,1,70,"3","2","TRUE",148.972222222222
0,2,1,1,70,"3","3","FALSE",172.166666666667
0,2,1,1,70,"3","4","FALSE",180.722222222222
0,2,1,1,70,"4","0","TRUE",429.125
0,2,1,1,70,"4","2","TRUE",457.395833333333
0,2,1,1,70,"4","3","FALSE",563.0625
0,2,1,1,70,"4","4","FALSE",541.458333333333
0,2,1,1,70,"5","0","FALSE",756.35
0,2,1,1,71,"5","0","FALSE",750.65
0,2,1,1,72,"5","0","FALSE",739.6
0,2,1,1,73,"5","0","FALSE",727.05
0,2,1,1,74,"5","0","FALSE",758.275
0,2,1,1,75,"5","0","FALSE",724.4
0,2,1,1,76,"5","0","FALSE",736.95
0,2,1,1,77,"5","0","FALSE",741.675
0,2,1,1,78,"5","0","FALSE",781.25
0,2,1,1,79,"5","0","FALSE",736.225
0,2,1,1,80,"5","0","TRUE",103.975
0,2,1,1,80,"5","2","FALSE",779.025
0,2,1,1,80,"5","3","FALSE",771.8
0,2,1,1,80,"5","4","TRUE",104.5
0,2,2,0,59,"1","0","FALSE",511.479166666667
0,2,2,0,59,"2","0","FALSE",1525.91071428571
0,2,2,0,59,"4","0","FALSE",478.041666666667
0,2,2,0,59,"6","0","FALSE",144.303571428571
0,2,2,0,60,"1","0","FALSE",442.25
0,2,2,0,60,"2","0","FALSE",1135.27678571429
0,2,2,0,60,"4","0","FALSE",413.9375
0,2,2,0,60,"6","0","TRUE",90.4464285714286
0,2,2,0,60,"6","2","TRUE",85.5803571428571
0,2,2,0,60,"6","3","FALSE",134.785714285714
0,2,2,0,61,"1","0","FALSE",459.822916666667
0,2,2,0,61,"2","0","FALSE",1283.66964285714
0,2,2,0,61,"4","0","FALSE",438.319444444444
0,2,2,0,62,"1","0","FALSE",456.28125
0,2,2,0,62,"2","0","FALSE",1246.28571428571
0,2,2,0,62,"4","0","FALSE",437.1875
0,2,2,0,63,"1","0","FALSE",462.78125
0,2,2,0,63,"2","0","FALSE",1302.47321428571
0,2,2,0,63,"4","0","FALSE",454.069444444444
0,2,2,0,64,"1","0","FALSE",387.135416666667
0,2,2,0,64,"2","0","FALSE",1001.14285714286
0,2,2,0,64,"4","0","FALSE",358.861111111111
0,2,2,0,65,"1","0","FALSE",412.072916666667
0,2,2,0,65,"2","0","FALSE",1101.66071428571
0,2,2,0,65,"4","0","FALSE",384.402777777778
0,2,2,0,66,"1","0","FALSE",389.625
0,2,2,0,66,"2","0","FALSE",1109.48214285714
0,2,2,0,66,"4","0","FALSE",384.277777777778
0,2,2,0,67,"1","0","FALSE",420.520833333333
0,2,2,0,67,"2","0","FALSE",1233.27678571429
0,2,2,0,67,"4","0","FALSE",420.5625
0,2,2,0,68,"1","0","FALSE",383.677083333333
0,2,2,0,68,"2","0","FALSE",910.696428571429
0,2,2,0,68,"4","0","FALSE",364.569444444444
0,2,2,0,69,"1","0","FALSE",408.9375
0,2,2,0,69,"2","0","FALSE",1011.96428571429
0,2,2,0,69,"3","0","FALSE",111.116071428571
0,2,2,0,69,"4","0","FALSE",394.076388888889
0,2,2,0,70,"1","0","TRUE",376.822916666667
0,2,2,0,70,"1","2","TRUE",417.822916666667
0,2,2,0,70,"1","3","FALSE",448.364583333333
0,2,2,0,70,"2","0","FALSE",1018.71428571429
0,2,2,0,70,"3","0","TRUE",103.473214285714
0,2,2,0,70,"3","2","TRUE",96.5178571428571
0,2,2,0,70,"3","3","FALSE",103.848214285714
0,2,2,0,70,"4","0","TRUE",344.645833333333
0,2,2,0,70,"4","2","TRUE",369.916666666667
0,2,2,0,70,"4","3","FALSE",431.402777777778
0,2,2,0,71,"2","0","FALSE",1120.41071428571
0,2,2,0,72,"2","0","FALSE",1082.26785714286
0,2,2,0,73,"2","0","FALSE",1238.52678571429
0,2,2,0,74,"2","0","FALSE",1198.07142857143
0,2,2,0,75,"2","0","FALSE",1337.20535714286
0,2,2,0,76,"2","0","FALSE",981.241071428571
0,2,2,0,77,"2","0","FALSE",1129.60714285714
0,2,2,0,78,"2","0","FALSE",1101.48214285714
0,2,2,0,79,"2","0","FALSE",1285.41071428571
0,2,2,0,80,"2","0","TRUE",116.821428571429
0,2,2,0,80,"2","2","TRUE",311.973214285714
0,2,2,0,80,"2","3","TRUE",123.607142857143
0,2,2,1,59,"1","0","FALSE",678.703703703704
0,2,2,1,59,"2","0","FALSE",1706.03787878788
0,2,2,1,59,"4","0","FALSE",583.076388888889
0,2,2,1,59,"6","0","FALSE",254.765151515152
0,2,2,1,60,"1","0","FALSE",620.5
0,2,2,1,60,"2","0","FALSE",1310.68181818182
0,2,2,1,60,"4","0","FALSE",555.909722222222
0,2,2,1,60,"6","0","TRUE",91.2575757575758
0,2,2,1,60,"6","2","TRUE",93.2121212121212
0,2,2,1,60,"6","3","FALSE",245.25
0,2,2,1,60,"6","4","FALSE",227.280303030303
0,2,2,1,61,"1","0","FALSE",641.87037037037
0,2,2,1,61,"2","0","FALSE",1420.04545454545
0,2,2,1,61,"4","0","FALSE",570.340277777778
0,2,2,1,62,"1","0","FALSE",638.212962962963
0,2,2,1,62,"2","0","FALSE",1396.84848484848
0,2,2,1,62,"4","0","FALSE",574.090277777778
0,2,2,1,63,"1","0","FALSE",644.009259259259
0,2,2,1,63,"2","0","FALSE",1436.79545454545
0,2,2,1,63,"4","0","FALSE",584.305555555556
0,2,2,1,64,"1","0","FALSE",569.861111111111
0,2,2,1,64,"2","0","FALSE",1201.81818181818
0,2,2,1,64,"4","0","FALSE",499.555555555556
0,2,2,1,65,"1","0","FALSE",596.62037037037
0,2,2,1,65,"2","0","FALSE",1301.30303030303
0,2,2,1,65,"4","0","FALSE",524.805555555556
0,2,2,1,66,"1","0","FALSE",581.611111111111
0,2,2,1,66,"2","0","FALSE",1301.05303030303
0,2,2,1,66,"4","0","FALSE",506.972222222222
0,2,2,1,67,"1","0","FALSE",619.657407407407
0,2,2,1,67,"2","0","FALSE",1454.2803030303
0,2,2,1,67,"4","0","FALSE",544.104166666667
0,2,2,1,68,"1","0","FALSE",574.703703703704
0,2,2,1,68,"2","0","FALSE",1110.7803030303
0,2,2,1,68,"4","0","FALSE",504.145833333333
0,2,2,1,69,"1","0","FALSE",590.574074074074
0,2,2,1,69,"2","0","FALSE",1224.41666666667
0,2,2,1,69,"3","0","FALSE",186.204545454545
0,2,2,1,69,"4","0","FALSE",531.340277777778
0,2,2,1,69,"5","0","FALSE",756.583333333333
0,2,2,1,70,"1","0","TRUE",548.712962962963
0,2,2,1,70,"1","2","TRUE",596.287037037037
0,2,2,1,70,"1","3","FALSE",636.111111111111
0,2,2,1,70,"1","4","FALSE",629.203703703704
0,2,2,1,70,"2","0","FALSE",1214.32575757576
0,2,2,1,70,"3","0","TRUE",160.174242424242
0,2,2,1,70,"3","2","TRUE",154.416666666667
0,2,2,1,70,"3","3","FALSE",176.545454545455
0,2,2,1,70,"3","4","FALSE",186.856060606061
0,2,2,1,70,"4","0","TRUE",443.486111111111
0,2,2,1,70,"4","2","TRUE",478.520833333333
0,2,2,1,70,"4","3","FALSE",567.465277777778
0,2,2,1,70,"4","4","FALSE",552.034722222222
0,2,2,1,70,"5","0","FALSE",762.638888888889
0,2,2,1,71,"2","0","FALSE",1325.93181818182
0,2,2,1,71,"5","0","FALSE",760.201388888889
0,2,2,1,72,"2","0","FALSE",1279.17424242424
0,2,2,1,72,"5","0","FALSE",746.965277777778
0,2,2,1,73,"2","0","FALSE",1451.65909090909
0,2,2,1,73,"5","0","FALSE",729.590277777778
0,2,2,1,74,"2","0","FALSE",1407.87121212121
0,2,2,1,74,"5","0","FALSE",758.284722222222
0,2,2,1,75,"2","0","FALSE",1557.20454545455
0,2,2,1,75,"5","0","FALSE",751.152777777778
0,2,2,1,76,"2","0","FALSE",1185.15151515152
0,2,2,1,76,"5","0","FALSE",748.173611111111
0,2,2,1,77,"2","0","FALSE",1322.49242424242
0,2,2,1,77,"5","0","FALSE",755.979166666667
0,2,2,1,78,"2","0","FALSE",1335.54545454545
0,2,2,1,78,"5","0","FALSE",752.472222222222
0,2,2,1,79,"2","0","FALSE",1494.63636363636
0,2,2,1,79,"5","0","FALSE",742.236111111111
0,2,2,1,80,"2","0","TRUE",129.5
0,2,2,1,80,"2","2","TRUE",379.893939393939
0,2,2,1,80,"2","3","TRUE",133.05303030303
0,2,2,1,80,"2","4","FALSE",1396.31060606061
0,2,2,1,80,"5","0","TRUE",103.159722222222
0,2,2,1,80,"5","2","FALSE",786.069444444444
0,2,2,1,80,"5","3","FALSE",793.326388888889
0,2,2,1,80,"5","4","TRUE",104.944444444444
0,3,1,0,59,"1","0","FALSE",537.875
0,3,1,0,59,"4","0","FALSE",472.208333333333
0,3,1,0,59,"6","0","FALSE",137.875
0,3,1,0,60,"1","0","FALSE",478.125
0,3,1,0,60,"4","0","FALSE",417.375
0,3,1,0,60,"6","0","TRUE",93.25
0,3,1,0,60,"6","2","TRUE",92.5
0,3,1,0,60,"6","3","FALSE",139.125
0,3,1,0,61,"1","0","FALSE",456.875
0,3,1,0,61,"4","0","FALSE",441.291666666667
0,3,1,0,62,"1","0","FALSE",473.375
0,3,1,0,62,"4","0","FALSE",432.25
0,3,1,0,63,"1","0","FALSE",461.5
0,3,1,0,63,"4","0","FALSE",457.291666666667
0,3,1,0,64,"1","0","FALSE",387
0,3,1,0,64,"4","0","FALSE",353.291666666667
0,3,1,0,65,"1","0","FALSE",412.125
0,3,1,0,65,"4","0","FALSE",378.125
0,3,1,0,66,"1","0","FALSE",397
0,3,1,0,66,"4","0","FALSE",374.666666666667
0,3,1,0,67,"1","0","FALSE",439.375
0,3,1,0,67,"4","0","FALSE",415.458333333333
0,3,1,0,68,"1","0","FALSE",400
0,3,1,0,68,"4","0","FALSE",366.875
0,3,1,0,69,"1","0","FALSE",416.25
0,3,1,0,69,"3","0","FALSE",113.875
0,3,1,0,69,"4","0","FALSE",393.833333333333
0,3,1,0,70,"1","0","TRUE",374.625
0,3,1,0,70,"1","2","TRUE",403
0,3,1,0,70,"1","3","FALSE",457.5
0,3,1,0,70,"3","0","TRUE",106.25
0,3,1,0,70,"3","2","TRUE",94
0,3,1,0,70,"3","3","FALSE",97
0,3,1,0,70,"4","0","TRUE",333
0,3,1,0,70,"4","2","TRUE",361.041666666667
0,3,1,0,70,"4","3","FALSE",421.125
0,3,1,1,59,"1","0","FALSE",706.416666666667
0,3,1,1,59,"4","0","FALSE",595.916666666667
0,3,1,1,59,"6","0","FALSE",248.083333333333
0,3,1,1,60,"1","0","FALSE",626.083333333333
0,3,1,1,60,"4","0","FALSE",554.625
0,3,1,1,60,"6","0","TRUE",92.5833333333333
0,3,1,1,60,"6","2","TRUE",95.6666666666667
0,3,1,1,60,"6","3","FALSE",256.833333333333
0,3,1,1,60,"6","4","FALSE",225.25
0,3,1,1,61,"1","0","FALSE",672.75
0,3,1,1,61,"4","0","FALSE",551.708333333333
0,3,1,1,62,"1","0","FALSE",621.833333333333
0,3,1,1,62,"4","0","FALSE",551.375
0,3,1,1,63,"1","0","FALSE",643.416666666667
0,3,1,1,63,"4","0","FALSE",581.291666666667
0,3,1,1,64,"1","0","FALSE",574.666666666667
0,3,1,1,64,"4","0","FALSE",495.25
0,3,1,1,65,"1","0","FALSE",591.083333333333
0,3,1,1,65,"4","0","FALSE",502.875
0,3,1,1,66,"1","0","FALSE",580.5
0,3,1,1,66,"4","0","FALSE",512.958333333333
0,3,1,1,67,"1","0","FALSE",635.333333333333
0,3,1,1,67,"4","0","FALSE",531.875
0,3,1,1,68,"1","0","FALSE",576.833333333333
0,3,1,1,68,"4","0","FALSE",491.583333333333
0,3,1,1,69,"1","0","FALSE",580.833333333333
0,3,1,1,69,"3","0","FALSE",185.916666666667
0,3,1,1,69,"4","0","FALSE",511.083333333333
0,3,1,1,69,"5","0","FALSE",748.166666666667
0,3,1,1,70,"1","0","TRUE",537.083333333333
0,3,1,1,70,"1","2","TRUE",592.833333333333
0,3,1,1,70,"1","3","FALSE",644.916666666667
0,3,1,1,70,"1","4","FALSE",599.166666666667
0,3,1,1,70,"3","0","TRUE",156.833333333333
0,3,1,1,70,"3","2","TRUE",145.75
0,3,1,1,70,"3","3","FALSE",178
0,3,1,1,70,"3","4","FALSE",186.083333333333
0,3,1,1,70,"4","0","TRUE",431.333333333333
