task,recipe,status,metric,score,normalized_loss,fit_seconds,predict_seconds,process_seconds,note
friedman,neighbors-0-quantile,ok,MAE,2.8668479235101505,0.6886660202705661,0.0143628999940119,0.0141427000053226,1.8262228000094185,exit=0
friedman,extra-0-pairwise,ok,MAE,1.5514140143067592,0.3726762435715353,3.597407299996121,0.0238801999948918,5.48829750000732,exit=0
friedman,extra-0-quantile,ok,MAE,1.502680796525952,0.3609696891816548,0.2803062000020873,0.0134002999984659,1.8986665999982504,exit=0
interactions,linear-0-pairwise,ok,balanced_accuracy,0.9090909090909092,0.1818181818181816,0.0082904000009875,0.0019637999939732,1.7074390000198036,exit=0
interactions,linear-0-quantile,ok,balanced_accuracy,0.7348484848484849,0.5303030303030303,0.011060200020438,0.0042704000079538,1.911948900000425,exit=0
interactions,forest-0-pairwise,ok,balanced_accuracy,0.907317859445519,0.1853642811089619,3.2044173999747727,0.0123345000029075,5.183593099995051,exit=0
interactions,forest-0-quantile,ok,balanced_accuracy,0.8557382333978079,0.2885235332043843,0.5412122999841813,0.008958899998106,2.3218765999772586,exit=0
interactions,boost-0-pairwise,ok,balanced_accuracy,0.9119922630560928,0.1760154738878143,0.580642800021451,0.0112963000137824,2.3559956999961287,exit=0
interactions,boost-0-quantile,ok,balanced_accuracy,0.9094132817537072,0.1811734364925854,0.1451946999877691,0.0138555000012274,1.9362852999765887,exit=0
interactions,kernel-0-pairwise,ok,balanced_accuracy,0.8758542875564153,0.2482914248871695,0.0380375999957323,0.0433799999882467,1.9322398000222163,exit=0
interactions,kernel-0-quantile,ok,balanced_accuracy,0.8720502901353965,0.255899419729207,0.0274237999983597,0.0266772000177297,1.8320883999986108,exit=0
interactions,neighbors-0-pairwise,ok,balanced_accuracy,0.7621856866537717,0.4756286266924565,0.0055981000186875,0.011190399993211,1.7950185000081549,exit=0
interactions,neighbors-0-quantile,ok,balanced_accuracy,0.7800773694390716,0.4398452611218568,0.0102314000250771,0.0186088000191375,1.8333323000115345,exit=0
interactions,extra-0-pairwise,ok,balanced_accuracy,0.9291424887169568,0.1417150225660863,0.3813115000084508,0.0075748999952338,2.273760299984133,exit=0
interactions,extra-0-quantile,ok,balanced_accuracy,0.8396518375241779,0.3206963249516441,0.1432663000014145,0.0098681000235956,1.9121893999981692,exit=0
