row_id,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
357,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56.0,66.82401392
361,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28.0,55.50971276
378,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100.0,43.0577762
379,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.568648
384,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.36856
385,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.28088668
389,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876
393,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204
394,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28.0,52.30364936
397,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.15794004
398,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864
403,356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28.0,58.99846132
407,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3.0,19.41564416
408,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3.0,20.72564856
411,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3.0,23.07676172
414,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3.0,12.5484632
420,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14.0,33.08795324
421,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14.0,34.23937816
428,250.0,0.0,95.69,191.84,5.33,948.9,857.2,14.0,24.65566176
429,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14.0,29.59230992
430,194.68,0.0,100.52,170.17,7.48,998.0,901.8,14.0,24.28334472
431,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14.0,20.72564856
432,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,28.0,26.200088
433,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28.0,46.38794528
441,250.0,0.0,95.69,191.84,5.33,948.9,857.2,28.0,27.22051248
445,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56.0,36.56291228
446,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56.0,53.72396992
450,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56.0,53.77223324
457,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56.0,39.2656582
458,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100.0,37.9556538
461,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100.0,53.65502232
465,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100.0,50.93848688
466,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100.0,33.56369168
469,194.68,0.0,100.52,170.17,7.48,998.0,901.8,100.0,44.27814872
470,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100.0,40.14818748
481,446.0,24.0,79.0,162.0,11.61,967.0,712.0,56.0,61.06688932
487,387.0,20.0,94.0,157.0,11.61,938.0,845.0,28.0,46.68441996
488,387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708
494,387.0,20.0,94.0,157.0,14.32,938.0,845.0,56.0,56.33708396
536,393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.604880392
547,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.404952296
549,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.680203152
553,239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.422359072
562,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.065470304
564,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,21.066249704
571,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604
580,290.2,193.5,0.0,185.7,0.0,998.2,704.3,7.0,21.859147104
587,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
592,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28.0,37.437857324
593,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.483912256
595,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28.0,17.596806472
597,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.38150014
600,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14.0,27.04124872
604,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89334116
615,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0,32.32952964
625,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.922479
631,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7.0,17.54026944
633,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2032056
635,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284
639,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.69898888
642,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87043852
646,250.2,166.8,0.0,203.5,0.0,977.6,694.1,90.0,47.714497104
648,141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89223198
652,102.0,153.0,0.0,192.0,0.0,887.0,942.0,3.0,4.565020596
658,305.3,203.5,0.0,203.5,0.0,965.4,631.0,7.0,25.893960656
659,108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.231713972
660,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.023662096
662,157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.664355176
664,250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35014394
668,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.782205536
669,288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.10960674
676,166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.748321316
677,102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.675936308
688,108.3,162.4,0.0,203.5,0.0,938.2,849.0,3.0,2.331807832
699,203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,9.561653168
707,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,43.25082948
717,141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.827710952
721,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,11.85209244
724,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.76312012
726,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.306627
731,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,15.87173752
734,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.65839972
736,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7.0,12.05204048
741,480.0,0.0,0.0,192.0,0.0,936.0,721.0,28.0,43.89204216
748,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21205892
751,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52.61391356
752,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76377968
753,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.30664712
765,385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.22155168
768,331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,38.99676256
770,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.98920824
783,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39236188
800,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71367764
802,339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,31.6469484
814,310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.11423328
828,522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98740976
829,273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.16965116
835,144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336
846,366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.90701084
848,252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.39821744
850,156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36270444
857,132.0,207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.3016908
859,164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.08573488
864,298.0,0.0,107.0,210.0,11.0,880.0,744.0,28.0,31.87447548
865,265.0,111.0,86.0,195.0,6.0,833.0,790.0,28.0,41.540929
876,146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.0603742
882,140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.4388066
886,148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95395504
887,326.0,0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.679084
896,313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.44154456
904,155.0,183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.786922
914,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05140104
923,162.0,207.0,172.0,216.0,10.0,822.0,638.0,28.0,39.84481804
924,136.0,196.0,98.0,199.0,6.0,847.0,783.0,28.0,26.96540636
928,149.0,153.0,194.0,192.0,8.0,935.0,623.0,28.0,24.5798194
937,313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28.0,36.804918356
947,299.8,0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.835874796
954,150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28.0,13.461329424
955,272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.245413568
956,149.0,117.6,91.7,182.9,7.1,953.4,780.3,28.0,23.524231644
963,150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.43165204
971,312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.523602176
972,145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.744174488
975,277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.57833058
995,158.6,148.9,116.0,175.1,15.0,953.3,719.7,28.0,27.681082448
1000,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.611855104
1002,321.3,164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.218234288
1003,366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.909079268
1005,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28.0,33.399596392
1006,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.033934256
1012,325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.23581094
1014,132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.306517132
1015,322.5,148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.426376088
1016,164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.091250688
