row_id,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
833,152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.34917472
834,310.0,143.0,111.0,168.0,22.0,914.0,651.0,28.0,33.68779736
836,304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.41890172
839,153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.8550902
843,142.0,167.0,130.0,174.0,11.0,883.0,785.0,28.0,44.6090972
845,321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21271848
849,165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.0297974
852,298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.63719584
860,314.0,0.0,113.0,170.0,10.0,925.0,783.0,28.0,38.45897128
869,322.0,0.0,116.0,196.0,10.0,818.0,813.0,28.0,31.17810472
878,133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.02642
879,313.0,145.0,0.0,178.0,8.0,867.0,824.0,28.0,44.38846488
880,152.0,0.0,112.0,184.0,8.0,992.0,816.0,28.0,12.17614616
884,300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.83518532
890,158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288
894,143.0,169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.72331036
895,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,49.77327244
898,336.0,0.0,0.0,182.0,3.0,986.0,817.0,28.0,44.86420332
899,145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.19657064
900,150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43165204
905,135.0,0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.29309728
907,314.0,145.0,113.0,179.0,8.0,869.0,690.0,28.0,46.2293658
926,162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.6472082
927,157.0,214.0,152.0,200.0,9.0,819.0,704.0,28.0,33.05347944
930,159.0,209.0,161.0,201.0,7.0,848.0,669.0,28.0,30.88163004
957,143.0,169.4,142.7,190.7,8.4,967.4,643.5,28.0,29.726068264
962,144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.202086448
970,314.0,145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.234192132
973,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28.0,26.147687824
976,298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,35.865852044
980,147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.922658848
986,272.8,105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.171030112
988,153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.503987012
991,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.215586252
997,310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.304778484
1017,313.8,0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.461039708
1025,276.4,116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.284354004
