row_id,Aattr,Battr,Cattr,Dattr,Eattr,Fattr,A1attr,B2attr,C3attr,D4attr,E5attr,F6attr,A7attr,B8attr,C9attr,D10attr,E11attr,F12attr,A13attr,B14attr,C15attr,D16attr,E17attr,F18attr,A19attr,B20attr,C21attr,D22attr,E23attr,F24attr,A25attr,B26attr,C27attr,D28attr,E29attr,F30attr,class
59,1.073066,0.673235,0.282916,-0.24303,0.800057,0.513687,0.05337,-0.237429,0.8231,0.70452,0.30936,-0.231187,1.081428,0.854412,0.281304,0.018756,1.104649,0.691066,0.050856,-0.189291,0.754923,0.705245,0.301881,-0.181877,1.239836,1.299255,0.769615,0.333806,1.264088,1.131622,0.292626,0.12508,0.99036,0.751244,0.303913,-0.079004,3.
60,0.338089,1.372468,1.184036,0.974051,0.062659,1.212789,0.8935,0.39612,-0.438908,0.61704,0.369468,-0.125819,0.19925,1.379579,1.541213,0.811066,0.21823,1.389601,1.247195,0.808841,0.234834,1.01113,0.7203,0.447359,0.798026,1.430818,1.732744,0.860363,0.522946,1.438005,1.370192,0.7027,0.169563,1.277169,1.382048,0.865666,1.
67,0.705578,0.673235,-0.197682,-0.190113,0.726317,0.338911,-0.186668,-0.184633,1.120043,0.529559,0.068926,-0.178503,1.228458,0.548065,0.281304,-0.086885,0.956912,0.56009,0.050856,-0.241825,0.977819,0.574151,0.062784,-0.077004,1.018931,0.509876,0.107463,-0.192752,0.745289,0.518855,0.113031,-0.189986,1.064978,0.532109,0.124223,-0.183967,3.
68,0.044099,1.503574,1.664634,0.921135,0.062659,1.300177,1.67362,0.924077,0.080742,1.316883,1.391311,0.92786,0.125735,1.248287,1.481217,0.969528,-0.151111,1.258626,1.486463,0.966441,-0.136658,1.273318,1.497365,0.814413,-0.159228,1.606236,1.491962,0.755051,0.07826,1.394236,1.789246,0.965254,0.094945,1.233342,1.202359,0.970629,1.
71,0.779075,0.804341,0.703439,0.233219,0.800057,0.994319,0.953509,0.607303,1.120043,1.229403,0.970552,0.611756,0.787369,0.854412,0.821265,0.282859,1.104649,0.8657,0.828476,0.283508,1.126416,0.880036,0.839849,0.499795,1.387105,1.036129,0.82981,0.491773,1.412317,1.044084,0.831409,0.492656,1.438068,1.058033,1.142463,0.708221,3.
74,1.661048,0.848043,0.643364,0.180303,1.316235,0.863238,0.653462,0.02655,1.34275,0.70452,0.369468,0.190284,1.154943,0.591829,0.641278,0.018756,1.178517,0.822041,0.349941,-0.136758,1.200714,0.836338,0.361655,0.027868,0.798026,0.466022,-0.073123,-0.192752,1.11586,0.650162,0.172896,0.020058,1.139596,0.66359,0.18412,-0.183967,3.
75,1.073066,0.804341,0.162766,0.021553,0.800057,0.644768,-0.066649,-0.184633,1.120043,0.66078,0.429577,0.032233,1.081428,0.679357,0.281304,-0.086885,0.809176,0.516432,-0.487496,-0.451958,0.532028,0.180869,-0.176313,-0.653804,0.724391,0.334459,-0.374101,-0.613998,0.152375,-0.181449,-1.323724,-1.082671,0.468035,0.006184,-0.834119,-0.813747,7.
76,-0.470385,0.97915,0.883663,0.603635,-0.45352,0.819544,0.8935,0.39612,-0.438908,0.835741,1.210986,0.611756,-0.388869,0.985704,1.241235,0.599783,-0.372716,0.822041,0.94811,0.598708,-0.359554,0.836338,0.959397,0.604668,-0.380132,0.860711,1.130788,0.491773,-0.366425,1.044084,0.831409,0.7027,-0.352763,1.058033,1.382048,0.498294,1.
77,1.073066,0.673235,0.282916,-0.08428,1.095016,0.513687,0.05337,-0.237429,0.8231,0.354598,-0.171507,-0.441923,1.081428,0.504301,0.041321,-0.192527,0.735308,0.516432,-0.367863,-0.399425,0.754923,0.355661,-0.176313,-0.391622,1.239836,0.729148,0.047268,-0.08744,0.967631,0.562624,-0.186293,-0.242497,0.691889,0.356801,-0.175259,-0.446376,4.
78,0.411587,0.017705,-0.377906,-0.560529,0.431358,0.338911,-0.126658,-0.554203,0.748864,0.223378,-0.532158,-0.547291,0.34628,0.022899,-1.038601,-0.720733,0.365966,0.036189,-0.846398,-0.714624,0.383431,0.049776,-0.833829,-0.70624,0.503487,-0.104085,-0.79547,-0.561342,0.226489,-0.093911,-0.545481,-0.557562,0.244181,-0.256778,-0.534637,-0.551339,7.
81,0.411587,1.066554,1.48441,0.815302,0.136399,0.688462,0.653462,0.607303,-0.141965,-0.257765,-0.111399,-0.178503,0.05222,0.985704,0.881261,0.599783,-0.151111,0.603749,0.888293,0.388575,-0.136658,0.049776,0.122558,0.237614,0.503487,1.211546,0.950202,0.597084,0.522946,1.000315,0.951139,0.597678,0.542653,0.838898,0.723188,0.813184,1.
84,0.779075,0.629533,-0.317831,-0.560529,0.505098,0.076748,-0.306686,-0.765386,0.526157,-0.082804,-0.772592,-0.916079,0.787369,0.15419,-0.49864,-0.245347,0.513703,0.167164,-0.487496,-0.819691,0.160536,0.180869,-0.475184,-1.020858,0.429852,0.334459,-0.614884,-0.403375,0.448832,0.343779,-0.365887,-0.40003,0.468035,0.356801,0.064327,-0.393894,4.
86,-0.249892,-0.200805,-0.918578,-1.036778,-0.2323,-0.360191,-1.386853,-1.029365,-0.216201,-0.170284,-1.133242,-1.021446,0.125735,0.022899,-0.558636,-0.773554,-0.446584,-0.094787,-1.025849,-0.977291,-0.433852,-0.081318,-1.192475,-0.968422,0.650756,0.378313,-0.374101,-0.508686,-0.144082,0.212472,-0.605346,-0.715095,-0.128909,0.050011,-0.834119,-1.076155,7.
88,-1.940339,-2.385906,1.36426,2.402799,-1.928316,-2.37011,1.373574,2.402358,-2.14633,-2.269815,1.391311,2.613746,-2.07971,-2.471642,2.081174,2.871071,-2.071686,-2.452344,1.426646,2.437374,-2.068419,-2.441006,1.437591,2.649684,-1.926465,-2.472222,2.033722,3.598462,-1.922824,-2.45744,1.669516,3.380756,-1.919739,-2.448131,1.382048,2.650043,2.
94,1.367057,0.97915,0.403065,0.233219,1.684934,0.994319,0.713472,0.237733,1.713929,1.229403,0.970552,0.453704,1.669547,1.029468,0.821265,0.282859,1.695595,1.040333,0.828476,0.493642,1.720804,1.054828,0.839849,0.29005,2.049819,1.211546,1.130788,0.491773,1.782888,1.21916,0.831409,0.492656,1.811158,1.233342,0.603395,0.235886,3.
95,0.485085,0.061407,-0.317831,-0.348863,0.210138,0.251523,-0.306686,-0.554203,0.526157,0.092157,-0.772592,-0.758027,0.787369,0.679357,0.281304,-0.245347,1.104649,0.516432,0.050856,-0.241825,0.532028,0.180869,-0.475184,-0.653804,1.092566,0.685294,0.589028,0.017871,0.745289,0.343779,0.292626,-0.40003,0.468035,0.181492,-0.594534,-0.393894,7.
97,-0.911371,-0.375613,-0.858503,-0.719279,-0.674739,-0.185416,-1.026798,-0.923774,-0.661615,0.398338,0.129035,0.032233,-0.682928,-0.283448,-1.038601,-0.932016,-0.668189,0.254481,0.17049,-0.189291,-0.06236,1.01113,0.7203,0.447359,-0.674672,-0.016376,-0.494492,-0.456031,-0.662882,0.693931,0.532085,0.282612,-0.054291,1.277169,1.142463,0.708221,1.
104,1.367057,1.022851,0.583289,0.233219,1.095016,0.688462,0.293407,-0.184633,1.120043,0.70452,0.30936,-0.178503,1.522517,1.116996,0.761269,0.494142,1.547858,0.909358,0.768659,0.336042,1.572207,0.748942,0.540978,0.132741,1.976185,1.255401,0.649224,0.597084,2.005231,1.087853,0.891274,0.387634,1.73654,0.882725,0.663291,0.183404,3.
105,-0.764376,-0.375613,-0.618205,-0.190113,-0.748479,-0.840824,0.05337,0.501711,-0.735851,-1.088829,0.30936,0.92786,-1.271047,-1.20249,-1.158593,-0.45663,-0.742057,-0.706005,-0.666947,-0.451958,-0.433852,-0.518297,-0.41541,-0.077004,-1.484656,-1.682843,-0.79547,0.175838,-1.478139,-1.406983,-0.784941,0.020058,-0.725852,-0.563568,-0.534637,-0.551339,5.
106,0.044099,1.285064,1.664634,0.709468,-0.2323,1.300177,1.073527,0.924077,-0.216201,1.316883,1.391311,0.92786,0.125735,1.073232,1.481217,0.811066,-0.151111,1.258626,1.486463,0.808841,-0.136658,1.273318,1.497365,0.814413,-0.159228,0.992274,1.491962,0.965674,-0.144082,1.21916,1.190598,0.755211,-0.42738,1.233342,1.501841,0.760703,1.
110,0.411587,0.148811,-0.377906,-0.613446,0.431358,-0.01064,-0.84677,-0.606999,0.154978,-0.345245,-0.8327,-0.810711,1.228458,0.723121,0.761269,0.124397,0.956912,0.56009,0.050856,-0.084225,0.680625,0.006078,-0.893604,-0.653804,1.018931,0.860711,0.348246,0.017871,1.338203,0.869008,0.352491,0.020058,0.766507,0.225319,-0.115362,-0.551339,7.
115,-0.396887,1.19766,1.544484,1.026968,-0.084821,1.212789,1.253555,0.818486,-0.067729,1.229403,0.970552,0.822492,-0.09481,1.248287,1.361226,0.863886,-0.372716,1.258626,1.366829,0.861375,-0.359554,1.273318,1.377816,0.866849,0.135312,1.211546,1.431766,0.913019,-0.144082,1.21916,1.430057,0.912743,-0.128909,1.058033,1.142463,0.708221,1.
118,1.367057,0.629533,0.403065,0.021553,1.095016,0.644768,0.413425,0.02655,1.416986,1.010702,0.189143,0.032233,1.375487,1.029468,0.821265,0.282859,1.400122,0.8657,0.529392,-0.084225,1.42361,0.880036,0.540978,0.29005,1.387105,1.211546,0.82981,0.491773,1.412317,1.044084,0.831409,0.230101,1.438068,1.058033,0.842981,0.235886,3.
119,0.705578,0.498427,-0.197682,-0.401779,0.726317,0.338911,-0.186668,-0.395816,0.154978,-0.345245,-0.351833,-0.178503,0.640339,-0.020865,-0.91861,-0.879195,0.661439,-0.00747,-0.42768,-0.662091,0.680625,0.355661,-0.176313,-0.234313,0.429852,0.027478,-1.036253,-0.771965,0.448832,0.343779,-0.126428,-0.40003,1.064978,0.532109,0.363809,-0.183967,7.
120,1.661048,1.241362,1.48441,0.603635,1.684934,1.256483,0.8935,0.818486,1.713929,1.098182,0.910444,0.40102,1.743062,0.985704,0.881261,0.388501,1.47399,0.822041,0.649025,0.020842,0.977819,0.399359,0.122558,-0.129441,0.503487,0.466022,-0.073123,-0.561342,0.522946,0.256241,-0.306022,-0.347519,0.841124,0.269146,-0.295052,-0.341412,3.
123,0.117596,-0.200805,-0.197682,-0.190113,0.726317,0.513687,-0.186668,-0.184633,0.748864,0.529559,-0.171507,-0.178503,-0.462384,-0.721087,0.521286,0.705425,0.070493,-0.356737,0.290124,0.125908,0.383431,0.180869,-0.41541,-0.234313,-0.453767,-0.761901,-0.133319,0.597084,-0.144082,-0.268987,0.651815,0.387634,0.468035,0.356801,-0.115362,-0.183967,5.
126,0.044099,-0.200805,-1.158877,-1.036778,0.062659,-0.360191,-1.146816,-1.240548,-0.216201,-0.345245,-1.373676,-1.232182,-0.168324,-0.283448,-0.798618,-0.984836,-0.151111,-0.269421,-1.025849,-1.187424,-0.136658,-0.25611,-1.431571,-1.178167,-0.159228,-0.191794,-1.036253,-1.0879,-0.440539,-0.531602,-1.263859,-1.082671,-0.42738,-0.344432,-1.253394,-1.443527,7.
128,-1.646348,-0.72523,-0.858503,-0.719279,-1.633357,-0.534967,-0.84677,-0.501408,-1.403973,-0.345245,-0.592266,-0.336555,-1.418077,-0.764851,-1.038601,-0.562271,-1.406871,-0.444054,-0.547313,-0.346891,-1.176837,-0.25611,-0.295861,-0.339186,-1.411021,-0.367211,-0.494492,-0.456031,-1.181682,-0.356526,-0.725076,-0.242497,-1.17356,-0.344432,-0.714327,-0.236449,1.
130,-0.690878,0.804341,0.703439,0.444886,-0.895959,0.819544,0.953509,0.607303,-0.884323,0.485819,0.730119,0.242968,-0.682928,0.504301,0.821265,0.494142,-1.185267,0.516432,0.529392,0.283508,-1.399733,0.006078,0.301881,0.132741,-1.337386,0.159041,0.047268,0.228494,-1.32991,-0.006373,0.292626,0.020058,-1.54665,-0.344432,-0.175259,-0.393894,1.
133,1.661048,1.066554,0.883663,0.603635,1.316235,0.688462,0.353416,0.39612,1.045807,0.879481,0.910444,0.40102,1.449002,0.985704,0.881261,0.599783,1.178517,0.996675,0.888293,0.598708,0.680625,1.404411,0.899623,0.761977,0.798026,1.211546,0.950202,0.597084,0.522946,1.000315,0.951139,0.597678,0.244181,0.838898,0.423706,0.445813,3.
134,0.485085,0.454725,0.162766,-0.348863,0.505098,0.251523,-0.306686,-0.34302,0.526157,0.267118,-0.051291,-0.336555,0.787369,0.329246,0.041321,-0.245347,0.809176,0.341798,0.050856,-0.451958,0.829222,0.530453,0.301881,-0.444059,0.724391,0.509876,0.047268,-0.403375,0.448832,0.518855,0.053167,-0.189986,0.468035,0.356801,-0.175259,-0.393894,4.
138,-0.102897,-0.200805,-1.218951,-1.036778,0.505098,0.164136,-0.966788,-0.448612,0.8231,0.179637,0.068926,-0.231187,0.419794,-0.020865,-0.858614,-0.826374,0.439835,-0.00747,-0.846398,-0.609558,0.754923,0.530453,-0.176313,-0.391622,0.356217,-0.016376,-0.675079,-0.666654,0.07826,-0.181449,-0.665211,-0.872628,0.691889,0.006184,-0.894016,-0.866229,7.
139,0.705578,0.498427,0.042617,-0.190113,0.726317,0.863238,0.05337,-0.184633,1.120043,0.70452,0.068926,-0.178503,1.228458,0.898176,0.281304,0.124397,0.956912,0.56009,-0.188412,-0.084225,0.977819,0.574151,0.062784,-0.234313,1.976185,1.255401,1.190984,0.807707,1.708774,0.869008,0.651815,0.387634,1.064978,0.532109,0.363809,-0.183967,3.
142,0.926071,0.542129,0.042617,-0.24303,0.947536,0.732156,-0.186668,-0.079042,0.971571,0.573299,0.30936,-0.231187,1.007913,0.504301,0.101317,-0.192527,1.03078,0.691066,0.110673,0.020842,0.754923,0.530453,0.122558,0.027868,1.166201,0.597585,0.348246,-0.140096,0.967631,0.387548,0.113031,-0.137475,0.99036,0.400628,0.124223,-0.341412,4.
144,0.338089,0.148811,-0.43798,-0.878029,0.357618,-0.01064,-0.666742,-0.870978,0.080742,0.004676,-0.892808,-0.652659,-0.168324,-0.458504,-1.038601,-1.196119,-0.151111,-0.444054,-1.2053,-1.345024,-0.433852,-0.430902,-1.610894,-1.335476,-0.453767,-0.718047,-1.036253,-1.298522,-0.440539,-0.531602,-1.503318,-1.292715,-0.42738,-0.51974,-1.49298,-1.286082,7.
151,1.367057,0.848043,0.282916,0.021553,1.095016,0.513687,0.05337,-0.184633,0.748864,0.70452,-0.171507,-0.178503,1.228458,0.548065,0.521286,-0.086885,1.252385,0.909358,0.529392,-0.084225,1.275013,0.574151,0.301881,-0.077004,1.018931,0.509876,-0.133319,-0.192752,1.041746,0.518855,0.352491,0.020058,1.064978,0.532109,0.124223,-0.183967,3.
153,-1.866841,-2.298502,1.48441,3.037797,-1.854576,-2.151641,1.193546,2.824724,-1.849387,-2.138594,1.81207,2.824482,-1.638621,-2.296587,1.541213,2.976712,-1.628476,-2.27771,1.54628,2.752574,-1.845523,-2.266215,1.557139,2.754557,-1.705561,-2.296804,2.394896,3.177216,-1.404024,-2.282363,2.028705,2.750625,-1.397414,-2.272822,1.741427,2.597561,2.
162,-1.719846,-2.167396,1.184036,2.561548,-2.002056,-2.151641,1.193546,2.560745,-1.700916,-2.138594,1.210986,2.561062,-1.859166,-2.165295,1.181239,2.659789,-1.850081,-2.015759,1.187378,2.805107,-1.845523,-2.135121,1.497365,2.806993,-1.85283,-2.296804,1.552157,2.75597,-1.626367,-2.282363,1.908976,2.960669,-2.068975,-2.272822,1.921116,2.755006,2.
165,0.705578,0.498427,0.042617,-0.401779,0.431358,0.164136,-0.366695,-0.606999,0.451921,0.004676,-0.8327,-0.599975,1.228458,0.723121,0.761269,0.124397,1.252385,0.734724,0.768659,0.125908,0.977819,0.574151,0.062784,-0.077004,1.018931,0.860711,0.348246,-0.192752,1.041746,0.869008,0.352491,0.020058,1.36345,0.882725,0.363809,0.025959,3.
166,-0.690878,0.848043,0.523215,0.286136,-1.190918,-0.01064,0.05337,0.132141,-1.181266,0.004676,0.30936,-0.073135,-1.050503,-0.020865,0.041321,0.018756,-1.333003,-0.182104,0.050856,-0.189291,-1.325434,-0.343506,-0.176313,-0.181877,-0.969212,-0.016376,0.047268,-0.08744,-1.478139,-0.356526,0.053167,-0.242497,-1.248178,-0.695049,-0.894016,-0.236449,1.
167,-0.102897,0.848043,1.123962,0.497802,-0.37978,0.863238,1.133537,0.712894,-0.067729,1.054442,1.391311,0.717124,-0.168324,0.854412,0.821265,0.494142,-0.151111,1.040333,1.127561,0.703775,-0.136658,1.054828,1.437591,0.70954,-0.453767,0.729148,0.769615,0.333806,-0.440539,0.912777,0.532085,0.492656,-0.42738,0.751244,0.543498,0.708221,1.
168,-0.764376,-1.118548,-0.377906,0.021553,-0.748479,-0.971906,-0.606733,-0.184633,-0.735851,-0.957608,-0.8327,-0.389239,-0.976988,-1.027434,-0.678627,-0.086885,-0.963662,-1.011614,-0.666947,-0.241825,-0.953942,-0.998975,-0.893604,-0.234313,-0.748307,-0.893464,-0.79547,0.017871,-0.959339,-1.013061,-0.784941,-0.189986,-1.248178,-1.2648,-0.774223,0.025959,5.
172,-1.940339,-2.2548,1.36426,2.455715,-1.485877,-2.151641,1.373574,2.455153,-0.958558,-1.482491,0.549793,0.92786,-1.271047,-1.552601,0.341299,1.18081,-0.742057,-1.011614,-0.128595,0.020842,-0.433852,-0.736787,-1.192475,-0.968422,-0.159228,-0.542629,-1.277035,-1.298522,-0.144082,-0.706678,-1.922372,-1.660291,-0.651234,-0.695049,-1.732566,-1.443527,2.
