row_id,Aattr,Battr,Cattr,Dattr,Eattr,Fattr,A1attr,B2attr,C3attr,D4attr,E5attr,F6attr,A7attr,B8attr,C9attr,D10attr,E11attr,F12attr,A13attr,B14attr,C15attr,D16attr,E17attr,F18attr,A19attr,B20attr,C21attr,D22attr,E23attr,F24attr,A25attr,B26attr,C27attr,D28attr,E29attr,F30attr,class
382,-2.013836,-2.167396,0.643364,1.979466,-1.707096,-2.151641,0.653462,1.768809,-1.478209,-2.138594,0.67001,1.770803,-1.859166,-2.296587,0.881261,2.078762,-1.628476,-2.146735,0.888293,2.279774,-1.622628,-2.004027,0.899623,2.072885,-1.631926,-2.296804,1.552157,2.387379,-1.626367,-2.282363,1.250463,2.173005,-1.621268,-2.141341,0.962773,1.967781,2.
388,-0.176394,0.97915,1.184036,0.762385,-0.158561,1.212789,0.8935,0.76569,-0.661615,0.223378,0.67001,0.769808,-0.09481,1.204523,1.541213,0.811066,-0.077243,0.822041,0.94811,0.598708,-0.656748,0.268265,0.7203,0.604668,0.135312,0.860711,1.371571,0.702396,-0.366425,0.343779,0.292626,0.492656,-0.651234,0.356801,0.543498,0.288368,1.
390,-1.205362,-1.686674,0.523215,1.079884,-1.412137,-2.064253,1.133537,2.402358,-1.923623,-2.269815,2.413154,3.19327,-1.565107,-1.902712,1.121243,1.550555,-1.333003,-1.666492,0.290124,0.913908,-1.54833,-2.004027,1.437591,2.439939,-1.705561,-2.25295,1.371571,2.440035,-1.478139,-2.019749,0.771544,1.85794,-1.248178,-1.746898,0.303913,1.075593,2.
391,0.191094,0.061407,-0.798429,-0.930945,0.800057,0.251523,-0.306686,-0.554203,0.8231,0.267118,-0.291724,-0.336555,1.669547,1.029468,0.521286,0.124397,1.104649,0.8657,0.828476,-0.084225,1.126416,0.705245,0.301881,0.132741,1.092566,0.860711,0.28805,0.017871,1.412317,0.869008,0.292626,0.020058,1.438068,0.882725,0.303913,0.235886,3.
392,-0.470385,-1.293356,0.042617,0.497802,-1.559617,-2.020559,0.05337,1.13526,-1.552444,-2.007374,0.30936,1.138596,0.05222,-0.195921,-0.438644,-0.667912,0.365966,0.167164,-0.188412,-0.241825,-0.433852,-1.173766,0.301881,0.919286,0.135312,-0.279503,-1.216839,-0.982588,0.448832,-0.093911,-0.784941,-0.557562,0.169563,-0.08147,-0.354948,0.025959,4.
399,-0.176394,0.848043,0.883663,0.603635,-0.158561,0.688462,0.653462,0.607303,-0.141965,0.879481,0.910444,0.611756,-0.168324,0.985704,1.481217,0.599783,-0.151111,0.996675,0.888293,0.598708,0.086237,1.01113,1.198494,0.604668,-0.380132,0.992274,0.950202,0.597084,-0.366425,0.825239,0.951139,0.597678,-0.054291,1.014206,0.962773,0.603258,1.
402,1.367057,1.19766,0.943738,0.233219,1.389975,0.994319,0.713472,0.237733,1.416986,1.229403,0.730119,0.242968,1.375487,1.029468,0.821265,0.124397,1.104649,0.8657,0.529392,0.125908,1.126416,1.054828,0.839849,0.29005,1.092566,0.860711,0.28805,0.017871,1.11586,0.869008,0.292626,0.020058,1.438068,1.058033,0.842981,0.235886,3.
403,1.220062,1.285064,1.36426,0.921135,1.242496,1.518646,1.373574,0.924077,0.971571,1.141922,0.790227,0.506388,1.301973,1.248287,1.181239,0.811066,0.735308,0.8657,0.888293,0.388575,0.160536,0.530453,0.660526,0.394922,0.061677,0.992274,0.890006,0.386461,-0.144082,0.825239,0.891274,0.597678,-0.42738,0.619763,0.363809,0.235886,1.
419,0.926071,0.542129,0.282916,-0.08428,0.947536,0.732156,0.293407,-0.079042,0.971571,0.923221,0.790227,0.1376,1.007913,0.679357,0.341299,0.018756,1.326253,0.8657,0.349941,0.178442,1.349311,0.705245,0.361655,0.185177,1.46074,0.816857,0.348246,0.228494,1.189974,0.825239,0.651815,0.230101,1.214214,0.838898,0.663291,0.603258,3.
427,-0.764376,-1.16225,-2.059997,-1.77761,-0.748479,-1.015599,-1.62689,-1.34614,-0.438908,-0.738907,-1.19335,-0.968763,-0.903473,-1.20249,-1.758549,-1.829967,-0.889794,-1.186248,-1.743652,-1.660224,-0.879643,-1.173766,-1.491346,-1.28304,-1.190116,-1.507425,-2.119773,-1.719768,-0.885225,-1.231906,-1.922372,-1.712802,-0.875088,-1.220973,-1.672669,-1.496009,5.
434,-1.205362,-1.249654,-2.360371,-2.148026,-0.895959,-1.059293,-2.106965,-1.71571,-0.661615,-1.045089,-1.914651,-1.495602,-0.388869,-0.983671,-1.698554,-1.24894,-0.668189,-0.967956,-1.683835,-1.239957,-0.656748,-0.955277,-1.431571,-1.020858,-0.453767,-0.84961,-0.855666,-0.403375,-0.736996,-1.100599,-1.323724,-0.610073,-0.725852,-1.089492,-1.073705,-0.813747,5.
436,-0.176394,1.241362,1.48441,0.815302,-0.45352,1.256483,1.193546,0.818486,-0.438908,1.273143,1.872178,0.980544,-0.462384,1.204523,1.481217,0.969528,-0.446584,1.214967,1.486463,0.966441,-0.433852,1.22962,1.497365,0.971722,-0.674672,1.211546,1.552157,0.807707,-0.366425,1.000315,1.549787,0.807721,-0.352763,1.233342,1.262255,0.813184,1.
444,-0.176394,-0.550421,-1.759624,-1.301361,-0.158561,-0.360191,-1.026798,-0.712591,0.080742,0.048417,-0.351833,-0.336555,-0.388869,-0.633559,-1.518567,-1.143298,-0.077243,-0.094787,-0.786581,-0.557024,0.234834,-0.081318,-0.534958,-0.339186,-0.380132,-0.674192,-1.698404,-1.403834,-0.366425,-0.531602,-1.443454,-1.03016,-0.054291,-0.169124,-1.193498,-0.813747,7.
445,0.044099,-0.200805,-1.038727,-1.089695,0.062659,-0.185416,-0.84677,-1.082161,0.080742,0.048417,-1.013025,-1.284866,0.19925,-0.108393,-0.798618,-0.932016,-0.077243,-0.094787,-1.025849,-0.924758,-0.06236,-0.081318,-1.013152,-0.915985,0.135312,-0.016376,-0.735275,-0.666654,0.152375,-0.006373,-0.725076,-0.820117,-0.054291,-0.169124,-0.953912,-0.813747,7.
452,1.073066,0.848043,0.583289,0.021553,1.389975,0.863238,0.83349,0.237733,1.416986,1.054442,0.609902,0.242968,1.228458,0.723121,0.521286,-0.086885,1.252385,0.909358,0.529392,0.125908,1.572207,1.142224,0.540978,0.132741,0.429852,0.334459,-0.374101,-0.561342,0.448832,0.037396,-0.365887,-0.557562,0.468035,0.050011,-0.534637,-0.761265,3.
477,0.779075,1.19766,0.943738,0.603635,0.505098,0.994319,0.953509,0.607303,0.229214,0.835741,0.429577,0.453704,0.493309,1.248287,1.121243,0.494142,0.144362,0.8657,0.529392,0.283508,-0.359554,0.705245,0.540978,0.499795,-0.159228,0.685294,0.82981,0.228494,-0.440539,0.343779,0.292626,0.230101,-0.725852,0.356801,0.064327,0.235886,1.
480,0.485085,0.323619,-0.197682,-0.454696,0.800057,0.513687,0.05337,-0.079042,0.8231,0.70452,0.068926,-0.073135,0.713854,0.504301,-0.198662,-0.403809,1.104649,0.516432,0.050856,-0.189291,1.126416,0.705245,0.062784,-0.181877,0.945296,0.553731,-0.193515,-0.245408,0.967631,0.562624,0.053167,-0.242497,0.99036,0.751244,-0.175259,-0.079004,4.
487,-0.764376,-0.900038,-1.999923,-1.61886,-0.748479,-0.884518,-1.986946,-1.451731,-0.438908,-0.870128,-1.794434,-1.442918,-0.462384,-0.896143,-2.058528,-1.565863,-0.446584,-0.749664,-1.863286,-1.555157,-0.433852,-0.736787,-1.610894,-1.178167,-0.453767,-0.718047,-1.7586,-1.298522,-0.440539,-0.356526,-1.503318,-1.082671,-0.42738,-0.51974,-1.49298,-1.076155,7.
496,-0.396887,-0.375613,-1.218951,-1.407194,-0.37978,-0.360191,-1.206825,-1.240548,-0.364672,-0.345245,-1.19335,-1.232182,-0.462384,-0.502268,-1.33858,-1.30176,-0.151111,-0.356737,-1.324934,-1.292491,-0.136658,-0.343506,-1.312023,-1.28304,-0.232863,-0.367211,-1.156644,-1.245867,-0.218196,-0.181449,-1.383589,-1.240204,0.094945,-0.169124,-1.373187,-1.2336,7.
497,-0.176394,0.848043,0.823588,0.497802,-0.158561,1.038013,1.133537,0.712894,-0.141965,1.054442,1.451419,0.717124,-0.462384,0.723121,0.761269,0.33568,-0.446584,0.909358,0.529392,0.493642,-0.433852,0.748942,0.540978,0.70954,-0.748307,0.334459,0.649224,0.175838,-0.440539,0.693931,0.651815,0.597678,-0.42738,0.532109,0.363809,0.393331,1.
