"variant","path","bytes","sha256"
"raw","attempts/bike/boost-5/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/boost-6/predictions.csv","34507","8a3d0162ea920ce82808f0d15bab362b4f50332baaec9f753f3a96aee0db1db8"
"raw","attempts/bike/boost-6/result.csv","222","0ce2a2c6112e588da78cb2eac92e1b19dbfd3d1409e5307793898ab0cb51a75d"
"raw","attempts/bike/boost-6/STARTED.md","40","b4d836dd3084df58af1afe910c747f163e20f67d680ac85f6ce70e24eb16f8a3"
"raw","attempts/bike/boost-6/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/boost-6/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/boost-7/predictions.csv","34430","95009fc866fbcdb175f501f642d389cb8a79555270f92fd0b740ee9266b47ebc"
"raw","attempts/bike/boost-7/result.csv","222","59ee1015370297afefd7782d496da8784952181c9b2b1892f18dc9f27e5a6fe5"
"raw","attempts/bike/boost-7/STARTED.md","41","656004d98db4470746fb29fa7a82bf71a5ffb7aa752bfeed6a103f652a52a510"
"raw","attempts/bike/boost-7/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/boost-7/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-0/predictions.csv","29774","761f8fafc5f36fa77219e721d15003c27334969f619fca5e3743529a41e4ddfc"
"raw","attempts/bike/extra-0/result.csv","218","edc88fc60f92ab3c8a957adb1467ab93b17bcc322777b7b2ce7786fd41d02305"
"raw","attempts/bike/extra-0/STARTED.md","41","deecf602c6ec2d6f3a921f794af0155aeeee745df8e25bdb74356ae9927682ba"
"raw","attempts/bike/extra-0/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-0/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-1/predictions.csv","33828","e278e0831df4525ee340d7e4c4eed54c26da42e1e90a0ad78b68390a19c6d199"
"raw","attempts/bike/extra-1/result.csv","217","80b189f64db6d98c6a9c348693ade6b8ff4b64c81811001cc884c857ca3ee5f2"
"raw","attempts/bike/extra-1/STARTED.md","41","0ed404ae16387bd1922c50c5c6aef8274b45a74bca585dde6226df4471a01c6f"
"raw","attempts/bike/extra-1/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-1/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-2/predictions.csv","34430","1b7acf95701e6e6c65cc1b1645086ea887a6c97741aad14c5437ff0dff1f84dd"
"raw","attempts/bike/extra-2/result.csv","224","b5d5f5ee25b2e646633689cee3e0189810bff6b18401c815d0add973ab8fe96d"
"raw","attempts/bike/extra-2/STARTED.md","41","90da5497e3a93edc6d51a14587e2312cec4f000e90aac4aa983df935ab168b7b"
"raw","attempts/bike/extra-2/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-2/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-3/predictions.csv","34422","ef57c39ff9fedac9d82d85224bc425b1bc1b6d4d590060c547c426cd2b9dfb87"
"raw","attempts/bike/extra-3/result.csv","223","9372fec31fe19194f64e8b64236ba7d62a015521e64a3cd38b1fef5dc3aac183"
"raw","attempts/bike/extra-3/STARTED.md","41","484e384d645ee47a079ed44435cb37d0fec64dced08f40c3ef83c7dbd9079483"
"raw","attempts/bike/extra-3/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-3/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-4/predictions.csv","34456","b4bd048175b7abccd01a83e400f9ec8466567ee583be19068fea8a6231a191cc"
"raw","attempts/bike/extra-4/result.csv","224","4f24bf69d329fb7aad27ec743cd5819fbadf4a1637329d20288989bdcda5d201"
"raw","attempts/bike/extra-4/STARTED.md","39","3024ad7a824dacffea03a068d62637475aa9422679d27599562c9f64722094a7"
"raw","attempts/bike/extra-4/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-4/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-5/predictions.csv","34450","edb4ccf67944766ee2cc4e6ddb1e66d3e44520b7d7376f9f4beb0fd7a7e3ad59"
"raw","attempts/bike/extra-5/result.csv","220","0d522192da7850d80fce09e6572ae56f95c4d81f1f4b5ee38abb52753fed2703"
"raw","attempts/bike/extra-5/STARTED.md","41","9b24827e7638b4f57f17eae8d1bebb0cfab3b693e1828c6d60aaeee8e286c3f8"
"raw","attempts/bike/extra-5/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-5/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-6/predictions.csv","34376","e3ebcfdca9249cf5cde5f986d4f4a10f9e39f3f134c4f350b9fe2e425ef8582f"
"raw","attempts/bike/extra-6/result.csv","222","6ddd9ff57c609493238abfacd1627c8c0785647104acddc7b4c3ea72af7b4cb6"
"raw","attempts/bike/extra-6/STARTED.md","40","ffbcf5a784f6a6021742d897f01a8da28312b459ec638348736bd6cdc00e2413"
"raw","attempts/bike/extra-6/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-6/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-7/predictions.csv","29684","89a27526c9a300a5e6c7379d514798e5620ff3dc9c753850a81dcfba214da490"
"raw","attempts/bike/extra-7/result.csv","217","be36105d14418a8612bfd1e17e67614fdca002173ed926e4621af4dbb037dcae"
"raw","attempts/bike/extra-7/STARTED.md","41","c09a58181f027b517e1fb67bf66d5bc00c89f60c6d75cd45e022cbad98b49fe2"
"raw","attempts/bike/extra-7/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/extra-7/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-0/predictions.csv","28740","651259499e1d5d7ec63c9cb86829370f0f641f88593ff2659735a08b81497b44"
"raw","attempts/bike/forest-0/result.csv","217","88335008d22c86921d17fe8b06950d34d55909fe3cfe248b6356b5a9352dc0b2"
"raw","attempts/bike/forest-0/STARTED.md","41","5db7df2d68dd1b273abd934ec03c9cb493bdff2d9c4e7ed2ae487ed87eb8da46"
"raw","attempts/bike/forest-0/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-0/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-1/predictions.csv","34456","e4413a442522b7885230704908c15887699afa1d85847678214e58335a321ab6"
"raw","attempts/bike/forest-1/result.csv","224","4fa70db7f8ed873c750d0e1fe7b41467c76a77e5458cc64042684cafc5d87320"
"raw","attempts/bike/forest-1/STARTED.md","41","657d6cff1bd968651f78c781d78fb6c5889a01a0dbd144d7113af8d3c02153fb"
"raw","attempts/bike/forest-1/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-1/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-2/predictions.csv","34410","bc97eda79c8a408498ddf2d8a2ee227bc1d5521f8245c7813551b0b7c5cd49de"
"raw","attempts/bike/forest-2/result.csv","224","7f69fc4ae80aaaf01475c52918925ba0af65f773b62070ef483f28b5e6b580f9"
"raw","attempts/bike/forest-2/STARTED.md","41","f9683a69ba9e8eb9c123cf31a11f1637da48f4ae3a98382b31114568b667b41b"
"raw","attempts/bike/forest-2/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-2/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-3/predictions.csv","34479","cd4d26f25057e7a1639058fd6550c0fe330f2757278af4e5576a54dd12001902"
"raw","attempts/bike/forest-3/result.csv","225","3b80af48211da6b414470e7ff7a34d12799c31b9d17a7040291dcb3400c2ccd9"
"raw","attempts/bike/forest-3/STARTED.md","40","908502bb2ece43c796c6afc2d17b82bc71dc099d1746b50bbe79a72f618b86c8"
"raw","attempts/bike/forest-3/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-3/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-4/predictions.csv","34583","c9b860c4d31286da041fd3aceae4add597c39e8ac6f20494ce669d2045a331f0"
"raw","attempts/bike/forest-4/result.csv","225","aa6a91c9ba6a6f2166089e9237e187a188b0dc686101b0d65491e9386c09141d"
"raw","attempts/bike/forest-4/STARTED.md","41","343955ac59a5ded74747b3cd9d5b5b484674044a98ffe4a5702f154cd11b06c1"
"raw","attempts/bike/forest-4/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-4/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-5/predictions.csv","34558","ae740be5014bf56f8ee498261b756fee31e6ee819c937accf0a99d69a7079052"
"raw","attempts/bike/forest-5/result.csv","224","6c80aecc8f2f242534698d7c836cccc90f15973cb8188d40a28ca70afc389d59"
"raw","attempts/bike/forest-5/STARTED.md","41","3da4b2309439e94c7050abb2a38aa03528b7eb492bef66b22340673ac9c13ea2"
"raw","attempts/bike/forest-5/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-5/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-6/predictions.csv","34439","06b533d44c265a9b153808ad1a1a5c0a25ead80b5e93e141bb8cafb0c49a43e8"
"raw","attempts/bike/forest-6/result.csv","223","4e631058208a7e8bd69cb205201fc2285017485e294309934caabeb56b8ffe0d"
"raw","attempts/bike/forest-6/STARTED.md","40","1ee5d195e87baf33f39f13ad426e8123d3c96551d53688ac92b0c24f6f3914c5"
"raw","attempts/bike/forest-6/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-6/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-7/predictions.csv","28810","c893304946888a7bd260308a8c583193f6073dcb82f8281e29b11672de509846"
"raw","attempts/bike/forest-7/result.csv","222","9fe03254373484df71dafa7d65657156926f1f76f3579576b2733752cc5944b6"
"raw","attempts/bike/forest-7/STARTED.md","41","c3efe510f83771a1790b9280508df8b128052142add4af16a61252de1e96cf05"
"raw","attempts/bike/forest-7/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/forest-7/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-0/predictions.csv","34435","8feb527cfd305afeddd3422d5aeba53664bdc56082db9ce16dd70cc4e250d286"
"raw","attempts/bike/kernel-0/result.csv","222","0df2f2bd83e1a7f445ed5a80f19043be53cd0656b23d27ef821101b2376e5998"
"raw","attempts/bike/kernel-0/STARTED.md","40","bc184828be8748edde312c34864e02ad6eb195376cdc37f2962c2b2cf5584708"
"raw","attempts/bike/kernel-0/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-0/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-1/predictions.csv","34480","3866f862c917a8065ef6c3f1feb2e46f3be3ca3343813d05372c267112defa88"
"raw","attempts/bike/kernel-1/result.csv","222","c40a571b481a75ad4e3b385e9f64d3f8ade63b508dc668de4d12154c9d79e8fb"
"raw","attempts/bike/kernel-1/STARTED.md","41","b54fbe29afe5dcd55e2f45006d6a459253449c2101b24033ef03f278668e1fa7"
"raw","attempts/bike/kernel-1/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-1/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-2/predictions.csv","34459","f04c6de513b6960974445a3a5179ab73a9a823d104975dd9bad37c7f49a47278"
"raw","attempts/bike/kernel-2/result.csv","223","ffca56567dacc6502107957670999189a69a0d6795ef0c2dc8edc1c2ca7467a3"
"raw","attempts/bike/kernel-2/STARTED.md","41","368a0ff47f0ddd078ca922afaac2349eb311f61847934a1b557e87ee96b5a7b7"
"raw","attempts/bike/kernel-2/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-2/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-3/predictions.csv","34351","be1c33d63f55c20eb6733d855c5bdd822651b9e059598cd1733491d9ff1137df"
"raw","attempts/bike/kernel-3/result.csv","223","be32afc39fb2a7aa7faff93263a834c7840e9205b58ade69783b79e0349bec2f"
"raw","attempts/bike/kernel-3/STARTED.md","40","166e39f4c544d0900fee6005630ba9ae38c6e624b8b2cc59bf7cb770a8efcc14"
"raw","attempts/bike/kernel-3/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-3/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-4/predictions.csv","34430","2e9e4c9aa031709902691a9f5b2f49c2a0a93517ec77eaeee4d1a04caacd3eef"
"raw","attempts/bike/kernel-4/result.csv","222","e79228f450e24183a75f37b63581df9433cd30873884257f68bf50d6db62226d"
"raw","attempts/bike/kernel-4/STARTED.md","41","9e9577429f8a1bcc75a8f0f5462528aa3f893658b3893b9873036e987d8dd49c"
"raw","attempts/bike/kernel-4/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-4/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-5/predictions.csv","34520","400c70d1ca485ecd239fede14d287349a87efe79653b1e2aff623fac60a27757"
"raw","attempts/bike/kernel-5/result.csv","223","4e7910b8968537e95e2a5b49421cfb375973d11a2d5ed29b98d36c14040f2158"
"raw","attempts/bike/kernel-5/STARTED.md","39","bca2d81924ed7260789c9ad53894473afc00d413765c17c2fc8cad6fe2036d6e"
"raw","attempts/bike/kernel-5/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-5/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-6/predictions.csv","34567","6f7bae08a33b284099476bd5c519d4e842c21eeede9d1fc2ca0dae0f9cf4990b"
"raw","attempts/bike/kernel-6/result.csv","220","057b06e048cdc17e95465d933a52f6047000eeec916b1cb153c2e559be46cc98"
"raw","attempts/bike/kernel-6/STARTED.md","41","73d783fe9d6f916ad9517db00e1d374042f9ecfb679f07e85cee0dfa9b09703b"
"raw","attempts/bike/kernel-6/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-6/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-7/predictions.csv","34704","5b9e523dac550886396486ca95c92f49e466df9788940ab0bf2ea6849d64b434"
"raw","attempts/bike/kernel-7/result.csv","222","c51accb734d535000344440c57d8961d6013faaaee84deb080fe4fe1b764a192"
"raw","attempts/bike/kernel-7/STARTED.md","41","b1c8df21b2a39bbb766b44ecf06e7b1b5e059a8625824d110c4d695a8f58b779"
"raw","attempts/bike/kernel-7/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/kernel-7/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-0/predictions.csv","34546","87b2471591991b7efc415fc3b67a78dc1cd2a768a8006992e3bd4b8d1ca3bd92"
"raw","attempts/bike/linear-0/result.csv","227","46f8eccb0fd086ba70fe2d5b3ee4679bbf0af513c1df4cb4f07a58807fb937fc"
"raw","attempts/bike/linear-0/STARTED.md","40","0054ae66080dd1048dd1e2d1970c058e6ec8e19a673f1868183e2f53aec3359c"
"raw","attempts/bike/linear-0/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-0/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-1/predictions.csv","34561","0899d258982f4bbeda52d09d20e6b3a33da1b24eaf3ad18431c3fd7add42d506"
"raw","attempts/bike/linear-1/result.csv","225","b20aa2f0b05160eebd0c2a7896d408e7d22b5b0a280722c2b5b39d80384b013a"
"raw","attempts/bike/linear-1/STARTED.md","41","cfd952b042ef0e871b5b43990e93586141663e018b1c4c1ec7c180691570c093"
"raw","attempts/bike/linear-1/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-1/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-2/predictions.csv","34565","8d987c597b105804b5a1a4d7b43f11b2d0c9a0dd25aabd126456c7f91805e381"
"raw","attempts/bike/linear-2/result.csv","228","6787c801d77d3aa25c11324223749972d78ec7884d4ccc974b80c838b853953a"
"raw","attempts/bike/linear-2/STARTED.md","41","fc62b986493f12ff3634d538f6f718770fdbe057cde26ffb624864ab82d202d0"
"raw","attempts/bike/linear-2/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-2/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-3/predictions.csv","34535","63c369b84aa43a61be915af43ceb29a164ef50041b9111a69c2457cc736ea9eb"
"raw","attempts/bike/linear-3/result.csv","226","9f4048f5a46cedcb8458c37b7e97d04c2b08c6fac5805bdb22b65fa3320fb5fa"
"raw","attempts/bike/linear-3/STARTED.md","41","2937bc282a480344e07062a8f9de6c9d0fe89b7c372a55a2ac2ec179286a3b75"
"raw","attempts/bike/linear-3/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-3/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-4/predictions.csv","34500","5c7adf818ee582d2545c3c3151c22168ca3f65dbe80c44198938bdfbc1b0e14e"
"raw","attempts/bike/linear-4/result.csv","226","eeba525ac8f26c8013cc142a4f6a308c83bef5f4dd9df66c42a151d9111786ad"
"raw","attempts/bike/linear-4/STARTED.md","40","b958bc8d5c04fee51aa9a04a07b0f79c6d9e020d61814443100ced119a04e438"
"raw","attempts/bike/linear-4/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-4/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-5/predictions.csv","34565","a0c3d0e9865f521659a63da4d13353e7e9b23934d40c3830ad5b3056f1839fb3"
"raw","attempts/bike/linear-5/result.csv","224","2aacbd3dc2e812219a33db62a7756bd5e8be06096f8d60bc8bf1ac7949f6d5ef"
"raw","attempts/bike/linear-5/STARTED.md","40","f15db2b8f35208f6488b261f9d24fb3b86b67e1a66fe1d0d34d0052ba67b4945"
"raw","attempts/bike/linear-5/stderr.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-5/stdout.txt","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"raw","attempts/bike/linear-6/predictions.csv","34561","123563363c4f55754d96c82fc5e5e7169c1b91b7d54dcaf355c03f8196975a6c"
"raw","attempts/bike/linear-6/result.csv","225","2d47a0da0e628853dc2cc97aaf3132fcb6415b270ebdc706b4a75752d4ba4af1"
"raw","attempts/bike/linear-6/STARTED.md","41","cd53c52c56bcce611e4b65b5899fe4543e1d1caa79dcaec3e66437e3ccd8a55a"
