source_row,partition,target,x0,x1
70,training,0,-0.47299528266181456,0.5625234847181286
71,selection,1,1.6045486113656295,-0.5194287165931855
72,training,1,-0.10516139673740094,0.489530979111659
73,training,0,-0.060448035746703675,0.892772472610972
74,training,1,1.9388365170418407,0.6739866285197931
75,final,0,-0.7074976372787478,0.6926246175859657
76,training,1,-0.18793395462263868,0.3266583560632019
77,final,1,1.4023251879349743,-0.09203994323671322
78,final,0,-0.810702061286776,0.34409711942340515
79,final,1,0.8012119950071451,-0.5389700051731402
80,training,0,-0.19985369770880748,1.1458398616890924
81,training,1,-0.2856683636577535,0.3819209209820068
82,training,1,1.7135539720708874,0.2569348692354667
83,training,0,-0.8983771153267275,0.33307998771251085
84,selection,1,1.6886589940836836,-0.4214963668249204
85,training,1,1.8394808597216128,0.3524462931510085
86,training,0,0.6634886201817665,0.6718691011293654
87,training,0,-0.40864824658799703,0.5961048346935716
88,final,0,-0.6611722239214686,1.0267920377110444
89,training,0,-0.7532437420135725,0.5554386686200499
90,final,1,0.6524646506697254,-0.4012247752230733
91,training,0,0.6240821598572031,0.8738989867901468
92,training,0,0.9003035006539961,0.48934580930361604
93,training,1,0.525776707811034,-0.05854902913374055
94,final,0,1.0543853742981235,0.08545066068702545
95,final,1,0.7222053035223867,-0.3830626789349051
96,training,1,0.14812195870237846,0.39201903795921866
97,training,1,0.1664053840095442,0.6719152457951081
98,selection,1,1.817867028302199,0.20878794807953743
99,final,1,0.7695700367308685,-0.45527412327398253
100,training,1,1.566605093731745,-0.12990001167623247
101,selection,0,0.6494179115586041,1.0241730533114648
102,selection,0,1.1878407582262414,-0.17933177979557255
103,selection,1,-0.15092465395636262,-0.0014845550573744197
104,training,0,0.968354333706065,0.9328647496963819
105,selection,1,2.0582483493734363,-0.7817495441153358
106,training,1,1.6263011878656526,0.255341924721902
107,training,1,0.41499084220592597,-0.5969836227129732
108,training,1,0.6290149335723783,-0.11563366995908586
109,final,0,-0.9877737258796601,0.4811043818451559
110,training,0,1.046986912471318,0.6405031818644329
111,training,0,0.7757078203517038,0.4296902286963048
112,training,0,-0.25353566721805443,0.9892214015772551
113,training,1,1.4608896597740406,-0.7265286860628859
114,training,0,0.6102412126237062,0.020522774770742193
115,training,1,0.3460089915594672,-0.23553318480812158
116,final,1,0.9987131763383281,-0.4752318431910786
117,training,1,0.2428725126841427,-0.01886904351254675
118,training,0,-0.387623403600306,0.831039509825748
119,training,1,-0.016449871083165646,0.11750859963142446
120,selection,1,2.1334758186378013,-0.232810680410945
121,training,0,1.0600322704039802,0.6875381878096594
122,final,0,-0.9946719536155864,0.8418597511000979
123,training,1,2.0915398712551645,0.35510256396971857
124,training,1,0.916925395845348,-0.6538347803443021
125,training,1,1.4042687025759337,-0.42180773095551455
126,training,1,0.3273537862686153,-0.4327677259013989
127,training,0,0.33676963263437054,1.4196890188113058
128,training,0,-0.5095074517933164,0.22050435824811365
129,training,1,1.0639307796257338,-0.38460759225611607
130,training,0,0.8317998962024337,0.19121063275052447
131,selection,1,0.21780571323470255,-0.21479847265703716
132,final,1,0.42468759515794613,0.662327245776171
133,training,0,-0.07622145366688021,0.6598107774090286
134,training,0,-0.6505844166377502,0.9891087051469409
135,training,1,1.9801104866579158,-0.3334080799611593
136,selection,0,0.9163131715680248,0.19795769094542032
137,selection,1,1.808012121612379,0.645864757954199
138,training,1,1.1569062103579948,-0.19264041547609823
139,training,0,-0.07627314910641196,1.4050886593735488
140,training,1,-0.09354105124885759,0.6022378718474736
141,training,1,0.3098884711611199,0.19443354517992376
142,selection,1,1.63208124463833,-0.22932520131858464
143,selection,0,0.012306555140061577,0.940219879238095
144,final,1,1.6082143029296032,0.3315373337405015
145,training,0,0.4420359572452642,1.4765881535061312
146,training,1,0.448543449248493,-0.7952776190929429
147,training,1,-0.103583602895191,0.5098893499043905
148,training,0,0.9081265257103387,0.8333745919758014
149,final,1,1.0226458859689846,-0.7154905567626981
150,training,0,1.0840274081686574,0.1741748925071121
151,selection,0,0.07249561852882544,1.0922112338257552
152,training,1,0.6478211210946717,-0.7517366740596105
153,selection,0,0.47866654504607115,0.5377712363033432
154,training,1,1.6635251811931004,0.151284776306055
155,training,1,1.0815728246204968,-0.5251769088254927
156,training,0,0.25753971101798473,0.8578361476363695
157,selection,0,-0.9333959319414421,0.550580258777557
158,training,0,-0.5670842728962893,1.335138164964034
159,training,1,0.8245243330287519,-0.31596065992834843
160,training,1,1.3527818525243709,-0.4145538843492162
161,training,1,1.2934719709668894,-0.4717256866307341
162,training,1,0.05235884952170214,0.11921528177548218
163,selection,1,1.1646971779951039,0.27795642310183466
164,final,1,2.1152539458146107,-0.24438276949946397
165,training,0,0.27493164719996843,1.0607905191054903
166,training,0,0.9984584173827163,0.7609495944299867
167,training,1,1.322819935475946,-0.6760581663153065
168,training,1,0.6637415692799447,-0.5838949981275665
169,training,1,-0.11771108604687938,0.37906011723035693
170,training,1,1.7259760422125212,-0.3943623733676117
171,selection,1,0.004655086633895197,0.7359496434330187
172,training,1,1.513118474533177,-0.6126524873705446
173,training,1,1.6629922542842703,-0.2522992080629354
174,training,1,-0.0603401958803451,0.46540168101655044
175,final,0,-0.2898469631539339,0.9630702555510662
176,training,1,1.7310435797783337,-0.09869069044760806
177,training,0,0.34971781432571586,1.3750246479650263
178,training,1,2.089657868635307,0.5940371927105572
179,training,0,-1.5727415824025148,0.010229618061780911
180,training,0,1.0148510937929853,0.48799073891125133
181,training,0,-0.6713499450996689,0.10979909541528955
182,training,0,-1.0096132505962827,0.3379319345053794
183,final,0,0.31398975026825,0.6661835035171793
184,training,1,0.6454500879704635,-0.4721371959033838
185,final,0,0.1437130870919467,1.0996273256725622
186,training,1,0.5263821913989816,-0.874078820553594
187,final,1,1.5136117746037725,0.029617093903140712
188,training,1,1.7792656661089927,0.8248344202598066
189,training,1,-0.19657557955520288,-0.5193523822819528
190,training,0,0.4575856753522765,1.2512649113914036
191,final,1,1.7530295469673332,0.42292969393630253
192,final,1,1.689266989362466,-0.3367828390396562
193,training,0,0.4670763172038618,0.5598922149132863
194,selection,1,0.2481763339059602,-0.1037745171507258
195,training,1,2.2842276461320887,0.39878949918658485
196,training,1,1.059475018646847,-0.14299411529629646
197,selection,0,-0.7614828391052679,0.5665172124492877
198,training,1,0.7775613738295177,-0.5344185650368538
199,selection,0,0.6036092576743012,0.4563172033137094
200,final,0,-1.2593295580010169,0.060704894969449696
201,training,1,1.371323441415486,0.2549080755182029
202,training,1,0.3301510555788348,-0.4782184917835245
203,training,1,0.3074432580473311,-0.3425006399509322
204,selection,0,1.3237662134481696,0.10223026544734527
205,training,0,-0.8264050606227892,0.2354377375651487
206,final,1,0.03957677259273712,0.5645256996424652
207,training,1,0.25562574213401057,0.11991959797776533
208,training,0,0.5699877244371587,0.37450321388550617
209,selection,1,2.0514132864393297,0.5059682019684764
210,training,0,0.5534622538907045,0.5216068047578293
211,training,0,0.3227674884360563,1.316336221262827
212,selection,1,1.8362369922273147,0.15921661736886816
213,selection,0,0.5886724225892074,0.7691728374044792
214,final,1,0.5542463703147404,-0.6238410195028841
215,training,1,-0.19795894346273946,0.3861928582551206
216,training,0,-1.046408894644765,0.5634744109215741
217,selection,1,0.006804157639263064,-0.3947892436385563
218,training,0,-0.3836023596574362,0.22893464203524538
219,training,0,1.0441498384707812,0.3453051478898534
220,training,0,1.1848686671335922,0.24411165757846878
221,training,0,0.8101418393712478,0.23030196110904805
222,selection,0,-0.1672703346331628,1.1230523627272226
223,training,0,-0.6612136587196045,0.3500213484606956
224,final,1,1.0461402044078592,-0.6919285695589843
225,training,0,-0.6437405806175249,-0.1959002631898869
226,selection,0,-0.45057110010212775,0.5410318541549224
227,final,1,0.7396475375293259,-0.8232927005021209
228,selection,1,2.130753268395655,0.4953492931570524
229,training,0,0.4050797738107851,0.20156992417774094
230,training,0,-0.45101148544519687,0.7920199558559459
231,training,0,-0.736895967823897,0.5162420496296178
232,training,0,-0.8653434053613085,0.5362937660393132
233,training,0,-0.9639821853852047,0.41995138778857655
234,training,1,0.16701353150788215,-0.02054953332819305
235,selection,1,1.9335988716815788,0.14603253639838937
236,selection,1,1.7027524215577872,0.3596402964314883
237,training,0,1.0930139440227704,0.5692563098966626
238,training,0,1.1436404972785845,0.3083323307310659
239,training,1,-0.01739031492006067,0.3663238477148102
240,training,1,1.9047558771714195,-0.040037753492455974
241,training,0,0.9546951652544268,0.7298272826240789
242,final,1,-0.1724840890541583,-0.058962468704933275
243,training,1,0.38408145115428555,-0.10066810685885069
244,training,0,-0.48745386310846917,0.8984991880081897
245,training,1,0.6768322730382657,-0.014920380490604845
246,training,0,-0.2564697037107807,0.7933469412245954
247,selection,0,-0.021768467295559812,0.634894296992118
248,training,0,-0.6349790893342693,0.87321337163501
249,training,1,0.6049845610498452,-0.2556085811967091
250,final,0,-0.42849225394610646,0.7487850906927092
251,final,0,-0.10005482709007048,1.2116986475238807
252,final,0,0.892237041145778,0.6411051211848547
253,training,1,0.01484518595459354,0.06786108325727908
254,selection,1,0.3095314652892505,-0.5511517949467392
255,selection,1,0.051423678448587085,-0.19592026637400844
256,training,0,-0.09188474065962049,0.8954096430146827
257,final,1,0.31554879376852074,-0.48804110492491504
258,final,1,1.657517802743239,-0.4972509313884956
259,training,1,1.6740108895997798,-0.29694168399186616
260,final,1,-0.011573281363758368,0.12280831859762087
261,final,0,-0.6671671271105725,0.6383569879362045
262,training,0,0.7533647433939381,0.10245696498413237
263,selection,0,1.0917140852469014,-0.09513460707076209
264,training,0,-0.8894617658160563,-0.009057959566844964
265,training,0,0.8374261482213617,0.8439102888465442
266,training,1,0.7398276748996607,-0.22920502115728802
267,final,0,0.6186005586170948,1.017445730061549
268,training,0,1.2773383866054764,0.5081095347165007
269,selection,0,-0.4827634953025057,0.4371106223191229
270,final,1,1.9059951891299753,-0.264976611633417
271,final,1,0.09655063967230373,-0.024022351576134082
272,selection,0,0.16897255080556517,0.5891933380823844
273,training,1,1.7312276136249092,0.26259218691390845
274,training,1,-0.020989180613249336,-0.0550959734045893
275,selection,1,0.38622067706669616,-0.816425240586366
276,training,1,2.090635319028932,0.18656592784286685
277,training,0,-0.3844720832047615,0.8464553933329316
278,training,0,-1.3165696250666363,0.3693882437321897
279,training,1,0.62682283774688,-0.4452374909689638
280,final,1,2.196968000215233,-0.023078149362470646
281,training,1,0.44015114464796795,0.12455266777798582
282,training,0,0.6787117596282367,0.5528559044439161
283,training,0,1.5619316716312044,0.5430215976709138
284,selection,1,1.9292028976751983,0.24836010763818467
285,final,0,0.4946448385717034,0.32029413753075625
286,selection,1,0.4227296226443368,-0.7213275799152785
287,training,0,-1.3447809121649112,0.20732672756202866
288,training,0,1.040037940084066,0.3277731186798273
289,selection,0,1.07587569477765,-0.1903526648662387
290,training,0,1.0627479446713632,0.41462927397486127
291,selection,0,0.8411609380266681,0.27509558482689217
292,training,1,0.23470319231676812,-0.367999376654896
293,training,0,-1.0196716328665363,0.24151831486929126
294,training,0,0.5821547208883068,0.2510014308602109
295,training,0,-1.100792483926475,0.42957716256493894
296,training,0,-0.974158531599644,-0.2531934412000492
297,final,1,0.5887580073323462,-0.3794395758359444
298,training,1,1.890413831302227,0.01289176267857356
299,training,0,-0.2527493426546197,1.226236739365637
300,training,0,1.023766971945491,0.3140740768966987
301,training,0,-0.09453741458241155,0.5786709583315678
302,training,0,0.31150144398119456,1.0568412990497444
303,training,0,0.3774272793753976,0.7663855731515314
304,training,0,-0.9099508437788116,0.8219327477601294
305,training,1,0.15108768851320353,-0.5083958928662318
306,final,0,-0.867245493004086,0.42451860773938804
307,final,1,0.12342500301071901,0.6358335857604351
308,selection,1,0.818591150277454,-0.37411495635333797
309,final,0,-0.25829417966037826,0.6693469256132705
310,final,1,-0.001725823812768095,0.26580061010643863
311,training,1,1.8633529579953292,0.7375632887246539
312,selection,1,-0.007177361684122049,0.7819575235997785
313,training,0,-0.3492519643648939,-0.41320246971835506
314,training,0,-0.886383052951067,0.43295165825096726
315,training,0,-0.7892507242124396,0.5130004194844753
316,final,0,-1.512249789880806,-0.08606544230720609
317,training,0,1.0892829190052726,0.9913242827305637
318,training,1,-0.1857085448267667,0.4559795277944736
319,training,1,1.5252877209033227,-0.4007722485355987
320,training,0,-0.7909113187710606,0.7511066279617956
321,final,1,0.09130927016397081,0.2600771815333272
322,training,0,-0.9716349528483113,0.3092508254236296
323,training,1,0.7636819622774728,-0.04164614645136766
324,training,1,0.9281900213653929,-0.22846880002983103
325,training,1,0.6897201209175985,-0.01595340505847398
326,training,1,2.147511465835563,0.3545071873602632
327,final,1,0.36463107098609027,-0.2278823182634357
328,training,1,1.5571562257438698,-0.2976995864207309
329,training,1,1.0792827263634621,-0.7761230418376626
330,training,1,1.7906580881274665,0.18073670945793274
331,training,1,1.4819838789185846,-0.18250947720221877
332,final,1,1.0361706795792989,-0.22758209303579174
333,selection,1,1.5292063530690125,-0.4011754185272553
334,selection,0,-0.896965828889116,0.559018171785642
335,training,1,1.7712389929832686,0.08202222208952617
336,training,0,-0.06477687075876992,1.2415942954483998
337,training,1,1.8535015688987682,0.11071197881053765
338,training,0,-0.5209375368000952,0.9307922164139454
339,training,1,1.813777067082867,0.4155399033837573
340,final,0,-0.022710128189527147,1.07404398113518
341,training,0,1.4499974116014813,0.31723943890410244
342,selection,0,0.2193507918155304,0.25395429004856374
343,training,1,1.3608768266369837,-0.5373566212719753
344,training,1,2.034592735011517,0.21613823785468048
345,training,0,0.8484785588967007,0.4566984964435696
346,final,0,0.6235554360059309,0.882769121382328
347,training,0,0.7841649441876302,0.18097859741015007
348,training,0,1.1075586792767345,0.16704127994234683
349,training,1,0.26337757442966037,-0.6954714568008706
350,training,1,0.5239378469313656,-0.1169603763510641
351,final,0,-0.8694989386837415,-0.06946544645760216
352,training,1,-0.19324397186816294,0.2751555724552482
353,training,0,0.26831049989421046,0.9148665378799417
354,training,1,1.8590313600441126,0.10551823428972784
355,training,0,-0.8932010376370506,0.36250039993754385
356,training,1,1.6775872019948608,0.3248349207703263
357,training,1,1.8917356561456322,0.14729637216476768
358,final,0,0.8521583117511394,0.7347478284578822
359,training,1,1.5657724712429875,0.5275530066317276
360,training,1,1.497032998806518,-0.14757745971787972
361,final,1,1.9443413818241504,-0.5531389793955912
362,training,0,1.2715103340411804,0.37310774483209175
363,selection,0,1.4468625177961636,0.6001904265595214
364,training,1,1.2748273957120266,-0.6854020982401463
365,final,1,2.2439800961317857,0.3214152684611804
366,selection,1,0.9761562508283517,-0.24771194467579696
367,training,0,0.41570245130831185,0.7195941498388552
368,final,0,-0.90277467837902,0.32562643150420184
369,training,1,1.897966369639475,-0.0231139364714964
370,selection,0,-0.37255369499784796,0.3263686464173968
371,training,0,0.9254396673293689,0.36140446757341577
372,selection,0,0.29506008692907665,0.81148899695593
373,training,1,0.10185682380224775,0.293800361640595
374,final,1,0.7453708056808406,-0.2883207920543831
375,training,1,-0.2522442617593076,0.045361017662251146
376,training,0,-0.7023361286282427,0.8782876188893538
377,training,1,1.1808412885605293,-0.537111658611728
378,selection,0,-1.103709721278773,0.12206114466111569
379,training,1,2.079817181980021,-0.1938464620091608
380,training,1,1.0949497071388783,-0.4504004703460591
381,training,0,0.4800113743507881,0.7966909558958188
382,training,1,-0.18094002143983462,0.008188084019019368
383,final,1,0.19755832356388792,0.020845932525465266
384,training,0,0.9241236129252748,0.26579136585882057
385,final,1,1.9091639648423422,0.17738207994272553
386,selection,1,-0.07212730500311837,-0.24770869769451823
387,training,1,0.22825513025547375,-0.24913032272648258
388,training,1,0.1446107454122224,0.37434142547740745
389,training,1,0.4987936560428681,-0.02368940439348978
390,training,0,0.06624873764137335,1.2337297827158649
391,selection,1,0.32535441499720097,0.2974208423387345
392,selection,0,-0.15994252543905657,1.2671951656998568
393,final,0,-0.4694082971142264,0.674572982034928
394,training,0,-0.35081283944978403,0.9809964917350271
395,selection,1,-0.0871644324524145,0.3098797228910016
396,final,0,0.09244568085038549,1.2471112566201568
397,final,0,0.3786272021956261,0.5635054324964597
398,selection,0,1.3389292033214144,0.24972644321897275
399,selection,1,2.0108622155506577,0.512499074835261
400,training,0,-0.09891984711466739,1.4048049241099418
401,final,1,1.0723733033803575,-0.698881712535348
402,selection,0,-0.25552525826686273,0.9544543359456241
403,training,0,-0.8959724858147321,0.7065820775221
404,training,1,0.41422996596566863,-0.9220653500409448
405,training,1,2.25484595146846,0.5416129164520831
406,final,1,0.22743490499150049,0.5596521287452819
407,selection,0,-0.07761634991518374,1.1651054671390004
408,final,1,0.802121915368864,-0.512792672020365
409,selection,0,-0.8112047012081571,0.7563344596063124
410,training,1,0.8696029458031344,-0.3932141525041878
411,selection,1,0.9395746101848894,-0.8807697824122391
412,selection,1,2.4545193022242264,0.1286928542953441
413,training,0,-0.9555617808544411,-0.021799493164664174
414,selection,0,0.9772683189119307,0.749018597706554
415,training,1,1.702625089788611,-0.12511248817917137
416,training,0,0.2146840034249557,1.049749796461622
417,training,0,0.2742138599838159,0.7480684974613623
418,training,1,1.9305860764675473,0.5213922788869341
419,training,0,1.2752401820588295,-0.16799952633880894
420,final,0,-0.3922006009609218,0.9500479669008184
421,training,0,0.5151810005659277,0.5595657134202957
422,final,0,-0.03240570105183049,1.3603286091786235
423,training,1,1.2940148025666798,-0.4056370685943492
424,training,0,1.581224064033854,-0.20744943021804965
425,training,0,0.31428608705770944,0.6627568895203627
426,selection,1,1.794933215724046,-0.2353748112197495
427,training,0,-1.035636140150538,-0.1332179008368544
428,training,1,0.04262480563290213,0.17374618504670136
429,training,1,1.7406854207174511,-0.424538450113896
430,training,0,-0.2913161109148919,0.46888367612596804
431,final,0,-1.2417604976776442,0.828822129761315
432,training,1,-0.2599570416844476,0.1911302909347201
433,training,0,-0.9937491571789016,0.5144277024446036
434,training,1,0.7128966450977805,0.0014353654630891999
435,training,1,1.7273419385356277,-0.16213344667749927
436,selection,1,1.4453174644337725,-0.22194338764543226
437,selection,1,2.0935693418486285,0.41395757290390695
438,final,0,-0.9151758896065951,-0.02312531703635251
439,selection,1,1.6681331264878005,-0.2011552484336809
440,selection,0,-0.6716251547408579,0.3082096735624689
441,training,1,0.5990310413165415,0.3740426070242312
442,training,1,2.065950115729588,-0.05113543078841093
443,final,0,-1.0234452403639072,0.5134217061668328
444,final,1,1.5121007768297312,-0.1706338449113777
445,training,0,-0.6667206938039009,0.027647264717070352
446,final,1,-0.10237176385434846,0.4852518871645317
447,training,1,1.4248538420867753,-0.6120719902980227
448,final,1,1.0705062325081651,-0.29507004677251647
449,training,0,0.24983368861795924,1.0407722641625758
450,training,0,0.04299554637460068,0.590892711633511
451,training,1,1.6099372323708687,-0.5493741221297263
452,selection,0,0.6717172309404501,0.7034223251688646
453,training,1,0.9604177444921316,-0.3715890363534055
454,training,1,1.1690992117116614,-0.09180497770749396
455,training,0,-1.2419667208179201,0.219208764556001
456,final,0,0.33141388290032603,1.0091375746288662
457,selection,0,1.3589752611678887,0.011979013025914767
458,training,1,0.3734157595648174,-0.3974341676821149
459,training,0,0.8099726205102592,0.8995009710257801
460,selection,1,-0.13808177667203386,0.1887867448583592
461,training,0,-1.0775543329834627,0.5275007567320402
462,training,1,0.8739401580349282,-0.3920150256531301
463,training,0,1.211572034910664,0.6750748503242429
464,final,1,0.8632287009789782,-0.1959489727442159
465,training,0,0.7904428518498195,-0.15677805736634762
466,training,1,0.028904039551846394,-0.2610416909567428
467,final,1,1.2697744709526044,-0.197122807737319
468,final,0,0.15184805336250126,0.8119244933383474
469,training,1,0.8888989696360482,-0.2530552474759644
470,training,0,-0.631294005219249,0.819641263287856
471,final,0,-0.007355300929909325,1.292058631906913
472,training,1,0.8230462170676422,-0.3342241166631372
473,training,0,-0.36115164179605663,0.767303931810617
474,training,1,2.4895775072327044,0.19836186684948875
475,final,1,1.3969911044951642,0.5314140630970212
476,training,0,-1.1258778171183192,0.21292126208354917
477,training,0,-0.7629232761726827,0.20180738189869707
478,training,1,0.5802859711323148,-1.1023608794301258
479,training,0,0.3209791254570836,0.9409596663077395
480,training,1,1.835342193654486,0.27880928704700747
481,selection,0,-0.9941377155590043,0.821132546932398
482,training,0,0.8968265478585068,0.18874768847114362
483,training,1,1.0385525743090607,-0.48905391580066326
484,training,0,-0.6099635243601094,0.2901429604563348
485,final,1,0.26797343837847887,0.15947937728996708
486,training,0,0.2456034599220252,0.9138846314599133
487,training,0,0.3389218561539794,0.7207293071539126
488,selection,0,-0.4495521492180227,0.5697230035485015
489,training,0,-0.7170643696529192,1.1320041924283457
490,training,0,0.0098389001714351,0.8507045927419269
491,training,1,2.208942455403368,0.5219035068649053
492,training,0,0.5880378364370829,1.0502736346038108
493,final,0,0.3466794369024664,1.2163913361651852
494,selection,1,0.17794128020268385,0.736326028395685
495,training,0,-0.5437284670463198,0.7839813172075709
496,training,0,1.157826274097627,-0.1928641224513903
497,training,0,-0.7316084974118816,0.423531903094075
498,final,0,-0.5498081136815934,-0.2539244821923204
499,training,1,1.7322344761472044,0.21687893535992564
500,final,0,0.507509172030831,-0.16034844380077967
501,training,0,-0.5656858866148147,0.5966948489812052
502,final,0,0.8307357473390039,0.954914797945749
503,final,0,-0.5200350592610308,0.6670405570151451
504,training,1,2.133057796394833,0.5800351410735838
505,training,1,-0.020317585388158865,-0.45378704030262196
506,training,0,-0.4026380657888645,0.6820539754187727
507,final,0,-0.31117223796089355,0.6068289338510336
508,final,0,-0.9982371549943353,0.23289896844466224
509,final,1,1.4787104950485759,0.20004689593302277
510,selection,0,-1.019947291730308,0.8187325178674372
511,selection,0,-1.0785196146522211,0.3611184697481645
512,selection,1,0.3805200412071091,-0.4326299512732521
513,training,0,-0.3704896668064649,1.1486349859474092
514,final,0,0.6586290380687017,0.5625343479679137
515,training,1,1.5021405232512093,0.14466429727138524
516,selection,1,1.7093062822577934,-0.09848902443782495
517,selection,1,1.9278552937034537,0.24228018663649803
518,selection,0,0.16319750509695924,0.8854082517383629
519,training,1,0.6951251366676644,-0.3890613260268126
520,training,1,2.1014170498153604,-0.5634788147070462
521,training,0,-0.6140935897405375,0.7631389745590338
522,training,1,1.4620432846014273,-0.3192037800558113
523,final,0,0.4782114668545639,0.9041165520915572
524,final,1,0.5029068640685643,-0.11022743956236888
525,final,0,0.994965750308138,0.6225652110239815
526,training,1,0.5995859810808303,-0.7967229000224336
527,final,1,0.3423637314979314,-0.6575083243968614
528,selection,1,1.9742755851617568,-0.07622827917465576
529,training,1,2.2926882719556447,0.4399618418889879
530,training,1,0.18260496610402646,-0.18590858476848923
531,training,0,1.2302447354921762,-0.04597674698788204
532,training,0,-0.07509751263771011,0.9371521716877307
533,training,0,1.0843796089334607,-0.1259082382899304
534,selection,0,0.4083698781961972,0.7382923069961335
535,selection,1,2.3951691972761493,-0.7538238147140944
536,training,0,-0.4220795205562871,1.2968359254551252
537,training,0,0.25897727462671366,0.8138949306054603
538,training,1,0.41409952741369715,-0.6631454033450295
539,selection,0,-0.39150997546583166,1.237171999453221
540,training,1,0.39250072108972794,0.1512435766180924
541,selection,0,0.6863078464685306,0.744998842768312
542,training,1,2.367614572198024,0.5081176192647309
543,final,1,1.4746948511306035,-0.5195147295385003
544,final,1,2.1058747849568493,-0.01722247526286108
545,final,1,1.6255033023092984,0.23319013721565715
546,final,0,0.3292143684002628,0.9853192388174374
547,training,0,0.5501574588943983,1.3533408331218184
548,selection,0,-0.9954428156954711,0.39134846117686106
549,training,1,2.0096119758760125,-0.30721631640186664
550,training,0,-0.7962290777510507,0.692787654329564
551,final,0,1.204861534604174,0.2433695088580604
552,selection,1,1.9411660045829402,0.6558402500857543
553,training,1,2.1863188483153126,0.5359068923956686
554,training,0,0.8067785416431956,0.7395993742097107
555,training,1,1.2130272226974732,-0.5883167072460345
556,selection,0,-0.5264087986313306,0.4997951591315597
557,training,1,0.8565779786002382,-0.6975558489648389
558,training,0,0.2057611663878408,1.3783592857254172
559,training,1,1.8089750979640746,-0.23129992139217376
560,final,1,1.9156870884938486,-0.47858129939914507
561,final,1,1.2776255291143406,-0.24208582001697018
562,selection,0,0.7181291739063743,0.39214324718539334
563,final,0,-0.8283998225232554,0.5873701576104087
564,final,0,0.9487723199276875,0.2127033461064026
565,final,0,-0.18979603383979599,0.5912391468279723
566,training,0,0.8972306408924928,0.6317232275461027
