row_id,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working%3F,Husbands_occupation,Standard-of-living_index,Media_exposure,Contraceptive_method_used
485,47.0,3,4,11.0,1,0,2,3,0,2
489,26.0,3,4,3.0,1,1,3,4,0,2
492,37.0,4,4,3.0,1,1,1,4,0,2
504,40.0,2,3,6.0,1,1,1,2,0,2
507,35.0,3,4,5.0,1,0,1,3,1,2
508,32.0,4,4,3.0,0,1,3,3,0,2
515,30.0,4,1,4.0,1,1,3,3,0,2
517,33.0,4,4,3.0,1,1,3,4,0,2
523,26.0,3,3,2.0,1,1,3,2,0,2
531,45.0,3,3,8.0,1,1,2,3,0,2
538,31.0,3,4,4.0,1,1,1,3,0,2
542,36.0,3,4,7.0,1,1,2,2,0,2
547,25.0,4,4,2.0,0,1,1,3,0,2
555,21.0,2,2,1.0,1,1,3,2,0,2
559,29.0,4,3,4.0,1,0,3,2,0,2
563,43.0,3,4,5.0,1,1,3,2,1,2
571,21.0,4,4,1.0,1,1,2,1,0,2
577,43.0,4,4,3.0,0,1,1,4,0,2
579,24.0,4,4,2.0,1,0,1,3,0,2
589,44.0,4,4,5.0,1,1,1,4,0,2
601,37.0,4,4,3.0,0,1,3,4,0,2
602,45.0,4,4,3.0,0,1,2,4,0,2
603,26.0,4,4,2.0,0,1,1,4,0,2
605,30.0,4,4,1.0,0,1,2,4,0,2
607,33.0,3,4,3.0,0,1,2,4,0,2
608,41.0,4,4,5.0,0,1,2,4,0,2
609,45.0,3,3,6.0,0,1,2,4,0,2
611,35.0,4,4,3.0,0,0,3,4,0,2
616,42.0,4,3,7.0,1,0,1,4,0,2
636,34.0,2,2,8.0,1,1,2,2,0,2
647,36.0,4,4,2.0,1,0,1,4,0,3
648,17.0,2,2,1.0,1,1,3,2,0,3
660,25.0,2,3,1.0,1,1,3,1,0,3
678,24.0,3,4,3.0,1,1,1,4,0,3
679,30.0,2,2,4.0,1,1,2,1,0,3
682,35.0,4,4,4.0,1,1,1,4,0,3
687,36.0,4,4,6.0,0,1,1,2,1,3
690,38.0,3,4,3.0,1,1,3,2,0,3
696,42.0,4,4,7.0,1,1,2,4,0,3
699,39.0,4,3,1.0,1,0,2,2,0,3
700,21.0,4,4,1.0,1,1,3,1,0,3
706,33.0,3,4,4.0,1,0,2,4,0,3
709,25.0,4,3,2.0,1,1,3,3,0,3
713,26.0,4,4,4.0,1,1,3,4,0,3
716,34.0,2,4,4.0,1,1,3,3,0,3
719,41.0,4,4,5.0,1,1,1,4,0,3
729,32.0,4,4,4.0,1,1,1,3,0,3
733,19.0,2,4,1.0,1,1,2,3,0,3
737,27.0,2,2,5.0,1,1,3,3,0,3
750,24.0,2,4,2.0,1,1,1,4,0,3
755,35.0,4,4,4.0,1,1,1,4,0,3
761,43.0,3,3,8.0,1,1,1,3,0,3
765,30.0,3,4,4.0,1,1,3,3,0,3
766,38.0,4,4,5.0,1,1,2,3,0,3
769,34.0,4,4,3.0,1,1,1,4,0,3
770,26.0,4,4,3.0,1,1,3,4,0,3
773,27.0,3,4,4.0,1,1,3,3,0,3
774,32.0,4,4,2.0,1,0,3,4,0,3
775,48.0,3,4,8.0,1,0,1,4,0,3
776,39.0,4,3,4.0,1,1,3,4,0,3
777,37.0,4,4,3.0,1,0,1,4,0,3
778,33.0,4,4,2.0,0,0,1,3,0,3
783,38.0,4,4,6.0,1,1,2,4,0,3
793,44.0,3,4,5.0,1,0,1,4,0,3
795,19.0,4,4,2.0,1,1,1,4,0,3
798,29.0,3,3,3.0,1,1,2,1,0,3
813,40.0,3,4,6.0,1,1,1,3,0,3
815,25.0,2,4,3.0,1,1,3,3,0,3
839,25.0,3,3,3.0,1,1,2,1,0,3
845,32.0,2,3,4.0,1,0,2,2,0,3
847,25.0,3,3,1.0,1,1,2,1,0,3
865,25.0,2,3,2.0,1,1,3,1,0,3
866,26.0,1,2,3.0,1,0,3,2,0,3
867,23.0,1,2,3.0,1,1,3,2,1,3
871,28.0,2,4,4.0,1,1,3,4,0,3
883,28.0,3,3,4.0,1,1,3,3,0,3
887,30.0,4,4,3.0,0,0,2,4,0,3
889,33.0,4,4,4.0,1,1,2,3,0,3
914,36.0,4,4,3.0,0,0,2,4,0,3
916,26.0,4,4,2.0,1,0,1,4,0,3
919,41.0,4,4,5.0,1,1,1,4,0,3
920,19.0,4,4,1.0,1,1,3,2,0,3
921,45.0,3,4,2.0,0,1,3,3,0,3
923,21.0,2,2,1.0,1,1,3,2,0,3
930,37.0,3,4,4.0,0,1,2,4,0,3
932,29.0,2,3,4.0,1,1,3,2,0,3
939,34.0,4,4,6.0,1,1,2,2,0,3
947,35.0,1,2,4.0,1,0,4,4,0,3
953,39.0,1,2,2.0,1,0,2,4,0,3
954,21.0,3,3,2.0,1,1,2,3,0,3
969,38.0,4,4,2.0,1,1,3,4,0,3
981,37.0,4,4,3.0,0,1,3,4,0,3
988,25.0,2,3,5.0,1,1,2,3,0,3
991,28.0,3,4,3.0,1,1,1,4,0,3
992,34.0,3,4,3.0,0,0,3,4,0,3
995,21.0,2,1,3.0,1,0,3,1,1,3
998,36.0,2,4,11.0,1,1,1,4,1,3
1001,41.0,3,2,11.0,1,1,2,3,0,1
1004,23.0,2,2,2.0,1,1,3,3,0,1
1011,21.0,2,2,1.0,1,1,3,2,0,1
1014,25.0,4,4,2.0,1,1,3,2,0,1
1017,35.0,4,4,1.0,1,1,1,3,0,1
1018,32.0,2,3,1.0,1,1,3,3,0,1
1022,28.0,3,4,0.0,1,0,1,3,0,1
1023,23.0,4,4,1.0,1,0,3,3,0,1
1032,49.0,2,3,4.0,1,1,2,3,0,1
1036,42.0,4,4,3.0,1,1,1,4,0,1
1037,37.0,4,4,2.0,1,1,1,4,0,1
1039,24.0,3,4,0.0,1,0,2,3,0,1
1042,29.0,2,4,0.0,1,0,3,4,0,1
1043,45.0,1,1,0.0,0,0,2,1,0,1
1046,28.0,2,3,1.0,1,1,3,1,0,1
1065,36.0,1,4,1.0,1,1,3,3,0,1
1074,38.0,1,2,8.0,1,1,3,3,1,1
1075,45.0,3,4,0.0,1,1,1,3,0,1
1076,43.0,4,4,3.0,0,1,2,4,0,1
1081,49.0,4,4,6.0,0,0,1,4,0,1
1082,30.0,4,4,1.0,1,0,1,4,0,1
1083,35.0,4,4,5.0,1,1,1,4,0,1
1084,28.0,2,4,0.0,1,1,3,1,0,1
1085,30.0,4,2,0.0,1,0,3,3,0,1
1087,45.0,2,4,8.0,1,1,2,3,0,1
1097,39.0,3,1,1.0,1,1,2,3,0,1
1098,25.0,1,3,1.0,1,1,4,2,0,1
1103,31.0,3,3,1.0,1,0,3,4,0,1
1106,45.0,3,4,0.0,1,1,1,3,0,1
1108,30.0,2,3,1.0,1,1,2,1,0,1
1119,38.0,1,3,4.0,1,0,2,2,0,1
1120,39.0,2,3,10.0,1,1,3,4,0,1
1121,45.0,2,3,6.0,1,1,3,2,1,1
1126,31.0,4,4,2.0,1,1,1,2,0,1
1127,44.0,1,2,2.0,1,1,3,1,0,1
1135,26.0,2,3,1.0,1,0,4,4,0,1
1139,47.0,2,3,12.0,1,1,3,1,0,1
1142,42.0,1,3,12.0,1,1,2,4,0,1
1147,45.0,4,4,1.0,1,1,1,4,0,1
1149,36.0,4,3,3.0,1,0,3,2,0,1
1161,24.0,4,4,4.0,1,1,1,4,0,1
1167,48.0,3,4,8.0,1,1,3,3,0,1
1175,22.0,2,2,1.0,1,1,3,1,1,1
1182,29.0,3,4,1.0,0,1,2,3,0,1
1184,29.0,3,4,2.0,1,1,3,4,0,1
1185,31.0,3,2,1.0,1,1,3,4,0,1
1190,24.0,3,4,2.0,1,1,2,2,0,1
1193,45.0,4,4,1.0,1,1,1,4,0,1
1195,28.0,4,4,5.0,1,0,3,4,0,1
1203,48.0,1,1,8.0,1,1,1,1,1,1
1213,31.0,4,4,0.0,0,0,2,4,0,1
1220,28.0,3,4,3.0,1,1,1,4,0,2
1225,30.0,2,2,7.0,1,1,3,4,0,2
1229,27.0,3,3,2.0,1,1,3,4,0,2
1230,32.0,4,4,4.0,1,1,1,2,0,2
1232,28.0,4,4,2.0,0,1,1,4,0,2
1235,26.0,3,4,3.0,1,1,2,3,0,2
1237,29.0,4,4,3.0,1,1,1,4,0,2
1240,32.0,3,3,4.0,1,0,3,3,0,2
1250,27.0,4,4,1.0,1,0,3,3,0,2
1255,21.0,3,4,3.0,1,1,1,4,0,2
1258,29.0,3,4,3.0,1,1,1,3,0,2
1260,33.0,4,4,2.0,0,0,1,3,0,2
1265,35.0,2,4,4.0,0,1,3,2,0,2
1269,38.0,2,2,8.0,1,1,2,2,0,2
1273,26.0,3,3,2.0,1,1,1,3,0,2
1278,32.0,4,4,2.0,1,0,3,4,0,2
1280,29.0,3,4,3.0,1,1,1,3,0,2
1297,35.0,4,4,5.0,1,1,1,4,0,2
1303,48.0,4,4,7.0,1,0,1,4,0,2
1307,42.0,4,4,4.0,0,0,2,4,0,2
1308,45.0,3,3,5.0,0,1,1,3,0,2
1309,37.0,4,4,4.0,0,1,2,4,0,2
1312,42.0,2,4,5.0,0,1,2,3,0,2
1322,24.0,4,4,2.0,1,0,3,3,0,3
1339,24.0,4,4,2.0,1,1,3,3,0,3
1347,25.0,4,4,3.0,1,1,3,3,0,3
1354,43.0,4,4,2.0,1,1,1,4,0,3
1358,26.0,4,4,2.0,1,1,3,3,0,3
1361,29.0,3,3,2.0,1,1,3,2,0,3
1373,33.0,4,4,2.0,1,0,1,4,0,3
1378,30.0,4,4,1.0,1,0,3,2,0,3
1382,36.0,2,2,7.0,1,0,2,2,1,3
1391,33.0,4,4,3.0,0,0,2,4,0,3
1399,21.0,3,3,1.0,1,1,3,1,0,3
1415,36.0,3,4,9.0,1,1,3,4,0,3
1424,22.0,2,4,2.0,1,1,3,2,0,3
1426,21.0,3,4,3.0,1,1,3,1,0,3
1429,30.0,4,3,4.0,1,1,3,3,0,3
1436,30.0,2,3,5.0,1,0,3,4,0,3
1440,28.0,4,4,1.0,0,0,2,4,0,3
1441,29.0,3,3,1.0,0,0,2,4,0,3
1444,22.0,4,4,2.0,1,1,3,4,0,3
1446,45.0,2,3,3.0,0,0,2,4,0,3
1450,27.0,4,4,4.0,1,1,3,3,0,3
1452,26.0,3,2,4.0,1,1,3,4,0,3
1459,37.0,4,4,5.0,0,0,2,4,0,3
1467,29.0,4,4,3.0,1,1,1,4,0,3
1468,33.0,4,4,2.0,1,0,2,4,0,3
