row_id,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,class
45,-10.27870369,-5.98065567,7.35055876,-1.79678535,2.05055332,-0.42927849,-5.34630108,2.24310493,1.88416862,-3.0056963,-2.19916153,3.06527352,-1.25647283,7.88158131,-3.67044115,-1.14878035,-3.53145194,-0.36469889,-4.64444637,-0.05028415,2.40235877,2.93643689,2.31085086,0.26509666,1.65641558,0.4114674,3.76271296,-3.04292893,-2.79714298,1.28063548,-1.30469739,1.22398543,0.78468454,-0.00172228,0.86076868,-4.47834301,0.47574615,-0.85148686,0.42894864,-0.99284923,-0.65511596,0.44155824,1.4856143,0.36519307,-0.09519637,0.70739126,1.12315464,0.54958606,1.36557579,0.39081085,0.18253645,0.89651066,1.75595784,0.12349212,-0.05063707,-1.30726218,0.93048358,-0.56452763,0.53738958,-0.87263131,1.43707633,0.04323238,0.76804793,-0.82703918,1
46,-11.13533401,-0.32479239,6.40220833,-0.81665564,2.28385639,2.91975164,-6.93381977,-3.35740542,0.06005859,-1.92513549,-0.84936595,4.73354816,-1.14762855,3.94800806,0.07338881,-1.03940105,3.4271915,-3.10905075,-3.15697718,3.96567488,-0.60319519,2.37628841,5.09135342,1.80470514,1.07647693,1.29464567,4.58494329,0.4323194,0.11348319,1.0392524,-2.63574553,-0.62275147,1.3283602,-0.33647686,0.6280179,-1.32914925,-0.5675807,-0.82065266,0.73854643,-1.32363141,-0.64143509,0.46936977,0.37352371,-0.39696711,0.5755558,0.54169834,-0.66745889,-0.22105336,0.1606054,0.67903423,-0.6866557,-1.11466169,-0.71547914,0.60860157,-1.04131651,0.19765115,-0.08606362,-1.07239294,0.75548345,-0.07204759,0.65032321,-0.11869818,0.2447871,-1.1690346,1
56,-11.36906528,-4.88383102,-0.58507818,0.87786639,3.74115801,2.47327375,-11.11631012,-1.69994211,-1.75956154,-0.79913092,-1.60582352,-0.14458179,0.57510132,1.24583256,-0.4303441,-0.0140295,2.40533376,-0.11032754,-0.60464334,2.75000381,-4.24188089,0.26272541,1.1124649,2.46425867,0.833094,-0.7548399,0.8495543,-1.18546879,1.07079363,0.25550473,-2.74287653,-1.77116632,-0.46601385,0.77265918,-0.73108339,-0.05614415,-2.05490685,-0.19701463,-0.55475175,0.03261322,1.86115718,0.49767095,1.12309122,0.42594147,-0.67994356,-0.49358702,0.40979975,0.11000657,0.52090788,-1.02036238,0.68955159,-0.18846929,0.52891815,-0.11813438,-1.6537056,-0.49303555,-0.86136127,-2.17978239,-0.55861062,-0.38776958,-1.97154343,-1.31912565,-0.95629805,-0.48175547,1
63,-12.91226196,-11.99431896,5.04072189,-2.37983847,3.08823729,-0.41870606,-8.18697357,0.06978273,0.30049992,-0.67055523,-2.81136608,-0.71937394,-0.6541152,-0.24422708,-0.83949566,2.5298264,-3.21228933,-0.34596288,-0.52099299,0.68213344,-1.18996477,-0.00093049,1.81172502,0.77294111,-1.17354822,-1.51570511,1.26752162,-0.52069491,-0.72839785,0.4722867,-0.62598789,0.73189735,-2.1272068,-1.39697838,0.7175951,-0.5481813,-0.90846491,-0.85491961,-0.59842527,-0.71938038,0.80685854,0.30596933,0.56247401,-0.1151963,1.82022762,0.75021732,-0.50803149,0.81597877,-1.42389131,0.48603892,-0.18749465,1.25362515,-0.0053184,-0.63880992,-1.64358854,0.06338388,-1.32111979,1.36648667,-0.11006424,0.37129736,0.12115191,0.04456401,2.32284975,2.17443681,1
65,-11.14344597,-8.54985619,7.77386951,-1.83249569,4.54761314,3.05796337,-3.40897894,-2.09959126,0.84468842,-0.80612421,-2.64121103,2.44824028,2.88222075,-1.03230464,-2.35142231,-3.16285896,1.56782627,2.10193515,-0.92356521,1.73108673,-3.70954347,0.48625091,-0.96162474,2.77984381,1.35353303,-0.08845689,3.45863724,-1.59908295,-0.78665733,-0.64104074,-0.70764244,0.6137352,-2.33110046,1.96226132,1.03062463,0.55884957,0.01230478,1.10210466,-3.29161549,-1.61129022,-0.58736032,1.10927677,2.52616644,0.70014983,0.18613648,-0.23255146,-1.07790184,-0.78385735,0.87485379,-1.01810741,0.9661181,-0.35373998,-0.09947085,1.18915772,0.37370062,0.93874514,-0.48031306,0.93803442,-0.19239894,-1.80901098,1.24593067,1.64201283,-1.07144165,-0.35883012,1
69,-11.62716866,-10.20468044,12.24207401,-0.64067662,2.90677547,2.61050367,-2.17115879,-3.07777572,4.54043961,1.60889292,-3.13745594,0.48906755,1.64753985,2.10170698,0.43285513,3.74379683,-4.98583698,1.30010509,-2.71585131,2.29097033,-1.76379085,1.26746571,1.7129755,1.28145266,-1.98143685,0.69510138,0.71989429,-0.62876618,0.18654251,-0.86226463,-0.22018349,0.17513514,0.08472784,-1.48274088,1.7415185,-0.68728173,1.13920164,1.00143301,-1.3900944,0.52090466,-2.09686565,1.54207408,-0.44369626,-0.85014576,1.13584399,-0.61580396,0.34980747,0.5164783,0.9847948,3.34373665,-0.50773692,-0.06388992,-0.63875389,-1.42302632,-1.65406942,-0.46411577,-0.24503994,-0.3215372,-1.00220609,-1.92891312,-0.96348166,0.64888924,1.744295,0.99318618,1
73,-10.77976894,-5.3238554,2.50228286,-1.57482088,3.41455841,3.10403204,-11.83085537,-4.23531723,-0.9185791,0.24701446,-0.13119435,1.5810101,-1.4747901,2.60261106,1.99013305,2.6336031,1.23008442,0.25852323,0.13362792,1.71953011,-3.94899607,-0.43331867,2.89605594,1.01230741,0.43715584,1.85940456,1.46632588,-0.07429141,0.17997479,-0.32144392,-1.46079051,-0.99257219,-0.1393397,-0.97171718,1.43519104,-1.42922342,-3.20212793,-0.93770152,-0.35978234,1.35586607,1.76526093,-0.0504045,1.58367324,-0.24921307,0.14945692,-0.12445086,1.37236142,-1.1437819,1.17321682,-1.96211708,-1.29527378,-0.26506698,1.5809058,-1.49555159,-0.37696677,-0.39449942,-1.28871822,-1.57161057,-0.54742163,-1.19181418,-1.00611639,-0.62363219,1.53242004,-1.92846155,1
74,-13.43087864,-4.28866911,5.17191315,2.24058914,-0.29331934,-2.31940103,-10.12741661,-3.51060939,3.56729174,-2.59146357,-1.22912931,1.18847013,0.38937461,2.00607014,-0.63061571,0.05939269,3.1091888,0.10524642,-4.65795612,1.62678671,0.54438806,-0.39775079,2.13155675,-0.09492874,0.08358264,-0.70413357,1.52440393,1.61506081,0.26426721,2.89866543,-0.91888726,-0.09896612,0.0259561,-0.17541724,-0.08485699,-1.84391868,-0.31102419,1.43092275,2.35608721,-0.10968539,-1.05186701,-0.89575571,-1.74113035,0.43978393,1.11963189,1.5467,0.63423145,0.26961875,-1.37274861,1.71583951,-0.20428677,0.74080706,0.54155195,-0.02667344,-0.16803914,-1.69870782,-0.72437024,-1.75570738,-0.91230011,0.68088186,0.99114174,-0.72296757,-0.18257886,-0.02514365,1
77,-7.44186544,-12.38829422,-0.23078656,-2.75061965,0.98062491,0.72445941,-10.60783958,-5.65988445,0.0584631,-0.75725418,-0.63152695,-1.70884919,2.9328649,-0.80710161,-0.51370668,3.32314491,-0.28211224,0.31892276,1.43714058,2.34359646,-1.20058346,-3.87696791,1.19401252,-1.5634352,-2.38137531,-0.32481951,1.33491182,0.76736319,0.96248341,-0.72046661,-0.27767003,0.25684237,-0.68608308,-0.75520736,-0.21448827,-0.07183519,-2.33934116,-2.07875586,-0.52963006,-0.48803699,0.20066702,-0.2095605,-0.69290131,1.13623977,0.95840037,-0.08286934,-0.84342206,0.05235934,-0.29441047,1.24142635,-2.27106357,0.46370241,0.54014289,-1.34790373,0.64973116,0.04891014,0.10164785,0.06763697,0.13285625,0.01085711,-0.27739391,0.21948582,0.77916741,2.91566467,1
79,-8.85189819,-1.0593586,3.66305876,-1.38828218,3.45824289,7.71011353,-3.47644997,-0.64854181,0.167593,2.22530484,-2.40857124,5.42660809,-2.42702246,0.39845523,0.19535923,-1.66317391,3.27259851,-1.98692262,3.38528061,4.85238647,-6.85931396,2.40949631,3.72059345,3.91634274,0.8770566,1.23707068,1.62661183,-0.51671499,-0.37004471,0.58027768,-1.86148989,1.41217041,-1.53519177,-1.21574545,-1.62268043,-0.41583499,-0.72907889,-0.92554539,-0.63574326,-0.71147609,0.1459136,-0.10511707,2.60376692,-1.87187755,-0.92919266,-1.04775941,-0.22542705,-0.50606632,0.07167217,-0.33323139,0.14588138,-0.56905723,-0.56183982,-0.4032222,-0.05453324,-1.08117378,-0.51754689,0.11206257,0.88963228,0.1130662,1.92681265,-0.70274532,0.32090652,-0.02843616,1
80,-10.05858231,-6.60182953,3.06861973,-1.08582556,2.19165421,3.79335237,-8.94261265,-3.38406682,-1.75824356,0.0847351,-3.70261765,2.30601597,0.30288529,0.88476956,-1.82433796,-2.45566988,2.21987891,-2.63568473,1.41608691,4.04651928,-2.19929862,0.75782984,1.06607985,0.65873528,-0.78939724,-0.39573392,1.95196903,-1.64147675,-1.33691311,-0.5438199,-0.50141323,0.95602489,-0.32393056,0.42777681,-0.79502809,1.60531139,2.5810163,-1.50039983,0.82297349,-1.36305976,-0.26451862,-0.28693634,0.93236136,-0.16193777,-0.36354876,-0.38860089,-1.42478716,-1.3838253,-1.77966595,-0.03613794,0.06846932,-1.49143529,-0.08303285,-1.02366805,-0.43313187,0.04392576,-0.20871449,0.66012049,1.44814157,-0.89532226,0.62107372,-0.19827336,1.51410377,-1.19286478,1
83,-12.188591,-5.93087196,5.95064545,-1.52040875,2.42228794,2.16204786,-8.14305878,1.09563923,1.77814317,-2.67201209,-3.71080685,2.10312748,0.08739841,3.26446581,-0.35285664,-0.62352777,2.12932801,-0.00446844,1.25207603,1.54314423,-2.54996037,1.7015717,-0.25489691,2.63924932,1.10979044,-0.70902896,3.30781507,-0.98926461,-2.03646231,0.58421552,-1.33435571,1.52489805,-1.57787371,-0.84218401,-0.47775662,1.07403898,0.36092091,-0.60206002,-0.05597317,-1.57491887,0.29740667,0.30113778,1.50192606,-0.41019475,-0.34474766,0.91802299,0.2724987,-1.62062526,-0.96659243,1.07206917,-0.44084382,-2.09729314,-0.22909212,-0.01906669,0.7392925,0.78822243,-1.04451489,-0.40584069,1.05195189,-1.12051666,-0.34266442,0.33940393,1.14765775,-0.38628179,1
91,-11.70394802,-5.13621521,3.69347715,-1.04709125,3.15290594,4.46108055,-9.9900856,-2.61780024,-2.81386328,-0.3181628,0.08835244,2.10809159,0.08489561,3.83410287,1.24107456,1.47341156,0.76180553,-1.08112872,-0.1343158,1.30482721,-3.58465075,0.85130346,2.21848321,1.42362309,2.68422222,1.64950967,0.46269476,0.19991565,1.005409,-0.22082591,-0.22603881,0.59948015,1.13411665,-0.4292348,-0.02847373,-1.04062068,-2.41913629,-0.5663721,1.39930713,1.59250307,1.79144287,-0.04395704,1.9268471,-0.46997589,-0.80399585,-0.4669174,0.20209265,-1.48743606,1.46056461,-0.37117183,-1.04259193,-0.58044112,2.16993999,-1.4827013,-0.57535344,0.0401966,-0.65566206,-1.59869301,-0.47897348,0.50261402,-1.04159844,-0.58812559,1.77295172,-2.40638924,1
94,-7.14056444,-11.88927078,8.12558079,-3.20710802,1.63839352,1.24391365,-1.85093975,-10.45310688,0.36174345,1.53744614,-0.17615652,-0.1143024,1.82009447,3.07770538,0.63235283,2.36333919,-1.83127868,5.0517292,-1.4307344,3.09543896,-2.78144431,-2.63209295,3.09333014,-0.94137871,-1.51540625,1.16875505,2.60715151,-1.55314147,-0.38910198,0.29330134,-1.09572899,0.42803526,0.51212788,-1.50833106,-2.39082074,1.06865942,-0.23162365,0.6427418,0.24229038,-1.94947779,-4.70052958,2.7904067,1.84195817,0.54321504,-0.15435815,-0.49609643,0.11696635,-0.15954995,0.8735556,0.30978656,0.454328,-0.05802095,1.90501189,0.43832302,0.07644576,1.36184072,0.01765037,-1.23253608,2.26470113,-0.67107069,-0.56350529,0.38793093,-0.32564443,-0.32458061,1
99,-3.43862057,-10.6134367,6.93312836,-4.04439974,3.3290906,4.10363197,-3.53236389,-9.14734554,-2.26547241,3.7841382,-1.65063334,-2.0159514,5.46346998,0.16261658,-0.66792345,1.28291345,-0.27270734,-0.07102364,-0.57363164,2.71888828,-3.74783516,-0.9308278,0.63909149,-0.97806811,-4.21060181,1.48651528,1.95573318,-0.65186429,1.71359062,-4.28352785,-1.56818759,-0.39553428,1.02529049,1.87862372,0.45114672,-0.4149867,-0.33410072,-1.10701513,-2.50627136,0.39119184,-0.77999008,-1.84257042,0.99447602,-0.1833044,-0.09964979,-1.23404479,-1.59421325,-1.29261708,2.361166,0.22852206,-0.83127928,0.51355338,-1.06942677,0.40979034,0.36809361,-1.42443728,-0.13279295,0.05249083,1.26913047,-0.15246159,-0.34345195,0.40385133,-0.15533817,-0.77032465,1
100,-11.14476967,-6.19068098,6.79113674,-0.3925108,2.81547165,2.53366661,-8.2738781,0.8934269,0.74691868,-1.50343287,-2.00207567,4.39063454,-0.97569847,5.78378057,0.78390121,0.34561765,-0.02732503,-0.68349302,-4.32255316,-0.46255982,-2.41890049,2.14785266,5.11349154,0.43413782,1.90599859,2.67077541,1.67911875,-0.92989779,-2.7339859,0.78166211,-0.43001306,1.2124722,0.59928977,-1.48895216,1.03045213,-3.20094991,-0.87678933,-1.08525896,-0.71191776,0.38490188,2.63186669,0.19097136,1.78816772,-0.16135129,1.23022425,1.08075833,0.01431632,-0.93365407,-0.78767616,0.8961556,0.04555085,-0.21819758,-0.4282999,-0.1967392,-0.5057928,0.47816622,0.07164073,-1.04841757,0.28422141,0.10801172,0.38782996,-0.04908383,-0.01115364,0.2700426,1
103,-13.31533432,-9.25388336,7.149652,0.23976812,2.73399973,3.16755962,-5.93263721,-0.33871424,-1.37074995,-0.43386167,-2.59286976,-0.61840129,1.59896517,-0.77356988,-1.13112736,2.73461056,1.11465693,0.91120124,-1.66101313,1.01889038,-3.7165885,-0.36991781,2.27526999,-0.28017378,0.31467462,0.42499363,2.16904736,1.75819921,-0.65773296,2.2201848,-1.63234746,0.79855013,-0.72034049,-0.81006211,-0.21808434,0.13150012,-0.83628106,-0.3153196,-0.7995826,-1.86046982,-2.54327965,-0.30247021,-0.07091641,-0.48093277,-0.27955699,0.99244499,-0.82404387,0.7546047,-0.40433675,0.30696887,-1.49344087,0.23989707,0.00283456,-0.35431695,-0.83926505,1.93528724,0.84215093,-1.11180782,0.1151942,-0.07564473,-0.96354735,-0.11451605,1.15325212,0.83722842,1
105,-10.70553493,-8.1624136,6.07480574,-0.48994651,3.26897621,1.66585135,-9.00364399,-6.64802551,-0.18501949,1.55877852,-1.91646385,0.22156191,2.28701997,0.23761535,-0.00488091,2.7515161,1.82094717,-0.55584061,0.00811869,1.71341419,-1.29632163,1.18581474,3.53287911,-0.55911446,-0.82905972,0.22162512,2.42539787,1.47472405,-1.69103765,-0.13479781,-2.26554823,2.2899642,-1.56510341,-0.30669624,0.57324183,-1.0414021,-0.38599634,-0.26633459,-0.31306756,-0.27052373,-2.49194264,-1.00660074,0.09770449,-1.88874614,1.4799726,2.19622064,-0.5812555,-0.0012629,-1.02758384,0.0470134,-0.53853357,0.14794791,0.80840313,-0.34765995,-0.37186068,-0.26806748,0.18206668,-1.65504134,-0.26365432,0.40786529,0.41608596,-0.28292364,0.17840463,-0.34228683,1
106,-4.78532553,3.22239256,-2.9944663,0.6204716,2.11368465,7.54909992,8.06161594,1.14020014,0.39227676,-0.97217327,3.4692874,9.125741,-0.7265501,2.99581075,4.097435,-0.74429703,1.13988853,1.42778897,2.90932345,2.59434175,4.58600616,2.05882335,2.84547472,2.0837369,-2.47824001,-3.07886863,3.28592777,0.88223541,-3.45823145,3.46880198,2.84850335,0.03483129,-5.56295681,-1.70824099,2.78231144,2.67172432,-1.60700834,-1.02882314,-1.38109529,0.84666276,-1.80395341,0.44634759,-3.3302803,-0.99793798,-4.99651814,-1.23471916,3.41081142,-2.01738858,1.87458539,-2.3406167,0.22383969,0.93410128,0.99203324,0.38011432,-0.71294183,1.29873252,0.17555261,1.3108896,-0.29290685,-0.58993638,-1.49664736,0.97144097,0.42353475,0.71492171,1
111,-10.56504154,-13.60127163,6.0811305,-3.34025574,1.43731201,-2.64825535,-6.64205742,-4.8795414,0.01120949,-1.82097578,-0.41170979,-0.43773246,0.22380054,-1.0109762,-1.1988821,2.03846264,-2.99687099,1.3654964,-0.38275468,0.31436443,-0.05713879,-0.37677008,2.39004278,-1.5898819,-2.30689716,-0.83469766,2.30682802,-0.63609898,-1.16338825,-0.78997815,-2.65529919,1.88473368,-2.28941727,-0.14661425,0.31412953,-0.90507972,-0.22785282,1.17672443,0.00764382,1.52107334,-1.29236817,-0.53161287,0.76595175,-0.46214432,1.44970477,0.85028189,-0.60205525,-1.06899953,0.01675142,-0.02749294,-0.3523367,0.30477965,-0.22793579,1.0122062,-0.41645771,-0.87138724,-1.03167391,0.65304095,-1.45628452,-0.09068036,-0.33757019,0.108998,0.44669247,0.37596118,1
114,-12.05922699,-12.19997501,8.47087383,-2.00113869,2.96879578,2.74430585,-4.54419994,-3.76317382,-0.7459383,-1.67738366,-0.32215285,-0.84323716,0.60352832,-1.03565979,-1.05215502,1.18344367,-3.53744698,-0.4307096,-1.5399977,1.37305522,-1.60741758,-1.52180839,2.32186604,0.75774288,-1.10126245,0.01756621,1.7299329,-1.40991867,-2.62585545,-0.94549835,1.0127995,0.21667147,0.8793745,-0.63903099,3.10526752,-0.37177077,-2.36091352,-0.04041511,-0.61136472,-1.23476887,-1.26807463,1.08144319,0.35243258,0.44690126,0.94939005,0.37590462,-0.86185849,-2.67660213,-0.18411736,-0.03557897,-0.41046494,0.8586874,-0.72267461,-0.69173574,-0.13036638,0.18603092,1.67607844,0.64218944,0.16402823,0.87608516,-0.49062151,2.70471907,0.22963703,0.74195206,1
115,-4.11229181,-1.63605261,2.29867864,-3.10568237,1.01507747,4.25042534,-7.82021713,-7.73237705,-2.05219173,-1.01195216,0.00254345,3.28740072,3.65952611,2.40477562,0.70906615,-1.84921956,5.44826889,-2.5787487,1.13740349,6.73039532,-3.06682205,1.32042313,1.8698535,0.42896891,1.86147916,1.23684716,1.65126383,-2.2175293,0.23061752,0.44497776,-2.17608213,-0.25824428,0.35241413,0.42870039,-1.18011665,-0.67821705,-0.19406939,-1.28553796,0.887963,-1.8548367,1.14180541,0.60964215,2.86300802,-0.59657311,-1.46330297,0.14137334,-0.14199547,-0.78316998,-1.35562301,0.33171123,-0.05009086,-1.37048757,0.10941648,-1.03439736,-0.23666519,0.64478517,-1.50339699,-0.46955484,0.55788141,-0.38445956,0.01655379,-0.81211591,0.0582372,-0.95970953,1
