row_id,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working%3F,Husbands_occupation,Standard-of-living_index,Media_exposure,Contraceptive_method_used
304,23.0,4,4,1.0,1,0,2,4,0,1
305,23.0,4,4,2.0,1,0,3,3,0,1
308,21.0,3,3,0.0,1,1,2,2,0,1
309,22.0,3,4,2.0,1,1,2,3,0,1
310,47.0,3,4,3.0,1,1,2,3,0,1
311,36.0,3,3,2.0,1,0,2,4,0,1
312,25.0,1,4,2.0,1,0,3,3,1,1
313,40.0,4,4,2.0,1,1,3,4,0,1
314,36.0,2,2,0.0,0,0,3,3,0,1
316,28.0,1,4,2.0,1,0,2,3,0,1
317,30.0,3,3,5.0,1,0,3,4,0,1
318,16.0,3,4,1.0,1,1,3,3,0,1
319,32.0,2,3,4.0,0,1,2,4,0,1
320,40.0,4,4,3.0,0,1,3,4,0,1
321,40.0,1,1,2.0,1,0,3,4,0,1
324,28.0,4,4,1.0,0,1,1,3,0,1
326,44.0,1,3,4.0,1,1,3,3,1,1
328,49.0,4,4,4.0,1,1,3,4,0,1
329,39.0,3,4,1.0,0,1,3,4,0,1
330,32.0,3,4,1.0,0,1,2,4,0,1
332,21.0,1,2,1.0,1,0,3,4,0,1
333,47.0,4,4,1.0,0,1,1,4,0,1
334,27.0,4,4,1.0,0,1,3,4,0,1
336,34.0,4,3,0.0,0,0,3,3,0,1
337,30.0,4,4,3.0,1,0,2,4,0,1
338,25.0,4,4,0.0,1,0,2,4,0,1
339,28.0,3,4,3.0,1,1,2,1,0,1
340,30.0,2,3,4.0,1,0,3,2,0,1
341,42.0,3,3,8.0,1,1,4,3,0,1
343,45.0,3,4,3.0,0,1,3,4,0,1
344,21.0,4,4,1.0,1,1,3,3,0,1
346,33.0,4,4,1.0,0,0,3,4,0,1
349,25.0,3,3,1.0,1,1,3,1,0,1
353,32.0,2,2,1.0,1,1,2,1,0,1
354,35.0,2,3,8.0,1,1,3,2,0,1
356,23.0,2,4,2.0,1,1,1,4,0,1
357,22.0,2,4,4.0,1,1,3,4,0,1
359,25.0,2,3,0.0,1,1,2,4,0,1
360,18.0,3,4,1.0,1,1,3,1,0,1
361,43.0,3,3,4.0,1,1,2,4,0,1
363,30.0,2,3,2.0,1,0,2,4,0,1
364,29.0,3,2,0.0,1,1,2,2,0,1
366,42.0,3,3,3.0,1,0,2,4,0,1
367,23.0,4,4,1.0,1,1,2,3,0,1
368,34.0,2,3,7.0,1,0,3,3,0,1
370,38.0,3,3,5.0,1,1,1,4,0,1
371,37.0,2,3,4.0,1,1,2,3,0,1
372,17.0,2,3,1.0,1,1,3,2,0,1
375,23.0,3,3,2.0,1,1,2,2,0,1
377,32.0,2,4,5.0,1,1,2,3,0,1
379,46.0,1,2,8.0,1,1,3,3,1,1
380,37.0,3,3,6.0,1,1,2,2,0,1
381,38.0,2,4,5.0,0,1,2,2,0,1
384,38.0,2,4,5.0,1,1,3,3,0,1
387,19.0,4,4,0.0,0,1,3,4,0,1
388,28.0,2,4,1.0,1,0,3,4,0,1
390,33.0,4,4,0.0,1,0,3,3,0,1
392,47.0,1,4,6.0,1,1,1,4,0,1
393,25.0,3,3,0.0,1,1,3,4,0,1
394,29.0,4,4,0.0,1,0,2,4,0,1
397,48.0,1,1,8.0,1,0,2,2,1,1
399,46.0,1,2,3.0,1,1,2,1,1,1
400,39.0,1,2,2.0,1,1,3,1,1,1
402,40.0,2,2,8.0,1,1,2,2,0,1
403,43.0,1,2,1.0,1,1,3,4,1,1
406,24.0,2,2,3.0,1,1,2,4,0,1
408,35.0,3,3,2.0,1,0,2,2,0,1
409,19.0,3,3,1.0,1,1,2,4,0,1
410,45.0,2,3,4.0,1,0,2,4,0,1
411,42.0,2,4,2.0,1,1,3,4,0,1
412,47.0,1,1,1.0,1,1,3,4,0,1
413,25.0,2,2,2.0,1,1,3,1,0,1
415,33.0,3,3,6.0,1,1,3,4,0,2
416,46.0,4,3,5.0,1,1,1,4,0,2
419,36.0,3,3,5.0,1,0,1,3,0,2
420,37.0,3,4,3.0,1,1,1,3,0,2
421,44.0,2,4,4.0,1,1,3,3,0,2
422,32.0,4,4,2.0,1,1,1,4,0,2
425,30.0,4,4,2.0,0,0,1,4,0,2
428,30.0,2,4,3.0,1,1,3,4,0,2
429,38.0,4,4,4.0,0,0,1,2,0,2
430,23.0,4,4,1.0,1,1,1,2,0,2
431,18.0,3,4,1.0,1,1,3,4,0,2
436,28.0,2,1,2.0,1,0,3,3,0,2
437,33.0,2,2,3.0,1,1,2,3,0,2
438,28.0,2,3,2.0,1,1,3,3,0,2
439,30.0,2,4,1.0,1,0,3,4,0,2
441,48.0,4,3,7.0,1,0,2,4,0,2
442,46.0,4,4,2.0,1,0,1,4,0,2
443,32.0,4,4,2.0,0,0,1,4,0,2
444,49.0,4,4,10.0,1,1,1,4,0,2
446,39.0,4,4,3.0,1,1,1,4,0,2
448,36.0,4,4,3.0,0,1,1,3,0,2
449,20.0,3,4,1.0,1,1,2,4,0,2
450,23.0,4,4,1.0,1,1,3,4,0,2
452,25.0,3,3,1.0,1,1,3,1,0,2
457,40.0,4,4,3.0,1,1,1,4,0,2
458,46.0,4,4,4.0,1,1,1,4,0,2
459,42.0,4,4,8.0,0,1,1,4,0,2
460,39.0,4,4,4.0,1,0,1,4,0,2
464,36.0,4,4,4.0,0,1,1,4,0,2
465,38.0,4,4,2.0,1,1,1,4,0,2
467,37.0,4,3,8.0,1,1,1,4,0,2
468,24.0,1,4,1.0,1,0,4,2,1,2
469,42.0,2,4,8.0,1,1,1,4,0,2
472,34.0,4,4,4.0,1,1,3,3,0,2
473,36.0,4,4,4.0,0,0,1,4,0,2
474,47.0,4,4,8.0,1,1,1,4,0,2
479,44.0,4,4,4.0,1,0,2,3,0,2
480,19.0,4,4,1.0,1,1,2,3,0,2
482,24.0,4,4,1.0,1,1,3,2,0,2
483,32.0,3,4,7.0,0,1,1,3,0,2
486,38.0,4,4,6.0,1,0,3,3,0,2
487,40.0,4,4,4.0,1,1,1,3,0,2
490,23.0,4,3,3.0,1,1,3,3,0,2
491,40.0,4,4,6.0,0,0,1,4,0,2
493,39.0,4,4,5.0,1,1,2,4,0,2
494,25.0,4,4,2.0,1,1,2,4,0,2
495,48.0,4,4,4.0,0,1,1,4,0,2
496,31.0,4,4,3.0,1,1,1,4,0,2
498,44.0,4,4,5.0,1,0,1,4,0,2
499,29.0,4,4,1.0,1,0,2,4,0,2
500,36.0,2,1,6.0,1,1,2,1,0,2
502,37.0,2,3,7.0,1,1,3,4,0,2
503,28.0,3,3,3.0,1,1,1,2,0,2
506,22.0,4,4,1.0,1,1,1,2,0,2
509,35.0,4,4,5.0,1,0,1,3,0,2
510,29.0,4,4,2.0,1,1,1,4,0,2
511,23.0,3,3,2.0,1,0,3,4,0,2
512,35.0,4,4,2.0,1,0,1,4,0,2
513,36.0,4,4,3.0,1,0,2,4,0,2
516,36.0,4,4,4.0,0,1,2,4,0,2
518,33.0,3,4,5.0,0,1,3,3,0,2
519,43.0,2,4,13.0,1,1,2,3,0,2
520,35.0,3,3,6.0,1,1,2,3,0,2
521,38.0,4,4,5.0,1,1,1,3,0,2
522,25.0,3,1,4.0,1,1,3,1,0,2
524,24.0,4,4,1.0,1,1,3,4,0,2
525,22.0,3,4,1.0,1,1,4,4,0,2
527,45.0,3,3,7.0,1,1,3,4,0,2
530,36.0,3,2,6.0,1,1,3,2,0,2
532,47.0,4,4,6.0,1,0,1,4,0,2
533,43.0,3,4,2.0,1,0,2,4,0,2
534,44.0,4,4,7.0,1,1,3,2,0,2
535,24.0,2,4,2.0,1,1,3,3,0,2
537,34.0,4,4,5.0,1,1,3,4,0,2
539,27.0,4,4,3.0,1,1,1,4,0,2
541,26.0,4,4,1.0,1,0,1,3,0,2
543,35.0,4,4,4.0,0,1,3,3,0,2
544,38.0,4,4,6.0,1,1,3,3,0,2
545,44.0,4,4,7.0,1,1,2,4,0,2
546,25.0,4,4,1.0,1,1,1,4,0,2
548,41.0,4,4,4.0,1,1,1,4,0,2
549,41.0,3,4,5.0,1,1,1,3,0,2
550,24.0,4,4,1.0,1,0,1,4,0,2
551,33.0,4,4,3.0,1,1,3,3,0,2
552,29.0,4,4,3.0,1,0,3,3,0,2
554,28.0,4,4,4.0,1,1,1,3,0,2
556,32.0,3,3,6.0,1,0,3,3,0,2
558,37.0,4,4,5.0,1,1,3,4,0,2
561,49.0,3,3,11.0,1,1,1,4,0,2
562,41.0,3,3,5.0,1,1,1,4,0,2
564,47.0,1,1,10.0,1,1,3,3,0,2
567,34.0,3,4,2.0,0,1,2,3,0,2
568,42.0,3,3,4.0,1,1,2,4,0,2
572,36.0,3,4,4.0,0,0,2,4,0,2
573,25.0,2,3,1.0,1,0,4,4,0,2
574,41.0,4,4,4.0,0,0,2,4,0,2
575,32.0,4,4,4.0,0,0,2,4,0,2
576,41.0,4,4,4.0,0,0,2,4,0,2
578,35.0,4,4,3.0,1,1,2,3,0,2
580,43.0,4,4,6.0,1,1,1,4,0,2
581,48.0,4,4,7.0,0,1,1,4,0,2
582,28.0,4,4,2.0,1,1,1,3,0,2
583,24.0,4,4,1.0,1,1,1,4,0,2
584,42.0,4,4,3.0,1,0,1,4,0,2
585,39.0,4,4,3.0,1,1,1,4,0,2
586,24.0,4,4,1.0,1,1,1,4,0,2
587,33.0,4,3,5.0,1,1,2,4,0,2
588,29.0,4,4,2.0,1,1,3,4,0,2
590,17.0,4,4,1.0,1,1,2,4,0,2
592,32.0,3,4,5.0,1,1,1,2,0,2
594,44.0,4,4,4.0,1,1,1,4,0,2
596,40.0,4,4,6.0,1,1,1,3,0,2
597,44.0,4,4,3.0,1,1,1,4,0,2
598,33.0,4,4,5.0,1,1,2,4,0,2
604,40.0,3,4,2.0,0,1,3,4,0,2
606,36.0,3,4,3.0,0,0,3,4,0,2
610,48.0,4,4,6.0,0,1,2,4,0,2
614,38.0,4,4,4.0,0,1,3,4,0,2
615,30.0,3,4,7.0,1,1,2,4,0,2
617,35.0,2,2,6.0,1,1,3,4,0,2
618,34.0,4,4,6.0,1,1,3,4,0,2
619,37.0,4,4,4.0,1,1,1,4,0,2
621,30.0,3,3,2.0,1,1,2,3,0,2
622,46.0,4,4,4.0,1,1,1,4,0,2
623,31.0,4,4,3.0,0,1,2,4,0,2
624,41.0,4,4,6.0,0,1,1,4,0,2
625,41.0,4,4,7.0,1,1,2,4,0,2
627,44.0,4,4,4.0,1,1,1,4,0,2
630,45.0,4,4,4.0,1,1,1,4,0,2
631,33.0,4,4,3.0,1,1,1,4,0,2
634,34.0,3,3,6.0,1,1,3,4,0,2
635,33.0,3,3,5.0,1,1,3,4,0,2
638,47.0,1,1,8.0,1,1,3,4,1,2
639,25.0,2,4,3.0,1,1,1,4,1,2
640,24.0,3,4,5.0,1,1,1,2,1,2
642,29.0,3,3,4.0,1,1,3,4,0,3
644,40.0,3,4,5.0,1,1,1,2,0,3
645,30.0,2,2,6.0,1,1,3,1,0,3
646,24.0,4,4,1.0,1,0,1,4,0,3
649,28.0,1,2,4.0,1,1,2,3,0,3
651,21.0,3,3,1.0,1,1,3,3,0,3
653,48.0,4,4,16.0,1,1,1,4,0,3
654,29.0,2,4,3.0,1,0,3,3,0,3
655,29.0,4,4,2.0,1,1,3,4,0,3
657,28.0,4,4,1.0,1,1,3,2,0,3
658,32.0,2,3,5.0,1,0,2,3,0,3
659,27.0,3,3,1.0,1,0,3,3,0,3
661,43.0,4,4,3.0,1,1,1,4,0,3
663,30.0,4,4,1.0,1,1,1,4,0,3
664,29.0,1,4,3.0,1,1,4,4,1,3
666,37.0,3,4,5.0,1,0,2,4,0,3
667,27.0,2,4,3.0,1,1,4,4,0,3
668,33.0,2,4,3.0,1,1,2,4,0,3
670,20.0,3,3,2.0,1,1,2,4,0,3
671,26.0,2,4,3.0,1,1,3,4,0,3
672,24.0,3,3,2.0,1,1,3,3,0,3
673,45.0,1,3,3.0,1,1,3,2,0,3
674,34.0,3,4,4.0,1,1,1,3,0,3
675,49.0,4,3,13.0,1,1,1,4,0,3
680,27.0,2,4,4.0,1,1,2,1,0,3
681,23.0,4,3,1.0,1,1,2,2,0,3
683,35.0,4,4,1.0,0,1,1,4,0,3
684,40.0,4,4,2.0,0,0,1,4,0,3
686,33.0,3,3,3.0,1,1,3,3,0,3
688,36.0,4,4,4.0,0,1,1,4,0,3
689,41.0,4,4,1.0,1,1,3,3,0,3
691,29.0,2,4,3.0,1,1,3,3,0,3
693,34.0,2,3,2.0,1,1,2,3,0,3
694,26.0,2,4,3.0,1,1,3,4,0,3
695,22.0,4,4,1.0,1,1,2,3,0,3
697,27.0,3,4,2.0,1,1,3,2,0,3
698,27.0,4,4,2.0,1,1,1,4,0,3
701,36.0,2,3,7.0,1,1,3,3,0,3
703,29.0,2,3,4.0,1,1,2,1,0,3
704,22.0,3,2,2.0,1,1,2,1,0,3
705,20.0,2,3,1.0,1,1,2,1,0,3
707,27.0,3,3,3.0,1,1,2,3,0,3
711,39.0,3,4,2.0,1,1,1,3,0,3
712,31.0,3,3,3.0,1,1,2,1,1,3
714,30.0,3,3,7.0,1,1,3,4,0,3
715,43.0,3,3,5.0,1,0,3,3,0,3
717,43.0,4,4,3.0,1,1,1,4,0,3
721,46.0,4,4,4.0,1,1,1,4,0,3
722,40.0,3,4,3.0,1,0,1,4,0,3
723,21.0,4,4,1.0,1,1,2,3,0,3
726,24.0,4,4,1.0,1,1,1,3,0,3
730,30.0,4,4,2.0,1,0,2,2,0,3
731,25.0,1,2,2.0,1,1,2,1,0,3
734,33.0,2,2,7.0,1,0,2,3,0,3
736,19.0,3,3,3.0,1,1,2,3,0,3
738,32.0,4,4,2.0,0,0,1,4,0,3
739,32.0,4,4,2.0,1,0,1,3,0,3
740,29.0,1,3,5.0,1,1,3,3,0,3
742,34.0,2,4,7.0,1,1,2,3,0,3
743,27.0,2,4,1.0,1,1,3,3,0,3
744,37.0,4,4,4.0,1,1,3,2,0,3
746,31.0,2,3,7.0,1,1,3,3,0,3
748,35.0,3,4,4.0,1,1,1,4,0,3
751,24.0,4,4,2.0,1,1,1,4,0,3
754,24.0,2,3,2.0,1,1,2,1,0,3
756,35.0,4,4,6.0,1,1,1,4,0,3
757,34.0,4,4,2.0,1,1,3,3,0,3
759,28.0,4,4,1.0,1,1,1,3,0,3
760,26.0,4,4,1.0,1,1,3,3,0,3
762,28.0,2,2,5.0,1,0,2,4,0,3
764,26.0,3,3,3.0,1,1,3,3,0,3
767,44.0,4,4,8.0,1,1,2,4,0,3
768,25.0,4,4,1.0,0,1,1,4,0,3
772,39.0,4,4,2.0,0,1,1,3,0,3
779,32.0,4,4,3.0,1,0,1,4,0,3
780,25.0,4,4,2.0,1,1,1,3,0,3
781,37.0,4,4,3.0,1,1,2,4,0,3
782,40.0,4,4,4.0,1,1,1,4,0,3
784,36.0,4,4,4.0,1,1,1,4,0,3
785,27.0,3,3,3.0,1,1,2,2,0,3
787,22.0,2,2,2.0,1,1,2,3,0,3
791,31.0,3,4,5.0,1,1,3,1,0,3
792,30.0,3,3,3.0,1,0,3,2,0,3
794,24.0,3,3,3.0,1,0,2,1,0,3
796,28.0,4,4,5.0,1,1,2,4,0,3
799,37.0,4,4,3.0,1,1,2,4,0,3
802,33.0,2,3,7.0,1,0,3,1,0,3
805,33.0,2,4,3.0,1,1,3,4,0,3
806,35.0,4,4,2.0,1,0,1,4,0,3
808,29.0,2,4,4.0,1,0,2,4,0,3
809,23.0,3,3,1.0,1,1,2,2,0,3
810,19.0,3,3,1.0,1,1,2,1,0,3
811,35.0,1,2,6.0,1,1,2,2,1,3
812,25.0,3,3,3.0,1,1,3,2,0,3
816,24.0,3,3,1.0,1,1,3,2,0,3
820,31.0,1,1,3.0,1,1,4,2,1,3
821,26.0,3,4,2.0,1,1,3,3,0,3
822,28.0,3,4,2.0,1,1,2,3,0,3
823,30.0,3,3,3.0,1,1,3,1,0,3
824,29.0,3,4,5.0,1,1,1,2,0,3
825,24.0,1,3,4.0,1,1,3,3,0,3
826,26.0,3,4,2.0,1,1,1,3,0,3
827,25.0,3,3,3.0,1,1,3,3,0,3
829,22.0,4,4,1.0,1,0,2,4,0,3
831,29.0,2,3,5.0,1,1,2,4,0,3
832,21.0,3,4,2.0,1,1,3,3,0,3
833,21.0,3,3,1.0,1,1,3,3,0,3
834,41.0,1,4,9.0,1,1,2,1,0,3
835,37.0,2,4,3.0,1,1,2,3,0,3
836,27.0,4,4,3.0,1,1,3,4,1,3
837,26.0,2,3,2.0,1,1,2,3,0,3
838,37.0,4,4,6.0,1,0,3,4,0,3
840,32.0,4,3,3.0,1,1,2,4,0,3
841,34.0,1,4,4.0,1,1,3,4,1,3
842,23.0,4,4,2.0,1,0,2,4,0,3
843,28.0,3,4,2.0,1,1,3,4,0,3
844,24.0,3,4,1.0,1,1,3,4,0,3
848,25.0,2,3,2.0,1,1,2,4,0,3
849,38.0,2,3,3.0,1,1,2,4,0,3
850,33.0,2,2,2.0,1,1,3,4,0,3
851,41.0,4,4,8.0,1,1,1,4,0,3
852,29.0,3,3,4.0,1,1,3,4,0,3
853,22.0,3,4,1.0,1,0,1,4,0,3
854,29.0,3,3,6.0,1,1,3,3,0,3
855,26.0,3,4,3.0,1,1,3,3,0,3
856,28.0,2,3,3.0,1,1,3,4,0,3
857,27.0,4,4,1.0,0,1,3,4,0,3
858,29.0,2,4,2.0,1,1,3,2,0,3
859,24.0,3,4,2.0,1,1,3,3,0,3
860,29.0,3,4,3.0,1,1,3,2,0,3
861,38.0,3,4,7.0,1,1,3,2,0,3
863,20.0,4,3,1.0,1,1,3,4,0,3
864,32.0,1,4,4.0,1,1,3,2,0,3
868,23.0,4,4,3.0,1,1,3,3,0,3
869,28.0,3,4,5.0,1,1,2,4,0,3
870,22.0,4,4,3.0,1,1,3,2,0,3
872,26.0,3,3,3.0,1,1,3,3,0,3
873,26.0,2,3,2.0,1,1,3,3,0,3
874,24.0,4,3,3.0,1,1,3,3,0,3
875,29.0,4,4,3.0,1,0,1,4,0,3
878,27.0,4,4,2.0,1,1,3,4,0,3
