row_id,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working%3F,Husbands_occupation,Standard-of-living_index,Media_exposure,Contraceptive_method_used
1111,28.0,4,4,1.0,1,0,1,3,0,1
1114,27.0,3,4,0.0,1,0,3,3,0,1
1116,19.0,4,4,1.0,1,1,1,3,0,1
1118,28.0,4,4,5.0,1,1,1,4,0,1
1130,34.0,2,4,6.0,1,0,3,4,0,1
1138,48.0,3,4,11.0,1,1,1,4,0,1
1143,32.0,4,4,3.0,1,1,1,4,0,1
1145,45.0,4,4,1.0,1,0,1,4,0,1
1150,31.0,3,3,2.0,1,0,3,3,0,1
1152,46.0,4,4,10.0,1,1,1,3,0,1
1155,20.0,4,4,0.0,0,0,2,4,0,1
1156,31.0,3,4,3.0,0,0,2,4,0,1
1157,36.0,3,3,3.0,0,0,2,3,1,1
1158,47.0,3,2,5.0,1,1,4,4,0,1
1159,43.0,3,4,2.0,0,1,3,4,0,1
1170,46.0,1,2,7.0,1,1,3,1,1,1
1176,32.0,2,2,2.0,1,1,2,4,0,1
1179,23.0,3,2,0.0,1,1,2,2,0,1
1181,40.0,2,2,6.0,1,1,2,2,1,1
1189,37.0,3,4,0.0,1,1,3,4,0,1
1191,25.0,4,4,0.0,0,1,2,4,0,1
1196,24.0,2,2,4.0,1,1,3,4,0,1
1201,25.0,4,4,3.0,1,1,1,2,0,1
1204,38.0,2,2,10.0,1,1,3,2,0,1
1212,21.0,2,4,3.0,1,1,3,2,0,1
1215,35.0,4,4,3.0,1,1,1,4,0,2
1216,31.0,4,4,4.0,1,1,3,3,0,2
1217,42.0,4,4,6.0,1,1,1,3,0,2
1219,21.0,4,4,1.0,1,1,1,3,0,2
1221,22.0,4,4,1.0,1,1,1,3,0,2
1226,35.0,4,4,5.0,1,0,1,4,0,2
1233,30.0,4,4,3.0,1,1,2,1,0,2
1234,34.0,4,4,4.0,1,1,2,4,0,2
1236,44.0,1,4,2.0,1,1,1,3,0,2
1242,38.0,2,3,4.0,1,1,1,2,0,2
1245,38.0,3,4,7.0,0,1,2,3,0,2
1246,21.0,4,4,1.0,1,1,1,4,0,2
1248,44.0,3,3,9.0,1,1,1,1,0,2
1252,29.0,3,4,2.0,1,1,1,4,0,2
1254,37.0,4,4,7.0,1,1,1,4,0,2
1259,25.0,4,4,1.0,1,0,1,4,0,2
1261,23.0,4,4,1.0,0,1,1,4,0,2
1268,23.0,4,4,1.0,1,1,3,3,0,2
1290,26.0,2,2,4.0,1,1,3,4,0,2
1291,27.0,4,4,1.0,1,1,1,4,0,2
1294,23.0,4,4,1.0,1,0,3,4,0,2
1302,38.0,4,4,4.0,1,1,2,4,0,2
1306,34.0,4,4,3.0,1,0,3,4,0,2
1310,38.0,4,4,3.0,0,0,2,4,0,2
1317,41.0,4,4,4.0,0,1,1,4,0,2
1318,36.0,4,4,3.0,1,1,1,4,0,2
1326,35.0,2,2,6.0,1,0,2,2,1,3
1331,31.0,2,2,4.0,1,1,3,3,0,3
1334,35.0,3,4,4.0,1,0,1,4,0,3
1335,46.0,3,4,4.0,1,0,3,4,0,3
1348,21.0,4,4,2.0,1,1,2,3,0,3
1350,16.0,2,3,1.0,1,1,3,1,0,3
1362,29.0,1,2,1.0,1,1,3,3,0,3
1363,22.0,4,4,1.0,1,1,2,4,0,3
1369,22.0,3,3,1.0,1,1,3,2,0,3
1371,25.0,3,4,3.0,1,1,2,4,0,3
1372,25.0,4,4,2.0,1,1,3,3,0,3
1376,29.0,3,4,5.0,1,1,3,3,0,3
1379,37.0,4,4,1.0,0,1,1,4,0,3
1384,36.0,4,4,3.0,1,1,1,4,0,3
1387,25.0,3,4,2.0,1,0,2,4,0,3
1392,30.0,2,2,2.0,1,1,3,2,0,3
1395,30.0,3,2,3.0,1,1,3,3,0,3
1396,35.0,2,3,6.0,1,0,3,2,0,3
1398,28.0,2,4,7.0,1,1,3,3,0,3
1403,26.0,4,4,3.0,1,1,3,2,0,3
1405,47.0,1,3,9.0,1,0,3,3,0,3
1409,28.0,4,4,4.0,1,1,3,4,0,3
1423,34.0,4,4,2.0,0,1,1,4,0,3
1425,33.0,2,3,4.0,1,1,2,3,0,3
1428,41.0,4,3,5.0,1,0,3,4,0,3
1430,32.0,2,4,5.0,1,1,3,4,0,3
1432,26.0,4,4,1.0,0,0,2,4,0,3
1435,37.0,4,4,6.0,1,1,1,4,0,3
1437,27.0,4,4,1.0,1,1,1,4,0,3
1442,42.0,4,4,3.0,0,1,2,4,0,3
1445,36.0,4,4,3.0,0,1,3,4,0,3
1457,27.0,3,3,5.0,1,1,2,4,0,3
1458,27.0,2,2,3.0,1,1,2,2,1,3
1464,23.0,2,2,1.0,1,1,2,4,0,3
1471,33.0,3,3,4.0,1,0,2,2,0,3
