row_id,class,largest_spot_size,spot_distribution,activity,evolution,previous_activity,complex,complex_path,area,area_largest,c_class_flares
200,H,S,X,1,3.0,1,1,1,1,1.0,0.0
201,C,R,I,1,3.0,1,1,2,1,1.0,0.0
203,H,S,X,1,2.0,1,1,2,1,1.0,0.0
207,E,R,O,2,2.0,1,2,2,1,1.0,0.0
208,C,R,I,1,3.0,1,1,2,1,1.0,0.0
210,D,A,I,1,3.0,1,1,2,1,1.0,0.0
216,C,R,I,1,3.0,1,1,2,1,1.0,1.0
221,H,S,X,1,2.0,1,1,2,1,1.0,0.0
223,F,A,I,2,2.0,1,2,2,1,1.0,1.0
224,D,R,I,2,2.0,1,1,2,1,1.0,0.0
225,D,A,I,1,3.0,1,1,2,1,1.0,0.0
229,H,S,X,1,2.0,1,1,2,1,1.0,0.0
230,H,S,X,1,2.0,1,1,2,1,1.0,0.0
232,D,A,I,1,2.0,1,2,2,1,1.0,0.0
237,C,R,O,1,3.0,1,1,2,1,1.0,0.0
241,H,S,X,1,2.0,1,1,2,1,1.0,0.0
244,D,A,I,1,2.0,1,2,2,1,1.0,0.0
245,H,S,X,1,1.0,1,2,2,1,1.0,0.0
255,D,R,I,2,2.0,1,2,2,1,1.0,0.0
259,D,A,I,1,2.0,1,1,2,1,1.0,0.0
263,C,R,O,1,3.0,1,1,2,1,1.0,0.0
265,C,R,O,1,3.0,1,1,2,1,1.0,0.0
268,H,S,X,1,2.0,1,2,2,1,1.0,0.0
288,C,R,O,1,3.0,1,1,2,1,1.0,0.0
291,C,R,O,1,3.0,1,1,2,1,1.0,0.0
293,C,R,I,1,3.0,1,1,2,1,1.0,2.0
302,C,R,O,1,3.0,1,1,2,1,1.0,0.0
304,D,R,I,1,3.0,1,1,2,1,1.0,2.0
306,C,R,O,1,3.0,1,1,2,1,1.0,0.0
309,H,S,X,1,2.0,1,1,2,1,1.0,0.0
320,C,S,O,1,3.0,1,2,2,1,1.0,0.0
321,D,A,I,1,3.0,1,1,2,1,1.0,0.0
325,H,S,X,1,2.0,1,2,2,1,1.0,0.0
329,B,X,O,1,2.0,1,2,2,1,1.0,0.0
331,C,R,O,1,3.0,1,1,2,1,1.0,0.0
333,H,S,X,1,2.0,1,2,2,1,1.0,0.0
345,D,A,I,1,2.0,1,2,2,1,1.0,4.0
355,H,S,X,1,2.0,1,2,2,1,1.0,0.0
376,D,K,I,2,3.0,1,2,2,1,1.0,3.0
382,C,R,O,1,3.0,1,1,2,1,1.0,0.0
385,D,A,I,1,3.0,1,1,2,1,1.0,0.0
396,D,A,I,1,2.0,1,2,2,1,1.0,0.0
399,C,R,O,1,3.0,1,1,2,1,1.0,0.0
402,D,A,I,1,3.0,1,1,2,1,1.0,0.0
404,C,R,O,1,3.0,1,1,2,1,1.0,1.0
412,D,A,C,2,3.0,1,2,2,1,1.0,0.0
413,H,S,X,1,3.0,1,1,1,1,1.0,0.0
425,D,A,I,1,2.0,1,2,2,1,1.0,0.0
428,C,R,O,1,3.0,1,1,2,1,1.0,0.0
436,D,R,O,1,3.0,1,2,2,1,1.0,0.0
439,C,R,O,1,3.0,1,1,2,1,1.0,0.0
441,C,R,O,1,3.0,1,1,2,1,1.0,0.0
449,D,R,I,1,3.0,1,2,2,1,1.0,0.0
455,D,A,I,1,2.0,1,1,2,1,1.0,0.0
459,H,S,X,1,2.0,1,1,2,1,1.0,0.0
461,C,R,O,1,3.0,1,1,2,1,1.0,0.0
463,H,S,X,1,3.0,1,1,1,1,1.0,0.0
472,H,S,X,1,2.0,1,1,2,1,1.0,0.0
475,B,X,O,1,2.0,1,2,2,1,1.0,0.0
476,H,S,X,1,3.0,1,1,1,1,1.0,0.0
478,E,A,O,2,2.0,1,2,2,1,1.0,4.0
482,C,R,O,1,3.0,1,1,2,1,1.0,0.0
484,H,S,X,1,2.0,1,1,2,1,1.0,0.0
485,D,R,O,1,3.0,1,2,2,1,1.0,0.0
496,H,S,X,1,3.0,1,1,1,1,1.0,0.0
497,E,A,O,2,3.0,1,2,2,1,1.0,0.0
498,E,A,O,1,2.0,1,2,2,1,1.0,1.0
502,H,R,X,1,3.0,1,1,1,1,1.0,0.0
503,D,R,I,1,3.0,1,1,2,1,1.0,1.0
504,H,S,X,1,3.0,1,1,1,1,1.0,0.0
505,H,S,X,1,3.0,1,2,1,1,1.0,0.0
514,D,R,I,2,3.0,1,2,2,1,1.0,1.0
519,F,A,I,2,2.0,1,2,2,1,1.0,3.0
522,H,S,X,1,3.0,1,1,1,1,1.0,0.0
525,D,R,I,1,3.0,1,1,2,1,1.0,0.0
526,C,R,O,1,3.0,1,1,2,1,1.0,0.0
528,F,A,I,2,2.0,1,2,2,1,1.0,0.0
533,C,A,I,2,3.0,1,2,2,1,1.0,0.0
535,D,R,I,1,3.0,1,2,2,1,1.0,0.0
536,C,R,O,1,3.0,1,1,2,1,1.0,0.0
538,F,A,I,1,1.0,1,2,2,1,1.0,0.0
542,H,S,X,1,3.0,1,1,1,1,1.0,0.0
549,H,S,X,1,2.0,1,2,2,1,1.0,0.0
555,H,S,X,1,3.0,1,1,1,1,1.0,0.0
556,H,S,X,1,2.0,1,2,2,1,1.0,0.0
558,H,S,X,1,2.0,1,1,2,1,1.0,0.0
559,B,X,O,1,2.0,1,2,2,1,1.0,0.0
561,C,R,O,1,3.0,1,1,2,1,1.0,0.0
566,H,S,X,1,2.0,1,2,2,1,1.0,0.0
567,D,A,I,1,2.0,1,2,2,1,1.0,0.0
568,H,S,X,1,2.0,1,1,2,1,1.0,0.0
570,C,S,O,1,3.0,1,2,2,1,1.0,0.0
574,H,S,X,1,2.0,1,2,2,1,1.0,0.0
576,H,S,X,1,2.0,1,1,2,1,1.0,0.0
581,C,R,O,1,3.0,1,1,2,1,1.0,0.0
586,H,S,X,1,2.0,1,1,2,1,1.0,0.0
587,H,S,X,1,3.0,1,2,1,1,1.0,0.0
589,C,S,O,1,3.0,1,2,2,1,1.0,2.0
593,H,S,X,2,3.0,1,1,2,1,1.0,0.0
596,H,S,X,1,2.0,1,1,2,1,1.0,0.0
603,H,S,X,1,2.0,1,1,2,1,1.0,0.0
604,H,S,X,1,2.0,1,1,2,1,1.0,0.0
607,D,S,O,2,2.0,3,2,2,1,1.0,0.0
609,C,R,O,1,3.0,1,1,2,1,1.0,0.0
610,D,R,I,1,3.0,1,1,2,1,1.0,0.0
613,H,R,X,1,3.0,1,1,1,1,1.0,0.0
616,C,R,I,1,2.0,1,2,2,1,1.0,1.0
624,H,S,X,1,2.0,1,1,2,1,1.0,0.0
631,C,S,O,2,2.0,1,2,2,1,1.0,0.0
635,D,A,I,1,2.0,1,1,2,1,1.0,0.0
638,C,R,O,1,3.0,1,1,2,1,1.0,0.0
639,H,S,X,1,1.0,1,2,2,1,1.0,0.0
645,D,A,I,1,2.0,1,1,2,1,1.0,0.0
646,C,R,O,1,3.0,1,1,2,1,1.0,0.0
647,D,A,I,1,3.0,1,1,2,1,1.0,1.0
649,H,S,X,1,2.0,1,2,2,1,1.0,0.0
652,C,S,O,1,3.0,1,2,2,1,1.0,0.0
659,H,S,X,1,2.0,1,1,2,1,1.0,0.0
662,B,X,O,1,2.0,1,2,2,1,1.0,0.0
671,H,S,X,1,1.0,1,2,2,1,1.0,0.0
674,F,H,O,1,2.0,1,2,2,1,1.0,1.0
677,B,X,O,1,2.0,1,2,2,1,1.0,0.0
678,D,A,I,1,2.0,1,2,2,1,1.0,1.0
688,C,R,O,1,3.0,1,1,2,1,1.0,0.0
689,C,S,O,1,3.0,1,2,2,1,1.0,0.0
698,H,S,X,1,3.0,1,1,1,1,1.0,0.0
700,F,A,I,2,3.0,1,2,2,2,1.0,1.0
702,H,S,X,1,2.0,1,2,2,1,1.0,0.0
704,H,S,X,1,3.0,1,1,1,1,1.0,0.0
710,H,S,X,1,3.0,1,1,1,1,1.0,0.0
714,H,S,X,1,2.0,1,2,2,1,1.0,0.0
723,E,A,O,1,2.0,1,2,2,1,1.0,1.0
728,F,A,I,2,2.0,1,2,2,1,1.0,1.0
738,C,R,O,1,3.0,1,1,2,1,1.0,0.0
755,H,S,X,1,3.0,1,2,1,1,1.0,0.0
756,C,R,O,1,3.0,1,1,2,1,1.0,0.0
759,E,A,O,1,3.0,1,2,2,1,1.0,0.0
765,C,R,O,1,3.0,1,1,2,1,1.0,0.0
772,H,S,X,1,2.0,1,1,2,1,1.0,0.0
777,H,S,X,1,2.0,1,1,2,1,1.0,0.0
779,C,R,O,1,3.0,1,1,2,1,1.0,0.0
784,H,S,X,1,2.0,1,1,2,1,1.0,0.0
792,H,S,X,1,2.0,1,1,2,1,1.0,1.0
793,C,R,O,1,3.0,1,1,2,1,1.0,0.0
797,H,S,X,1,2.0,1,1,2,1,1.0,1.0
800,H,S,X,1,2.0,1,1,2,1,1.0,0.0
804,B,X,O,1,2.0,1,2,2,1,1.0,0.0
810,H,S,X,1,3.0,1,1,1,1,1.0,0.0
817,H,S,X,1,2.0,1,1,2,1,1.0,0.0
819,D,A,I,1,3.0,1,1,2,1,1.0,0.0
828,H,S,X,1,2.0,1,1,2,1,1.0,0.0
834,H,S,X,1,2.0,1,1,2,1,1.0,0.0
835,H,S,X,1,3.0,1,1,1,1,1.0,2.0
837,H,S,X,1,2.0,1,1,2,1,1.0,0.0
841,H,S,X,1,3.0,1,1,1,1,1.0,0.0
842,H,S,X,1,3.0,1,1,1,1,1.0,0.0
844,F,A,I,1,3.0,1,1,2,1,1.0,0.0
846,H,S,X,1,2.0,1,1,2,1,1.0,0.0
855,H,S,X,1,2.0,1,1,2,1,1.0,0.0
860,D,K,I,2,3.0,1,2,2,1,1.0,2.0
863,C,R,O,1,3.0,1,1,2,1,1.0,0.0
869,D,K,I,2,3.0,1,2,2,1,1.0,0.0
871,H,S,X,1,3.0,1,2,1,1,1.0,0.0
872,C,R,O,1,3.0,1,1,2,1,1.0,0.0
875,H,S,X,1,2.0,1,1,2,1,1.0,0.0
877,H,S,X,1,2.0,1,2,2,1,1.0,0.0
879,H,S,X,1,2.0,1,1,2,1,1.0,0.0
886,H,S,X,1,2.0,1,2,2,1,1.0,0.0
887,H,S,X,1,2.0,1,1,2,1,1.0,0.0
896,H,S,X,1,2.0,1,1,2,1,1.0,0.0
897,H,S,X,1,2.0,1,1,2,1,1.0,0.0
900,H,S,X,1,3.0,1,2,1,1,1.0,0.0
902,D,A,I,1,3.0,1,1,2,1,1.0,1.0
905,H,S,X,1,2.0,1,2,2,1,1.0,0.0
906,H,S,X,1,2.0,1,1,2,1,1.0,0.0
910,H,S,X,1,3.0,1,2,1,1,1.0,0.0
915,H,S,X,1,2.0,1,2,2,1,1.0,0.0
916,H,S,X,1,2.0,1,1,2,1,1.0,0.0
917,E,A,O,1,2.0,1,2,2,1,1.0,0.0
919,H,S,X,1,3.0,1,2,1,1,1.0,0.0
922,D,A,I,1,3.0,1,1,2,1,1.0,0.0
923,D,A,I,1,3.0,1,1,2,1,1.0,0.0
926,H,S,X,1,2.0,1,1,2,1,1.0,0.0
928,C,S,O,1,3.0,1,2,2,1,1.0,0.0
937,H,S,X,1,3.0,1,1,1,1,1.0,0.0
940,H,S,X,1,3.0,1,2,1,1,1.0,0.0
942,B,X,O,1,2.0,1,2,2,1,1.0,0.0
946,H,S,X,1,3.0,1,1,1,1,1.0,0.0
947,H,S,X,1,1.0,1,2,2,1,1.0,0.0
948,H,S,X,1,3.0,1,2,1,1,1.0,0.0
949,D,A,I,1,2.0,1,2,2,1,1.0,0.0
952,D,A,I,1,3.0,1,1,2,1,1.0,0.0
953,C,R,O,1,3.0,1,1,2,1,1.0,0.0
957,D,A,I,1,2.0,1,2,2,1,1.0,1.0
960,D,K,C,2,3.0,1,2,2,2,1.0,1.0
961,C,S,I,1,2.0,1,1,2,1,1.0,0.0
963,D,A,I,1,3.0,1,1,2,1,1.0,0.0
969,E,K,C,2,3.0,3,2,2,2,1.0,1.0
971,E,K,C,2,3.0,3,2,2,2,1.0,0.0
975,C,R,O,1,3.0,1,1,2,1,1.0,0.0
976,H,S,X,1,3.0,1,1,1,1,1.0,0.0
985,D,R,I,1,3.0,1,1,2,1,1.0,0.0
987,C,R,O,1,3.0,1,1,2,1,1.0,0.0
989,E,K,C,2,2.0,2,2,2,2,1.0,4.0
991,H,S,X,1,2.0,1,1,2,1,1.0,0.0
992,E,A,O,2,2.0,1,2,2,1,1.0,0.0
993,D,R,I,1,3.0,1,2,2,1,1.0,0.0
998,E,K,C,2,2.0,2,2,2,2,1.0,0.0
1003,D,A,I,1,2.0,1,2,2,1,1.0,0.0
1010,F,A,I,2,2.0,1,2,2,1,1.0,0.0
1012,D,A,I,1,2.0,1,2,2,1,1.0,0.0
1015,H,S,X,1,3.0,1,1,1,1,1.0,0.0
1019,E,K,C,2,2.0,1,2,2,1,1.0,0.0
1022,D,A,I,1,1.0,1,2,2,1,1.0,1.0
1028,H,S,X,1,1.0,1,2,2,1,1.0,0.0
1030,H,S,X,1,3.0,1,1,1,1,1.0,0.0
1036,C,R,O,1,3.0,1,1,2,1,1.0,1.0
1043,H,S,X,1,2.0,1,1,2,1,1.0,0.0
1046,E,A,O,1,2.0,1,2,2,1,1.0,4.0
1047,H,S,X,1,3.0,1,1,1,1,1.0,1.0
1048,H,S,X,1,3.0,1,1,1,1,1.0,0.0
1049,H,S,X,1,2.0,1,1,2,1,1.0,0.0
1050,H,S,X,1,2.0,1,1,2,1,1.0,1.0
1055,H,S,X,1,2.0,1,1,2,1,1.0,0.0
1056,H,S,X,1,2.0,1,1,2,1,1.0,1.0
1058,H,S,X,1,2.0,2,2,2,1,1.0,0.0
